label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59
0.03	north1_all	80	38242	14825	8576	5142	6991	2803	1820	1393	1107	1413	1388	494	517	553	329	192	157	130	110	74	81	86	105	44	31	22	21	17	7	9	14	12	23	5	8	4	8	4	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north1_active	80	19670	5421	3558	1037	5689	1355	496	509	406	1148	1173	104	356	462	198	78	87	59	75	13	55	58	93	10	14	8	4	2	6	5	13	4	23	2	6	2	7	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north2_all	80	38399	14521	8636	5135	6859	2724	1788	1448	1147	1463	1389	473	549	537	335	199	148	116	118	69	75	78	132	46	37	30	20	17	11	9	16	13	27	6	33	2	14	4	2	2	0	3	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0
0.03	north2_active	80	19800	5275	3567	1095	5556	1305	483	547	430	1151	1186	98	387	439	206	87	75	51	84	12	55	56	118	10	21	15	4	3	7	5	14	6	27	4	31	2	12	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north3_all	80	38291	14595	8624	5095	6624	2742	1762	1474	1102	1545	1310	500	570	558	375	208	173	124	117	73	83	75	96	33	41	33	17	17	13	14	8	12	27	4	33	2	10	4	2	1	0	2	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0
0.03	north3_active	80	19659	5259	3571	1069	5293	1353	463	586	436	1234	1113	109	392	451	231	93	88	51	87	16	58	53	85	5	23	15	2	3	6	11	6	5	26	4	32	2	7	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_all	80	38351	14450	8545	5069	6474	2733	1776	1422	1083	1580	1294	485	557	515	344	203	173	124	150	77	78	70	119	29	36	39	17	13	13	10	20	9	14	4	30	1	10	3	2	2	1	2	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0
0.03	north4_active	80	19747	5222	3562	1083	5148	1403	455	553	439	1272	1086	108	394	395	228	92	84	51	114	21	53	45	107	4	20	20	3	1	5	8	19	5	12	3	28	1	7	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_all	80	38488	14491	8359	5113	6452	2813	1771	1407	1030	1571	1370	477	544	496	337	189	172	124	149	74	88	57	108	31	33	34	16	5	14	7	35	9	5	5	13	1	6	1	4	1	2	0	0	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	19735	5255	3441	1082	5064	1450	458	555	419	1289	1150	96	375	386	214	76	71	47	108	20	63	34	96	8	14	21	4	1	4	6	33	6	2	3	12	1	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	38332	14462	8267	5126	6382	2814	1788	1345	1061	1468	1432	481	559	494	340	184	149	119	162	72	85	59	109	43	28	24	23	11	12	3	31	8	13	8	4	2	6	0	4	1	4	1	0	1	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0
