label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58
0.03	north6_all	80	36017	22661	14147	4487	3420	4408	1676	1520	935	673	585	462	308	270	470	204	348	181	173	57	100	47	35	24	43	33	22	23	11	12	12	8	6	5	13	1	1	0	0	0	5	2	0	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north6_active	80	18739	13625	8673	2031	1659	2671	824	814	455	322	282	231	131	137	313	109	186	107	115	26	67	24	14	10	19	17	9	15	4	7	8	6	2	4	11	1	1	0	0	0	2	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	36008	22946	14011	4585	3334	4466	1710	1514	934	692	562	467	324	265	464	198	344	175	162	58	97	48	43	25	30	28	22	24	13	13	14	8	3	8	9	2	1	0	0	1	2	1	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	18754	13766	8480	2130	1646	2702	819	802	449	325	270	231	152	134	298	110	214	99	99	34	59	25	16	12	13	13	10	16	5	8	9	5	2	3	7	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	35773	23119	14151	4617	3313	4431	1672	1541	907	699	574	480	337	283	491	185	293	153	149	65	107	52	39	29	49	35	22	24	12	8	10	6	3	7	5	4	1	1	0	2	2	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	18642	13775	8717	2129	1637	2729	798	811	447	335	286	237	165	141	293	93	206	93	91	39	64	28	17	16	39	23	10	16	5	5	7	2	2	2	4	3	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	35949	23196	14181	4609	3338	4534	1690	1511	898	711	579	481	349	275	496	178	279	151	158	63	95	50	47	30	65	34	21	20	10	7	11	7	4	8	6	3	2	1	1	2	0	1	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	18710	14042	8715	2141	1654	2832	817	813	445	331	291	236	172	145	287	83	198	99	94	36	57	23	18	17	53	21	12	12	4	4	6	2	3	2	6	2	0	1	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	35236	22434	13971	4547	3302	4378	1685	1497	896	702	564	473	339	280	511	182	251	136	136	63	93	51	48	36	75	40	16	16	10	5	7	16	3	7	4	4	2	1	1	2	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	18103	13583	8493	2080	1616	2688	800	820	426	320	278	245	173	144	302	91	165	80	80	34	49	22	23	17	59	27	10	11	6	5	2	8	3	1	4	3	1	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	34135	20859	12982	4485	3134	4248	1618	1438	883	708	537	455	314	270	364	189	259	119	152	76	77	48	41	30	46	24	26	18	12	12	9	16	7	3	10	2	2	10	6	1	1	1	4	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north11_active	80	17382	12374	7812	2014	1470	2654	742	720	400	302	235	212	133	121	228	99	150	72	72	39	50	21	22	14	29	15	12	11	9	5	5	11	6	2	3	2	2	7	1	1	1	1	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north12_all	80	34857	21987	13755	4444	3253	4338	1628	1445	904	731	521	485	299	258	371	191	226	143	177	91	74	50	49	24	53	28	28	20	13	12	12	15	5	6	11	3	2	10	5	2	1	1	3	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north12_active	80	18042	13073	8389	2046	1547	2682	777	735	434	319	230	233	138	119	227	104	142	85	93	49	46	16	30	9	38	15	15	14	7	6	7	9	4	3	2	3	2	7	0	2	0	1	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north13_all	80	35761	22611	14274	4388	3324	4286	1685	1497	912	708	503	507	294	275	426	181	264	170	175	87	77	46	50	31	62	37	30	22	9	8	7	13	10	5	10	3	6	6	3	1	1	2	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	18508	13579	8777	2029	1604	2736	804	747	443	326	222	239	136	131	236	98	168	103	113	45	47	20	31	16	44	23	12	15	1	3	5	9	6	2	1	3	5	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	35903	22865	14174	4484	3301	4384	1708	1532	909	689	509	515	312	283	428	193	278	177	191	84	85	43	44	25	68	37	23	22	13	8	8	10	7	7	6	3	8	8	1	2	1	1	1	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	18638	13722	8749	2050	1606	2786	805	791	446	333	232	255	149	135	214	110	172	110	141	46	52	17	30	14	48	22	7	13	4	2	5	5	4	2	1	1	6	4	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	35969	22786	13898	4563	3391	4376	1726	1530	924	692	531	475	315	274	475	194	274	173	178	66	101	49	38	37	78	32	20	24	15	11	7	8	10	5	3	4	9	8	4	1	2	3	1	1	1	1	1	16	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	18608	13638	8573	2099	1678	2752	816	803	459	341	263	221	152	135	261	108	170	109	138	33	60	20	22	25	54	21	6	13	7	4	5	2	5	1	1	1	5	4	2	1	1	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	35937	23038	13966	4608	3356	4476	1736	1551	941	726	571	469	318	258	475	198	278	151	144	67	93	55	29	39	78	35	19	24	16	11	8	5	11	4	3	4	8	4	6	1	3	2	0	1	1	1	0	16	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	18657	13825	8608	2132	1667	2766	807	867	465	344	288	231	142	124	284	98	159	87	103	37	57	26	19	21	54	24	8	13	11	4	6	1	3	1	0	0	5	3	4	1	1	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	36037	22753	13989	4600	3408	4499	1719	1533	921	735	590	476	318	254	496	211	342	148	145	72	95	49	32	36	79	22	17	30	17	11	8	7	11	3	4	3	4	1	5	1	4	2	0	1	2	1	0	10	0	0	0	1	0	0	0	0	0	0	1
0.03	north17_active	80	18647	13647	8657	2127	1696	2810	815	835	445	348	282	234	139	119	302	98	209	80	98	43	62	21	22	18	53	15	9	20	12	4	8	5	4	1	1	0	1	0	4	0	1	1	0	0	1	0	0	10	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	35855	22410	14181	4605	3303	4463	1717	1555	886	716	607	481	327	258	431	196	394	157	166	78	77	50	37	29	57	23	18	34	18	9	9	6	8	2	4	4	1	3	5	2	3	2	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
0.03	north18_active	80	18577	13534	8792	2148	1652	2812	812	879	421	316	285	234	144	112	252	92	232	82	106	41	52	19	25	10	43	16	10	25	10	2	7	6	3	1	1	2	1	0	4	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north19_all	80	35476	21946	13757	4520	3291	4390	1679	1550	859	715	590	474	328	273	418	198	368	171	168	67	94	38	51	31	54	26	15	30	17	7	12	13	9	4	17	4	0	4	2	2	2	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0
0.03	north19_active	80	18306	13199	8575	2119	1603	2699	766	841	403	316	260	229	156	115	252	95	219	87	103	31	55	13	32	13	42	20	9	21	7	2	9	11	3	1	7	3	0	1	2	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north20_all	80	34481	21529	13234	4387	3223	4285	1630	1492	860	692	552	474	354	252	350	199	342	152	177	65	78	42	41	24	37	19	8	25	13	11	14	18	8	5	16	5	0	5	2	2	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0
0.03	north20_active	80	17635	12851	8052	2016	1580	2631	730	784	396	302	246	237	172	111	217	96	213	77	111	26	43	13	22	11	27	14	4	18	3	5	8	11	4	1	6	3	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_all	80	66635	12341	14869	6124	4941	2198	3118	1169	1357	657	665	452	385	419	243	207	178	141	102	108	94	58	84	50	68	22	15	13	23	12	16	15	9	7	1	7	5	4	6	2	4	5	1	0	0	1	1	0	2	2	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	41974	5575	9243	3341	2873	982	1924	504	800	307	351	203	191	278	121	119	99	63	44	59	53	32	53	22	48	13	7	6	11	5	10	9	6	6	0	3	3	1	6	2	3	5	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	70409	12311	15451	6310	4937	2154	3175	1115	1338	659	656	443	412	468	256	233	202	134	108	104	99	60	87	54	54	20	15	13	37	10	16	11	8	7	1	6	4	4	7	3	3	1	1	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	44574	5691	9693	3512	2846	938	1940	481	772	296	368	206	214	318	132	133	111	56	48	61	60	26	57	29	37	12	5	6	19	4	9	6	5	3	0	3	3	2	7	2	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	71588	12482	15530	6299	4956	2170	3207	1123	1389	674	655	470	423	501	250	238	207	125	88	95	101	61	93	48	43	22	19	19	34	11	19	5	6	8	2	5	2	2	1	2	3	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	45358	5874	9786	3521	2819	979	1965	496	786	304	362	227	220	340	145	142	120	49	43	53	58	25	62	30	24	13	7	6	19	5	13	3	4	4	0	3	1	2	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	71794	12560	15396	6353	5050	2181	3304	1154	1398	697	640	452	396	508	252	238	189	121	88	92	100	54	103	39	44	25	18	18	31	8	14	4	5	12	1	2	3	5	1	3	2	1	3	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0
0.03	south24_active	80	45497	5877	9621	3559	2937	975	2005	522	794	313	366	221	222	337	150	136	107	47	51	52	54	22	63	27	19	11	7	6	16	4	11	3	3	8	0	0	1	2	1	1	1	1	2	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0
0.03	south25_all	80	71326	12532	15669	6194	5182	2229	3432	1178	1450	729	628	468	387	513	264	257	176	116	89	88	87	54	105	41	45	22	21	17	28	6	19	7	4	9	1	1	5	7	5	5	2	2	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
0.03	south25_active	80	45440	5840	9885	3429	3032	1016	2113	541	845	348	340	228	208	331	144	154	98	47	50	44	45	28	66	28	15	9	9	6	14	2	12	4	3	8	0	0	2	2	1	2	1	2	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
0.03	south26_all	80	71246	12347	15681	6280	5396	2171	3375	1186	1405	717	614	432	378	480	259	252	159	122	108	95	78	63	87	44	52	19	21	12	18	10	11	12	6	8	1	1	5	7	4	7	1	2	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south26_active	80	45356	5639	9829	3482	3211	998	2096	552	812	359	338	208	194	307	129	147	82	53	59	50	38	37	47	31	27	7	12	4	10	6	5	8	5	7	0	0	2	1	0	3	1	2	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south27_all	80	69722	12283	15189	6253	5216	2188	3380	1190	1375	710	624	439	404	507	271	240	162	119	109	78	90	69	75	50	42	16	21	13	18	9	12	13	8	5	1	2	5	8	7	6	4	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south27_active	80	44407	5585	9481	3483	3107	1003	2146	536	800	351	338	208	193	324	130	135	86	58	53	43	45	43	34	36	23	7	11	6	12	5	5	9	4	4	0	1	4	3	3	3	3	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south28_all	80	68670	12418	14879	6211	5199	2190	3306	1144	1375	682	633	425	392	521	255	210	159	138	92	76	91	69	89	46	43	13	17	11	19	12	14	15	8	4	2	2	3	6	6	4	5	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	43331	5649	9187	3483	3104	1004	2037	514	810	330	336	196	180	336	119	121	85	64	42	41	50	39	55	26	32	6	8	6	10	6	4	9	4	3	0	1	3	4	3	2	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	68239	12407	14814	6213	5098	2183	3344	1164	1391	681	629	427	389	504	277	216	156	143	87	84	110	63	94	46	46	17	14	15	21	11	15	24	8	10	3	2	2	4	5	7	5	10	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	42852	5593	9105	3437	3031	990	2080	524	824	328	332	207	178	310	135	123	80	74	43	42	63	33	62	24	35	10	5	6	12	3	5	14	3	8	1	1	2	3	4	7	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	69490	12465	15150	6298	5167	2149	3405	1173	1436	688	629	447	408	506	275	236	153	137	84	79	96	63	93	48	41	17	7	11	16	12	16	25	5	9	5	2	2	2	5	7	4	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	43422	5643	9272	3509	3064	1010	2131	542	863	325	319	215	197	306	140	133	74	74	46	40	55	28	57	20	29	9	3	4	10	3	5	14	3	7	1	1	2	2	4	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	67659	12180	15073	6181	5082	2174	3197	1203	1369	704	648	426	372	446	246	242	174	164	100	102	92	54	68	51	46	15	14	20	14	8	11	7	7	7	6	3	3	4	1	4	3	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0
0.03	south31_active	80	42478	5516	9345	3408	2950	968	1987	530	760	324	328	200	189	291	135	131	109	100	54	55	48	33	30	25	25	4	6	12	8	1	4	4	7	7	3	0	0	3	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	70872	12413	15731	6370	5164	2153	3364	1165	1451	725	675	422	370	453	232	228	167	146	95	91	83	65	95	55	40	19	16	24	19	7	10	15	8	5	7	3	2	3	2	3	3	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0
0.03	south32_active	80	44830	5644	9893	3568	3047	954	2088	519	819	345	343	212	201	289	117	128	94	91	43	56	44	39	53	23	20	6	7	12	11	1	4	11	7	5	2	1	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	69848	12441	15559	6225	5061	2107	3261	1168	1456	717	637	434	367	469	241	226	183	121	94	91	73	67	104	56	44	14	16	16	22	10	12	15	3	6	5	4	2	2	1	2	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	44162	5632	9810	3491	3005	926	2003	509	815	328	333	221	197	294	125	130	96	64	37	58	36	41	59	23	26	4	7	7	10	3	4	10	2	5	1	2	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	67104	12551	15025	6020	4835	2185	3092	1170	1380	688	609	441	371	462	231	251	158	119	99	95	82	61	102	59	45	14	9	14	25	13	10	11	2	5	5	4	3	1	2	1	3	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	41991	5684	9381	3315	2823	981	1889	518	764	311	321	229	207	286	111	157	82	57	37	59	46	36	60	25	27	6	4	7	15	7	6	8	0	3	1	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	64184	12446	14784	5914	4674	2185	3048	1174	1350	659	611	448	388	457	220	266	144	123	86	89	97	57	74	59	38	13	12	12	22	12	13	11	3	3	2	5	4	2	1	0	3	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	40114	5548	9038	3253	2753	985	1838	520	762	283	326	220	216	278	108	150	76	60	34	56	65	33	43	32	27	7	6	7	10	7	9	8	1	0	1	3	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	62113	12298	14224	5767	4651	2283	3026	1202	1241	648	624	425	382	464	215	254	140	138	91	79	91	50	60	47	32	15	16	8	26	11	11	8	5	3	2	6	6	2	1	2	4	0	2	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	38614	5441	8752	3080	2666	1026	1805	552	676	271	324	203	201	268	109	136	66	73	40	43	64	30	27	26	23	9	10	6	15	5	10	6	3	1	2	4	4	0	0	2	2	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_all	80	62826	12430	14160	5889	4626	2211	3020	1205	1194	632	612	426	381	485	213	248	145	138	92	74	72	50	63	48	31	15	18	10	14	7	14	8	6	3	2	6	6	2	0	2	3	1	2	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_active	80	38991	5467	8808	3221	2619	1000	1811	530	674	255	297	194	196	297	111	123	67	78	47	36	46	31	39	27	22	8	11	7	8	2	12	6	3	1	2	4	4	0	0	2	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south38_all	80	65968	12460	14615	5990	4750	2133	3150	1169	1248	630	626	432	391	448	232	223	167	143	98	92	55	51	66	46	37	20	21	12	17	9	18	11	8	2	2	5	5	3	0	2	1	1	2	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south38_active	80	41478	5526	9171	3305	2686	948	1951	515	697	267	320	195	189	278	123	112	76	84	55	46	33	38	40	34	24	8	12	6	14	4	15	8	4	1	2	2	2	1	0	2	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south39_all	80	67960	12597	15158	6070	4944	2089	3185	1149	1297	640	655	445	406	480	240	235	174	134	103	94	69	63	75	44	55	18	20	12	15	8	12	16	8	3	2	3	5	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south39_active	80	43198	5650	9525	3334	2832	946	1966	489	735	290	356	225	204	309	127	136	89	74	47	55	41	42	45	34	39	7	11	4	11	5	8	11	3	0	2	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	70800	12591	15736	6357	5296	2102	3389	1111	1485	664	686	456	424	488	260	282	156	132	101	98	86	63	64	45	55	19	20	13	13	8	15	14	7	7	3	4	3	2	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0
0.03	south40_active	80	45341	5783	9878	3538	3152	935	2144	496	825	319	382	229	214	304	128	179	90	71	43	53	52	38	38	34	41	8	12	4	11	4	9	10	3	5	2	1	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
