label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	2582	2557	1238	601	269	204	234	223	81	84	66	38	30	25	18	16	13	15	7	6	6	7	4	5	11	2	1	4	1	4	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	1237	1609	757	355	123	102	149	121	44	46	46	17	12	11	7	10	6	8	2	3	4	3	1	1	4	0	1	3	1	3	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_all	80	2642	2509	1250	643	268	196	236	220	92	69	73	40	30	26	19	15	10	12	6	5	10	9	6	4	9	2	3	3	1	2	1	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north2_active	80	1309	1606	754	387	129	87	144	123	43	32	47	20	13	14	9	9	3	6	0	4	5	6	3	0	3	0	1	2	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	2600	2513	1244	592	261	199	228	211	84	63	74	38	27	24	21	12	7	14	9	7	15	8	6	4	4	4	3	5	0	3	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north3_active	80	1316	1613	738	337	134	93	141	130	38	30	47	20	12	16	12	5	2	8	0	6	9	7	3	1	2	2	1	4	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	2619	2407	1217	634	251	213	234	213	90	67	76	40	24	22	21	13	10	15	10	11	13	10	7	2	2	3	4	5	0	3	2	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north4_active	80	1338	1595	714	365	132	96	135	138	40	28	40	22	12	14	11	5	5	9	1	9	7	5	3	1	1	2	2	5	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	2646	2371	1226	623	273	221	258	214	87	56	75	45	26	27	21	18	12	11	10	10	15	14	9	1	1	2	3	3	0	4	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north5_active	80	1329	1545	711	370	123	97	152	141	38	25	39	25	13	15	10	9	7	6	3	8	7	9	6	1	0	2	2	3	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	2621	2380	1250	672	276	231	253	211	73	66	82	43	33	23	15	18	8	14	10	11	12	13	8	1	2	1	1	1	0	4	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	1310	1583	732	403	112	104	150	133	36	32	51	24	17	10	6	11	5	9	6	8	4	9	5	0	1	1	1	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2659	2485	1241	704	264	211	261	188	79	61	81	40	35	25	13	16	7	13	9	12	8	16	10	2	3	0	0	2	0	6	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north7_active	80	1330	1614	714	425	108	104	164	116	42	30	52	22	17	11	4	10	3	7	7	8	2	13	5	1	1	0	0	1	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2637	2489	1297	681	262	207	255	208	79	65	79	49	29	23	19	12	6	16	8	15	8	16	9	3	3	1	0	2	1	10	0	3	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0
0.03	north8_active	80	1316	1616	755	422	121	107	158	139	47	37	52	23	13	9	7	5	3	10	4	11	4	16	5	1	1	1	0	0	0	9	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_all	80	2664	2570	1263	648	247	195	268	218	95	68	78	49	32	23	21	17	7	18	5	13	5	13	12	4	3	1	1	3	3	7	0	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north9_active	80	1310	1615	775	390	125	102	175	148	59	37	48	24	14	11	8	9	3	10	2	9	3	13	7	2	0	1	1	0	2	5	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	2619	2564	1229	656	250	184	251	223	98	77	70	41	33	23	23	19	9	21	9	10	6	17	8	5	2	1	2	2	4	9	0	1	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0
