label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55
0.03	north1_all	80	6334	2741	1657	2657	697	494	389	272	267	397	224	112	72	58	59	49	22	24	17	19	11	7	8	6	8	7	4	9	1	2	2	4	0	2	16	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	2074	901	674	2295	287	119	224	65	130	343	170	20	20	14	30	14	4	8	4	8	2	6	2	3	2	2	1	5	0	0	0	4	0	1	16	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_all	80	6309	2689	1626	2403	701	502	413	261	252	330	239	98	74	60	51	39	25	23	16	20	12	5	8	5	5	9	1	9	3	1	2	4	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1949	872	642	2022	282	126	236	55	134	270	185	21	22	17	24	11	6	8	2	6	3	2	3	3	1	5	0	5	0	0	0	4	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6352	2762	1602	2657	723	494	441	254	226	397	226	96	72	62	58	33	31	23	17	15	10	7	14	5	4	10	4	6	4	1	1	0	0	6	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2114	912	638	2286	307	113	272	61	120	340	179	19	20	19	25	9	9	8	2	4	3	4	8	1	0	4	1	4	0	0	0	0	0	5	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6359	2700	1645	3021	759	509	457	263	255	459	227	92	70	58	66	37	37	24	25	16	6	12	16	9	4	8	6	5	5	2	0	1	2	6	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2188	934	712	2646	346	124	296	73	154	400	179	24	21	19	31	14	16	11	3	4	2	7	9	2	0	4	4	2	1	0	0	0	1	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6475	2757	1694	3372	783	505	494	291	240	513	251	96	74	53	69	43	35	17	27	14	5	17	15	10	4	7	9	1	4	2	0	1	2	3	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2377	1023	758	3016	364	121	311	98	147	452	214	26	21	17	32	18	15	7	5	4	0	12	9	1	0	3	4	0	1	0	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6456	2816	1727	3364	773	518	447	294	249	487	251	107	73	61	61	51	36	18	26	17	6	18	15	8	4	5	11	1	2	3	0	2	2	2	1	0	0	0	5	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north6_active	80	2353	1056	797	3006	367	128	268	101	146	424	208	31	19	19	26	22	21	6	6	4	1	13	9	1	0	1	4	0	1	0	0	1	1	1	1	0	0	0	5	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north7_all	80	6511	2891	1721	3373	769	500	419	303	242	496	264	105	71	59	65	42	29	22	19	15	10	16	9	8	4	5	9	0	2	4	0	1	2	1	1	0	0	4	5	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	north7_active	80	2404	1103	798	3027	365	122	249	97	132	450	221	36	16	18	28	20	13	4	7	3	3	11	8	2	1	2	3	0	0	1	0	1	1	1	1	0	0	4	5	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	north8_all	80	6538	2887	1697	3414	745	486	406	301	225	493	227	99	81	62	53	36	28	25	20	15	12	8	11	5	4	4	4	1	4	3	0	1	2	1	0	0	0	16	5	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	north8_active	80	2399	1096	795	3073	356	103	254	89	115	445	191	38	25	16	17	16	11	5	7	4	5	5	8	1	1	2	1	1	2	1	0	1	1	1	0	0	0	16	5	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	north9_all	80	6601	2868	1687	3302	760	480	425	294	231	504	231	92	80	65	58	33	21	26	25	15	15	6	11	4	5	4	2	2	6	2	0	1	3	2	1	0	0	16	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	north9_active	80	2420	1087	792	2958	371	105	290	86	123	464	189	32	25	17	21	18	7	8	6	2	5	3	6	1	1	3	1	2	2	1	0	0	2	2	1	0	0	16	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	north10_all	80	6561	2848	1677	3304	784	503	438	276	233	545	227	97	82	62	60	43	17	30	28	18	14	9	14	6	5	5	6	4	7	2	0	2	2	3	1	9	0	13	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0
0.03	north10_active	80	2349	1087	746	2942	368	113	296	81	128	500	193	31	29	17	30	19	4	9	5	5	4	4	9	1	1	4	4	4	2	0	0	0	1	2	1	9	0	13	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0
0.03	north11_all	80	6302	2772	1566	2658	751	495	468	252	226	357	250	94	68	63	51	30	32	24	18	13	14	10	20	5	9	7	3	1	2	3	0	6	1	0	4	15	0	10	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	2
0.03	north11_active	80	1996	917	667	2251	307	118	281	60	127	326	202	22	17	17	21	14	15	7	4	0	3	3	16	3	2	5	2	1	1	2	0	6	1	0	4	14	0	10	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2
0.03	north12_all	80	6313	2770	1571	2706	748	511	468	246	223	385	225	99	74	60	59	32	29	29	19	10	10	11	19	8	6	8	3	1	3	3	1	5	2	1	6	18	0	10	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north12_active	80	1986	971	676	2277	300	128	271	67	136	352	178	28	24	17	28	13	11	8	5	0	3	5	14	5	1	7	2	1	1	2	0	4	1	0	6	17	0	10	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north13_all	80	6451	2806	1656	2967	721	537	513	239	249	454	261	93	83	57	59	34	28	32	17	13	18	11	18	12	1	6	4	2	3	2	2	5	3	1	3	18	0	10	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
