label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119
0.03	north6_all	80	26271	19791	11139	5649	7173	2982	5294	1986	1679	1251	1625	1027	1010	1221	907	623	463	680	470	321	530	287	302	212	386	171	194	149	149	166	89	145	87	130	58	76	67	61	53	61	51	73	34	22	28	26	17	23	18	19	13	12	9	19	13	12	10	11	12	7	10	6	5	2	7	2	4	1	1	2	3	4	8	4	0	26	6	2	6	1	0	0	3	3	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	12510	11740	6384	2815	4323	1431	3279	994	795	586	887	533	548	728	498	336	218	397	246	164	344	135	162	119	228	79	100	80	87	97	42	87	41	77	28	44	45	33	38	31	32	54	13	11	14	12	7	13	13	10	7	8	4	12	6	9	4	6	9	5	6	3	3	0	4	0	4	1	0	2	2	4	2	2	0	24	4	1	6	0	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	26189	19579	11100	5546	7271	3031	5179	2000	1745	1281	1571	1061	1023	1253	920	657	479	727	449	342	510	256	304	233	398	157	201	132	145	169	93	146	81	146	72	86	61	61	58	66	49	62	42	20	29	28	17	24	11	16	12	11	8	22	9	10	9	8	10	9	9	3	6	3	8	2	5	4	5	3	3	5	7	3	0	19	5	3	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	12445	11630	6264	2744	4458	1437	3221	970	840	585	881	540	556	753	517	353	232	417	240	166	351	121	161	133	224	67	98	69	77	86	44	84	36	94	34	52	43	38	39	31	32	48	15	5	12	13	9	11	9	10	6	7	5	16	6	7	5	3	8	5	4	0	3	0	5	0	5	4	3	2	2	4	0	2	0	17	3	2	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	26205	19623	11152	5515	7238	3039	5203	2034	1750	1349	1537	1074	1008	1257	939	652	491	711	428	364	529	269	278	235	434	166	199	130	160	173	82	149	84	152	77	97	81	64	58	67	48	56	50	22	24	37	20	25	16	11	13	11	11	20	14	12	7	6	11	8	8	2	4	4	15	2	4	7	7	3	4	1	4	4	0	19	4	2	1	0	1	0	1	2	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	12460	11591	6323	2733	4412	1437	3267	963	891	631	858	535	548	772	529	365	246	399	227	176	350	128	131	143	260	74	96	64	98	86	37	90	37	106	42	53	55	40	35	32	35	40	22	4	14	18	12	12	9	5	6	4	8	14	11	10	3	3	8	4	3	1	2	2	12	0	3	6	4	2	3	0	0	3	0	17	3	2	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	26073	19411	10811	5603	7219	3060	5450	1991	1810	1330	1613	1052	1016	1290	929	670	532	728	430	376	575	266	242	256	462	165	217	136	140	179	89	143	78	154	82	111	89	59	56	59	44	49	52	26	25	27	23	25	12	12	13	15	12	22	13	11	3	8	10	11	6	3	2	3	15	3	3	7	6	2	2	1	1	5	0	2	3	1	0	0	1	0	4	2	0	0	1	1	1	2	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	12421	11304	6091	2815	4342	1427	3348	919	938	617	894	509	538	768	509	378	259	411	237	180	350	133	120	159	281	72	113	67	88	90	41	89	35	105	41	66	64	35	29	26	28	31	28	6	15	13	13	9	4	5	6	6	7	14	10	7	2	5	7	5	1	3	0	2	13	1	2	5	4	1	1	0	0	4	0	0	2	1	0	0	1	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	26147	19710	10799	5538	7230	3018	5344	2014	1796	1324	1586	1026	1030	1382	968	656	537	685	444	366	616	256	255	273	427	169	214	135	161	187	83	135	83	154	68	118	88	49	60	64	44	58	54	29	27	31	23	24	17	13	15	17	9	17	16	13	6	8	11	6	6	7	4	3	11	2	3	8	8	1	2	0	3	10	0	1	2	0	1	0	0	1	4	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	12460	11526	6179	2761	4319	1413	3308	956	927	614	892	499	534	827	536	371	263	401	247	177	357	113	130	171	268	74	108	69	101	107	37	75	37	100	33	69	61	21	34	32	25	35	28	7	13	13	13	7	4	5	6	6	5	11	11	6	3	6	7	2	2	4	2	2	10	1	1	3	5	1	1	0	1	9	0	0	2	0	0	0	0	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_all	80	26336	19586	11351	5694	7017	3072	5317	2071	1771	1301	1548	1048	948	1236	929	634	505	704	440	364	535	219	259	273	311	167	199	151	154	190	99	170	87	214	78	90	75	65	92	58	39	74	45	26	29	42	21	18	20	15	9	20	18	12	19	8	6	11	10	24	3	5	5	1	3	5	7	1	2	3	2	5	2	3	1	6	1	2	1	1	3	0	1	1	2	0	3	0	0	0	0	0	2	1	0	0	0	0	3	1	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	12460	11430	6453	2879	4363	1530	3385	1024	870	592	846	530	480	676	559	319	261	416	225	173	328	108	136	158	159	84	119	71	73	116	47	95	42	161	33	59	49	31	49	31	16	49	26	14	11	26	11	10	14	10	3	12	6	10	12	6	3	6	6	8	1	3	1	1	3	1	3	1	1	0	0	2	0	1	1	5	1	2	0	0	2	0	0	1	2	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	26214	19653	11282	5605	7045	3054	5233	2040	1765	1313	1511	1051	957	1239	881	664	521	735	439	349	524	218	262	268	325	162	199	139	164	184	96	151	77	211	80	104	65	58	71	65	43	72	46	21	24	46	19	20	17	12	11	23	15	10	20	14	7	16	10	26	4	8	9	1	3	4	7	1	0	5	3	2	2	3	2	6	2	3	5	1	2	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	12406	11630	6424	2838	4408	1471	3299	1015	879	580	808	543	496	684	516	360	246	407	221	176	312	102	138	149	180	86	116	64	78	116	45	78	38	151	35	76	40	28	44	31	17	52	24	9	7	28	10	12	13	6	5	16	8	10	13	10	4	7	5	12	1	5	3	1	3	2	2	1	0	1	0	1	1	0	1	5	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	26167	19719	11164	5627	7128	3002	5128	2098	1740	1315	1446	1076	950	1290	901	679	518	709	450	317	520	226	273	259	335	154	199	144	168	204	90	160	70	216	76	104	71	49	68	53	47	92	41	22	22	47	14	19	15	10	11	19	13	19	18	14	8	13	9	24	7	7	8	1	6	4	9	3	2	2	5	2	3	2	2	1	4	3	4	1	8	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	12312	11744	6306	2835	4491	1402	3149	1026	874	567	791	546	496	768	510	363	233	402	225	161	328	103	149	141	182	74	120	67	86	122	48	92	38	147	33	75	45	24	42	26	21	59	20	8	5	28	7	10	11	5	5	14	8	14	12	9	4	6	6	10	2	5	4	1	6	2	3	1	0	1	1	1	2	0	1	0	3	2	0	0	7	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	26031	19524	11128	5676	7044	2939	5255	2113	1728	1317	1523	1085	977	1226	864	671	521	735	452	313	514	253	281	227	358	160	215	151	160	193	103	156	71	200	78	99	68	42	65	59	52	62	41	22	19	44	17	25	15	10	15	15	17	21	7	13	9	14	11	21	5	6	8	1	5	4	4	3	2	2	3	2	4	7	2	1	3	3	5	0	8	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	12237	11547	6222	2854	4340	1341	3274	1037	856	588	813	568	539	751	480	367	227	414	228	159	323	120	160	122	220	76	110	76	78	116	58	88	36	119	43	66	43	20	38	30	20	33	22	6	3	29	8	16	8	4	9	9	7	12	4	9	5	8	7	10	1	4	4	1	5	2	1	0	0	1	1	1	4	0	1	1	2	2	0	0	7	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	25914	19570	11034	5696	7098	2957	5402	2146	1688	1319	1556	1080	972	1198	861	638	518	739	474	293	552	272	296	228	367	172	205	160	162	194	107	168	81	178	68	127	65	50	63	51	55	66	41	24	19	31	14	22	13	13	21	16	17	25	6	11	8	13	12	9	4	4	4	4	4	5	3	4	3	3	2	1	3	6	1	1	5	2	1	0	9	0	0	3	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	12147	11535	6232	2857	4287	1361	3356	1056	806	616	886	579	536	743	493	335	234	424	245	145	332	133	166	122	217	79	110	81	84	106	62	103	40	114	37	77	41	25	36	27	26	36	22	9	6	20	6	13	6	3	12	9	8	13	3	9	4	9	6	6	2	1	1	2	4	3	1	1	1	3	1	0	3	0	1	1	3	1	0	0	8	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	26051	19237	11089	5630	6993	2904	5583	2112	1675	1266	1618	1065	958	1245	895	612	512	719	480	285	641	276	293	229	328	191	209	158	149	197	109	183	83	165	61	130	65	41	68	65	57	56	53	28	15	31	18	20	13	13	25	14	17	30	6	15	7	14	14	5	4	6	3	5	2	3	0	4	1	2	2	1	6	8	0	8	3	2	2	1	8	0	0	3	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	12247	11416	6363	2813	4168	1358	3492	1027	813	610	900	554	511	770	536	326	243	428	244	148	410	127	155	128	203	87	107	83	83	103	62	118	44	107	34	70	38	22	40	42	27	31	26	12	7	23	8	13	5	3	12	9	8	16	2	14	4	10	7	2	3	3	1	2	2	2	0	2	1	2	0	0	6	2	0	1	2	1	0	1	7	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	26062	19528	11058	5657	7195	2975	5520	2022	1669	1248	1594	1040	927	1286	917	665	502	661	445	300	601	280	267	225	332	191	199	160	168	202	98	158	76	148	56	138	62	45	72	63	54	62	56	32	17	27	20	18	12	16	22	15	13	23	9	11	9	17	11	4	5	8	2	6	1	2	3	6	2	3	2	1	4	8	0	10	6	2	2	1	2	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	12232	11597	6348	2846	4286	1402	3432	988	811	584	904	538	479	787	544	367	239	384	247	164	365	138	149	130	201	88	101	86	92	117	49	107	40	107	27	76	35	25	53	38	27	41	29	16	9	15	9	11	6	3	12	9	11	14	4	11	6	12	4	0	4	5	0	2	1	2	2	3	2	3	0	0	4	3	0	3	4	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	26279	19470	11190	5567	7247	2938	5491	2051	1688	1276	1584	1046	937	1345	911	674	499	653	449	312	604	264	250	231	335	180	189	163	188	186	94	159	83	136	64	120	77	47	87	60	45	60	61	29	15	32	22	19	10	20	22	14	11	16	7	11	10	14	7	4	7	7	5	6	6	0	4	5	4	2	2	2	9	4	0	12	5	1	4	2	1	0	2	0	0	1	0	2	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	12394	11553	6434	2760	4371	1354	3374	979	837	595	901	521	500	809	539	354	245	381	252	173	367	120	137	122	202	79	101	79	100	115	44	117	53	92	29	65	41	28	53	33	25	41	31	17	8	17	9	15	4	7	13	9	8	11	3	10	5	10	3	1	6	5	2	3	6	0	2	3	3	2	0	1	8	3	0	4	4	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	26048	19551	11176	5697	7352	2920	5360	2049	1764	1254	1543	1081	944	1281	875	682	500	650	446	323	578	275	251	230	349	168	191	161	213	171	96	148	88	121	60	116	77	53	98	57	49	62	57	28	18	35	22	21	11	21	16	17	9	11	11	5	8	14	6	4	8	6	4	8	14	1	4	6	4	1	2	2	6	4	1	13	4	1	3	2	1	0	6	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	12258	11565	6397	2829	4470	1362	3237	960	866	579	874	543	501	776	518	356	243	367	258	167	345	129	132	120	207	76	106	79	114	93	47	100	55	87	28	65	37	28	54	33	24	47	36	15	10	23	9	15	6	7	10	13	8	8	5	2	4	12	2	2	6	4	2	3	14	1	2	3	3	1	0	1	5	3	0	5	3	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	26123	19655	11288	5596	7351	2993	5395	2122	1767	1246	1529	1103	1020	1341	920	666	505	693	440	314	594	277	252	235	336	168	194	153	212	161	88	145	89	123	68	98	84	55	106	51	42	43	47	20	18	29	15	23	13	19	15	13	6	12	15	5	8	9	7	10	5	3	6	7	14	3	5	3	4	4	1	1	7	4	1	4	1	12	2	1	0	0	6	1	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	12336	11526	6450	2720	4463	1411	3334	1010	832	586	873	555	543	816	525	334	244	421	235	147	357	128	132	117	209	72	112	80	114	91	46	90	49	83	30	55	44	27	56	32	24	27	27	9	9	23	8	16	7	6	9	9	5	8	5	1	3	6	4	2	4	1	4	2	14	1	2	2	3	3	0	1	6	3	0	2	0	11	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	25168	15522	9127	4898	5452	2878	4045	1781	1526	1391	1299	896	779	966	679	603	454	576	399	303	440	245	213	225	272	159	208	113	148	145	100	139	79	108	56	61	67	41	61	56	31	60	27	21	18	33	23	15	17	16	15	21	2	11	5	11	7	11	5	4	5	4	8	4	9	5	1	6	2	2	3	4	4	2	0	0	5	1	2	0	1	0	5	2	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
0.03	south21_active	80	11491	8284	4750	2243	3150	1329	2450	814	682	666	628	432	357	537	357	285	196	324	200	137	224	106	97	106	157	68	121	47	67	82	49	80	38	65	26	31	35	24	36	31	17	29	15	11	11	12	6	7	7	7	10	9	1	6	2	5	5	4	2	3	3	2	6	2	4	1	0	3	0	2	2	2	1	0	0	0	1	1	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_all	80	25081	16230	9647	4973	5744	2850	4231	1833	1520	1367	1319	956	826	982	711	599	471	581	405	298	445	227	229	229	289	159	193	131	156	161	101	152	82	125	60	74	78	42	65	51	32	71	36	20	22	31	26	17	13	15	20	21	8	10	9	14	5	10	4	9	6	2	7	5	8	5	3	7	1	1	2	4	4	2	1	0	3	1	2	1	1	0	3	1	0	0	1	0	2	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
0.03	south22_active	80	11353	8951	5172	2296	3262	1272	2545	854	688	654	667	464	394	564	371	294	195	317	199	142	232	84	113	114	183	74	112	50	73	97	50	92	38	76	26	44	46	20	39	32	18	32	23	10	11	14	11	7	6	6	11	11	5	4	5	5	4	4	1	7	2	1	6	2	4	1	1	4	1	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_all	80	24956	16838	9969	5155	6071	2798	4255	1853	1548	1325	1369	953	862	1023	788	561	490	605	423	306	492	236	234	209	299	148	195	142	152	148	96	157	80	125	60	89	69	47	75	53	39	54	41	23	21	32	25	15	11	16	19	16	10	9	10	11	5	9	8	14	5	3	7	5	6	3	3	7	1	1	5	2	3	2	1	0	3	2	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0
0.03	south23_active	80	11312	9450	5486	2398	3477	1245	2568	862	715	627	709	451	427	586	433	277	205	330	211	139	258	92	112	113	182	65	114	62	66	84	51	97	34	85	28	54	41	21	45	34	16	22	28	10	10	14	12	5	4	6	11	9	6	4	6	3	2	3	4	7	1	2	5	0	4	0	1	5	1	1	3	2	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_all	80	24727	17375	10105	5285	6464	2771	4407	1880	1571	1276	1387	954	914	1091	826	567	487	648	420	304	514	263	250	206	319	147	192	137	156	160	89	159	82	138	65	84	74	52	76	52	39	57	39	26	21	27	24	16	13	20	19	13	15	9	15	13	5	8	7	18	5	4	5	4	16	2	2	3	2	2	5	2	3	2	1	0	2	2	0	1	1	0	4	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	11177	9984	5661	2477	3777	1241	2653	910	730	584	740	449	459	622	459	280	209	343	218	145	272	98	118	107	191	65	114	64	67	94	42	93	37	89	27	57	40	23	47	37	17	33	27	13	9	14	13	5	4	13	10	7	9	5	9	3	1	3	4	11	1	2	2	0	13	0	1	3	2	1	3	1	1	1	1	0	1	1	0	0	1	0	4	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
