label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126
0.03	north7_all	80	59218	26326	8595	11913	7154	3901	3461	4754	1851	1779	1253	1125	1198	814	1048	674	990	783	497	580	329	319	401	217	309	194	159	217	248	118	146	289	102	90	81	78	72	54	53	46	42	38	27	27	36	44	18	31	17	8	23	15	21	18	15	12	6	13	10	11	10	9	12	3	4	4	4	6	1	3	2	3	4	0	5	3	1	2	2	2	7	1	0	0	0	1	1	0	1	1	0	0	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
0.03	north7_active	80	49149	21545	2807	9875	5454	1950	2153	4061	698	949	305	290	741	176	730	362	845	585	283	439	110	147	304	93	203	47	58	160	206	41	109	258	55	41	30	44	50	44	12	23	21	27	10	12	23	23	4	18	3	8	19	13	14	11	13	8	2	10	6	8	4	6	9	1	3	3	2	4	1	2	1	0	2	0	2	3	1	2	2	1	6	0	0	0	0	0	1	0	1	1	0	0	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
0.03	north8_all	80	58972	26314	8494	11675	7128	3889	3484	4756	1802	1729	1231	1114	1185	797	1016	653	993	769	528	562	332	297	427	232	310	190	169	245	262	114	138	225	97	87	84	72	71	63	50	47	48	38	29	27	25	39	24	19	15	14	19	30	21	16	14	10	6	9	13	7	11	9	13	2	3	3	10	5	2	2	1	2	1	0	7	4	1	3	2	0	7	1	0	0	0	0	1	2	1	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	48951	21577	2774	9649	5414	1935	2160	4035	661	907	321	302	718	175	717	349	844	572	296	412	114	133	316	88	206	59	65	181	215	34	96	199	49	38	27	37	45	45	12	26	21	25	9	16	19	18	11	11	4	12	17	21	12	8	12	7	3	5	9	3	3	6	9	0	2	1	8	4	1	1	0	0	0	0	3	4	1	3	2	0	6	0	0	0	0	0	1	2	1	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	59055	26296	8391	11663	7041	3945	3346	4815	1816	1714	1260	1081	1223	781	1112	659	1071	732	518	583	346	302	430	226	299	182	182	227	246	113	143	221	88	100	93	70	75	66	38	47	46	35	28	24	39	38	28	17	17	14	19	28	32	22	16	14	6	7	14	10	7	4	13	2	2	3	9	5	3	1	0	2	1	1	7	6	2	1	0	0	4	1	0	0	0	0	0	2	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	49003	21487	2757	9661	5254	1956	2057	4092	682	878	339	272	753	171	803	337	897	537	300	436	117	137	315	83	197	64	75	177	201	34	95	192	39	43	34	44	46	42	7	25	19	23	7	14	33	17	13	12	3	11	17	19	24	14	13	12	2	4	10	7	1	2	9	0	2	0	8	5	1	1	0	0	0	0	3	5	1	1	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	58823	26087	8485	11507	7342	3862	3326	4793	1837	1717	1246	1083	1242	783	1094	660	1086	748	519	585	323	312	430	231	311	182	171	235	273	126	156	220	88	93	94	82	84	59	38	48	44	36	37	29	43	36	29	19	23	19	20	34	28	21	14	17	6	13	14	12	5	9	14	5	6	4	9	2	6	1	2	5	2	1	5	5	2	1	1	1	3	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	48693	21305	2785	9530	5483	1921	2030	4064	689	884	338	285	769	158	782	326	892	563	301	437	108	142	319	73	208	68	79	188	222	44	102	180	42	42	35	53	53	30	7	29	16	22	12	15	37	13	11	13	4	12	18	24	22	13	11	12	3	11	10	9	1	7	11	0	5	0	8	2	4	0	2	0	0	0	3	3	1	1	1	1	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	55922	24989	8363	11196	6783	3634	3439	4342	1953	1759	1263	1103	1163	764	930	636	1159	680	470	559	328	330	367	220	323	188	156	253	259	108	150	216	92	98	87	75	70	74	50	67	40	37	42	22	35	31	26	29	11	15	22	21	18	13	8	6	5	15	8	15	4	10	24	5	4	4	2	0	2	1	7	3	2	2	2	8	1	2	4	0	2	0	3	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
0.03	north11_active	80	45566	20007	2473	9156	4949	1776	2044	3642	714	923	315	286	708	206	614	283	972	487	249	411	109	158	249	86	201	52	66	187	206	40	100	167	33	46	36	24	41	36	15	38	20	17	17	6	28	12	8	18	5	5	10	12	12	7	6	5	0	8	5	12	1	6	24	2	3	1	2	0	2	0	6	1	0	2	1	7	0	1	4	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
0.03	north12_all	80	58237	25939	8547	11618	7050	3831	3548	4593	1950	1856	1242	1096	1217	757	950	664	1181	711	483	559	320	326	359	232	291	205	167	261	320	112	137	193	80	95	92	77	76	85	52	76	33	45	34	22	37	32	18	38	13	15	22	19	18	14	14	7	5	9	9	14	3	9	25	3	6	3	2	0	3	2	5	2	4	5	2	7	1	2	4	0	1	0	3	1	0	1	1	2	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0	1	0
0.03	north12_active	80	48248	21148	2714	9699	5293	1965	2176	3913	755	984	334	280	769	186	652	332	1004	516	254	426	111	153	237	82	189	47	81	203	277	40	93	144	31	42	43	29	50	47	18	45	13	28	16	9	31	11	9	23	4	5	11	12	12	7	6	3	1	5	7	11	1	6	25	2	5	1	2	0	2	0	3	0	2	5	2	7	0	2	4	0	0	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
0.03	north13_all	80	58681	26171	8583	11845	7101	3871	3599	4782	1926	1799	1274	1102	1263	759	917	681	1164	744	471	575	328	325	376	236	279	192	181	281	352	118	133	229	73	102	89	64	74	89	57	78	34	51	34	32	42	43	24	33	19	21	25	38	18	12	10	6	4	11	6	23	3	5	14	2	5	4	1	2	4	3	4	4	3	4	3	11	1	1	2	0	8	0	2	0	0	1	2	2	0	0	1	0	2	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	48720	21383	2770	9891	5341	1940	2202	4096	738	935	346	277	780	190	617	353	987	550	256	425	110	162	248	78	187	39	88	226	321	35	94	183	27	46	41	23	45	48	17	48	13	33	18	14	34	21	11	21	7	8	17	32	13	6	3	2	2	7	4	21	0	2	14	1	4	1	1	1	3	1	2	0	2	4	2	11	1	1	2	0	8	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	58379	25974	8569	11968	7127	3896	3534	4711	1919	1809	1290	1082	1258	778	935	682	1110	734	488	548	327	318	397	249	268	191	184	302	357	123	138	214	71	94	74	53	89	90	52	72	43	58	31	39	37	35	23	29	20	19	21	42	19	13	18	14	7	8	10	25	4	4	13	4	4	5	2	4	3	3	2	3	2	5	3	6	1	1	2	3	8	0	1	0	0	1	1	2	0	0	1	0	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	48481	21233	2766	9950	5393	1929	2190	3982	755	923	344	270	791	188	634	346	932	548	271	396	109	146	281	76	187	36	87	243	326	39	94	173	28	47	31	23	60	50	13	45	20	38	17	18	29	18	9	15	8	8	17	36	17	5	7	6	3	4	7	24	1	1	11	1	4	2	1	3	2	1	1	0	2	4	1	5	1	1	2	2	8	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	58424	26206	8452	11869	7219	3772	3512	4864	1912	1827	1317	1062	1263	794	939	647	1119	730	488	604	310	328	392	240	306	182	173	286	341	117	124	220	89	96	65	51	86	72	47	67	45	45	32	43	39	36	22	23	31	20	19	43	7	12	15	16	7	7	14	34	9	4	15	6	3	5	3	4	4	2	1	3	1	3	2	10	1	0	2	3	8	0	2	0	1	1	2	2	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	48489	21441	2715	9829	5435	1826	2206	4136	731	950	346	260	771	169	625	322	924	541	273	441	115	142	282	88	212	37	73	221	304	34	86	180	38	56	20	23	59	38	6	42	24	27	16	19	27	19	7	16	11	8	17	37	7	5	5	9	4	4	10	33	3	0	13	2	3	2	2	3	3	1	0	0	1	1	0	9	1	0	2	2	8	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	58640	26153	8429	12093	7186	3770	3470	4850	1905	1818	1292	1076	1214	819	983	624	1168	741	484	611	317	310	393	263	289	171	180	255	320	112	121	194	98	87	91	63	81	69	52	66	50	33	35	45	28	27	22	26	32	17	17	23	16	8	11	16	10	26	16	21	9	6	14	5	2	8	5	5	7	3	1	5	3	4	1	5	0	0	4	4	9	0	1	0	2	1	2	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	48698	21405	2709	10086	5411	1857	2177	4124	715	957	346	271	755	174	649	293	961	556	264	452	113	139	279	105	185	42	80	189	275	42	81	155	41	52	32	36	49	40	9	40	26	17	14	22	19	11	7	18	11	7	14	16	10	4	5	10	4	25	14	19	4	2	11	1	1	3	3	2	6	3	1	1	2	2	0	4	0	0	4	3	8	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	58594	26179	8390	11881	7287	3799	3425	4794	1937	1755	1243	1089	1188	784	988	632	1218	778	499	608	334	291	364	252	275	175	173	215	290	121	126	174	111	93	91	81	77	68	44	63	48	47	39	42	38	26	28	26	31	15	15	16	15	6	5	11	10	31	19	24	8	9	11	6	3	4	5	4	5	2	5	5	4	3	2	7	11	0	3	2	2	0	1	0	2	0	1	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	48805	21471	2684	9875	5512	1910	2145	4092	743	935	335	277	711	172	645	285	1012	594	284	460	121	119	247	104	181	49	71	158	238	47	79	130	45	51	34	49	48	42	8	36	22	26	14	20	28	16	11	21	10	5	9	11	8	4	2	7	4	28	17	22	3	6	9	3	2	1	3	2	4	2	1	1	2	2	0	4	11	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	58246	26340	8480	11761	7208	3852	3449	4726	1960	1745	1267	1099	1165	793	1023	637	1202	801	501	653	327	313	356	251	256	164	172	192	274	131	151	188	97	78	99	90	74	63	49	68	48	47	34	36	39	31	26	24	27	19	20	11	20	8	5	11	9	35	16	11	6	9	5	8	4	3	3	8	4	2	6	5	4	2	1	6	13	1	3	1	2	0	1	0	2	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	48400	21563	2703	9791	5434	1957	2144	4010	777	917	350	285	705	185	674	285	1026	625	287	493	107	135	265	101	161	43	78	136	229	54	93	141	39	41	47	55	50	37	12	42	22	30	14	15	31	21	13	19	7	7	12	7	11	3	3	9	4	32	15	10	1	6	3	3	1	1	2	1	3	2	2	1	2	2	0	4	13	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	58746	26340	8606	11685	7200	3853	3535	4745	1960	1784	1300	1103	1200	781	997	647	1166	841	515	680	327	341	363	219	300	162	176	200	317	138	136	197	88	81	101	85	66	65	51	59	38	48	30	32	50	26	26	29	26	17	15	9	23	10	12	9	12	43	12	16	8	9	7	8	5	4	3	7	4	0	6	2	5	2	2	5	13	1	0	0	2	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	48787	21509	2704	9650	5455	1941	2274	4017	787	937	347	278	737	189	669	304	995	666	293	536	101	157	274	79	200	45	68	145	273	56	78	159	30	44	46	49	50	33	11	35	13	35	14	16	40	21	14	24	9	5	9	5	14	4	7	6	5	40	11	16	1	6	6	3	2	2	1	1	3	0	2	0	1	2	0	3	13	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	59108	26407	8603	11495	7074	3862	3632	4687	1951	1813	1316	1071	1200	801	956	671	1109	857	508	671	313	357	373	220	328	164	167	216	313	148	158	164	92	77	94	98	63	62	53	63	38	51	28	40	41	23	22	32	19	15	19	11	24	13	12	12	7	30	10	19	11	5	15	8	5	5	4	6	4	2	1	2	3	0	5	3	8	2	0	0	2	0	2	0	1	1	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_active	80	49106	21540	2727	9460	5377	1932	2339	3970	790	962	333	275	748	188	627	314	951	681	279	527	91	164	283	75	234	35	57	150	277	64	90	124	31	42	48	61	45	29	12	33	11	39	14	18	32	17	12	26	6	3	15	7	16	6	7	7	3	27	9	18	2	3	13	2	2	1	2	0	3	1	1	0	0	0	1	3	8	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	30740	17594	11881	7714	4354	3393	2688	2204	1842	1484	1347	1063	1429	966	871	607	638	487	565	388	370	348	285	313	223	201	198	144	184	133	127	103	105	78	56	61	53	52	52	40	42	36	24	22	28	26	26	29	15	21	20	20	14	21	17	14	7	5	7	15	11	4	3	3	13	8	2	6	9	4	1	1	2	5	2	3	2	1	2	4	0	3	0	3	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	12513	10747	8230	4904	1044	798	809	515	560	479	508	274	1040	527	518	148	330	199	344	148	188	130	132	204	87	54	61	39	127	66	57	50	60	25	19	15	20	13	21	16	25	11	12	7	12	6	12	14	8	15	10	14	1	3	5	3	2	0	3	11	4	2	1	2	10	7	1	2	9	4	1	0	0	3	1	2	1	0	1	2	0	1	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	32941	19609	13926	8634	4472	3437	2821	2225	1808	1465	1304	1059	1638	1107	1057	634	710	513	647	367	429	383	282	322	229	191	180	160	218	143	128	99	122	77	55	58	49	50	63	44	51	40	28	24	29	26	23	29	16	23	17	17	17	18	17	11	6	5	7	8	9	8	4	4	19	7	2	4	9	4	2	2	2	3	1	3	1	1	2	2	1	3	0	3	1	1	1	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	15817	13405	10517	6125	1365	1033	1028	631	568	471	446	319	1283	710	740	188	423	243	447	126	249	176	152	229	73	60	48	47	164	77	65	54	73	26	22	18	20	13	35	17	32	19	18	8	11	8	14	16	9	19	8	14	5	4	4	3	1	2	3	6	6	1	1	2	15	6	1	1	9	4	1	0	2	2	1	1	1	0	1	1	1	1	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	34667	21996	15840	9764	4594	3528	2948	2283	1868	1458	1294	1048	1875	1219	1157	672	726	578	688	362	440	415	301	418	231	206	175	158	272	165	128	105	125	80	59	58	48	54	61	44	69	43	39	28	23	25	31	30	20	28	21	27	19	15	14	12	5	6	11	6	8	6	5	2	20	10	4	3	8	1	2	4	2	3	2	3	2	1	4	1	1	2	0	0	0	1	1	1	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	18885	16438	12742	7460	1622	1289	1208	788	588	440	377	361	1550	838	870	229	464	315	506	96	281	248	180	335	70	70	47	54	226	103	71	68	75	23	19	24	17	18	36	18	45	20	28	12	14	12	20	17	11	21	12	24	9	3	2	2	0	3	5	4	6	1	1	0	18	9	2	1	8	1	1	0	2	2	1	1	1	0	3	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
