label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	7086	2861	1482	916	613	1934	318	343	209	355	636	250	227	62	52	52	30	34	19	30	30	9	10	31	4	7	4	19	9	6	13	1	2	0	3	0	2	1	0	1	1	1	0	0	2	0	1	0	3	0	0	0	0	0
0.03	north1_active	80	4253	1577	611	229	200	1813	82	235	81	283	593	219	207	33	26	24	2	14	6	16	14	1	3	29	3	5	3	17	1	5	12	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north2_all	80	7148	2890	1482	907	609	2009	315	362	212	334	606	258	254	68	61	46	28	37	16	26	27	13	14	32	3	8	4	17	8	5	9	0	1	1	2	0	1	1	1	1	1	0	0	0	1	0	0	0	3	0	0	0	0	0
0.03	north2_active	80	4314	1644	600	216	199	1875	90	248	75	267	567	225	234	36	39	20	5	20	7	15	10	2	3	28	3	4	2	16	1	4	7	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north3_all	80	7113	2908	1459	848	581	2063	334	380	206	330	600	309	297	67	69	43	37	41	14	14	23	15	11	32	5	10	6	13	9	6	10	1	1	2	4	0	1	1	1	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0
0.03	north3_active	80	4242	1604	610	211	194	1920	101	254	68	257	564	276	276	33	44	17	12	18	6	7	8	5	3	28	5	3	4	12	2	5	9	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
0.03	north4_all	80	7070	2970	1461	835	566	2083	334	389	221	329	629	287	263	54	78	46	32	42	17	17	18	15	13	34	7	9	7	15	10	3	6	1	1	3	2	0	0	1	1	1	4	0	0	0	0	0	2	0	3	0	0	0	0	0
0.03	north4_active	80	4263	1654	597	201	195	1934	97	262	75	253	587	244	248	29	46	16	12	19	6	9	4	7	3	30	7	1	4	15	4	3	5	0	1	2	0	0	0	0	1	0	3	0	0	0	0	0	2	0	3	0	0	0	0	0
0.03	north5_all	80	6981	3020	1527	862	569	2187	356	393	210	338	705	319	278	40	76	44	25	38	18	21	16	9	9	36	9	10	7	16	10	1	5	2	1	4	2	0	0	0	0	2	3	0	0	0	0	0	2	0	0	0	0	0	1	0
0.03	north5_active	80	4172	1707	628	219	181	2037	93	256	78	270	670	278	260	20	45	20	9	16	6	11	2	6	3	33	8	2	4	14	4	1	5	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north6_all	80	6927	3047	1525	895	588	2144	360	381	206	327	714	342	243	46	60	40	22	37	22	20	17	6	7	54	10	6	5	17	9	0	4	1	1	3	0	3	1	0	0	2	3	0	1	0	0	0	2	0	0	0	0	0	1	0
0.03	north6_active	80	4154	1742	633	229	203	2020	81	251	76	258	678	304	221	20	31	20	7	16	3	9	4	3	0	50	9	1	1	14	4	0	4	0	0	0	0	2	0	0	0	1	3	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	north7_all	80	6863	3018	1618	906	620	2223	342	369	198	312	695	344	262	57	57	43	23	33	20	20	15	5	7	67	9	9	6	26	6	1	6	1	1	2	0	3	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0
0.03	north7_active	80	4138	1717	672	238	210	2110	73	248	71	258	667	312	233	26	35	22	6	17	3	11	2	1	0	65	6	4	1	23	1	0	5	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	7002	2974	1525	891	646	2263	336	382	198	299	674	319	244	60	61	49	29	29	25	26	17	7	6	70	7	8	3	21	3	2	7	0	1	1	0	3	2	1	0	0	0	0	1	1	0	0	0	1	4	0	0	0	1	0
0.03	north8_active	80	4261	1685	668	241	224	2141	72	258	63	244	644	288	213	30	39	25	9	12	3	12	4	3	0	67	4	4	0	19	1	0	6	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
0.03	north9_all	80	7084	2889	1528	881	644	2191	328	367	187	315	678	310	232	70	59	50	27	24	23	26	17	10	6	54	5	6	5	16	4	4	15	1	1	1	0	2	2	1	1	0	0	0	0	1	0	0	0	1	4	1	0	0	0	0
0.03	north9_active	80	4329	1630	656	231	230	2071	69	244	67	258	654	277	206	40	33	26	8	12	4	14	3	5	2	52	2	4	1	15	2	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	north10_all	80	7041	2799	1467	877	636	2318	339	387	185	321	696	291	232	78	53	41	31	25	22	21	18	12	7	21	3	5	6	24	1	3	13	3	3	2	1	2	1	2	1	0	1	0	0	1	0	1	0	0	4	1	0	0	0	0
0.03	north10_active	80	4319	1619	613	230	217	2181	67	255	68	262	661	246	212	43	29	20	9	9	4	11	3	6	3	17	2	2	2	22	1	1	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0
0.03	north11_all	80	7035	2879	1435	883	642	2085	343	392	191	312	640	358	245	78	62	56	47	27	24	16	15	11	9	44	13	2	11	18	4	3	2	2	0	4	0	2	1	0	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north11_active	80	4194	1677	624	234	213	1966	90	257	67	253	599	323	228	40	34	23	14	10	3	10	3	6	3	40	8	2	6	17	1	1	2	0	0	3	0	1	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north12_all	80	7076	2964	1470	861	631	2217	349	381	198	292	608	341	220	84	57	55	43	30	29	22	12	11	9	47	12	5	10	22	5	2	2	2	0	5	0	2	1	0	3	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0
