label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	2906	1327	715	831	407	375	238	149	148	85	90	37	382	31	28	86	35	9	10	39	49	4	12	4	8	3	4	2	5	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	1059	640	224	622	255	243	155	57	111	13	63	6	374	12	9	73	27	3	5	37	46	1	11	0	5	3	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2885	1230	695	832	390	348	247	143	157	78	90	37	412	34	28	53	33	12	10	63	39	7	6	4	10	4	2	3	4	2	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	1030	572	216	635	240	219	154	57	121	14	69	6	404	10	10	40	25	6	7	62	35	2	4	1	6	3	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2830	1217	718	750	378	342	244	138	140	78	75	38	356	37	29	45	40	10	15	59	36	7	11	5	21	3	1	3	3	2	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	984	541	223	550	230	198	144	62	100	14	54	8	348	11	11	34	34	4	8	58	31	2	8	2	17	2	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2850	1252	725	762	413	331	261	134	156	86	76	46	411	40	28	52	32	7	16	94	35	9	9	6	31	1	1	2	5	3	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_active	80	992	547	242	551	241	204	163	65	117	21	48	9	400	10	10	41	27	5	6	92	31	3	6	2	27	0	1	0	4	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2796	1308	766	761	423	324	262	138	145	79	71	51	479	40	34	52	29	10	19	65	23	8	13	5	29	1	1	3	5	2	4	11	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north5_active	80	995	575	260	558	254	197	157	73	108	21	39	9	464	11	11	44	28	6	7	63	19	4	12	2	29	0	1	2	4	2	2	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	2815	1285	765	861	488	315	260	148	143	85	94	49	484	34	31	68	38	8	14	86	22	6	9	2	33	1	1	5	7	2	7	13	1	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north6_active	80	1056	594	289	649	313	209	168	78	105	21	57	9	469	12	10	58	34	5	6	82	17	4	9	1	33	0	0	3	7	2	5	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	2816	1294	748	809	471	321	229	146	150	76	100	51	395	32	30	53	36	13	10	71	18	5	15	6	16	1	2	6	5	1	8	13	1	0	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	987	570	267	585	302	205	143	72	106	19	59	10	384	10	5	42	30	4	4	67	16	5	14	1	16	0	0	4	5	1	6	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	2808	1253	713	790	424	290	206	152	158	83	103	48	278	35	25	52	38	13	13	54	19	5	8	9	7	1	3	6	3	1	8	3	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	894	506	237	547	267	182	116	69	100	21	63	11	270	9	3	43	32	3	3	51	17	4	7	4	7	0	0	3	3	1	6	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2825	1289	670	705	402	302	205	150	149	87	96	50	238	39	27	45	41	19	17	39	11	5	12	15	12	1	2	5	4	2	3	3	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	799	494	197	461	220	180	98	57	86	23	53	12	230	9	4	36	33	3	4	37	10	3	11	6	11	1	0	2	4	2	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
