label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38
0.03	north18_active	80	6109	1923	1610	378	303	161	101	65	145	34	90	50	27	32	24	22	3	12	7	3	4	1	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	9372	3184	2391	714	554	367	201	144	224	77	162	83	35	43	43	32	7	14	17	6	6	2	8	0	0	3	0	0	2	0	1	0	1	0	0	0	0	0	0
0.03	north19_active	80	5768	1877	1533	370	299	186	106	70	130	35	94	51	21	29	28	18	4	10	12	2	4	0	5	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	9048	3086	2299	739	565	385	192	149	207	74	140	63	36	35	35	24	6	11	18	7	11	1	6	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	5575	1780	1440	387	290	205	86	76	135	33	85	36	21	23	23	13	3	7	12	0	7	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	4903	5513	1032	631	490	337	344	146	121	98	45	56	53	30	37	15	24	33	3	10	6	4	1	4	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2325	3632	489	283	242	174	216	66	64	51	18	33	28	13	20	6	14	23	0	4	4	3	0	1	1	2	1	0	5	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	4871	5444	1060	645	453	325	332	151	133	86	45	57	39	31	39	16	17	45	3	9	5	5	1	4	1	2	4	0	7	0	0	0	0	0	0	0	1	1	0
0.03	south22_active	80	2310	3560	502	297	219	171	217	73	74	42	22	25	23	15	24	6	11	37	1	6	3	3	0	1	1	2	3	0	6	0	0	0	0	0	0	0	1	1	0
0.03	south23_all	80	5032	5866	1052	633	462	341	354	167	138	77	47	65	39	27	39	17	13	37	5	8	5	3	1	6	2	0	3	1	8	0	1	1	0	0	0	0	1	1	0
0.03	south23_active	80	2406	3812	495	298	215	185	218	83	70	32	23	23	24	16	24	6	7	33	1	6	3	2	0	3	2	0	2	1	8	0	0	1	0	0	0	0	1	1	0
0.03	south24_all	80	5098	6202	1069	631	467	343	361	182	139	68	48	56	31	27	42	14	12	28	3	6	2	3	1	9	1	0	3	1	4	0	1	1	0	0	0	0	1	1	0
0.03	south24_active	80	2494	4073	486	310	217	187	228	93	66	31	23	21	18	17	26	6	6	25	1	4	1	2	0	7	1	0	2	1	3	0	0	1	0	0	0	0	1	1	0
0.03	south25_all	80	5107	6264	1015	642	473	340	366	206	127	72	49	52	26	28	33	18	11	23	4	4	1	2	2	9	2	0	0	2	4	0	2	1	0	0	0	0	0	0	0
0.03	south25_active	80	2489	4071	459	311	224	180	224	101	56	37	25	24	14	18	22	10	6	20	0	3	1	1	1	7	1	0	0	1	3	0	0	1	0	0	0	0	0	0	0
0.03	south26_all	80	5025	6310	1012	631	479	325	387	188	110	79	51	39	36	39	45	16	13	19	3	4	4	1	1	9	2	0	0	2	2	0	1	1	0	0	0	0	0	0	0
0.03	south26_active	80	2462	4189	447	307	230	174	233	93	46	41	27	21	16	25	36	8	10	14	0	3	4	0	1	6	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	south27_all	80	4986	6300	1004	634	482	311	416	188	116	88	49	46	39	34	41	16	17	33	4	3	5	2	1	13	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	2451	4195	446	310	229	165	257	90	57	43	24	25	19	18	32	10	14	24	1	2	4	0	1	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4963	6098	995	623	484	303	400	185	131	85	56	42	53	40	41	16	19	30	7	4	5	1	1	7	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	2420	4082	457	310	247	156	248	100	76	40	25	21	25	16	37	10	17	22	3	4	4	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	4929	5693	973	618	463	307	395	175	126	84	56	45	50	33	25	14	18	31	6	3	2	2	0	10	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	2375	3810	450	311	239	151	250	97	68	37	25	23	28	10	19	8	16	24	3	2	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	4903	5300	1004	642	466	303	331	166	113	66	53	46	56	35	22	10	15	30	4	3	1	1	0	6	1	2	1	1	1	1	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	2311	3481	459	306	244	160	198	93	60	30	22	26	31	17	12	4	10	25	2	2	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5042	5642	968	612	446	331	361	143	117	78	54	53	36	30	35	14	18	26	3	9	6	2	6	14	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	2379	3697	428	302	217	183	225	67	56	42	25	29	17	17	23	7	11	23	2	6	3	1	2	11	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	5006	5124	1013	596	434	332	338	143	105	86	56	57	43	29	30	13	16	27	3	3	6	2	11	3	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	2324	3248	461	288	214	189	213	69	49	49	23	32	19	18	18	6	10	21	3	2	4	1	8	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	5014	5294	1027	609	442	336	311	147	106	83	52	53	47	33	32	11	8	12	4	3	6	1	14	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	2332	3440	479	279	212	189	182	71	47	44	21	31	25	21	15	2	3	7	4	2	4	1	10	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	5094	5744	1030	588	456	337	331	161	98	95	45	44	41	35	35	11	7	30	6	2	9	1	9	1	0	3	3	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2386	3686	482	269	224	185	192	70	46	45	18	26	18	23	16	3	4	11	4	0	4	0	8	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	5077	6201	1051	616	464	345	366	173	114	84	44	47	39	37	39	13	9	45	6	3	6	2	5	1	0	4	3	1	1	3	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	2407	4040	459	290	231	173	219	74	53	40	24	27	16	25	18	7	3	16	4	2	1	0	4	1	0	2	3	0	1	2	1	0	0	0	0	0	0	0	0
0.03	south36_all	80	5195	6393	1051	617	463	332	356	170	128	78	51	43	44	38	40	17	18	50	8	4	6	3	5	3	1	4	1	0	1	2	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	2459	4148	449	293	250	164	213	71	64	32	25	25	22	20	21	11	10	17	4	3	1	1	5	2	1	3	1	0	1	2	1	0	0	0	0	0	0	0	0
0.03	south37_all	80	5188	6359	1063	647	476	323	379	155	138	80	53	47	51	33	34	18	21	39	5	4	5	3	7	2	1	4	2	0	1	2	1	0	0	0	1	0	0	0	0
0.03	south37_active	80	2482	4128	460	309	256	163	235	76	64	30	27	28	25	18	19	12	11	14	2	4	0	2	6	1	1	3	1	0	1	2	1	0	0	0	1	0	0	0	0
0.03	south38_all	80	5164	6449	1051	686	480	347	406	148	144	94	53	60	53	36	30	18	21	30	3	4	4	4	7	2	1	2	2	0	0	1	0	0	0	0	1	1	0	0	0
0.03	south38_active	80	2480	4212	462	334	249	178	240	80	79	34	23	31	30	17	22	11	11	10	0	2	0	2	6	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0
0.03	south39_all	80	5107	6455	1009	711	495	345	414	157	137	92	45	63	41	22	42	18	14	16	3	4	5	3	6	1	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south39_active	80	2527	4270	452	350	252	177	256	85	75	34	21	37	19	10	35	11	5	9	1	1	1	2	4	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south40_all	80	4976	6245	995	699	484	358	421	159	144	89	45	57	34	19	34	14	15	22	5	6	8	2	3	1	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south40_active	80	2429	4136	423	332	243	187	262	80	86	41	19	34	17	9	30	11	7	18	3	2	4	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
