label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	9818	4208	3266	1423	3177	711	508	518	513	252	144	366	239	82	80	57	35	88	41	16	13	13	20	12	17	2	1	2	3	4	4	5	0	1	1	1	1	0	1	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0
0.03	north1_active	80	2559	1000	2250	310	2849	174	132	333	391	127	52	318	202	44	22	15	17	75	31	6	5	2	17	4	12	0	1	0	3	2	4	4	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0
0.03	north2_all	80	9837	4149	3324	1450	3263	683	531	541	514	252	168	351	215	78	76	52	39	107	40	13	13	12	24	8	17	2	0	1	4	5	4	4	0	4	0	1	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0
0.03	north2_active	80	2567	980	2251	315	2948	153	140	371	403	129	58	302	176	45	22	15	18	95	28	7	5	2	22	1	12	0	0	0	4	3	4	2	0	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0
0.03	north3_all	80	9896	4102	3385	1412	3406	655	536	525	513	273	174	361	242	85	68	45	45	113	36	15	11	10	20	7	10	3	2	1	5	5	3	4	0	5	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	2531	957	2304	313	3081	145	144	369	398	144	68	300	203	52	18	15	22	102	31	6	3	5	18	0	6	0	0	0	4	3	3	2	0	2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	9962	4158	3423	1474	3420	647	506	523	497	263	190	333	298	92	73	39	41	89	35	14	12	10	25	3	10	4	2	1	2	4	2	3	0	4	0	1	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	2610	977	2324	344	3087	147	141	351	391	140	73	273	249	57	15	8	19	80	29	5	1	6	22	0	6	0	0	0	1	1	2	2	0	2	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	9951	4158	3404	1453	3320	670	497	515	500	275	174	328	306	84	75	47	39	75	33	22	13	13	22	4	6	3	3	0	5	2	3	3	1	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	2614	959	2318	347	2978	155	141	343	382	139	66	265	254	47	21	10	17	69	27	5	2	9	20	1	4	0	1	0	4	0	3	2	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	9972	4151	3359	1471	3262	695	485	487	496	258	151	322	335	85	82	43	38	71	26	18	12	11	21	4	4	3	5	0	7	2	2	2	2	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
