label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65
0.03	north6_all	80	5793	3614	2352	974	1168	593	433	329	278	768	231	125	122	95	226	87	81	51	42	39	35	37	22	18	22	18	10	19	27	3	9	4	12	3	1	1	2	2	1	3	2	0	4	1	0	8	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1646	2387	1658	330	831	244	168	71	152	689	169	53	29	34	198	27	61	25	31	21	22	29	14	8	13	13	3	15	25	2	9	1	12	2	1	0	1	1	0	3	2	0	3	1	0	8	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5770	3539	2182	968	1148	581	424	319	272	708	214	133	119	92	219	88	75	60	36	31	37	39	26	17	24	25	13	23	18	4	10	6	4	7	2	3	2	1	2	0	3	1	2	0	0	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1514	2287	1476	304	806	216	162	64	140	615	157	58	23	33	189	31	52	27	24	14	23	27	18	11	15	17	5	17	17	3	10	2	4	6	1	1	1	1	0	0	3	1	2	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5752	3480	2103	957	1110	548	460	304	286	730	230	132	105	88	240	83	68	54	36	26	32	24	24	16	16	30	14	24	16	3	6	6	11	5	2	4	3	1	3	0	1	1	3	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1466	2175	1380	262	777	185	175	71	141	637	159	55	20	32	206	32	43	23	22	12	20	14	15	9	10	25	6	16	15	2	3	2	8	4	0	1	1	1	1	0	1	1	2	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5720	3486	2105	977	1144	510	465	315	321	687	250	138	105	94	247	54	65	50	30	20	28	35	22	16	13	31	12	23	16	8	14	6	8	5	3	5	4	1	2	0	1	1	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1445	2199	1391	258	781	161	172	68	159	613	171	57	25	32	212	22	37	20	20	12	16	24	14	7	6	25	6	17	13	6	10	3	5	5	0	1	1	1	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5805	3577	2220	1002	1131	523	452	313	327	751	273	151	109	90	255	60	65	41	32	18	25	52	21	20	8	29	6	18	14	7	22	5	8	9	6	6	3	0	1	0	1	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	1622	2302	1552	274	796	176	169	69	161	695	187	62	31	30	221	25	39	14	20	11	10	41	15	8	3	25	2	16	8	5	17	3	5	9	2	2	0	0	1	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5739	3738	2492	1020	1308	524	432	320	293	861	258	168	111	100	303	77	76	48	40	28	39	74	15	23	12	29	14	28	17	8	14	9	10	2	8	4	3	11	1	0	0	1	3	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	1820	2631	1831	328	1019	223	195	71	161	808	175	81	30	40	283	30	57	16	21	14	26	66	5	16	8	24	3	24	14	2	10	2	8	2	8	3	2	9	0	0	0	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5784	3698	2614	1006	1315	554	420	306	284	824	281	137	109	91	316	76	76	40	46	32	38	79	14	13	8	28	12	21	19	8	14	9	8	2	6	3	2	9	1	0	0	1	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	1808	2547	1916	328	1024	232	189	72	152	775	195	72	30	32	291	29	54	11	26	21	25	71	7	10	4	23	3	16	14	3	11	1	6	2	6	2	1	8	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5879	3731	2540	1022	1332	568	445	322	269	894	303	121	99	94	319	72	77	44	40	33	40	84	13	13	5	21	10	13	15	7	12	6	10	2	10	4	3	5	6	0	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1831	2624	1861	333	1041	232	212	74	146	840	222	60	26	27	286	26	49	22	23	21	22	74	7	8	3	19	3	11	10	4	9	1	7	2	9	2	2	5	3	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5918	3722	2549	1000	1338	596	452	318	276	978	283	116	94	81	331	67	80	39	45	42	31	80	19	15	6	15	13	23	16	7	5	3	10	11	19	3	4	4	7	0	1	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1868	2611	1878	317	1044	240	209	86	146	919	208	56	31	28	305	24	52	19	28	25	16	68	10	9	4	14	5	22	13	2	4	1	8	10	18	1	1	4	3	0	1	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5860	3639	2441	1011	1326	596	459	341	280	1000	296	118	100	93	273	58	84	45	39	54	29	50	20	14	8	20	10	25	10	5	4	3	7	10	22	4	6	2	7	0	1	2	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1816	2553	1776	310	1008	265	210	84	152	939	219	57	33	31	247	25	53	30	24	25	14	41	12	8	5	17	5	24	5	1	4	1	6	9	21	2	1	2	3	0	1	2	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5848	3510	2332	1010	1278	585	442	343	299	947	265	113	113	93	260	59	71	51	47	50	27	39	22	15	7	28	12	25	10	7	4	2	5	13	17	5	6	2	3	0	0	0	0	3	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1740	2297	1670	304	949	264	187	80	159	877	170	55	38	30	235	20	44	30	30	21	13	32	12	8	4	25	5	24	6	2	3	1	5	12	15	1	0	2	0	0	0	0	0	3	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5730	3370	2270	972	1219	550	421	339	290	747	277	108	135	92	231	54	72	47	44	38	31	36	24	12	9	37	10	12	10	11	5	7	8	8	9	4	7	1	3	0	0	0	2	2	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1603	2091	1584	282	881	232	164	79	153	678	173	44	40	30	208	17	47	25	23	17	13	33	15	5	3	33	3	10	5	6	3	5	8	7	8	2	1	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5720	3344	2196	1006	1126	541	421	322	267	620	264	124	137	94	234	53	65	43	45	36	36	41	24	13	12	38	10	17	12	9	5	6	8	7	6	4	6	3	2	2	0	0	2	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1544	2022	1471	299	805	227	153	74	145	548	159	44	38	33	208	16	34	21	24	17	19	31	15	6	4	32	3	15	10	7	2	5	8	7	5	2	1	2	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5661	3554	2294	1008	1154	523	431	296	277	690	267	142	132	105	295	50	66	52	44	39	33	47	27	19	12	28	9	16	13	14	5	8	19	7	3	3	4	4	2	2	0	0	3	0	2	5	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_active	80	1583	2264	1645	306	838	205	162	78	160	615	170	58	39	45	273	23	39	23	23	19	17	35	15	10	2	22	3	12	11	11	2	4	19	6	3	2	1	2	1	1	0	0	1	0	2	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5707	3666	2453	1007	1231	528	443	300	296	825	260	157	115	91	332	52	76	55	43	38	34	49	27	24	16	35	7	17	13	14	7	5	23	10	10	2	2	4	2	2	1	0	2	0	2	3	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north20_active	80	1727	2464	1804	327	921	217	180	78	172	751	182	71	35	42	310	25	47	27	25	17	19	33	15	17	6	29	1	12	11	12	4	1	21	8	9	1	0	2	1	1	1	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5865	3585	2290	1065	1098	575	414	315	282	810	195	131	93	76	307	56	83	46	65	26	46	53	26	17	18	33	7	27	20	9	9	4	6	15	10	5	2	2	1	0	1	1	0	0	0	0	0	0	1	1	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	1737	2322	1652	315	774	218	190	78	158	753	128	75	28	32	282	26	51	15	40	13	27	45	15	9	7	29	3	18	17	4	5	0	6	12	9	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5866	3453	2181	1093	1115	557	410	297	277	772	192	140	106	75	293	55	80	47	54	33	43	55	28	16	19	17	9	15	21	13	6	7	9	17	14	4	0	2	1	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	1626	2221	1539	329	777	209	169	77	144	712	130	70	25	30	254	24	44	15	31	22	25	48	11	8	10	14	3	11	18	6	3	1	9	14	12	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	5944	3557	2332	1112	1187	567	408	313	267	795	204	143	98	89	222	55	81	51	49	35	40	70	32	19	19	14	9	22	15	11	4	9	13	5	8	4	0	5	0	1	1	2	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	1714	2366	1640	344	858	213	156	75	153	739	152	67	27	37	188	20	47	20	24	18	23	58	14	12	9	8	4	19	11	6	3	2	13	3	6	4	0	5	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	5919	3646	2420	1018	1216	551	402	319	286	850	219	151	102	93	260	59	85	52	45	43	36	60	33	20	18	14	10	13	14	8	5	10	10	12	7	2	0	5	1	2	0	1	0	2	1	1	1	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1739	2473	1723	328	919	222	155	72	149	787	157	67	24	42	228	24	51	20	26	23	16	49	16	13	9	9	4	11	10	6	3	2	10	11	6	2	0	5	0	1	0	1	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	5934	3870	2456	1011	1272	544	414	317	290	973	248	136	100	101	259	66	85	55	42	43	29	38	29	20	17	20	11	23	13	4	5	6	10	14	7	3	0	5	1	3	1	1	5	2	1	1	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1789	2695	1773	331	986	212	147	81	168	912	185	73	30	48	236	30	62	25	27	22	12	29	17	10	10	15	5	22	8	4	3	1	10	12	7	3	0	5	0	1	1	1	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	5802	3904	2527	1025	1294	550	455	313	307	976	244	127	112	102	289	63	76	62	41	36	42	22	36	20	20	22	11	22	15	3	7	8	5	17	3	2	3	1	1	4	1	0	5	2	2	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south26_active	80	1788	2663	1843	342	995	202	178	65	179	915	183	63	32	51	261	31	59	30	29	15	23	10	19	10	9	19	4	20	12	3	4	3	5	15	3	2	1	1	0	2	1	0	4	0	1	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south27_all	80	5850	3864	2571	1087	1304	534	466	298	312	940	277	140	127	109	282	63	65	54	49	31	38	19	26	20	13	23	14	27	10	3	7	6	4	18	2	3	4	1	2	2	2	1	5	0	2	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south27_active	80	1834	2673	1908	376	998	196	200	66	197	875	212	61	32	53	258	23	50	30	34	17	25	11	11	11	4	20	6	24	8	2	5	3	4	17	2	1	2	1	0	1	2	0	4	0	1	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south28_all	80	5884	3894	2573	1074	1296	506	469	305	324	988	298	153	125	110	318	57	53	48	54	32	37	25	30	25	14	29	15	31	12	2	6	6	12	9	6	4	4	2	1	1	2	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south28_active	80	1871	2671	1922	360	993	193	217	60	197	931	231	70	34	46	290	21	37	24	36	18	27	15	13	13	5	25	5	24	10	1	4	3	12	8	6	1	2	2	0	1	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south29_all	80	5804	3905	2580	1042	1271	490	432	303	325	970	312	157	125	107	298	51	60	42	53	34	34	25	29	24	10	21	11	23	10	5	7	5	15	9	6	5	2	5	2	0	2	1	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south29_active	80	1821	2687	1950	347	965	190	204	62	189	908	249	74	27	39	272	14	39	24	36	20	28	16	13	9	3	18	3	17	8	3	5	2	14	6	6	1	1	5	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_all	80	5755	3831	2630	1039	1278	514	426	320	334	947	323	136	110	97	330	58	56	34	57	36	28	41	37	23	12	27	7	18	20	11	7	6	16	13	7	4	2	4	1	2	1	3	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1813	2614	1966	338	976	213	197	65	183	889	261	68	31	35	299	18	37	17	36	22	23	33	15	7	7	22	0	14	18	9	4	3	14	10	5	2	0	4	0	1	1	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5766	3206	2157	1038	1015	495	394	352	267	610	211	136	102	78	167	66	58	38	43	32	24	45	19	24	11	15	10	10	11	4	11	5	7	1	6	1	4	3	3	1	1	1	2	1	3	1	1	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south31_active	80	1393	1957	1429	286	700	154	141	78	139	518	127	52	22	29	143	10	38	12	25	17	8	37	9	11	4	9	1	3	5	0	6	2	5	0	6	0	1	1	2	0	1	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	5768	3256	2124	1018	1000	524	393	357	262	637	231	139	88	78	185	72	54	26	43	31	30	45	21	22	12	18	10	12	14	2	11	4	10	4	11	1	3	2	3	2	1	1	2	0	3	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south32_active	80	1436	1939	1404	267	681	157	136	86	141	542	140	45	16	27	161	15	36	8	26	17	9	34	11	7	3	14	1	5	8	0	7	3	7	2	11	0	1	1	2	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	5840	3454	2188	1046	1050	508	392	370	284	740	267	145	95	80	238	65	62	43	41	36	32	47	26	25	12	16	10	21	15	5	10	4	12	4	13	2	2	3	2	2	1	2	2	1	1	1	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_active	80	1542	2127	1501	275	734	188	142	86	149	666	182	54	24	31	213	18	42	12	22	19	13	36	14	7	3	12	2	13	12	0	6	2	11	2	12	2	1	2	1	0	1	1	2	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	5870	3521	2330	1036	1147	551	392	351	271	837	247	145	96	96	319	63	62	49	43	44	37	55	26	22	11	25	8	21	17	6	8	6	15	8	18	3	2	5	1	2	2	2	2	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1676	2244	1628	283	854	227	148	82	144	766	177	56	26	43	295	20	42	15	28	26	20	43	15	8	3	22	2	13	15	0	5	3	13	6	17	3	0	5	1	1	1	1	2	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	5870	3609	2509	1030	1240	558	427	315	290	963	243	146	97	98	363	62	75	53	52	43	29	53	27	19	11	26	14	23	19	8	7	5	10	10	20	3	3	7	2	2	3	3	3	1	1	2	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	1764	2449	1833	306	962	256	173	71	153	893	180	66	31	44	340	24	53	14	33	23	19	45	15	5	5	23	4	17	17	2	5	3	8	8	19	3	0	7	1	1	1	2	3	1	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	5789	3713	2671	997	1316	565	453	303	273	1017	267	144	92	105	412	72	84	53	54	36	28	59	24	18	13	25	12	17	22	9	10	6	7	11	15	1	3	7	2	2	3	2	2	1	1	6	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south36_active	80	1820	2587	1985	313	1032	262	189	69	140	950	198	63	29	49	394	25	58	14	37	18	20	53	13	7	6	23	3	13	20	2	7	3	5	10	14	1	0	7	1	2	1	1	2	1	1	6	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south37_all	80	5843	3740	2605	1015	1314	569	465	288	280	966	268	132	88	97	332	79	85	43	46	28	27	55	27	20	14	25	11	16	18	7	10	3	5	16	15	2	3	6	2	2	2	1	2	0	1	6	1	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south37_active	80	1857	2586	1971	345	1022	255	187	66	145	892	198	63	27	44	308	31	61	17	27	12	19	50	16	10	6	22	4	15	15	4	7	1	3	12	14	1	0	6	1	2	0	1	2	0	1	6	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south38_all	80	5850	3910	2596	1036	1335	584	453	288	263	973	289	134	102	94	306	68	82	47	51	26	29	48	21	19	16	29	9	13	20	12	9	3	8	13	19	3	2	4	2	1	2	1	1	1	0	6	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south38_active	80	1909	2688	1963	356	1043	240	178	66	151	903	209	61	28	45	285	24	57	22	29	12	16	44	13	8	9	24	4	13	17	9	5	0	6	8	18	1	0	4	1	1	2	1	1	1	0	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south39_all	80	5875	4000	2573	1035	1361	561	435	291	277	1054	281	132	113	89	297	74	68	47	44	26	36	50	23	13	15	31	11	16	15	10	8	5	10	15	12	4	1	2	4	2	2	0	1	3	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	south39_active	80	1938	2740	1944	370	1090	229	168	63	158	987	206	61	32	40	274	30	45	25	27	12	19	44	13	5	8	26	5	15	12	9	6	1	8	11	11	1	0	2	1	1	2	0	1	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	south40_all	80	5959	3918	2629	1052	1341	531	428	287	274	1058	280	147	114	98	278	64	60	50	47	30	44	31	21	10	18	32	8	21	18	14	7	7	10	10	7	2	1	0	4	2	4	1	0	3	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0
0.03	south40_active	80	1921	2704	1992	378	1069	208	175	61	162	1000	202	65	36	49	255	25	30	25	27	16	25	26	12	3	10	28	3	17	16	10	5	2	6	8	6	0	0	0	0	1	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
