label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	7641	2681	1428	1206	594	457	285	301	274	124	140	71	68	54	50	13	29	25	11	10	3	3	11	2	1	1	0	2	7	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	4142	612	369	769	245	195	80	202	211	70	102	19	48	41	36	4	23	18	7	5	0	1	11	1	0	1	0	2	6	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	7727	2682	1411	1219	602	446	259	308	258	134	153	65	77	50	62	16	25	30	10	9	6	7	9	2	1	3	0	0	7	0	0	1	0	2	0	0	0	0	0	0	0
0.03	north2_active	80	4104	613	366	770	247	174	77	209	203	75	114	15	56	41	52	8	19	25	5	5	1	4	9	1	0	3	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north3_all	80	7833	2635	1443	1261	606	416	260	288	258	153	148	61	67	50	66	20	29	29	13	7	5	9	20	2	0	8	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0
0.03	north3_active	80	4185	618	395	811	263	160	74	203	210	82	111	11	53	40	55	9	22	22	7	7	1	5	20	1	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north4_all	80	7876	2616	1457	1252	604	389	253	286	255	128	148	60	79	54	64	15	37	22	11	5	4	13	11	5	0	9	2	0	1	0	0	1	0	2	0	0	0	0	0	0	0
0.03	north4_active	80	4183	625	389	804	261	149	72	208	212	72	110	6	62	44	55	7	31	17	6	5	1	7	11	4	0	5	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north5_all	80	7990	2655	1472	1247	615	378	250	305	270	145	154	61	79	45	57	18	44	23	9	7	4	11	15	7	1	8	4	1	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	4286	649	415	797	258	143	74	213	211	82	109	11	61	34	43	7	38	19	5	6	1	7	15	6	0	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	7834	2633	1461	1229	622	402	266	306	252	119	145	67	80	49	57	12	38	30	11	10	2	8	18	12	4	4	3	4	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	4132	643	405	762	256	156	78	213	189	66	105	16	57	39	40	3	33	27	5	9	0	4	18	12	2	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	7798	2683	1438	1269	657	409	282	298	241	133	124	57	68	50	52	13	33	34	10	8	4	10	9	12	4	3	2	4	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	4109	645	395	788	254	151	92	206	176	78	86	17	44	36	34	4	27	29	4	6	1	6	9	12	2	3	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	7662	2684	1441	1262	649	430	305	285	232	141	123	64	61	55	52	16	36	32	13	10	5	7	9	12	5	2	5	5	2	1	4	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	4008	641	392	791	248	166	96	192	174	84	88	17	39	40	37	4	27	27	5	8	1	4	8	11	2	2	5	3	2	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	7433	2668	1441	1157	627	438	295	278	206	143	103	62	44	55	34	17	34	36	16	7	9	5	6	14	2	4	6	3	2	1	4	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3701	645	358	682	217	161	83	177	148	88	71	13	30	37	28	4	24	24	8	4	3	4	5	11	0	2	5	3	2	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	7314	2631	1426	1075	586	435	302	266	184	136	95	59	44	47	38	17	30	31	18	8	8	1	6	11	2	5	6	1	2	1	4	0	0	0	0	1	0	1	0	0	0
