label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59
0.03	north1_all	80	1070	359	335	223	137	77	63	66	66	33	31	19	15	14	14	17	21	26	7	3	6	1	17	17	3	10	1	4	13	2	0	2	5	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north1_active	80	572	164	177	128	56	42	31	40	35	12	15	8	4	6	9	11	10	20	2	0	1	1	12	10	2	4	0	0	4	1	0	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_all	80	1067	350	324	225	116	78	69	78	65	32	28	22	12	14	16	19	23	22	7	3	6	2	6	4	4	10	2	3	13	2	0	2	7	0	1	3	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north2_active	80	559	155	162	121	48	38	31	43	38	11	11	10	4	6	9	12	8	16	3	0	0	1	3	2	3	5	1	0	5	1	0	2	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_all	80	1038	347	324	229	119	81	61	75	66	38	31	21	12	14	17	16	32	28	11	5	2	2	4	6	4	34	2	3	13	1	0	0	7	0	1	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north3_active	80	559	164	170	115	63	37	25	43	37	14	16	11	5	8	9	10	19	23	3	1	0	1	2	2	4	29	1	0	6	0	0	0	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_all	80	1039	339	343	228	131	71	63	81	51	35	22	23	11	12	18	15	28	26	13	11	4	3	6	4	7	32	2	0	15	1	1	0	6	0	1	5	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	556	158	187	104	59	30	26	43	27	15	9	10	5	7	9	9	19	23	4	2	0	1	5	1	5	27	1	0	9	0	0	0	3	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	1095	349	325	222	150	69	54	96	45	39	23	20	15	14	17	15	26	30	9	12	5	5	11	5	7	31	2	0	14	1	1	0	0	0	0	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	592	174	182	106	77	29	25	62	22	17	9	8	4	12	6	8	18	23	4	3	2	3	10	3	4	25	2	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	1139	349	340	209	151	69	59	95	56	29	20	19	20	19	19	16	20	25	12	11	5	5	11	4	8	16	1	2	9	2	2	1	0	0	2	4	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	619	170	195	87	76	35	32	61	25	14	7	7	8	12	7	9	14	15	4	3	2	3	10	3	4	14	1	2	8	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	1176	366	355	212	160	71	52	91	56	24	26	21	23	26	21	13	22	37	15	6	5	5	10	8	6	9	1	3	12	2	1	2	0	0	5	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	635	167	211	103	89	35	30	56	30	10	9	5	8	16	8	6	15	23	6	3	3	3	9	6	3	4	1	2	9	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
