label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163
0.03	north1_all	80	4278	2422	1339	1192	747	593	979	704	401	682	254	218	204	313	348	129	182	206	163	171	78	88	206	72	69	109	70	66	55	65	42	35	28	55	39	19	45	40	43	49	32	30	19	21	21	9	56	8	17	26	16	15	3	11	6	9	7	14	9	11	13	9	2	7	5	4	2	6	50	3	5	4	1	3	3	4	1	3	1	3	3	1	0	1	1	1	2	2	0	3	2	4	2	0	3	2	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	968	1209	520	688	253	136	787	537	244	574	50	96	67	237	286	34	75	174	118	129	16	44	179	30	20	82	31	35	18	46	16	8	9	46	22	8	36	28	28	44	20	21	5	15	12	3	53	2	4	18	8	14	2	8	5	2	4	7	2	5	13	7	1	3	4	1	2	4	49	0	5	2	0	1	1	3	0	1	1	2	2	1	0	1	1	0	1	0	0	1	2	4	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	4319	2480	1415	1138	729	587	959	687	421	688	259	202	203	291	334	131	173	225	159	147	85	88	189	68	76	100	64	68	51	66	44	37	27	60	34	22	50	39	37	53	28	24	18	19	21	10	67	8	15	28	14	11	5	19	6	12	7	12	8	11	14	6	3	8	3	3	3	5	43	3	5	7	2	1	2	3	1	3	2	1	1	2	0	0	1	0	3	1	0	3	2	5	1	1	2	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1005	1213	556	645	254	146	764	519	259	571	60	82	57	216	275	33	69	179	115	100	18	40	159	27	24	75	31	36	13	47	19	6	7	52	21	10	38	29	24	49	21	14	5	11	11	3	64	3	3	17	6	8	3	15	4	3	4	5	1	6	13	4	2	4	2	1	3	4	42	0	5	6	1	0	1	2	0	1	1	1	1	2	0	0	1	0	2	0	0	1	2	5	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4371	2412	1406	1128	751	576	939	607	453	687	255	203	205	261	340	136	154	194	132	127	87	89	182	80	77	102	61	57	54	72	44	40	26	54	32	26	49	40	32	55	25	23	21	21	20	11	51	8	19	19	12	22	6	17	6	9	5	11	6	12	17	6	11	6	4	4	4	3	15	2	7	7	2	1	2	1	0	1	3	5	2	6	0	2	1	0	3	1	0	2	3	1	0	1	2	0	2	2	2	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1022	1153	539	631	262	144	729	444	283	563	68	86	52	197	279	27	63	148	85	86	27	40	155	33	25	76	24	31	10	57	13	6	8	45	22	10	40	27	21	49	22	14	7	10	9	4	48	3	5	11	4	14	2	14	3	3	2	5	1	6	16	5	8	2	2	1	3	3	15	1	6	7	2	0	1	0	0	0	1	5	1	6	0	1	1	0	1	0	0	1	3	1	0	0	2	0	1	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	4433	2391	1392	1085	717	580	921	586	458	616	264	216	202	265	291	138	134	186	141	126	76	86	170	88	73	95	52	56	58	73	38	35	29	55	36	24	41	35	31	47	25	15	19	24	19	11	38	11	10	19	8	27	7	14	7	8	4	9	7	11	10	4	11	3	3	4	4	4	18	1	7	6	2	1	4	1	1	1	2	5	1	6	0	3	0	0	3	1	1	1	2	1	1	2	2	0	2	1	2	3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	1055	1128	503	594	227	132	690	404	279	488	57	95	51	193	232	26	53	136	92	84	25	41	140	34	24	68	23	29	11	54	11	5	6	45	21	8	31	21	16	37	17	6	5	13	8	3	36	4	3	7	4	19	2	10	4	2	1	7	1	3	7	3	8	1	2	2	2	3	17	1	6	6	2	0	2	0	1	0	0	5	0	6	0	2	0	0	1	0	1	0	2	1	0	1	2	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	4401	2349	1361	1068	713	597	893	549	462	615	276	218	226	253	276	146	138	161	141	139	89	93	147	89	72	95	58	49	49	67	43	33	24	55	36	27	36	29	23	49	24	16	18	23	19	8	21	18	12	18	11	27	6	5	7	7	5	10	9	9	12	8	10	3	4	4	6	2	8	2	5	1	2	0	4	2	1	2	1	5	3	7	0	3	1	0	3	0	6	1	1	0	1	2	3	0	1	2	1	3	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	1025	1110	468	553	215	125	658	370	266	479	59	85	60	179	220	22	53	105	90	103	23	37	115	26	29	68	21	23	12	49	7	9	3	44	20	8	28	16	11	36	13	7	4	12	6	3	18	7	4	11	6	19	1	3	4	2	2	8	1	2	9	8	6	1	3	1	3	0	7	2	4	1	1	0	2	0	1	1	0	5	2	7	0	2	0	0	1	0	6	0	1	0	0	1	3	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
