label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163
0.03	north6_all	80	10261	6940	3075	2405	1102	817	957	615	618	393	796	325	278	606	500	244	220	178	295	143	279	128	78	164	130	107	93	158	92	72	108	47	49	81	111	40	46	41	71	25	39	92	17	29	66	34	26	32	18	16	21	14	39	17	27	8	25	7	14	13	12	17	11	6	14	7	8	5	10	8	7	6	2	1	2	3	17	2	7	3	6	8	1	5	4	5	0	1	3	4	1	2	1	1	0	10	1	2	2	1	3	0	2	2	0	1	0	0	0	1	1	1	1	2	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	6242	4611	1804	1482	536	352	553	324	343	191	526	155	133	369	347	133	118	86	171	65	176	69	39	103	81	63	45	95	52	37	65	19	33	49	63	24	25	23	40	10	20	51	8	17	44	20	6	21	4	11	10	8	30	13	17	4	19	3	5	9	7	11	6	0	8	4	4	4	6	6	5	1	2	0	1	1	12	2	7	2	3	7	0	1	3	4	0	1	1	2	0	2	0	1	0	5	1	2	2	1	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	10339	6897	3008	2409	1111	794	980	601	635	407	786	312	287	644	519	231	221	176	307	143	273	133	88	142	136	122	87	137	83	91	118	52	53	83	100	36	54	37	89	31	41	67	28	32	73	33	27	25	18	20	18	16	41	12	24	8	26	9	8	15	12	12	11	6	11	9	5	6	10	5	4	8	1	1	5	4	13	3	9	2	4	7	2	2	4	5	0	1	3	4	1	2	1	1	0	4	2	2	1	0	1	1	2	1	1	1	0	0	0	1	0	0	1	2	0	3	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	6244	4517	1797	1492	530	349	570	298	346	199	512	166	132	403	349	118	113	78	188	74	165	66	43	86	86	77	40	88	47	56	68	23	33	49	55	17	31	21	51	12	21	51	15	18	45	18	6	17	3	13	7	8	33	9	14	5	22	4	1	6	7	5	10	1	7	5	2	3	6	4	4	2	1	1	3	2	11	2	6	2	2	6	0	0	3	4	0	1	1	2	0	2	0	1	0	1	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	10308	7016	3016	2471	1105	786	990	610	646	408	731	297	305	676	534	211	206	190	299	150	276	127	111	139	151	132	73	149	83	90	127	52	49	84	92	30	54	38	77	34	36	58	22	29	57	27	25	25	16	20	17	15	48	13	18	11	24	7	12	18	12	16	17	5	8	10	4	4	12	3	6	9	0	1	5	2	13	2	9	1	6	6	2	1	4	5	0	1	3	2	1	2	1	2	1	3	1	1	1	2	2	3	6	0	1	2	1	0	0	1	0	0	0	2	0	2	0	0	0	0	1	0	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	6253	4594	1773	1553	514	363	568	300	347	199	476	155	134	443	342	106	111	95	179	79	173	66	46	78	86	84	35	101	46	53	81	30	29	50	58	13	28	21	47	16	18	46	11	19	37	13	4	16	7	14	7	6	38	8	9	7	19	4	3	9	8	7	13	2	6	7	1	1	7	2	6	2	0	1	2	1	7	1	4	1	5	6	0	0	3	4	0	0	2	1	0	2	0	2	1	1	0	1	1	0	1	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	10380	7041	2973	2474	1091	802	994	629	613	401	699	293	321	656	558	205	214	204	285	147	294	109	127	138	166	150	78	157	72	81	130	71	44	70	92	34	58	37	95	33	26	65	21	23	59	26	25	25	17	18	16	14	40	21	18	12	32	9	13	17	14	17	18	5	6	6	7	5	14	6	8	7	1	1	9	3	12	3	8	1	6	7	2	0	3	3	0	2	3	3	1	2	1	1	2	3	1	1	0	2	2	3	4	0	1	3	1	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	6293	4543	1734	1567	508	387	572	297	325	187	434	158	158	434	357	99	108	99	177	73	178	49	58	73	89	93	38	107	37	49	80	45	25	40	61	17	32	18	66	13	10	49	14	12	39	14	7	18	7	14	6	4	30	13	7	8	20	4	5	10	8	5	13	3	4	4	3	0	6	2	7	3	1	1	3	1	5	1	3	0	4	6	0	0	3	2	0	0	2	1	0	2	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	10390	6934	2976	2547	1095	777	977	662	614	421	677	310	316	628	560	209	208	190	256	133	319	112	129	125	169	152	78	159	65	82	132	79	40	68	87	36	44	41	83	36	24	82	13	19	39	23	28	20	22	19	18	11	40	32	19	11	25	10	16	8	13	18	33	3	4	5	13	4	13	8	10	6	1	1	7	1	7	5	8	1	6	8	3	1	3	3	0	2	1	3	2	2	2	2	2	0	1	2	0	3	2	2	4	0	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	6246	4409	1731	1647	522	352	564	314	334	183	404	167	155	406	355	108	102	91	162	65	213	46	63	62	102	93	41	111	34	48	86	50	23	41	57	19	23	22	58	18	9	50	8	8	25	11	14	11	13	12	7	4	33	19	12	6	14	2	10	6	6	8	21	2	2	3	6	0	6	3	9	4	1	0	2	0	1	1	4	0	4	7	2	1	3	0	0	0	1	1	1	2	1	2	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	10078	7271	2970	2518	1057	755	966	679	627	411	700	350	266	608	484	238	201	189	279	139	333	118	106	132	167	124	68	219	79	72	145	56	58	82	111	56	35	28	69	29	31	72	22	17	52	22	30	22	12	14	15	16	35	32	28	10	22	16	17	5	14	10	21	14	6	8	11	5	13	14	2	10	2	2	3	5	3	5	6	5	5	2	2	1	9	9	3	1	1	3	1	5	4	3	0	0	0	0	2	5	1	0	3	0	2	0	4	1	0	0	1	0	0	5	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	5904	4791	1760	1589	483	346	543	371	341	189	459	185	131	410	306	104	116	89	161	59	212	44	56	88	104	82	31	141	37	46	75	34	30	52	83	32	20	15	50	20	14	51	10	7	34	15	23	9	7	8	8	8	22	20	15	6	15	10	13	2	8	4	15	8	5	5	3	3	8	12	2	5	1	2	0	3	0	3	4	3	4	1	1	0	7	9	3	1	0	2	1	4	3	2	0	0	0	0	1	5	0	0	2	0	2	0	4	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	10089	7269	2981	2519	1126	739	921	661	627	403	687	372	267	640	502	250	197	176	237	136	343	105	113	120	187	117	75	226	80	72	158	56	63	77	120	55	31	34	70	36	20	53	20	22	52	23	23	26	11	16	15	16	41	26	26	17	16	13	19	9	12	14	17	16	6	4	12	6	13	10	2	5	3	3	5	4	7	4	2	3	8	2	4	1	5	5	3	1	2	3	1	5	2	2	0	0	0	0	1	5	2	1	2	0	3	1	4	1	0	0	2	0	0	5	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	5960	4762	1724	1573	522	340	518	366	347	177	442	204	137	417	324	119	124	87	148	56	209	39	62	79	118	75	34	156	43	42	95	37	27	48	91	32	18	19	49	21	10	35	10	6	33	16	16	13	6	10	5	6	32	21	17	10	11	7	15	6	6	7	12	14	5	4	4	2	7	9	1	2	2	2	1	4	1	2	2	2	7	1	3	0	4	5	3	1	1	2	1	4	1	2	0	0	0	0	0	5	1	1	2	0	3	0	4	1	0	0	0	0	0	5	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	10194	7170	3055	2470	1105	741	967	637	617	388	683	319	269	678	548	254	196	181	241	130	323	109	107	112	155	109	65	206	86	75	149	57	67	68	113	47	35	39	89	40	21	55	21	27	63	27	22	36	14	10	18	16	22	29	26	19	14	8	17	13	10	11	13	14	4	6	11	6	10	11	2	7	4	3	5	3	6	2	2	3	8	1	2	1	3	1	1	0	2	3	2	1	2	2	1	0	0	0	1	0	2	2	4	0	3	1	1	1	0	1	2	0	0	0	1	1	0	1	0	0	0	2	0	0	0	1	0	1	6	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	6125	4653	1746	1497	533	346	557	336	346	172	452	167	141	423	360	117	119	95	151	57	212	47	52	70	95	61	23	135	54	43	97	39	28	43	87	25	23	21	54	27	11	40	11	7	49	17	10	26	7	6	7	5	17	21	22	11	8	6	14	7	5	5	8	13	4	6	6	3	4	10	1	3	2	1	2	3	1	1	1	2	6	1	2	0	1	1	1	0	1	3	1	1	1	2	1	0	0	0	0	0	1	1	4	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	6	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	10266	7186	3023	2402	1080	751	955	627	613	385	662	328	255	670	596	233	182	185	243	126	298	102	107	115	156	109	78	181	84	83	149	72	61	72	98	41	42	38	104	41	25	58	25	27	70	30	17	46	18	17	20	22	28	29	27	18	21	7	15	12	8	8	17	13	3	12	9	6	7	8	2	4	4	3	7	2	7	2	2	4	7	2	3	1	5	0	1	2	3	3	2	2	1	0	2	0	0	1	1	6	2	2	2	1	2	2	0	0	1	1	2	0	0	1	0	2	0	1	0	3	1	2	0	0	0	2	0	1	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	6151	4664	1745	1431	528	349	540	319	336	168	412	172	139	406	389	111	100	92	145	54	203	45	49	67	96	64	30	125	54	43	107	42	23	47	73	23	25	19	68	24	12	43	13	7	46	19	6	33	10	9	9	8	24	18	19	8	10	3	9	7	3	6	11	10	3	9	7	2	1	5	1	1	2	1	2	2	3	1	1	3	4	1	2	1	3	0	1	1	1	3	1	2	1	0	2	0	0	1	0	0	1	1	2	0	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	3	0	2	0	0	0	2	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	10266	7132	2920	2405	1027	776	963	652	605	395	707	331	261	656	648	231	179	193	236	139	307	108	110	116	130	118	72	180	80	85	121	76	57	52	105	42	41	32	104	40	25	71	31	27	57	21	19	44	23	17	19	24	32	37	25	12	22	4	11	10	9	12	17	8	3	10	6	4	5	14	3	3	4	4	9	3	9	2	2	4	4	2	3	1	4	2	1	2	3	4	1	2	1	0	3	0	0	2	0	6	2	1	2	1	1	2	0	0	1	1	1	0	0	1	0	2	0	0	0	3	1	2	0	0	1	1	0	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	6133	4681	1676	1475	510	353	546	318	334	184	432	162	132	396	423	114	91	94	138	65	199	57	46	74	71	73	29	120	51	45	83	37	25	32	61	19	27	17	69	22	9	51	16	9	37	12	7	32	12	8	12	11	24	21	18	4	11	2	5	5	7	7	10	5	3	5	5	1	0	9	2	1	3	2	4	2	4	1	1	3	1	0	2	1	2	1	1	1	1	1	0	1	1	0	2	0	0	1	0	0	1	0	2	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	3	0	2	0	0	0	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	10442	7160	2867	2361	1003	778	933	656	610	418	733	373	269	619	560	219	191	192	252	152	260	107	116	134	128	130	80	181	68	83	116	74	45	66	106	52	30	38	106	37	27	81	30	22	54	18	19	24	23	19	23	22	27	42	25	13	20	6	14	7	6	10	25	11	5	9	5	4	5	14	2	3	2	6	9	3	9	2	3	2	5	3	1	3	4	2	2	2	3	4	1	4	1	0	2	0	1	2	0	6	1	2	1	1	0	1	0	0	1	1	0	1	0	1	0	2	0	0	0	3	2	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	6246	4755	1681	1456	483	337	534	324	343	202	447	177	131	384	354	110	82	96	142	70	153	55	53	87	65	75	29	129	40	41	75	35	22	35	57	22	14	23	69	20	11	66	13	6	30	9	10	15	13	10	12	9	16	26	16	7	11	1	8	3	4	4	19	5	3	4	2	1	1	10	2	1	2	3	4	1	7	1	2	1	3	1	0	2	2	1	2	1	1	1	0	2	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	10367	7178	2895	2487	1035	790	940	679	632	440	724	408	270	569	603	205	213	182	272	164	320	113	124	127	141	140	71	183	63	82	113	76	46	76	107	53	36	38	91	44	26	85	34	18	50	24	17	18	25	17	19	19	29	45	24	10	17	4	12	7	8	12	25	13	8	6	4	7	4	13	4	2	3	6	7	6	12	2	5	2	4	4	1	3	5	2	2	1	2	3	1	5	1	0	3	0	1	3	0	6	0	2	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	6185	4758	1681	1539	504	343	532	335	355	218	454	192	116	360	406	105	98	95	153	77	193	56	58	79	75	90	20	125	37	45	66	38	22	44	53	18	19	20	55	22	11	65	13	7	27	12	12	12	14	9	12	9	13	29	15	6	8	1	6	3	6	5	21	5	4	2	1	2	1	10	3	0	2	2	4	2	9	0	3	1	3	3	0	1	3	1	2	0	1	0	0	3	1	0	2	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	10342	7197	2965	2480	1044	779	951	673	627	455	728	403	281	552	512	215	230	177	288	162	329	114	129	154	160	132	76	153	61	76	121	72	42	85	93	53	42	41	88	39	29	69	30	20	45	29	19	21	27	21	16	15	24	39	20	11	16	8	12	5	10	11	25	11	8	4	7	6	6	14	6	5	3	6	4	6	14	2	8	5	5	6	1	3	4	2	2	1	3	1	2	3	3	0	1	0	1	3	0	0	3	2	1	1	0	0	1	0	0	0	2	2	1	1	0	0	0	0	0	0	2	1	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
