label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	42927	11804	7394	4397	4838	1775	1152	1411	804	906	351	470	278	206	253	98	54	65	39	61	30	17	20	14	18	14	3	6	7	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	24113	5391	3702	2218	2878	834	509	847	458	564	185	273	163	121	165	56	28	27	23	39	11	6	12	7	10	10	0	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	44378	11796	7682	4466	5083	1765	1176	1487	814	894	358	501	304	230	284	104	67	80	47	58	33	14	14	13	20	16	2	6	6	5	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	25179	5327	3892	2343	3049	829	523	914	469	561	177	295	186	132	190	56	38	38	28	30	15	5	7	8	14	10	0	2	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	44627	11673	7788	4453	5348	1768	1233	1466	786	933	391	506	290	237	257	107	70	85	70	53	37	14	12	15	21	15	1	6	7	7	2	3	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north3_active	80	25368	5219	3938	2340	3232	834	573	904	442	581	185	299	172	132	184	54	38	48	43	30	23	8	7	6	15	10	0	2	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north4_all	80	44640	11661	7858	4484	5303	1731	1268	1395	789	895	408	509	297	245	285	104	70	96	68	45	37	21	16	14	15	18	1	5	6	7	0	3	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0
0.03	north4_active	80	25332	5214	3971	2356	3238	824	594	841	429	547	189	291	163	141	184	51	36	65	41	27	25	15	8	2	13	9	0	2	4	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north5_all	80	44737	11659	7725	4488	5287	1781	1261	1474	792	939	423	491	314	222	289	107	63	82	68	44	34	23	14	25	9	13	3	5	3	3	0	2	2	0	1	0	2	0	1	0	0	0	0	0	2	0	0	0
0.03	north5_active	80	25427	5175	3916	2321	3280	818	587	871	433	587	195	296	180	132	179	57	29	57	41	24	23	16	6	15	7	9	2	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north6_all	80	44995	11581	7655	4532	5246	1841	1233	1529	814	938	406	483	306	204	350	96	61	82	42	47	30	25	18	22	9	12	2	3	3	7	0	2	6	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	25658	5187	3867	2344	3261	865	559	912	418	565	200	297	184	120	221	50	30	59	22	27	17	17	10	15	6	7	2	2	2	5	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_all	80	44941	11661	7524	4538	5258	1892	1157	1539	846	979	397	518	326	216	363	112	60	82	46	50	25	29	13	22	8	8	7	3	3	15	0	2	6	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0
0.03	north7_active	80	25550	5187	3818	2348	3264	892	524	906	437	558	206	307	205	129	229	60	32	49	27	31	11	18	9	16	5	4	3	2	2	13	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_all	80	42136	12077	7223	4423	4996	1797	1128	1385	793	907	373	504	319	188	279	118	55	79	52	47	21	22	9	14	11	7	9	4	2	15	0	2	5	1	0	2	1	0	1	0	0	0	0	0	0	1	0	0
0.03	north8_active	80	23383	5519	3580	2207	3009	848	528	800	384	501	186	292	183	105	183	63	30	41	30	23	8	10	9	4	7	3	5	3	1	13	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_all	80	39395	12365	6976	4173	4642	1795	1136	1261	771	794	356	471	267	189	269	109	49	72	59	41	23	24	9	17	12	8	12	7	2	13	1	3	6	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north9_active	80	21315	5772	3368	2010	2799	833	526	707	377	427	166	270	132	101	176	63	26	29	33	23	11	11	7	6	9	3	7	6	2	13	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	36188	12653	6595	3940	4166	1770	1129	1177	714	710	318	393	238	197	180	102	53	68	45	35	22	15	10	21	18	6	11	8	1	0	1	2	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north10_active	80	18977	6023	3078	1813	2434	816	525	630	349	407	140	235	119	103	108	59	26	28	20	18	12	8	4	6	13	2	7	7	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	42133	11930	7390	4442	4687	1755	1177	1357	732	910	354	454	295	189	273	105	63	82	51	48	31	19	19	16	7	28	8	1	2	3	2	0	1	1	2	0	1	3	0	1	0	0	1	0	0	0	1	0
0.03	north11_active	80	23571	5448	3632	2244	2888	815	514	767	389	579	164	280	166	109	176	58	26	32	32	26	12	10	8	10	5	18	3	0	2	2	2	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	1	0
0.03	north12_all	80	43752	11893	7563	4458	5032	1788	1160	1481	772	879	385	516	317	188	281	95	68	77	63	40	34	15	22	19	8	35	13	1	2	2	1	0	1	1	3	2	1	3	0	1	0	0	1	0	0	0	1	0
0.03	north12_active	80	24556	5352	3778	2235	3048	847	532	874	384	544	199	318	170	114	166	52	29	35	39	26	14	7	8	9	5	25	6	1	2	2	1	0	0	1	0	2	0	3	0	1	0	0	0	0	0	0	1	0
