label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	31166	11647	9073	8455	3376	2049	1100	856	1529	879	390	253	292	257	155	157	130	98	78	63	17	20	11	21	14	9	5	7	2	2	4	1	1	0	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	15315	5413	5012	5290	1817	1013	497	364	1002	545	203	124	176	150	77	102	85	67	41	35	7	9	3	18	4	4	3	1	0	1	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	31496	11815	9154	8702	3329	2127	1118	814	1639	876	420	259	269	257	134	160	139	101	73	74	18	19	14	19	14	9	2	8	3	1	4	0	1	1	4	0	1	2	1	3	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	15590	5581	5106	5453	1815	1044	493	349	1065	548	233	133	163	163	69	98	88	65	45	45	11	9	3	15	5	5	2	3	0	1	2	0	1	1	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	31814	11821	9407	8924	3407	2083	1162	809	1667	895	427	298	276	253	124	182	184	129	78	70	22	14	11	19	8	12	1	5	3	1	6	0	1	1	4	0	0	3	1	3	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	15872	5560	5350	5647	1870	1003	496	344	1055	556	231	149	171	138	62	112	100	88	55	37	14	6	3	15	4	7	1	3	1	1	3	0	1	1	4	0	0	1	1	3	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	32068	11936	9629	9184	3503	2081	1190	791	1636	913	417	290	295	275	128	178	185	137	77	79	23	17	15	17	12	6	2	7	3	3	4	0	0	1	4	0	0	2	1	3	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	16235	5663	5548	5739	1932	1037	519	364	1038	547	223	138	166	143	67	106	85	90	56	47	13	6	7	10	8	4	2	4	1	1	2	0	0	1	3	0	0	1	1	3	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	32662	12107	9712	9348	3523	2072	1214	839	1771	968	405	290	331	289	146	171	205	139	83	85	26	20	11	30	11	11	4	7	3	4	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	16518	5834	5584	5814	1965	1040	539	384	1125	557	209	144	180	141	83	96	98	93	55	49	9	9	5	15	7	8	3	4	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	33277	12377	9994	9532	3643	2112	1213	837	1807	1003	441	285	357	285	179	171	173	151	81	104	26	22	15	38	12	14	10	7	2	7	4	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	16946	6007	5687	5878	2030	1087	543	388	1148	588	220	147	187	146	97	99	98	106	39	57	6	10	7	22	6	11	8	4	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	32368	12153	9611	9031	3490	2071	1219	836	1688	932	423	282	355	254	184	160	149	139	78	90	27	15	14	33	10	21	15	9	3	5	3	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	16205	5804	5360	5441	1930	1062	552	359	1040	556	215	151	192	129	106	78	89	103	34	41	10	10	5	21	6	17	11	4	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	31693	11622	9376	8420	3483	2054	1213	806	1501	857	390	286	319	208	174	169	140	146	76	100	29	11	11	20	10	16	12	12	1	4	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	15579	5414	5223	5054	1904	1048	525	370	945	506	191	159	174	113	98	88	83	117	39	50	13	6	4	14	6	14	8	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	30953	11416	8870	8004	3255	1975	1127	787	1384	771	371	291	267	184	158	137	147	127	89	56	30	12	8	7	11	12	6	9	2	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	14935	5227	4836	4834	1710	993	483	364	860	450	186	154	157	91	87	69	85	94	51	29	14	8	4	3	7	10	3	6	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	30371	11173	8745	7754	3228	1939	1086	792	1360	750	383	287	264	200	141	151	152	117	72	51	28	10	10	6	11	10	2	11	2	1	5	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	14683	5084	4807	4713	1679	990	475	362	843	435	188	158	164	104	76	85	92	82	47	30	11	7	5	1	7	8	0	5	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	31528	11742	9228	8527	3510	2042	1154	835	1552	833	376	281	259	268	158	149	183	127	90	64	29	25	10	17	13	1	6	3	3	1	9	1	1	1	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0
0.03	north11_active	80	15560	5416	5155	5363	1874	1057	524	372	920	492	217	143	137	162	95	91	96	88	60	26	15	11	5	12	5	0	3	1	1	0	5	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	31706	11825	9155	8576	3389	1976	1157	794	1617	780	372	284	254	278	148	146	163	117	84	78	28	19	9	17	15	5	8	4	3	1	8	1	1	1	0	0	0	1	8	0	0	0	0	1	1	0	1	0	0
0.03	north12_active	80	15689	5518	5077	5415	1826	1010	526	340	962	448	206	153	133	167	83	90	85	78	47	37	17	8	5	10	7	4	4	0	1	0	5	1	1	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	31492	11803	8993	8510	3205	1982	1126	793	1552	819	367	279	279	274	140	182	156	123	77	80	27	15	8	14	19	10	7	4	5	1	6	2	6	0	0	0	0	1	5	0	0	0	0	1	0	0	1	0	0
0.03	north13_active	80	15505	5491	4925	5312	1772	1005	493	343	921	478	197	150	145	160	72	116	87	77	44	35	16	8	5	8	12	7	3	0	2	0	2	2	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	31078	11758	8794	8277	3107	1957	1101	747	1492	779	369	243	266	240	138	169	135	140	77	77	28	16	12	13	19	12	7	5	5	3	2	2	6	1	0	0	0	1	6	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	15170	5469	4787	5070	1730	947	480	325	895	472	189	121	133	137	72	103	85	77	41	29	14	9	8	9	13	8	4	1	2	3	1	2	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	30996	11644	8941	8312	3084	1894	1091	779	1443	784	375	223	283	224	138	174	140	166	64	55	25	19	12	10	13	11	5	3	4	3	10	3	6	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	15135	5339	4953	5073	1704	943	466	344	896	479	194	103	145	126	78	120	106	85	40	29	13	9	8	7	8	8	4	1	2	3	9	1	4	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	31122	11642	8990	8320	3242	1971	1118	813	1437	781	361	225	295	226	147	156	154	175	61	42	25	20	9	16	19	14	8	2	3	4	11	4	1	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	15181	5359	5058	5075	1758	988	475	357	923	474	186	113	160	135	93	100	95	96	36	19	13	7	5	12	12	8	6	1	3	3	9	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	31042	11626	9121	8367	3295	1955	1150	808	1447	768	379	250	325	242	141	156	165	159	61	60	22	17	6	17	22	8	14	1	3	2	10	3	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	15153	5364	5133	5110	1792	978	511	345	928	480	190	130	191	139	85	108	82	89	31	42	11	5	1	11	14	4	11	0	2	0	9	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	31176	11585	9143	8376	3281	2044	1174	832	1365	752	367	266	303	254	162	180	147	145	87	61	24	19	10	19	20	10	13	1	2	3	3	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	15188	5302	5069	5122	1755	1021	509	370	848	455	181	144	174	160	85	123	65	92	55	38	16	5	4	11	14	4	11	0	1	1	2	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	31007	11645	9086	8413	3275	2035	1158	857	1395	820	396	273	278	225	142	169	169	101	99	53	24	17	10	19	20	10	15	2	3	2	2	2	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	15056	5321	4993	5190	1775	1003	514	399	847	491	193	142	155	137	67	110	77	62	60	37	14	4	5	12	14	4	13	1	1	1	2	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	30647	11631	8773	8191	3285	2023	1126	832	1387	819	363	265	269	213	143	185	161	124	87	37	24	18	13	18	15	12	9	1	6	2	2	2	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	14882	5272	4780	5000	1769	1001	490	389	815	488	173	139	148	131	66	115	111	76	57	19	16	7	7	9	7	5	7	1	5	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
