label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north1_all	80	3909	2240	1087	2418	952	709	291	250	240	401	116	104	191	71	205	163	69	112	42	29	37	20	98	19	22	15	21	7	5	16	28	13	5	6	1	3	3	1	3	0	0	4	1	2	0	1	1	0	0	0	1	0	2	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1305	1310	258	2153	712	555	76	107	117	333	38	23	149	20	181	145	42	98	27	7	8	7	75	11	7	3	15	3	1	15	25	8	2	2	0	0	2	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3848	2291	1074	2792	970	765	307	252	219	453	118	100	202	71	286	175	82	155	50	26	28	25	73	20	17	14	18	8	6	20	31	9	3	7	3	4	4	3	1	0	0	4	1	3	0	0	1	0	0	0	5	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1366	1389	283	2542	741	612	79	113	122	382	34	21	158	21	266	161	54	139	36	5	4	6	64	12	5	2	15	4	2	16	28	7	1	2	1	0	2	1	0	0	0	2	1	1	0	0	0	0	0	0	4	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3830	2356	1132	2841	982	784	314	249	223	510	120	117	194	68	339	179	81	165	45	35	23	24	77	19	14	15	18	10	11	23	23	7	2	6	3	3	8	4	1	0	0	4	1	2	1	0	0	0	0	0	4	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1402	1449	283	2578	748	641	85	113	129	437	35	26	154	21	318	155	55	152	32	11	2	6	72	10	3	2	17	4	8	15	21	6	0	1	1	0	5	2	0	0	0	2	1	1	0	0	0	0	0	0	4	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3878	2339	1130	2985	959	768	327	248	222	507	141	106	186	77	361	173	75	175	46	36	16	20	80	16	6	15	24	9	9	15	22	8	3	4	3	7	8	3	0	0	1	1	1	1	1	1	1	1	1	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	1408	1412	287	2729	737	617	87	115	133	452	37	23	148	24	339	142	57	162	31	16	1	7	74	5	1	4	22	4	8	8	20	6	1	0	1	1	5	1	0	0	0	1	1	0	0	1	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	3949	2402	1144	2905	969	756	313	258	245	462	149	102	164	78	307	149	79	137	40	39	27	19	92	17	10	13	32	12	14	12	34	10	5	3	3	7	5	1	3	0	3	1	1	1	1	2	1	1	1	0	9	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	1422	1463	297	2646	751	620	76	124	136	411	44	26	130	22	285	117	65	122	26	19	4	11	87	5	2	3	27	2	8	6	32	5	2	0	1	1	4	1	1	0	0	1	1	0	0	1	1	1	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
