label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north1_all	80	12800	2665	1427	2536	1778	577	672	348	655	252	342	376	163	118	107	73	69	164	85	73	49	39	42	37	45	20	11	13	15	18	10	13	3	8	10	4	5	3	3	2	5	3	3	3	0	2	1	1	1	2	1	1	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	8259	1331	637	1653	1128	271	378	150	422	138	211	234	89	60	39	35	30	120	57	46	30	19	22	20	27	14	4	5	8	14	4	3	3	4	5	1	2	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	13254	2691	1449	2620	1767	572	691	331	641	274	337	376	179	117	94	81	69	176	83	71	37	32	52	37	28	26	11	17	16	30	8	11	5	4	12	2	5	9	9	3	4	2	4	3	1	3	1	1	1	2	2	2	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	8625	1318	647	1662	1139	281	368	145	412	146	202	234	98	52	38	35	30	129	50	46	23	17	25	17	19	15	5	8	10	26	3	2	4	2	7	1	3	8	5	2	1	2	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	14426	2700	1518	2725	1840	601	733	314	722	286	393	382	185	117	103	76	74	183	93	76	42	41	55	38	42	23	12	17	13	39	5	14	5	4	9	2	5	7	10	3	3	2	3	2	1	2	1	0	0	2	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north3_active	80	9610	1308	707	1738	1164	298	405	145	475	159	251	243	109	52	41	39	37	132	55	50	25	22	31	20	24	9	6	6	9	21	2	5	2	2	6	0	3	7	5	2	1	2	2	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	15559	2646	1548	2846	1898	625	734	346	751	286	416	377	168	104	105	78	76	175	97	100	45	38	62	39	37	21	10	17	13	51	4	12	6	5	8	3	6	10	11	2	3	0	3	2	1	2	4	0	0	4	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north4_active	80	10421	1302	735	1809	1231	321	425	169	518	165	270	226	94	44	47	37	44	130	63	69	28	25	36	20	20	8	4	7	10	33	2	5	2	3	4	0	4	9	5	2	3	0	3	1	1	0	2	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	15346	2613	1525	2928	1922	655	748	377	792	280	407	383	160	111	108	69	77	141	89	90	45	32	57	44	51	16	5	17	13	49	4	10	8	11	5	3	4	9	4	3	5	0	2	2	0	2	4	0	1	4	2	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	10215	1278	736	1880	1202	327	422	171	553	164	260	214	89	50	53	35	45	97	60	55	25	21	38	27	34	7	1	6	10	29	3	6	4	8	1	0	3	7	1	3	5	0	2	1	0	1	2	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	15045	2603	1533	3028	1965	629	707	373	771	265	448	371	154	111	108	78	71	139	75	97	51	32	62	47	52	18	8	16	14	39	5	9	9	11	5	5	4	9	6	3	6	0	1	3	0	2	4	0	1	3	2	4	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	9818	1285	716	1957	1234	306	416	177	541	150	298	212	80	59	53	37	40	84	49	53	33	18	45	30	42	10	2	5	10	23	2	6	4	9	2	2	3	7	3	2	6	0	1	2	0	1	2	0	0	2	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	14826	2684	1509	3054	1900	607	711	392	787	284	438	386	157	117	98	74	77	163	72	82	43	24	60	47	52	22	9	12	15	36	8	9	7	12	5	3	1	9	6	3	7	1	1	2	1	3	3	0	1	0	2	4	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	9607	1334	711	1989	1187	296	402	184	522	154	277	222	88	69	52	36	39	102	43	33	27	12	38	32	41	10	2	4	10	16	5	6	4	10	3	2	1	7	5	2	5	0	1	1	1	2	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	14851	2606	1490	3024	1947	556	725	366	759	266	442	385	149	117	90	77	75	178	62	114	41	26	57	41	53	24	9	18	11	31	12	10	9	6	5	5	2	6	8	3	4	1	3	2	3	4	3	0	1	0	0	3	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
