label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	3753	2287	1821	805	674	680	197	336	112	103	82	41	40	23	18	50	6	21	19	20	4	5	0	3	1	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	1764	1268	1092	473	408	432	78	228	56	51	48	27	25	8	7	25	4	15	12	13	3	4	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3698	2224	1760	795	651	648	194	318	123	110	86	35	49	23	16	39	6	19	17	11	8	5	1	5	2	4	1	0	4	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_active	80	1688	1244	1097	460	395	406	73	212	57	56	51	22	30	7	5	22	4	13	9	5	6	4	0	2	2	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3616	2193	1739	753	643	623	186	289	117	87	75	34	43	22	17	43	5	23	10	18	8	2	3	3	1	5	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1677	1217	1090	419	389	391	69	186	53	51	39	16	30	6	6	21	3	20	6	13	6	2	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3575	2106	1671	739	612	570	165	253	111	76	70	42	39	19	22	30	6	24	12	20	9	3	3	4	1	6	1	0	1	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0
0.03	north4_active	80	1657	1176	1041	397	380	335	72	161	46	40	35	16	24	5	6	13	4	16	7	16	5	3	1	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_all	80	3670	2060	1717	728	609	600	155	269	100	75	58	47	30	22	19	28	6	33	17	27	8	10	3	6	0	3	0	0	1	1	2	0	2	0	1	0	0	0	0	0	1	1	0	0	0
0.03	north5_active	80	1701	1128	1071	389	377	363	64	178	41	34	27	19	15	9	6	14	3	20	12	14	4	9	2	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_all	80	3699	2120	1743	724	663	655	150	268	93	74	57	57	32	32	21	40	8	38	16	36	7	10	3	5	0	2	0	0	1	1	2	1	0	0	1	0	0	0	0	0	1	1	1	0	0
0.03	north6_active	80	1750	1149	1070	397	419	407	67	180	36	40	28	23	15	15	7	14	3	22	11	14	2	9	1	3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_all	80	3875	2153	1820	727	712	704	153	275	101	85	52	63	31	38	14	56	9	42	11	52	5	11	5	5	0	2	1	0	0	1	3	1	0	0	1	0	0	0	0	0	1	1	1	0	0
0.03	north7_active	80	1847	1158	1136	404	455	429	64	166	50	45	33	35	13	18	5	20	4	26	9	30	2	9	3	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	3845	2131	1762	743	679	684	165	268	106	80	58	63	28	36	12	67	12	28	7	38	4	4	9	3	0	5	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_active	80	1805	1151	1066	422	437	407	65	169	58	41	33	36	12	17	4	24	6	19	5	26	1	3	6	2	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3746	2049	1686	762	619	663	178	278	118	82	49	53	35	21	8	62	9	25	14	32	2	5	9	4	0	7	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_active	80	1727	1116	997	431	383	402	76	165	73	37	26	30	12	10	2	26	5	15	7	23	0	3	7	4	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
