label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	24809	6429	5654	3295	1287	1814	1230	492	686	695	179	175	114	206	128	52	42	31	36	29	49	14	8	16	5	5	3	2	2	2	1	1	2	2	1	1	1	0	1	0	2	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	19841	3388	4472	2522	401	1473	987	171	574	596	69	87	21	169	100	37	11	11	23	22	44	3	1	8	0	4	2	1	2	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_all	80	24947	6379	5700	3370	1309	1791	1262	507	667	708	180	162	112	215	143	51	41	34	29	28	51	18	8	18	5	2	1	2	3	3	2	3	5	1	0	2	1	1	0	0	0	1	0	2	0	0	0	0	0	0
0.03	north2_active	80	19959	3372	4490	2605	424	1425	1018	176	548	608	63	88	20	182	116	32	13	12	17	22	46	2	2	9	0	2	0	0	3	1	1	0	4	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north3_all	80	24865	6249	5564	3435	1292	1722	1265	495	619	654	189	177	109	246	135	56	40	36	25	28	42	15	6	19	12	3	1	5	1	2	3	3	6	0	1	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north3_active	80	19854	3268	4410	2640	404	1381	1010	176	491	556	73	105	19	213	111	38	15	13	10	22	35	1	1	9	5	3	0	1	1	0	1	0	5	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	25163	6262	5471	3421	1250	1763	1241	478	606	650	205	182	104	246	136	70	32	36	36	25	43	8	9	17	11	7	3	6	1	4	2	4	8	1	3	2	1	2	0	1	0	1	0	1	0	0	0	0	0	0
0.03	north4_active	80	20092	3307	4351	2643	382	1428	1001	166	477	562	72	106	19	208	113	50	11	10	21	18	38	0	1	11	7	6	3	3	1	2	0	1	8	0	3	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	24701	6276	5600	3391	1229	1713	1191	481	605	720	206	179	108	249	125	76	36	32	35	25	49	12	8	14	11	8	4	6	0	3	1	3	8	2	3	3	0	2	1	1	0	0	0	0	0	0	0	0	0	1
0.03	north5_active	80	19713	3325	4476	2627	389	1386	953	167	477	625	71	98	22	208	93	55	10	9	21	17	42	1	1	9	8	6	4	3	0	2	0	1	8	0	3	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	24629	6260	5709	3374	1247	1638	1207	479	618	733	190	172	109	237	132	70	42	23	44	29	39	14	8	14	7	9	5	4	0	4	0	1	5	3	3	2	0	1	1	1	0	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	19645	3326	4591	2601	373	1320	964	151	493	640	64	95	27	200	100	50	12	8	30	19	34	2	0	8	5	6	4	2	0	3	0	1	5	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	24418	6259	5686	3328	1258	1618	1204	476	608	739	203	170	109	266	128	69	51	22	43	25	47	16	6	13	8	5	2	0	0	4	0	0	6	3	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
0.03	north7_active	80	19469	3277	4540	2556	377	1309	967	149	478	646	70	82	34	235	88	50	19	9	31	13	41	3	0	7	3	3	1	0	0	1	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	24517	6232	5870	3268	1279	1656	1239	477	617	736	211	167	111	259	146	58	50	29	44	26	40	19	8	16	7	3	3	2	0	3	1	1	2	1	2	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1
0.03	north8_active	80	19540	3330	4714	2501	399	1341	993	152	479	637	76	80	34	232	112	37	23	8	31	14	34	4	1	12	2	2	0	1	0	1	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	24082	6110	5572	3107	1306	1751	1187	470	592	673	225	185	99	238	140	61	46	39	35	23	41	18	8	13	7	4	3	5	1	10	2	1	4	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	18889	3196	4380	2309	414	1408	945	159	447	573	78	89	32	211	104	36	22	9	23	13	36	3	1	9	2	4	1	2	0	7	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north10_all	80	22673	6011	5403	2974	1340	1709	1121	460	610	576	209	197	119	189	136	64	43	46	35	27	42	16	10	14	9	3	3	6	3	10	2	1	2	1	1	1	1	0	0	2	1	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	17301	2986	4147	2176	397	1336	890	145	456	482	73	113	39	162	97	36	16	9	21	15	39	2	2	10	2	3	1	2	1	6	0	0	2	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north11_all	80	24658	6298	5741	3409	1301	1775	1244	449	758	724	212	174	132	265	112	81	50	35	37	38	34	13	5	9	8	3	6	3	0	2	2	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north11_active	80	19580	3357	4552	2633	418	1441	1026	158	615	634	92	91	30	243	81	49	9	11	20	28	32	3	1	8	2	1	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	24490	6325	5600	3442	1250	1816	1278	434	737	716	223	180	130	251	115	71	47	34	37	29	22	11	4	13	9	9	5	3	1	3	3	1	1	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	19435	3334	4450	2712	390	1477	1060	156	599	621	102	101	31	233	90	36	8	10	24	23	19	2	1	10	2	4	2	1	0	2	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	24549	6312	5525	3363	1239	1777	1216	444	738	725	215	192	135	241	130	60	44	31	35	28	25	14	3	16	10	10	5	1	3	3	3	2	3	1	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north13_active	80	19470	3330	4423	2614	382	1465	1004	149	599	635	96	106	28	222	97	30	8	13	24	21	21	2	0	9	2	4	4	1	0	2	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	24848	6381	5512	3315	1225	1822	1244	457	685	693	211	196	124	216	124	65	33	31	34	28	32	12	8	16	9	11	5	1	4	4	3	2	4	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north14_active	80	19734	3344	4375	2566	362	1494	1025	146	571	601	94	106	29	198	90	37	5	10	21	17	27	4	0	7	3	6	5	1	1	2	1	1	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	24791	6302	5626	3269	1248	1867	1278	492	706	637	189	191	124	211	120	65	37	30	30	31	38	17	10	11	7	9	5	1	4	6	3	2	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	19694	3315	4467	2506	371	1534	1060	152	586	561	74	100	24	184	86	46	11	11	20	21	32	5	0	4	1	3	5	1	1	4	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	24582	6265	5737	3248	1269	1805	1299	484	707	629	187	213	123	206	116	76	32	32	34	30	38	16	11	9	8	7	5	1	4	6	2	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	19561	3313	4550	2477	373	1469	1075	151	590	554	77	118	30	172	90	55	10	9	25	19	32	6	0	5	2	2	5	1	1	4	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	24396	6224	5714	3398	1276	1742	1322	460	640	636	184	202	127	199	109	79	32	36	41	45	28	12	18	9	9	16	3	3	5	7	3	2	0	2	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	19335	3333	4546	2611	404	1418	1071	150	522	559	72	112	36	164	90	57	12	9	29	34	24	4	1	5	4	11	2	0	1	5	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	24367	6202	5794	3404	1310	1623	1369	444	608	666	190	203	126	227	104	81	26	39	45	43	31	10	20	13	8	15	4	3	4	4	2	1	0	2	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0
0.03	north18_active	80	19285	3331	4669	2593	408	1326	1116	145	493	576	72	120	37	181	81	58	7	11	30	29	28	3	4	10	4	12	3	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	24586	6226	5646	3404	1263	1664	1299	445	598	712	194	198	114	229	125	70	29	39	44	39	32	15	17	16	8	22	7	4	3	4	4	2	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
0.03	north19_active	80	19413	3328	4509	2597	399	1369	1047	156	496	616	73	114	32	192	95	51	6	13	29	28	29	4	4	11	4	18	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	24449	6311	5632	3324	1265	1665	1275	461	611	706	190	174	105	254	137	59	32	31	32	27	28	16	11	12	6	22	9	2	4	4	4	1	0	2	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0
0.03	north20_active	80	19295	3291	4464	2526	375	1358	1014	152	494	624	71	104	27	220	105	40	5	12	19	15	25	4	3	9	2	18	6	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
