label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182
0.03	north17_all	80	1851	924	553	660	304	498	440	196	198	157	120	121	99	65	198	90	181	68	82	211	48	50	92	35	25	63	32	40	23	24	17	15	23	56	157	26	19	9	18	10	23	13	13	5	9	6	14	6	17	9	7	8	10	16	3	3	22	8	6	6	13	6	5	18	1	5	2	2	5	1	4	0	3	2	11	5	2	0	1	0	0	1	3	1	5	1	1	0	0	0	3	2	0	0	1	0	5	2	1	0	3	1	0	0	1	1	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	466	320	128	463	62	389	331	94	92	32	51	59	13	19	170	55	146	46	57	190	6	26	76	26	8	50	7	17	5	6	10	5	12	35	148	3	9	1	5	6	17	9	3	4	3	2	4	3	11	6	0	2	3	15	0	2	19	1	2	5	12	1	2	17	0	2	0	1	3	0	1	0	1	2	10	2	1	0	0	0	0	1	2	0	5	0	0	0	0	0	3	1	0	0	0	0	2	0	1	0	2	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	1799	896	561	664	290	533	490	214	189	142	113	142	104	73	228	104	242	73	71	254	39	52	92	42	28	68	28	42	26	27	18	18	21	59	174	25	20	8	19	11	19	20	12	8	7	7	10	7	6	8	4	14	9	17	2	3	18	7	8	7	7	4	6	18	0	6	2	2	6	5	4	3	2	3	10	5	2	0	1	1	0	1	4	3	6	0	1	0	0	1	3	1	1	0	2	0	2	2	1	0	3	0	1	0	1	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	461	339	149	475	58	419	386	109	96	31	53	79	15	24	193	63	209	50	45	235	5	29	80	25	11	56	3	16	7	9	12	6	14	36	167	3	8	2	5	6	14	14	1	6	1	3	3	4	3	5	0	9	4	16	0	2	15	1	4	6	6	0	4	17	0	2	0	1	4	4	1	2	1	2	10	2	1	0	0	0	0	1	3	0	6	0	0	0	0	1	3	0	1	0	1	0	2	0	1	0	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	1799	918	556	686	315	553	447	206	186	146	110	137	105	73	234	104	212	73	81	276	44	48	101	58	30	70	33	34	30	22	22	24	21	54	179	24	22	12	18	11	22	19	9	10	8	11	11	8	9	9	1	16	7	11	4	4	13	7	8	7	7	2	4	21	1	9	4	2	7	8	4	3	4	4	21	3	3	0	1	1	0	4	3	3	2	1	1	1	0	1	3	1	1	1	2	0	9	1	3	0	2	0	1	0	1	1	1	0	0	0	2	1	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	482	342	140	489	61	435	352	107	87	29	52	75	15	22	201	55	188	51	54	257	7	25	88	35	13	56	7	14	7	8	13	9	13	37	173	3	9	3	4	4	18	15	2	7	2	5	4	5	8	7	0	10	3	11	0	3	11	1	4	5	6	0	2	18	0	5	1	1	5	6	1	2	1	3	21	0	1	0	1	0	0	3	3	0	2	0	0	0	0	1	3	0	1	0	1	0	9	0	3	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	1766	912	549	627	308	507	406	217	174	146	110	118	118	76	189	95	207	68	87	210	43	46	85	60	34	66	32	28	30	21	21	28	19	28	125	13	18	16	16	14	23	21	9	13	6	14	10	7	9	8	4	14	6	13	4	4	9	6	6	8	8	0	5	8	2	7	3	2	10	9	2	6	2	3	17	3	2	1	1	2	0	4	1	3	2	1	0	2	0	1	2	2	1	3	1	0	7	0	3	0	1	0	1	0	0	1	0	0	0	0	2	1	0	0	0	2	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	459	335	114	415	56	377	323	115	87	28	36	61	20	25	162	42	180	44	53	192	6	19	71	33	11	51	10	7	8	9	12	11	11	21	121	2	7	3	4	6	20	15	2	8	1	6	5	6	8	7	1	10	1	13	1	4	8	1	3	6	5	0	3	4	0	3	1	2	8	6	1	3	0	2	17	1	1	1	1	0	0	3	1	0	2	0	0	1	0	1	2	0	1	0	1	0	7	0	3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1814	926	551	708	312	488	406	193	178	139	108	127	85	84	253	78	263	71	66	178	47	44	100	58	30	63	30	21	26	35	28	12	20	26	116	15	12	16	17	22	40	16	12	14	9	16	5	8	3	15	10	12	7	15	9	5	28	4	9	19	8	1	4	2	2	4	1	2	6	5	3	2	3	1	9	2	0	3	2	0	3	1	0	1	4	2	3	3	2	3	4	0	0	1	0	2	5	1	6	0	0	0	0	1	0	0	0	1	2	1	1	3	0	0	1	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_active	80	469	294	141	493	73	369	314	110	70	43	39	55	24	28	217	34	239	42	49	159	16	21	90	35	11	50	6	10	7	13	13	3	13	15	104	7	4	2	5	13	34	9	2	7	2	7	3	4	2	10	7	10	1	13	2	3	26	3	5	18	8	1	0	1	1	3	1	0	4	4	0	1	2	1	7	2	0	2	0	0	2	0	0	0	4	1	0	2	1	3	4	0	0	0	0	2	5	0	6	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_all	80	1800	899	572	621	311	438	369	191	178	132	131	113	91	86	210	69	204	66	66	127	50	53	80	53	29	56	34	20	23	30	22	13	15	29	91	12	12	21	15	19	27	12	14	11	8	16	9	10	5	9	8	12	4	11	7	3	27	3	6	15	8	2	4	4	4	7	3	2	3	4	2	1	3	0	9	3	3	2	1	0	3	0	0	1	5	1	2	2	3	2	6	0	0	1	0	2	3	1	6	1	0	0	0	0	0	0	0	1	1	1	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	385	251	133	387	84	311	255	91	62	41	44	48	25	22	167	24	172	31	46	113	17	24	69	28	6	43	9	6	3	7	6	3	8	16	82	5	5	6	4	11	19	6	3	5	2	4	3	3	3	6	6	9	0	8	2	3	26	2	2	14	8	1	0	1	3	4	0	0	2	2	0	1	1	0	8	2	2	1	0	0	2	0	0	0	4	0	0	1	2	2	6	0	0	0	0	2	3	1	6	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1812	885	600	530	325	336	311	197	171	148	130	107	87	81	127	67	133	53	64	99	43	46	47	56	31	53	37	23	20	24	28	14	15	25	48	15	13	19	14	17	16	16	14	9	8	20	10	11	10	8	4	8	7	10	6	2	9	2	5	7	4	6	3	5	5	7	5	1	4	2	2	1	3	1	6	1	6	0	0	2	5	0	1	0	6	1	2	4	2	3	2	1	0	0	1	3	3	1	5	1	0	0	0	0	1	1	0	1	0	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	354	203	152	275	105	204	185	77	59	53	38	40	21	22	85	24	102	21	41	81	12	18	34	34	4	40	10	8	2	7	9	1	5	11	40	5	3	6	3	7	8	5	5	4	3	3	3	4	6	4	3	5	0	6	2	1	9	1	2	6	4	1	1	2	3	4	0	0	1	1	0	1	0	1	4	0	2	0	0	2	3	0	0	0	5	0	0	3	1	3	2	0	0	0	0	2	3	1	5	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1849	894	615	529	328	317	286	200	171	139	125	106	83	83	104	80	110	56	70	94	45	42	54	53	25	48	35	24	19	19	21	23	18	20	50	15	11	21	12	17	12	19	13	6	7	13	12	10	10	6	7	7	8	7	6	2	11	3	5	5	4	6	3	4	5	7	5	0	4	2	2	1	2	1	4	1	7	0	0	2	5	0	1	0	6	1	3	3	2	1	2	2	1	0	1	3	2	1	1	3	0	0	0	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	357	206	138	292	105	191	156	69	58	47	34	39	21	21	63	31	79	22	44	72	12	18	37	33	2	32	9	11	1	4	8	2	4	11	43	5	4	6	3	6	6	4	4	2	1	1	2	5	6	3	3	5	0	4	2	1	9	1	1	4	4	1	2	2	3	4	0	0	1	1	1	1	0	1	3	0	3	0	0	2	3	0	0	0	5	0	0	3	1	1	2	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1846	892	580	545	319	364	289	191	168	144	123	111	80	88	125	85	144	62	55	87	48	41	68	51	28	45	40	27	22	12	17	24	18	16	62	20	11	16	11	17	16	16	14	8	7	15	13	8	10	7	6	6	7	6	5	6	17	5	6	9	1	7	4	7	5	3	3	2	5	1	3	3	2	1	4	1	5	0	1	2	4	0	1	0	4	1	2	4	0	1	4	2	1	0	1	1	2	0	1	3	0	1	0	0	3	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	380	195	126	316	106	229	173	64	67	47	30	47	20	20	86	34	108	28	36	64	10	15	46	34	4	31	7	13	5	2	5	4	4	8	55	7	3	3	2	4	9	4	7	3	2	2	3	3	6	4	2	4	0	2	1	3	14	2	1	7	1	2	3	5	2	2	0	1	2	0	2	3	0	1	3	0	1	0	0	2	2	0	0	0	4	0	0	2	0	1	4	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	1850	904	541	533	311	395	308	204	174	149	111	116	82	86	153	87	162	79	67	89	44	38	67	46	26	54	36	26	23	14	18	22	22	20	63	16	19	12	9	14	13	20	12	11	7	7	12	6	12	6	6	9	6	6	7	6	20	4	4	9	1	5	4	7	5	4	6	3	7	1	2	4	3	1	6	2	5	0	1	0	2	0	1	0	5	1	1	2	1	2	5	2	1	0	0	3	2	1	3	2	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	402	224	102	340	88	274	200	88	75	43	32	45	18	23	109	36	127	33	44	70	7	17	48	34	5	34	5	11	7	4	8	5	4	15	55	3	7	3	3	3	9	10	5	5	2	2	2	3	8	4	2	5	1	5	0	3	17	2	0	6	1	2	3	5	2	4	0	1	1	0	2	3	0	1	6	0	3	0	0	0	0	0	1	0	3	0	0	0	0	2	3	0	0	0	0	3	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	1830	912	556	551	303	390	319	221	176	138	107	113	84	83	173	72	178	79	71	112	53	59	76	51	37	55	35	29	22	18	20	17	26	30	80	17	23	14	9	13	14	14	9	14	8	7	10	4	11	5	5	8	4	8	8	5	18	2	3	10	5	5	4	9	4	4	5	4	5	1	2	4	3	1	5	2	4	0	2	0	1	0	1	1	4	0	0	2	1	2	5	1	1	0	1	4	2	1	2	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	433	261	113	343	81	277	217	100	76	30	35	47	17	19	138	31	146	30	46	99	10	26	61	37	12	36	3	8	8	4	10	4	5	25	73	4	9	3	3	4	9	9	4	6	3	3	2	2	6	4	2	5	2	4	0	2	15	1	0	8	5	1	3	5	2	4	0	2	2	0	2	3	0	1	5	0	2	0	0	0	0	0	1	1	2	0	0	0	0	2	3	0	0	0	0	4	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1821	892	566	587	305	433	310	219	195	122	119	108	89	84	197	71	187	80	70	118	52	58	71	53	35	60	29	29	20	19	28	17	29	42	101	11	24	10	9	10	14	14	7	14	9	13	8	8	11	6	6	9	11	8	9	4	18	1	4	9	6	5	6	8	5	4	6	2	6	1	4	6	3	2	4	1	3	1	1	2	2	0	1	1	4	1	1	1	1	3	5	6	0	0	1	4	2	1	2	1	0	1	0	0	2	2	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	405	303	107	365	78	328	218	112	81	24	39	44	17	24	158	33	161	33	42	100	7	28	58	44	12	37	4	8	7	5	15	3	6	36	94	4	10	1	4	3	9	11	2	7	4	5	3	3	6	4	2	6	2	3	0	1	15	0	0	7	5	0	3	4	3	4	0	1	2	0	2	4	1	2	4	0	2	1	0	0	0	0	1	1	2	1	0	0	0	3	3	2	0	0	0	4	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	1814	878	559	611	300	423	326	204	196	123	128	120	90	84	203	65	196	78	78	143	60	50	73	55	43	56	25	30	23	22	26	23	23	44	115	11	24	12	14	15	18	10	7	12	10	17	6	10	16	6	6	10	12	6	4	10	17	4	2	28	7	7	6	3	5	1	8	2	2	2	9	7	2	1	2	0	1	1	1	2	1	0	1	1	1	2	1	0	0	3	5	6	0	1	2	2	7	0	1	1	0	2	0	0	2	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	420	322	109	386	70	320	232	101	82	22	38	59	17	22	170	27	173	39	44	127	9	20	62	42	17	35	5	8	10	7	15	8	6	36	109	4	8	1	7	7	14	7	1	6	4	5	3	3	9	4	1	7	2	1	0	5	14	1	0	26	6	1	3	1	4	1	1	2	1	0	7	5	1	1	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	3	4	2	0	0	0	2	6	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	1776	855	577	633	292	454	392	197	193	130	123	137	101	92	208	85	187	90	76	186	57	66	91	71	39	67	25	22	27	24	26	20	20	50	186	14	16	10	12	20	16	8	6	12	5	16	7	9	12	5	4	15	14	5	3	11	15	7	3	43	6	6	6	4	3	1	5	2	2	2	11	7	2	1	4	0	1	1	1	3	1	0	1	1	0	2	1	0	0	1	5	5	0	1	2	0	12	0	0	2	0	2	0	0	2	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	1	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	444	326	121	421	63	358	289	103	84	25	32	69	22	25	176	42	169	54	48	167	10	23	77	51	14	46	5	7	10	11	12	8	7	40	180	5	5	1	6	12	15	7	1	10	2	5	4	2	8	4	0	12	4	3	0	6	12	2	2	42	5	2	4	1	2	0	1	2	1	1	7	4	1	1	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	5	2	0	0	1	0	11	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1783	828	552	593	326	438	357	202	174	135	127	118	106	94	156	80	176	76	74	110	45	52	95	43	42	43	26	30	28	32	27	19	20	27	86	15	12	17	14	13	25	12	14	13	11	6	5	10	8	12	5	7	3	16	4	8	21	9	6	13	5	2	5	6	2	5	4	1	10	5	4	1	2	2	20	4	2	3	1	2	4	1	1	1	2	4	2	0	2	1	4	2	0	0	0	1	19	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	409	244	108	387	65	326	261	86	79	27	43	54	20	30	132	39	142	49	49	94	13	29	78	28	8	24	4	18	7	15	9	8	6	19	79	2	4	6	2	3	13	5	5	12	4	5	2	4	3	7	2	3	1	10	1	4	19	2	1	11	4	1	1	6	1	3	1	0	8	2	3	0	1	2	19	2	2	0	1	1	1	0	1	0	2	2	1	0	1	0	4	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south32_all	80	1776	846	598	550	321	431	335	196	184	141	126	110	107	77	120	78	137	72	81	113	47	50	64	44	42	53	25	23	28	35	30	20	20	23	98	11	12	15	11	13	18	14	11	18	12	9	7	7	6	9	8	6	3	16	3	6	19	5	4	23	3	1	7	3	6	5	3	2	10	4	7	1	2	2	2	2	2	1	1	1	2	0	1	1	2	2	2	0	2	3	1	2	1	0	2	1	8	2	1	1	0	0	0	0	3	2	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	381	236	122	348	70	305	226	85	73	31	41	49	20	24	95	38	107	37	53	90	9	24	49	28	7	31	6	11	4	15	10	6	9	16	91	2	4	4	2	2	9	9	4	14	3	6	2	3	2	6	4	4	1	11	1	4	18	1	1	21	2	1	1	3	3	3	2	0	8	2	3	0	1	2	2	1	2	0	0	0	1	0	1	0	2	1	1	0	1	2	1	1	1	0	1	0	8	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1757	856	624	531	312	393	320	188	182	160	126	102	94	68	107	83	137	64	71	101	48	38	63	43	33	52	23	23	26	35	27	21	21	27	86	12	10	13	16	10	14	19	10	16	13	10	7	9	6	12	6	9	2	8	3	5	17	3	7	20	8	1	8	2	7	3	3	2	6	3	7	1	4	2	1	2	2	0	1	1	3	0	1	1	0	0	1	0	2	3	1	1	2	0	2	3	1	2	1	1	0	0	0	1	3	2	0	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	south33_active	80	383	242	133	316	75	273	208	71	72	39	33	47	14	21	80	41	109	30	42	75	8	13	43	30	5	33	5	13	5	13	10	6	12	15	78	1	3	1	4	2	9	9	3	12	4	6	0	1	3	7	4	4	1	5	1	3	15	1	2	20	7	1	1	1	3	1	2	0	4	1	1	0	1	2	1	1	2	0	0	0	2	0	1	0	0	0	0	0	1	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
