label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187
0.03	north16_active	80	1041	667	236	710	125	233	222	152	75	164	67	46	32	32	54	92	46	133	19	23	55	17	41	53	31	16	13	49	93	21	78	6	12	59	8	24	25	9	8	8	4	44	11	6	6	3	19	2	28	10	3	3	5	13	2	2	4	32	2	3	5	5	2	2	1	5	2	0	2	3	0	1	4	7	1	3	0	0	0	5	1	1	3	0	0	9	8	1	0	0	0	6	2	0	2	0	0	0	4	4	1	0	0	0	0	2	1	0	0	11	0	0	1	0	1	0	2	3	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3377	1793	1139	1084	569	565	470	351	284	288	211	186	169	164	162	170	130	210	90	96	119	70	89	98	66	59	59	90	122	47	109	42	43	87	29	39	43	26	31	21	11	60	20	20	14	13	25	8	37	17	15	10	9	18	11	9	10	24	4	4	16	14	4	5	5	6	13	1	7	6	5	4	4	9	5	4	5	6	0	7	5	4	5	1	1	14	4	1	3	1	3	7	2	0	1	2	1	1	3	4	4	0	1	2	0	0	0	1	0	11	0	0	1	0	3	0	2	3	1	0	0	1	0	1	2	1	0	1	1	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north17_active	80	1112	701	265	760	121	277	257	164	85	155	73	45	35	42	60	97	46	174	25	19	64	25	50	71	37	16	13	65	109	25	90	8	13	80	6	27	23	8	14	3	4	53	6	4	5	2	17	2	33	11	4	2	6	11	3	2	3	22	1	1	9	9	2	1	1	4	6	0	6	4	0	0	3	7	1	3	1	2	0	7	1	3	3	0	0	12	3	1	0	1	3	7	2	0	0	1	0	0	3	3	1	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	2	3	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3413	1775	1088	1215	570	581	478	383	275	352	254	186	166	162	167	164	135	264	105	99	116	66	83	113	68	60	61	104	128	44	118	38	41	116	25	39	46	32	37	23	15	89	22	20	17	12	27	6	39	14	14	5	7	10	15	8	6	22	8	6	20	16	8	2	10	7	14	2	7	4	5	4	8	12	4	14	6	3	1	4	4	4	7	4	1	16	5	0	1	1	4	11	2	1	1	2	2	1	23	4	5	0	2	2	0	0	0	1	0	13	0	0	1	1	4	0	1	3	5	0	0	1	0	1	2	1	4	1	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_active	80	1172	751	270	907	119	293	280	189	90	197	80	52	36	39	61	90	51	225	25	25	67	20	49	83	36	19	13	72	114	27	104	10	14	109	7	24	25	12	20	7	7	84	5	3	7	1	20	4	36	7	5	2	6	6	5	1	2	21	2	2	12	12	4	0	2	6	6	1	5	3	1	1	6	10	1	13	4	2	1	3	1	3	3	2	0	13	4	0	0	1	3	11	2	0	0	1	0	0	23	3	2	0	0	0	0	0	0	0	0	13	0	0	0	1	3	0	1	3	5	0	0	0	0	1	0	1	3	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3454	1788	1058	1330	557	564	513	378	282	342	266	175	169	147	163	159	134	316	112	98	107	73	95	140	81	54	52	131	196	42	128	38	39	132	31	40	49	28	36	24	22	105	21	13	14	12	26	8	41	14	10	6	9	12	16	9	7	37	7	9	16	15	9	3	7	4	15	3	6	4	5	4	7	10	4	16	6	4	2	4	3	3	3	4	1	15	6	0	2	2	9	15	1	1	2	2	1	1	23	3	3	0	1	1	1	0	0	0	1	12	0	1	1	1	2	0	8	1	5	0	1	1	0	0	2	1	4	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_active	80	1255	808	280	1035	118	289	319	190	95	189	89	51	45	44	69	97	53	277	28	29	69	27	67	111	49	21	10	105	182	25	112	15	19	123	7	23	28	8	21	10	7	100	6	4	4	1	22	5	36	7	3	0	6	4	6	3	2	36	1	2	12	11	4	0	1	3	9	2	5	3	1	1	5	9	1	14	4	2	1	3	1	3	0	3	0	13	4	0	1	1	7	15	1	0	0	1	0	0	23	2	1	0	0	0	0	0	0	0	0	12	0	0	0	1	2	0	8	1	5	0	1	0	0	0	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3428	1745	1007	1393	584	558	507	369	291	349	239	188	182	143	140	179	123	334	107	85	128	64	97	128	80	58	54	135	184	39	109	35	40	132	25	36	52	27	30	27	31	109	20	15	19	13	22	8	64	13	9	10	11	18	17	10	8	50	12	7	12	10	8	6	7	13	13	7	3	6	2	4	6	9	5	17	5	5	2	5	5	2	2	8	1	11	5	1	2	1	8	13	0	1	5	1	1	2	28	1	2	1	2	1	1	0	1	0	1	2	0	6	0	1	2	1	10	1	5	0	1	0	0	0	0	1	4	1	0	0	0	0	0	2	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1248	835	262	1088	116	281	308	197	101	204	86	59	52	42	70	114	49	286	27	27	88	24	67	96	47	22	16	109	173	18	95	13	22	121	6	20	32	8	17	11	7	101	6	6	4	1	17	5	59	7	4	1	4	7	8	3	3	50	3	1	8	6	3	2	1	11	10	3	2	4	1	1	4	9	2	16	4	3	1	4	4	2	0	4	0	10	4	0	1	0	6	13	0	0	3	1	0	1	27	0	1	1	0	0	0	0	1	0	0	2	0	5	0	1	2	1	10	1	5	0	1	0	0	0	0	1	3	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6971	1585	1087	943	1489	466	413	323	391	334	214	542	281	224	307	151	336	114	134	186	93	74	73	78	120	224	58	52	43	51	59	59	41	35	35	24	29	33	34	37	25	18	31	21	10	22	73	53	12	10	17	22	20	14	11	7	9	20	9	3	8	59	15	10	11	6	26	32	5	5	14	3	4	4	6	3	6	7	4	1	5	3	1	3	4	3	1	0	1	3	1	5	1	1	11	2	0	5	5	3	2	2	2	2	1	1	1	3	1	0	1	3	2	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	1	2	0	0	1	0	1	0	1	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	5590	618	480	493	1224	160	94	127	267	210	45	464	198	167	237	69	279	26	85	147	46	34	27	44	98	209	30	20	9	13	33	31	20	7	26	11	8	24	16	23	7	3	22	9	8	15	67	48	3	2	5	17	17	6	3	1	4	17	3	0	6	58	11	2	8	3	25	29	1	2	12	0	0	3	5	1	3	2	3	1	4	2	0	1	0	3	1	0	0	3	0	2	0	1	11	0	0	2	2	1	2	2	1	1	1	0	0	2	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6853	1650	1137	951	1438	456	398	318	369	334	216	514	270	219	322	142	332	108	138	175	92	82	69	74	121	252	50	50	45	54	65	51	45	40	32	20	30	38	32	33	29	26	32	20	11	21	86	65	16	8	16	22	17	12	17	4	6	17	8	2	10	70	29	11	6	5	30	27	5	7	10	2	2	6	8	3	6	8	4	2	6	8	3	4	5	1	0	0	1	5	0	5	1	2	11	2	0	5	4	2	1	2	2	2	0	0	2	2	3	0	1	2	3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	1	0	0	8	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	5462	648	482	505	1176	148	91	124	260	206	45	443	196	160	250	64	280	23	84	135	42	32	21	38	94	232	25	21	8	14	36	27	22	6	25	10	6	28	15	22	8	6	24	10	8	17	80	60	4	1	4	18	13	7	6	0	3	16	4	0	4	66	25	3	4	3	30	25	1	1	7	0	0	3	6	0	1	3	4	1	5	7	1	1	2	1	0	0	0	5	0	4	0	1	11	0	0	2	2	1	1	2	1	1	0	0	0	2	2	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6901	1665	1129	932	1372	474	392	310	339	350	209	547	277	249	330	136	339	113	132	196	98	76	68	76	124	208	52	49	47	56	67	46	44	38	35	24	28	34	29	38	25	22	39	20	14	17	100	60	13	11	16	17	12	9	14	2	5	16	10	2	10	49	26	13	5	7	14	22	6	7	10	5	0	3	6	4	5	5	6	3	10	10	3	2	4	3	5	1	2	5	2	3	2	2	11	1	1	4	3	1	1	4	1	2	0	0	1	0	3	1	1	3	3	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	4	0	0	0	0	1	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	5473	639	499	494	1141	167	91	135	238	219	45	484	199	179	262	62	292	32	82	153	47	26	25	37	98	184	23	25	10	11	44	26	22	8	26	8	6	24	11	26	7	7	31	11	9	11	93	50	4	1	3	12	8	6	6	1	2	15	4	0	4	45	20	5	4	6	14	21	1	0	7	1	0	0	4	2	1	2	6	1	9	9	1	1	3	1	5	0	1	4	2	2	0	1	11	0	0	2	2	1	1	4	0	2	0	0	0	0	2	0	1	3	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6860	1684	1116	928	1439	483	391	321	386	332	215	503	264	260	354	133	317	123	138	177	87	86	75	82	97	215	50	55	45	54	63	37	31	39	40	24	28	42	32	51	20	20	44	12	18	16	90	56	16	15	12	22	13	7	12	5	5	17	9	3	10	58	32	10	4	10	17	14	2	6	6	4	3	3	5	6	5	6	3	3	8	16	3	2	3	5	11	2	5	6	5	4	1	1	2	1	1	0	2	1	2	2	2	3	1	0	1	0	2	1	1	2	3	0	2	0	4	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	5435	632	474	504	1194	153	87	131	254	212	39	440	188	178	286	54	282	32	83	134	46	34	31	39	73	185	21	29	8	10	46	20	17	13	28	5	5	29	16	39	4	8	36	7	10	8	83	48	4	3	3	16	8	3	6	1	0	15	5	1	3	53	27	5	3	9	17	11	0	0	4	2	0	0	3	3	2	3	3	1	8	14	1	1	3	2	11	0	2	4	5	3	0	0	2	0	0	0	1	1	2	2	1	2	0	0	0	0	1	0	1	2	2	0	2	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	6789	1667	1112	943	1416	502	375	324	416	335	222	530	258	256	344	131	327	106	139	194	105	82	76	80	106	188	47	50	44	50	55	31	20	35	52	29	21	45	27	44	22	14	41	17	21	19	81	48	18	15	13	21	13	6	8	6	7	17	10	5	6	46	27	12	5	11	27	14	4	4	6	5	4	3	5	7	3	2	4	2	8	9	1	0	3	6	12	3	6	5	5	2	1	0	6	1	1	0	4	2	5	3	3	2	2	1	0	1	1	1	1	2	4	0	2	0	4	1	3	0	0	3	1	0	1	0	2	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	5440	631	473	519	1180	164	74	119	255	207	43	468	179	176	271	53	287	26	82	149	53	40	34	36	76	152	20	23	7	8	38	21	11	16	36	6	2	28	10	33	2	5	34	7	11	8	75	42	3	3	4	17	9	1	2	2	0	14	5	2	2	43	23	5	4	9	23	12	1	1	5	2	0	0	4	3	2	1	4	0	8	7	1	0	2	2	12	1	2	3	5	1	0	0	6	1	0	0	4	2	5	3	1	1	0	0	0	0	1	0	1	2	3	0	2	0	3	0	3	0	0	3	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6836	1684	1115	961	1472	504	394	315	424	330	215	546	272	239	331	130	308	108	124	180	93	74	72	80	102	174	50	54	40	46	59	36	22	37	53	37	24	48	29	41	25	17	35	13	20	19	70	45	19	11	11	26	15	6	6	8	10	21	11	5	6	34	25	11	4	9	31	20	4	4	8	3	4	2	3	8	4	3	4	3	13	10	0	1	2	6	7	3	6	3	5	1	1	1	5	2	1	0	6	2	4	4	3	1	2	1	0	1	0	2	1	0	3	0	1	0	4	2	3	0	1	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	5481	666	464	523	1241	157	86	118	268	208	38	481	184	159	252	46	266	29	71	141	43	44	34	33	74	144	22	25	6	6	36	20	10	15	35	8	6	29	13	34	2	4	28	3	12	7	64	41	5	3	4	20	11	0	2	3	3	18	6	2	1	32	23	3	3	7	27	17	1	1	8	1	0	0	3	5	2	1	4	1	12	8	0	1	0	3	7	1	2	1	5	1	0	1	5	1	0	0	6	2	4	3	1	0	0	0	0	0	0	1	1	0	3	0	1	0	3	1	3	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6755	1706	1162	943	1501	489	405	330	392	338	210	567	278	259	287	119	303	98	124	177	100	80	68	71	97	238	48	54	45	52	56	41	23	29	56	33	24	45	24	52	28	20	30	12	18	22	71	32	19	10	10	17	15	6	8	9	9	15	13	7	4	28	15	9	6	6	31	28	8	5	10	4	2	1	2	4	4	3	2	3	13	7	0	1	2	5	4	2	5	2	1	0	2	1	5	2	0	0	6	5	5	3	3	0	2	1	0	2	0	2	1	0	9	1	0	1	0	2	3	0	1	5	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	5396	685	464	511	1286	152	91	121	253	213	38	511	198	178	215	53	255	22	75	141	39	44	31	27	75	210	23	18	8	8	30	23	9	9	37	12	7	27	9	44	4	5	24	3	10	13	67	26	4	5	3	12	7	0	1	3	3	12	7	1	1	25	14	2	5	3	27	26	3	2	8	0	0	0	2	2	0	1	2	1	12	6	0	1	0	3	4	1	2	1	1	0	1	1	5	1	0	0	6	5	5	2	0	0	0	0	0	1	0	1	1	0	9	1	0	0	0	1	3	0	1	5	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	7004	1696	1166	937	1500	484	403	336	354	338	218	596	306	242	274	122	329	92	128	190	88	84	70	75	88	249	51	49	46	50	52	46	25	28	48	33	34	34	30	49	27	16	37	13	19	27	67	33	16	7	8	14	15	7	5	9	9	15	15	7	4	16	12	10	3	4	17	23	6	2	17	6	4	2	7	3	6	2	3	3	23	1	0	1	3	4	7	1	5	1	1	3	3	1	1	1	0	1	3	5	5	2	2	0	1	1	0	1	0	2	3	0	7	1	0	2	0	1	1	0	1	5	0	0	0	2	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5591	683	484	498	1286	153	93	121	244	208	41	528	226	170	210	54	284	23	76	150	35	48	28	37	74	223	24	21	8	10	24	27	8	8	35	15	9	19	16	40	6	5	25	8	12	14	62	27	4	4	0	10	7	1	1	4	4	15	7	0	0	13	10	1	3	3	15	21	2	1	15	1	0	1	5	2	0	0	3	1	22	1	0	1	0	3	7	0	4	1	1	2	1	1	1	0	0	1	2	5	5	1	0	0	0	0	0	1	0	1	2	0	7	1	0	1	0	1	1	0	1	5	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	7023	1667	1095	945	1429	506	381	349	368	325	224	591	297	251	294	129	329	90	132	185	99	87	63	68	103	293	53	51	45	48	39	46	30	36	53	31	34	35	31	57	23	16	34	15	16	25	67	30	12	9	13	11	14	8	8	7	10	15	15	6	3	16	15	7	3	6	17	34	6	2	12	6	3	2	7	0	6	3	3	1	19	1	1	1	3	3	7	0	6	2	2	3	2	1	3	1	1	1	6	5	2	1	1	0	1	1	0	1	0	2	3	0	8	3	1	2	0	2	0	0	1	5	0	0	1	2	0	0	1	0	0	1	5	0	0	1	0	0	0	1	0	0	0	1	2	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	5606	679	449	505	1218	147	91	123	249	188	43	529	214	179	237	61	284	20	79	139	44	49	26	32	86	273	23	20	7	9	23	28	14	11	35	12	9	21	20	47	7	6	24	9	10	14	63	25	2	3	4	8	7	1	2	3	4	11	7	0	0	12	13	1	3	5	14	31	2	1	10	1	0	1	5	0	0	0	3	0	18	0	0	1	0	2	7	0	5	2	2	2	1	1	2	1	0	1	5	5	2	1	0	0	0	0	0	1	0	1	2	0	8	1	1	1	0	2	0	0	0	5	0	0	1	2	0	0	1	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	7168	1678	1068	923	1408	472	372	341	369	320	233	563	281	267	310	149	341	91	150	224	100	103	78	68	102	307	45	61	48	39	53	39	31	35	49	29	35	36	29	55	22	19	34	18	17	23	65	32	12	10	14	15	12	7	8	4	6	17	16	5	2	30	20	5	1	11	22	26	6	1	12	8	3	2	8	0	7	5	6	0	11	8	1	1	2	2	5	0	5	2	1	3	1	1	6	2	1	2	4	2	6	1	2	1	1	1	0	0	0	0	3	0	2	2	2	1	0	3	0	1	2	5	0	0	1	3	0	0	2	0	3	1	5	0	0	1	0	0	0	1	0	0	0	1	2	0	3	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	5799	663	447	504	1194	149	83	115	249	175	53	491	203	200	248	60	289	20	101	177	46	51	34	36	82	286	19	25	9	11	35	24	14	8	30	10	9	22	16	44	4	7	25	8	12	9	62	25	2	4	4	11	6	1	1	3	2	13	9	0	0	26	16	0	1	10	17	24	1	0	11	1	0	1	6	0	1	3	5	0	11	7	0	0	0	2	4	0	4	2	1	2	0	0	5	2	0	2	3	2	0	1	2	0	0	0	0	0	0	0	2	0	2	0	1	1	0	3	0	1	0	5	0	0	1	3	0	0	1	0	3	0	5	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6917	1660	1099	934	1331	451	393	325	385	309	222	561	314	287	303	148	294	109	134	167	79	94	73	89	94	345	66	61	40	35	58	46	41	32	44	27	30	42	30	29	19	14	31	12	24	19	64	33	12	15	10	17	16	10	8	8	9	21	10	7	7	40	18	5	8	12	31	23	5	5	20	7	2	5	8	4	0	4	3	3	12	3	1	4	1	4	8	4	0	4	3	1	2	1	7	3	2	1	2	3	6	3	2	0	0	3	2	3	1	2	0	0	0	0	1	0	5	0	0	1	0	3	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_active	80	5501	644	496	531	1114	134	112	128	254	194	51	505	242	221	243	72	252	31	83	135	32	45	25	50	76	326	29	22	11	8	35	21	28	5	33	6	9	27	17	23	7	5	26	7	14	10	59	26	3	2	2	13	13	5	2	1	6	20	6	0	4	39	13	3	4	9	31	22	1	1	17	1	1	2	5	2	0	2	2	0	11	3	0	3	0	2	8	3	0	2	2	1	0	1	6	3	1	0	2	3	6	2	1	0	0	0	0	3	1	1	0	0	0	0	1	0	5	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	6852	1633	1071	939	1391	477	365	353	396	305	215	603	312	268	307	152	289	107	128	214	83	93	84	83	108	253	68	61	40	37	58	43	42	35	39	25	27	36	36	32	12	19	28	10	24	23	64	26	13	14	13	18	21	7	6	10	11	13	11	7	8	44	17	7	8	7	27	19	5	7	27	8	4	6	7	5	0	2	4	1	14	11	1	4	1	2	11	3	0	4	2	1	2	3	1	5	2	0	2	3	4	10	1	3	0	2	1	3	0	1	0	0	14	0	0	0	5	0	1	0	1	4	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_active	80	5471	634	462	548	1168	142	101	139	261	196	54	548	236	199	239	73	249	25	84	176	36	41	31	48	89	234	25	27	10	9	36	21	24	6	28	6	8	19	20	26	5	9	20	3	14	13	59	19	3	2	1	12	14	3	2	2	7	11	4	0	4	42	15	3	2	4	27	18	1	3	24	1	2	2	5	3	0	2	3	0	13	10	0	3	0	1	10	3	0	1	1	1	1	3	0	5	2	0	2	3	4	9	0	2	0	0	0	3	0	0	0	0	14	0	0	0	5	0	0	0	1	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
