label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141
0.03	south22_all	80	3335	1438	885	692	1032	489	486	969	477	387	189	156	113	134	78	178	97	172	90	67	153	59	52	64	81	59	43	29	45	42	24	42	39	26	21	27	9	14	18	18	14	17	11	8	12	17	25	8	8	4	2	14	15	7	4	3	2	0	2	12	2	1	4	1	5	4	14	0	2	10	2	3	3	5	0	4	4	1	4	0	1	0	1	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1709	720	444	344	618	272	290	649	300	249	93	70	52	67	35	110	57	97	40	44	81	25	30	43	50	41	26	14	29	28	16	24	29	10	13	18	5	6	10	16	6	7	9	2	3	11	17	6	6	4	1	10	13	4	1	1	1	0	2	8	0	0	4	0	3	2	13	0	2	10	1	2	0	3	0	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	3335	1430	855	694	1032	490	432	1006	460	372	158	153	118	119	82	172	99	171	88	83	187	69	48	71	79	54	46	27	49	42	19	40	39	22	22	21	12	13	17	18	11	14	10	6	12	17	22	10	7	5	5	11	18	7	4	4	1	2	3	13	3	1	4	1	4	4	8	1	1	3	3	2	2	4	0	3	5	0	3	0	2	0	1	1	0	1	3	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1747	734	416	345	626	273	255	658	289	234	78	77	45	53	40	113	60	96	43	49	109	34	29	46	48	37	25	13	28	25	13	25	28	9	12	16	5	7	10	12	3	3	8	1	5	9	14	7	6	5	2	8	16	2	1	2	1	2	3	10	2	0	4	0	2	2	7	0	1	3	1	2	0	1	0	0	4	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3356	1441	859	687	1016	493	428	955	450	403	170	164	119	116	84	200	105	180	78	93	233	56	48	67	70	56	51	25	44	40	23	56	38	12	20	23	10	21	16	19	14	10	10	6	7	14	18	11	8	3	5	7	12	4	4	5	4	2	3	10	7	0	3	1	3	5	9	1	9	1	4	2	1	5	2	3	7	1	0	1	2	0	1	1	0	1	3	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1732	724	385	334	624	264	247	636	290	271	90	82	42	53	46	135	61	113	37	50	144	30	28	43	41	38	28	12	22	24	14	41	26	4	11	16	4	13	8	11	6	1	8	2	4	10	12	5	6	3	2	4	7	0	1	3	3	2	3	9	5	0	2	0	1	2	8	0	8	1	2	2	0	2	2	0	6	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	3336	1478	850	714	1116	498	409	905	466	418	171	172	130	127	93	201	102	218	77	85	224	64	54	68	73	63	42	18	44	43	27	64	33	21	20	25	12	15	10	14	10	7	7	7	10	21	27	12	5	7	5	5	19	6	3	7	6	2	2	13	7	1	7	2	3	3	10	2	10	3	2	0	1	5	2	0	3	1	0	1	3	0	1	1	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1753	731	371	348	687	270	235	611	291	295	91	87	49	58	48	131	55	138	36	42	147	41	31	40	43	42	23	8	20	27	16	45	19	7	11	17	6	10	7	5	5	1	5	2	6	14	15	5	1	5	2	3	14	2	2	4	4	2	2	11	5	0	5	0	1	2	7	0	9	3	1	0	0	3	2	0	2	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	3337	1458	902	688	1139	480	426	896	514	420	186	167	137	124	98	187	93	222	70	91	237	62	62	64	71	62	40	25	36	44	30	66	32	19	14	21	13	13	14	13	11	10	8	9	9	14	26	13	9	7	4	7	19	9	6	6	5	2	3	13	7	1	6	1	6	3	4	3	11	3	1	0	1	6	2	0	2	1	1	1	2	0	2	1	0	0	4	2	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	1778	728	409	341	684	265	233	607	306	285	94	87	52	59	40	116	51	144	36	43	156	38	37	31	36	43	25	13	13	30	19	45	16	8	7	14	7	8	10	2	6	5	5	4	7	9	15	6	2	5	3	4	13	4	5	4	3	2	1	12	3	0	4	0	4	2	1	0	10	3	1	0	0	3	2	0	2	0	1	0	1	0	2	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	3263	1454	895	697	1171	481	437	869	520	437	182	170	133	121	103	191	88	228	67	89	191	62	68	66	76	59	31	27	38	42	27	66	33	25	14	14	12	11	17	14	12	8	9	10	11	22	20	7	8	7	9	6	9	6	5	5	4	0	3	16	10	3	7	2	5	2	3	2	5	4	0	1	1	3	1	0	0	1	1	0	2	0	1	0	1	1	1	3	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_active	80	1735	744	423	345	706	262	245	564	313	291	99	87	50	62	40	122	48	135	31	46	140	39	45	33	44	37	15	17	21	28	19	53	20	14	7	7	9	6	12	3	6	5	7	5	7	13	10	3	3	4	6	3	7	4	4	3	3	0	1	11	3	0	5	0	3	2	0	0	3	3	0	1	1	2	1	0	0	0	1	0	1	0	1	0	1	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3284	1436	888	679	1153	452	470	892	483	444	193	173	121	109	110	175	94	210	68	90	193	67	74	62	90	49	43	29	35	34	29	47	42	19	16	12	18	10	17	12	6	12	9	9	9	18	9	7	7	6	8	10	12	4	7	4	7	0	2	9	6	2	2	1	5	3	2	2	4	6	0	1	1	1	1	0	2	2	3	1	0	0	1	0	1	1	0	2	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	south28_active	80	1713	729	412	354	716	251	263	578	293	274	103	93	43	59	48	110	54	119	31	50	148	40	48	27	57	33	18	18	20	21	22	37	31	12	8	8	12	4	11	3	3	7	7	6	5	12	4	4	4	2	6	3	9	3	5	1	5	0	0	5	0	0	1	0	3	2	1	0	3	4	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3378	1472	841	667	1066	476	479	884	429	425	169	167	108	115	116	167	84	206	76	99	209	75	73	58	80	56	49	27	32	35	18	43	51	21	17	13	21	13	17	16	14	17	8	9	8	19	7	7	6	3	5	9	11	2	7	6	5	2	1	6	8	2	3	2	3	2	1	0	4	5	1	2	1	1	1	0	2	2	3	1	2	0	0	0	1	1	0	2	0	2	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1745	764	412	341	668	279	273	575	296	272	92	82	42	61	61	103	52	111	40	58	170	44	48	29	54	37	23	17	20	20	14	32	38	13	8	8	11	6	10	6	6	11	5	6	5	11	4	4	4	0	3	2	6	1	4	2	4	1	0	2	4	0	2	1	2	1	1	0	1	3	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3426	1457	863	653	1141	461	481	878	446	433	180	161	109	116	120	154	77	211	81	96	216	66	62	56	90	63	51	24	32	34	19	40	46	22	14	18	21	10	7	15	19	14	6	3	6	13	8	6	4	6	0	9	14	1	5	8	5	3	5	5	9	0	4	3	4	2	2	0	6	4	1	1	0	1	1	0	2	3	2	2	3	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1762	759	395	320	754	274	271	567	320	278	84	84	50	52	66	88	45	124	39	58	171	37	41	27	65	40	24	13	17	25	15	26	35	13	8	13	7	4	3	7	8	10	2	2	3	9	4	3	3	3	0	2	7	1	3	3	4	1	4	1	6	0	3	3	2	1	1	0	3	3	0	0	0	1	1	0	1	2	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3223	1510	889	657	1107	480	444	823	500	379	154	164	109	122	104	148	74	157	61	77	140	67	64	58	92	37	40	28	29	38	18	43	35	23	13	19	10	9	13	14	16	6	8	11	9	6	9	6	3	3	12	11	12	3	5	1	2	4	3	1	3	1	5	6	1	0	2	1	3	4	2	3	2	0	0	2	3	1	0	3	2	0	0	1	4	0	2	2	0	0	1	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1676	727	427	304	694	263	250	578	347	219	87	83	43	66	56	88	45	96	26	45	91	39	42	35	63	22	19	6	10	11	9	28	25	14	7	7	4	3	6	6	7	3	5	7	7	2	7	3	1	1	5	5	6	0	1	0	1	2	2	0	3	1	4	5	1	0	0	0	1	1	2	2	2	0	0	1	2	0	0	3	2	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3336	1538	882	654	1128	447	467	891	471	412	156	166	118	127	94	160	67	185	59	86	169	70	55	70	90	50	39	34	32	46	32	39	34	22	12	16	10	14	11	18	13	9	10	14	8	7	10	9	3	5	11	11	11	9	4	3	4	2	3	3	3	2	3	5	1	3	8	2	4	5	2	3	2	2	1	2	1	3	4	3	2	1	0	1	5	0	0	2	0	0	1	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1734	751	419	308	731	244	265	629	317	252	85	83	46	69	48	98	40	124	25	55	121	41	33	44	60	32	19	10	17	16	17	26	24	11	6	8	4	7	5	5	6	7	7	9	6	4	7	4	0	3	4	4	7	5	1	1	2	1	2	2	3	2	2	3	1	2	6	0	2	2	2	2	2	1	0	1	1	1	4	3	2	0	0	1	3	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3332	1509	854	653	1145	463	477	939	503	418	173	156	122	125	93	163	83	182	62	93	176	65	58	73	80	61	40	33	31	41	38	42	41	23	10	18	10	10	16	18	9	14	10	9	8	6	13	10	2	6	9	12	12	10	2	3	2	2	3	5	3	3	2	5	1	3	10	2	5	6	1	2	3	3	1	3	1	3	10	0	0	1	0	4	2	0	0	2	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south33_active	80	1761	759	402	330	731	250	271	645	330	265	80	75	51	69	46	95	47	133	27	57	120	33	36	48	56	39	22	12	15	22	16	26	31	13	5	11	6	5	8	6	4	8	6	4	6	3	7	4	0	4	3	4	7	5	0	1	1	2	1	5	1	2	2	3	0	2	8	1	1	3	1	2	2	2	0	1	0	1	4	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3469	1397	831	688	1120	449	449	883	472	424	191	152	125	121	89	149	88	197	57	91	184	59	57	71	75	62	45	27	36	39	48	35	42	20	13	18	16	12	14	20	4	23	9	14	4	7	14	8	5	7	13	9	12	11	2	5	2	2	2	8	4	3	4	4	1	4	9	2	5	3	0	1	1	3	1	2	3	3	11	0	1	1	0	3	1	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south34_active	80	1826	695	402	355	725	239	263	593	305	271	89	73	51	58	36	97	49	144	27	51	136	26	33	46	48	42	24	13	18	26	24	24	32	11	7	11	8	6	8	10	2	12	5	8	2	5	9	4	2	5	7	3	7	7	0	2	1	2	1	7	1	1	4	3	0	3	8	1	1	3	0	1	0	2	0	0	2	1	5	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3517	1434	836	684	1063	449	474	905	463	411	192	161	127	112	105	170	107	220	53	84	198	56	64	60	68	65	46	19	29	37	37	35	43	18	17	16	12	13	16	17	8	26	8	11	6	7	17	6	4	7	12	5	16	13	3	5	1	2	2	8	4	3	2	7	1	4	2	3	9	4	2	1	2	1	0	3	3	0	9	0	2	0	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	1
0.03	south35_active	80	1889	731	416	362	665	229	278	585	294	253	88	78	52	54	41	110	55	160	25	49	138	25	40	32	47	38	24	12	14	25	14	24	28	10	9	9	5	7	8	8	6	11	3	7	3	6	10	3	2	5	8	1	11	10	1	2	0	2	1	7	1	1	2	3	0	2	2	2	4	4	2	1	1	1	0	1	2	0	3	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	3445	1426	849	693	1042	453	504	861	420	436	199	148	123	113	98	182	99	228	55	70	220	54	79	58	75	62	42	25	33	36	30	40	45	22	19	17	13	12	12	15	8	20	6	12	9	13	14	6	6	4	8	6	16	7	2	5	2	2	2	4	7	1	2	4	2	3	7	3	5	3	2	1	2	3	0	2	3	0	9	0	2	0	1	4	0	1	1	0	1	0	0	1	0	0	0	5	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1
0.03	south36_active	80	1857	720	419	356	661	253	302	507	254	280	101	64	49	61	40	126	49	154	29	35	150	20	49	32	52	31	24	11	21	26	17	27	27	12	9	10	7	5	5	8	7	7	3	7	3	12	10	2	3	3	5	2	12	6	1	1	0	2	2	2	4	0	2	1	0	1	1	1	3	3	2	1	1	0	0	1	3	0	3	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	3523	1462	858	616	1054	479	526	855	421	420	198	159	108	122	101	181	93	241	61	84	242	60	69	62	88	62	39	28	30	33	20	33	41	22	22	19	13	14	15	12	10	15	7	9	11	18	15	7	6	4	8	7	13	10	1	7	2	1	2	2	4	4	2	4	4	2	8	3	4	1	2	1	3	3	0	1	3	1	2	0	3	0	2	1	0	1	0	0	0	0	0	1	0	0	0	5	0	0	1	0	3	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
0.03	south37_active	80	1873	757	415	297	661	255	299	527	267	268	99	77	41	71	48	116	42	162	32	54	161	28	44	41	52	34	22	14	19	20	13	21	25	13	8	9	8	5	7	6	6	4	3	5	4	14	8	3	2	2	7	5	9	9	1	2	0	1	2	1	4	2	2	0	2	0	2	1	3	1	2	1	1	0	0	1	3	0	2	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3377	1431	852	622	1142	516	519	942	415	414	185	155	115	126	83	160	93	200	63	87	254	61	65	64	81	65	31	27	32	28	19	39	30	20	19	21	10	14	11	11	11	11	10	12	10	16	16	8	4	5	6	9	5	11	0	6	2	1	2	5	11	3	1	3	5	2	10	3	4	1	1	2	2	3	1	4	1	2	0	1	1	1	2	1	0	1	1	0	0	1	0	1	0	0	0	5	0	0	0	1	1	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1843	739	396	306	716	273	301	624	260	285	96	73	45	72	44	104	39	137	32	53	168	35	36	44	44	38	18	12	23	21	10	28	18	10	7	11	6	7	4	8	5	4	5	6	4	11	9	4	1	2	5	5	5	10	0	2	0	0	2	3	9	2	0	0	2	1	4	0	4	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3428	1425	868	631	1119	525	533	1009	430	396	170	159	97	128	85	158	85	196	66	93	232	63	66	52	89	68	36	25	40	33	18	35	32	17	15	20	10	9	14	11	15	8	10	12	9	19	20	9	5	4	6	12	3	8	3	8	0	4	2	7	11	3	3	1	8	4	12	2	7	1	2	3	1	0	1	3	1	2	0	1	1	1	1	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	1837	733	388	322	699	283	299	663	275	255	92	73	42	63	41	94	38	138	32	54	145	39	34	35	55	42	21	13	23	25	8	26	22	9	5	9	4	4	6	6	8	3	5	4	4	11	11	4	0	0	5	4	3	7	2	3	0	2	2	3	8	2	0	0	6	2	6	1	7	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3352	1464	879	639	1077	528	521	1070	462	387	170	150	100	120	77	161	91	171	63	89	228	64	61	38	100	66	25	21	45	47	24	42	24	16	13	18	8	10	11	9	14	11	8	7	8	15	19	10	4	6	6	11	5	3	3	5	0	4	2	8	8	1	5	1	9	4	7	2	8	1	8	5	0	0	1	4	2	1	0	1	0	1	1	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south40_active	80	1816	732	402	335	688	262	288	719	275	259	92	68	41	53	32	105	38	123	32	47	160	42	28	25	61	43	14	12	27	34	7	30	15	9	6	8	4	4	4	5	8	5	3	1	3	8	11	4	1	3	5	5	1	2	2	1	0	2	2	3	5	1	2	0	5	2	7	1	8	0	6	2	0	0	1	1	2	0	0	1	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
