label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59
0.03	south25_all	80	42126	14999	8896	11323	2988	2253	3454	1257	1762	1094	642	580	381	331	194	302	124	131	101	125	94	40	64	34	52	22	21	25	57	7	5	11	9	2	6	2	12	5	2	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south25_active	80	24084	7926	4941	7198	1422	1132	2109	623	1057	652	333	302	196	182	89	175	62	74	58	76	50	11	38	16	34	12	13	12	47	0	3	5	5	2	2	2	9	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_all	80	42283	14933	9051	11457	3053	2248	3478	1301	1771	1102	626	569	386	312	226	319	131	135	110	132	87	42	76	29	46	28	25	19	62	6	6	8	8	3	6	2	5	5	1	1	1	0	1	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_active	80	24214	7984	5073	7253	1461	1118	2166	651	1041	659	318	303	198	176	116	199	62	69	60	70	48	13	49	14	28	18	18	7	50	0	4	2	4	3	2	2	3	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_all	80	42356	14931	9078	11269	2996	2213	3310	1319	1732	1092	634	552	375	337	237	344	129	130	94	125	85	46	80	28	39	27	25	15	42	7	15	6	3	3	7	2	11	4	1	1	1	1	2	2	2	0	0	6	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south27_active	80	24267	8012	4985	7137	1421	1058	2101	651	1009	681	330	300	200	190	110	213	65	70	50	70	49	18	52	13	20	16	17	5	33	2	9	1	1	1	2	1	5	4	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	42305	14986	9000	10999	2941	2205	3299	1344	1715	1149	705	533	376	346	227	327	141	139	83	105	96	45	70	35	36	25	24	17	23	8	14	4	4	3	6	2	11	1	0	7	1	1	2	2	2	0	0	5	1	1	0	0	0	0	1	0	0	0	1	0
0.03	south28_active	80	24335	8055	4940	6904	1425	1055	2073	675	1005	769	373	298	185	189	105	193	73	75	42	56	60	21	48	21	17	15	18	6	14	3	8	1	1	1	2	1	5	1	0	6	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	42255	15085	8878	10755	2944	2225	3250	1305	1725	1170	722	514	378	333	195	318	146	135	85	107	89	49	65	40	32	26	27	20	19	8	17	5	7	2	4	6	11	0	3	7	0	3	2	0	2	0	0	7	1	1	0	0	0	0	1	0	0	0	1	0
0.03	south29_active	80	24337	8094	4843	6682	1388	1033	2020	668	1062	799	386	263	196	178	82	188	84	79	43	59	50	26	43	22	16	13	18	5	14	4	9	2	2	0	3	5	4	0	3	6	0	1	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	42520	15202	8780	10752	3020	2163	3392	1305	1631	1227	704	547	377	327	201	357	135	127	73	91	93	57	50	37	35	27	29	21	19	7	14	7	7	1	5	10	6	0	3	7	0	2	0	0	0	1	0	6	1	1	0	0	0	0	0	0	0	0	1	0
0.03	south30_active	80	24656	8197	4773	6783	1419	1068	2147	658	1023	795	355	279	196	168	98	215	75	75	40	47	57	30	26	23	18	13	20	7	15	4	9	4	1	0	4	6	4	0	3	6	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	41968	15180	8810	10748	3063	2234	3427	1239	1679	1214	717	543	359	300	230	270	140	149	91	99	91	53	62	37	31	19	41	12	24	12	9	7	3	7	10	5	10	5	2	0	1	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_active	80	24368	8143	4828	6892	1446	1057	2151	645	1050	722	374	308	190	159	110	181	67	79	45	56	58	32	38	19	19	6	26	4	14	4	4	5	2	6	6	2	8	4	1	0	0	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_all	80	41952	15120	8887	10833	3104	2167	3397	1291	1748	1155	723	518	376	275	252	291	127	149	84	96	88	52	53	37	30	19	42	14	38	12	4	7	2	5	8	5	10	5	4	1	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	24317	8135	4796	6919	1479	1024	2172	675	1107	654	388	285	201	146	125	181	59	68	42	61	59	29	31	18	21	7	20	6	24	4	1	5	1	4	4	2	9	3	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	42008	15016	9030	10957	3095	2182	3524	1286	1725	1131	677	527	362	276	228	335	127	142	82	84	89	62	48	24	27	18	39	15	35	10	4	4	4	5	7	4	5	5	3	2	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	24416	8163	4912	6955	1480	1018	2286	677	1076	637	371	294	181	145	118	179	60	68	42	57	53	28	27	10	18	9	18	6	24	3	2	2	1	3	3	2	4	2	2	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	42235	14814	9065	11058	3089	2210	3403	1282	1599	1128	715	541	362	291	235	335	143	159	83	78	100	47	57	25	25	21	46	20	36	12	7	3	8	4	7	5	4	4	2	2	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	24391	8070	4931	7140	1458	1020	2181	660	977	630	399	301	183	166	113	165	62	84	43	46	69	16	31	10	11	9	24	10	23	7	5	1	1	2	3	1	3	1	2	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	42297	14815	9074	11021	3028	2223	3473	1293	1581	1155	678	567	358	310	216	349	135	159	101	78	99	52	51	25	25	21	43	23	35	12	7	4	9	4	9	5	8	3	0	3	0	0	2	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	24345	8068	4934	7136	1440	1042	2247	666	973	649	369	309	174	169	101	183	62	85	51	39	63	21	28	10	12	12	28	12	21	8	5	1	2	2	3	1	5	1	0	3	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_all	80	42157	14871	8955	11086	3034	2201	3494	1315	1659	1193	711	547	348	306	208	348	151	154	102	96	102	50	56	28	23	27	47	21	24	12	13	9	11	22	9	4	5	3	0	3	0	2	3	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	24313	8174	4889	7224	1437	1051	2229	675	1021	674	386	267	174	171	88	231	71	86	53	50	63	19	30	11	11	15	32	10	13	9	8	2	2	18	1	1	3	0	0	3	0	1	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_all	80	41840	15106	8850	10982	3062	2200	3410	1317	1692	1145	695	495	362	311	196	377	143	140	99	109	80	47	63	26	27	25	34	19	25	11	15	14	14	23	7	4	5	4	1	3	0	2	2	0	1	1	2	0	0	1	0	1	0	0	0	0	0	1	0	0
0.03	south37_active	80	24106	8268	4783	7056	1428	1059	2151	679	1058	657	380	238	182	164	93	241	70	72	53	61	43	15	39	12	13	14	23	9	10	6	7	9	3	20	1	2	3	1	1	3	0	1	2	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south38_all	80	42306	15173	8798	10897	3057	2113	3443	1292	1742	1123	686	489	373	309	200	355	150	115	100	114	90	44	69	36	19	19	16	14	31	9	13	15	10	23	8	6	4	4	4	1	1	2	1	0	1	1	2	3	0	1	1	0	0	0	0	1	0	2	0	0
0.03	south38_active	80	24468	8347	4770	6948	1417	1015	2164	671	1107	683	378	213	189	161	100	245	73	64	55	66	49	13	44	17	8	11	9	6	15	3	5	10	4	20	5	5	2	1	3	1	1	1	1	0	0	1	1	3	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south39_all	80	42221	15041	8818	10930	3079	2109	3343	1284	1638	1113	678	481	365	327	214	325	148	110	96	122	99	47	68	36	31	20	15	15	40	14	15	13	10	12	11	5	2	4	6	1	1	0	1	0	1	1	1	6	0	1	1	0	0	0	0	1	0	2	0	0
0.03	south39_active	80	24219	8172	4736	6976	1433	1029	2127	665	1051	675	380	232	196	161	113	226	71	60	50	71	63	19	44	17	15	11	10	8	17	3	9	11	7	5	9	5	1	1	3	1	1	0	1	0	0	1	1	5	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south40_all	80	42504	15106	8897	11146	3108	2111	3451	1304	1638	1110	654	484	358	337	231	327	144	119	83	103	90	55	68	34	31	21	23	9	33	14	10	6	27	25	11	3	2	2	6	4	1	0	1	0	1	0	0	6	0	0	1	0	0	0	0	1	0	1	0	0
0.03	south40_active	80	24314	8195	4799	7151	1459	1027	2201	650	1021	685	359	247	202	182	121	212	71	60	43	57	61	26	36	19	16	11	16	7	13	2	7	3	24	14	10	3	1	1	2	4	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0
