label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59
0.03	north14_active	80	18791	12156	9736	2617	1318	2775	1477	724	970	691	335	410	132	95	302	50	189	74	60	52	63	38	42	43	17	12	11	11	13	5	3	2	5	3	4	1	4	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0
0.03	north15_all	80	34325	19378	14717	4968	2843	4352	2325	1380	1603	1079	642	672	323	241	450	153	282	116	106	100	96	95	58	62	28	27	29	20	12	8	8	5	8	1	11	5	7	1	1	1	1	1	0	0	3	1	0	1	0	0	3	0	1	1	0	0	0	0	0	0
0.03	north15_active	80	17990	11464	9180	2593	1266	2674	1368	713	937	700	331	385	124	104	322	65	180	55	55	66	61	41	34	43	14	16	14	11	5	7	5	0	5	0	8	4	3	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0
0.03	north16_all	80	33184	18163	13712	4855	2832	3976	2268	1326	1509	1041	601	624	307	250	449	143	259	109	103	97	87	105	57	62	25	26	24	18	8	4	8	4	8	1	11	5	6	1	1	0	2	1	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	17330	10554	8454	2525	1220	2400	1303	685	879	658	294	374	131	110	292	64	149	56	50	58	48	69	34	42	12	12	10	9	4	3	4	1	3	0	9	5	3	0	1	0	1	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	32575	17781	13557	4787	2843	3871	2239	1358	1466	980	592	640	301	239	470	136	263	107	105	94	84	100	54	51	27	29	25	14	10	9	7	8	7	0	18	5	8	2	2	3	1	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	17056	10176	8347	2474	1218	2331	1268	714	876	608	289	388	139	109	284	62	154	57	55	53	42	67	30	33	14	14	6	7	5	5	4	2	3	0	11	5	3	1	1	2	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	32622	17964	13378	4702	2759	3832	2257	1343	1426	1013	567	702	302	247	472	140	257	119	98	74	69	88	50	48	29	28	25	14	15	10	7	9	8	1	14	4	4	6	1	4	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	17073	10329	8199	2408	1210	2331	1239	718	860	599	286	427	145	114	279	65	161	69	51	42	35	59	26	28	12	13	8	7	7	5	3	2	4	0	5	3	1	4	0	2	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	32657	18293	13609	4736	2761	3897	2265	1366	1458	1031	583	750	302	239	463	151	223	131	111	75	68	65	50	45	27	23	27	15	19	11	4	9	12	3	13	6	3	6	2	4	1	1	1	1	0	0	2	2	0	1	0	1	1	0	0	0	0	1	0	0
0.03	north19_active	80	17084	10621	8358	2391	1244	2375	1248	728	873	588	290	457	142	116	265	69	140	78	59	42	37	41	25	29	12	11	13	7	9	6	3	3	8	0	4	2	0	5	0	2	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_all	80	33242	18833	13864	4788	2741	4003	2357	1317	1486	1100	559	786	298	249	457	152	217	135	109	74	75	74	53	46	24	22	26	12	18	14	5	8	11	4	11	6	3	7	2	1	0	1	4	0	0	0	3	4	0	1	0	1	0	0	0	0	0	1	0	0
0.03	north20_active	80	17450	11156	8613	2397	1248	2395	1294	671	900	657	286	471	137	117	276	71	141	78	63	48	37	41	32	30	10	10	17	6	9	7	1	3	6	0	2	2	2	5	0	0	0	0	4	0	0	0	2	4	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_all	80	36192	20611	16361	5208	2920	4476	2586	1413	1616	1246	685	764	334	244	458	141	335	150	103	106	91	103	60	41	34	15	22	14	16	12	7	4	10	4	4	3	6	5	0	1	1	0	1	2	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0
0.03	south21_active	80	19814	12407	10651	2700	1339	2797	1564	776	1014	739	362	466	154	109	275	55	261	89	57	59	60	61	30	25	24	6	15	5	12	7	1	2	6	2	0	0	4	4	0	1	1	0	1	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0
0.03	south22_all	80	36396	20849	16154	5138	2922	4532	2553	1368	1644	1286	690	723	322	226	504	146	347	168	94	117	84	101	66	47	31	19	18	13	17	10	9	5	7	6	5	2	3	2	0	3	1	0	1	1	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0
0.03	south22_active	80	19965	12415	10416	2666	1353	2793	1561	753	1022	744	363	454	147	100	314	64	263	103	51	74	57	59	32	27	22	9	14	4	13	5	4	3	2	2	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0
0.03	south23_all	80	36351	20751	16255	5164	2890	4578	2552	1412	1661	1259	655	754	309	218	492	155	314	164	92	119	82	93	65	46	34	21	22	13	18	11	9	5	9	5	2	2	4	2	0	3	1	0	1	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0
0.03	south23_active	80	19946	12368	10262	2702	1356	2762	1556	771	1025	744	352	473	149	98	338	76	236	97	48	73	49	56	31	27	25	8	14	5	14	6	5	2	4	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0
0.03	south24_all	80	36362	20966	16062	5164	2878	4437	2600	1355	1693	1215	667	716	322	234	529	153	288	166	96	131	81	77	55	41	29	23	20	12	17	10	10	7	10	6	5	2	1	6	2	4	3	0	1	0	1	1	0	0	1	0	1	1	0	2	0	0	0	0	0	0
0.03	south24_active	80	19945	12461	10101	2718	1338	2663	1591	739	1003	730	350	442	149	98	352	84	203	94	51	86	53	50	22	26	18	10	14	4	12	6	6	2	9	2	3	2	1	2	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0
0.03	south25_all	80	35986	20703	15926	5149	2896	4605	2632	1358	1712	1229	669	741	330	244	510	152	232	162	101	117	96	76	51	34	29	22	29	9	18	9	5	10	13	7	10	2	1	6	3	4	4	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	19744	12352	9989	2708	1359	2807	1565	751	1006	756	381	452	155	107	311	81	147	87	53	69	66	38	25	22	19	9	15	3	12	4	3	3	12	2	5	2	1	2	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	35952	20870	16173	5121	2910	4563	2694	1440	1745	1231	631	681	333	269	593	148	236	147	99	105	103	84	58	45	24	25	35	9	18	6	6	7	12	7	9	5	0	5	4	2	4	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	19656	12562	10247	2688	1340	2834	1599	802	1044	729	360	422	147	115	345	74	153	81	51	65	78	46	25	35	12	13	17	2	9	0	4	2	11	4	5	3	0	2	2	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_all	80	35865	20718	15862	5102	2891	4708	2636	1458	1676	1229	625	682	320	271	561	162	303	169	96	91	112	92	58	48	26	21	29	8	15	9	3	8	9	13	11	3	0	4	5	1	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south27_active	80	19559	12501	10051	2669	1341	2967	1569	790	1013	728	359	429	146	118	325	76	200	108	54	50	80	54	29	34	16	11	11	3	6	0	3	5	7	10	6	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south28_all	80	36107	20785	16073	5108	2919	4594	2659	1459	1589	1266	613	649	326	259	528	150	273	159	92	94	106	91	62	51	33	23	23	10	11	9	5	7	6	12	11	6	1	4	3	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south28_active	80	19656	12601	10254	2694	1377	2926	1611	759	921	740	346	428	148	120	328	75	181	98	43	56	72	69	31	24	19	14	9	4	3	1	3	5	4	9	7	3	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south29_all	80	36410	20764	15928	5138	2898	4394	2653	1448	1576	1202	614	637	335	239	494	144	325	169	96	89	103	83	53	50	38	18	19	11	9	7	5	9	11	12	8	4	2	4	2	4	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south29_active	80	19869	12556	10109	2716	1359	2808	1566	767	924	698	329	420	151	112	330	70	232	101	49	48	66	57	27	18	21	13	7	5	2	1	2	7	6	10	6	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_all	80	36450	20528	15751	5125	2876	4288	2712	1457	1580	1174	612	682	317	248	535	136	304	152	118	99	108	104	54	49	50	22	15	19	5	8	7	8	12	14	3	4	2	3	3	6	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south30_active	80	19803	12470	10092	2686	1340	2767	1606	765	922	684	314	440	147	112	349	62	207	76	58	55	68	64	24	18	27	13	7	8	0	2	3	6	6	11	3	2	2	2	2	4	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	36203	20848	16081	5097	2966	4543	2648	1386	1682	1207	616	768	311	219	619	138	240	119	94	107	87	88	46	62	26	13	43	12	14	5	8	9	5	2	26	1	1	2	4	2	4	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_active	80	19574	12649	10250	2586	1359	2773	1646	709	999	727	319	470	139	73	465	58	168	61	49	56	35	48	30	44	13	5	34	4	6	2	8	7	4	1	11	0	0	0	2	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_all	80	36259	20571	15891	5138	2974	4505	2639	1330	1607	1168	624	767	305	239	588	152	248	110	90	101	75	110	39	67	30	17	26	16	11	5	9	6	6	2	21	1	2	2	5	2	3	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_active	80	19551	12347	10074	2639	1356	2769	1588	727	976	692	312	504	128	85	420	70	152	52	39	52	33	74	29	42	16	9	19	7	4	2	6	4	4	1	6	0	1	0	2	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_all	80	36064	20509	15726	5165	2919	4564	2649	1322	1498	1153	639	768	318	231	541	161	275	115	89	99	79	94	44	70	33	15	26	21	11	3	8	6	6	1	23	3	2	2	4	3	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_active	80	19630	12309	9966	2659	1338	2865	1537	722	880	699	320	492	142	86	393	79	178	61	41	52	38	68	30	45	19	9	17	9	6	1	3	4	2	0	7	0	1	0	2	2	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_all	80	35881	20333	15938	5262	2924	4575	2623	1331	1628	1180	626	755	326	250	464	171	275	116	102	78	75	82	46	52	29	22	28	17	12	3	8	3	8	4	24	2	1	0	2	2	2	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	19520	12149	10079	2748	1306	2832	1526	706	1017	701	338	473	153	98	322	78	163	66	50	47	38	55	28	23	17	14	15	8	6	2	3	0	3	1	8	0	1	0	0	2	2	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	35907	20366	16265	5185	2852	4521	2649	1393	1659	1222	650	762	323	230	490	164	315	144	106	73	77	70	44	34	26	25	31	15	10	6	5	4	12	4	12	2	0	1	0	2	2	1	0	1	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	19549	12250	10454	2706	1285	2832	1523	740	1074	743	366	455	151	91	347	76	181	84	49	46	42	39	25	15	14	16	16	5	7	3	2	3	9	2	10	0	0	0	0	2	2	1	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	36253	20639	16242	5237	2795	4489	2581	1404	1785	1236	644	743	331	226	515	169	298	159	106	66	66	66	43	30	30	27	25	11	13	10	4	6	11	15	10	5	0	2	0	0	2	1	0	1	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	19713	12360	10452	2769	1239	2810	1502	734	1156	754	365	427	143	103	357	74	172	91	53	42	32	32	25	18	16	15	14	4	9	5	2	4	9	11	10	2	0	1	0	0	2	1	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	36470	20634	16292	5109	2826	4511	2510	1371	1723	1196	634	718	341	215	556	173	309	148	100	90	65	75	46	34	26	25	38	17	11	11	3	9	12	15	13	6	0	3	0	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	19880	12442	10663	2645	1290	2778	1451	727	1078	732	345	425	140	104	350	85	186	73	52	48	30	43	35	22	11	13	28	7	8	5	2	4	9	12	13	4	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	36702	20786	16330	5166	2844	4430	2543	1400	1705	1170	649	683	345	215	492	168	273	152	95	98	75	91	49	42	31	22	40	17	12	12	2	6	5	13	7	6	1	3	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	19825	12587	10594	2704	1275	2729	1480	720	1007	718	331	406	155	94	310	73	161	78	54	57	34	49	33	23	16	9	30	9	8	5	0	1	2	11	7	4	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	36798	20954	16290	5165	2851	4524	2575	1397	1694	1110	641	644	314	217	512	173	294	157	80	126	90	97	50	46	31	20	43	19	7	10	5	8	5	2	9	5	1	4	0	2	4	0	0	2	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1
0.03	south39_active	80	19873	12631	10586	2689	1277	2810	1479	729	988	682	318	356	149	93	318	73	157	78	46	79	41	56	34	27	20	7	29	8	4	4	2	3	2	2	7	5	0	3	0	0	4	0	0	2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1
0.03	south40_all	80	36614	20903	16183	5206	2739	4634	2723	1420	1696	1109	632	667	299	235	502	149	303	171	88	130	107	82	50	45	34	22	31	16	5	13	7	7	9	2	13	7	1	4	0	2	3	0	0	2	3	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1
0.03	south40_active	80	19739	12585	10381	2689	1220	2907	1623	774	1005	684	316	380	143	92	317	65	168	92	48	84	55	41	27	25	26	9	12	8	2	4	2	5	6	2	7	6	0	3	0	1	3	0	0	2	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1
