label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59
0.03	north1_all	80	36453	20765	16290	5328	2867	4451	2618	1370	1563	1078	654	821	345	238	557	145	319	154	97	112	78	72	78	39	33	20	30	10	12	7	8	7	13	7	5	9	6	4	2	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	20107	12373	10347	2720	1296	2742	1531	717	978	654	364	474	154	100	330	66	228	84	54	64	46	39	40	31	20	12	19	5	7	3	4	4	10	4	4	7	5	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	36334	20651	16329	5310	2861	4362	2593	1383	1655	1141	635	776	350	256	560	143	290	176	94	127	80	65	82	50	39	26	29	11	16	10	7	7	14	9	5	5	7	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	19918	12188	10338	2703	1284	2701	1475	744	1019	715	354	464	153	110	347	65	189	103	56	79	49	42	44	35	22	14	23	5	6	3	3	4	10	5	3	3	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	36597	20739	16167	5294	2886	4384	2625	1415	1658	1140	630	754	331	262	518	158	280	174	92	120	78	59	66	45	39	24	30	13	16	8	6	8	16	14	4	3	6	0	3	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	20083	12253	10283	2708	1302	2707	1548	770	1030	691	334	449	154	125	333	69	184	104	54	76	46	36	32	29	21	11	19	5	8	1	2	5	10	11	2	1	4	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	36460	20540	16233	5272	2909	4436	2598	1394	1612	1181	647	748	330	258	518	160	242	167	93	101	58	69	55	46	30	22	33	11	17	8	5	8	9	11	5	2	4	0	3	13	0	0	3	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	19944	12126	10365	2751	1292	2715	1522	725	1006	697	352	466	162	133	351	62	152	101	53	63	35	37	32	29	15	8	17	4	8	2	1	4	6	9	2	1	0	0	2	12	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	36541	20757	16234	5299	2943	4602	2613	1340	1582	1093	618	780	316	263	553	153	261	159	94	96	69	75	67	53	36	18	33	9	16	11	8	10	7	6	4	2	5	6	3	14	0	0	3	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	19987	12280	10410	2797	1326	2846	1586	699	983	655	344	467	157	135	370	59	157	102	49	56	37	43	41	35	23	6	13	3	9	4	3	4	5	6	0	2	0	4	2	12	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	36447	20662	15834	5312	2927	4759	2732	1317	1619	1156	641	776	296	244	557	157	243	176	102	84	92	86	60	57	35	18	27	10	18	9	9	10	6	6	5	4	6	7	1	15	0	0	3	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	19916	12344	10041	2800	1320	2969	1652	686	977	714	351	461	149	129	396	66	153	110	49	42	47	46	33	38	22	4	8	4	12	4	3	3	4	6	0	4	0	5	1	13	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	36477	20933	16040	5387	2973	4822	2714	1288	1640	1143	600	703	314	245	516	144	266	163	93	103	88	77	65	53	38	17	26	11	24	11	9	8	6	4	4	3	4	7	1	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	19850	12680	10238	2816	1382	3070	1623	689	998	690	315	401	155	123	349	64	164	102	41	60	37	41	39	36	28	4	5	4	17	5	3	2	5	4	1	3	0	5	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	36392	20799	15883	5408	2936	4711	2653	1363	1711	1155	610	696	321	231	489	152	277	167	104	96	88	86	55	52	39	24	33	7	24	11	7	4	3	6	3	6	5	4	0	2	0	1	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north8_active	80	19810	12612	10087	2786	1342	2998	1581	721	1033	685	311	398	169	113	326	67	167	103	53	56	36	45	32	36	24	8	13	2	16	5	3	3	2	6	1	4	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	36363	20724	16317	5463	2961	4525	2584	1409	1656	1144	616	663	344	250	500	166	297	132	105	106	74	82	52	53	35	30	42	9	19	6	9	7	6	9	6	6	3	0	0	4	2	2	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north9_active	80	19805	12513	10353	2820	1361	2845	1531	756	1011	704	325	391	173	124	309	70	182	67	53	56	29	39	31	27	21	16	23	5	13	4	3	7	3	9	2	3	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	36481	20588	16147	5429	2952	4464	2580	1413	1642	1103	627	678	338	242	552	172	311	128	104	102	87	91	50	62	31	28	38	10	9	6	9	8	7	13	3	5	4	1	0	2	6	2	1	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	19962	12387	10195	2793	1345	2757	1542	747	980	668	339	404	150	116	315	72	190	72	51	54	46	52	30	31	14	17	26	5	4	4	4	7	2	9	1	2	3	1	0	2	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	36178	20927	16105	5129	2902	4250	2578	1376	1640	1084	585	748	333	231	514	158	350	151	95	97	81	92	40	41	31	17	25	8	21	11	12	4	4	9	22	3	5	3	1	10	1	1	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north11_active	80	19524	12584	10086	2681	1329	2672	1554	752	1017	616	338	425	151	99	352	68	216	91	53	47	56	63	24	20	20	8	17	5	11	3	3	2	1	7	5	2	4	3	1	8	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_all	80	36094	20819	16014	5140	2915	4330	2625	1390	1655	1085	591	750	341	232	498	149	306	157	119	98	89	84	55	38	31	16	18	10	26	11	9	5	3	7	26	3	6	1	3	4	0	3	2	0	2	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0
0.03	north12_active	80	19449	12451	10164	2687	1336	2723	1605	737	989	630	337	415	153	87	323	61	194	87	65	48	56	52	35	19	20	11	12	6	15	4	3	3	1	4	9	2	4	1	1	1	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0.03	north13_all	80	36112	21321	16294	5215	2920	4494	2538	1428	1706	1106	613	728	337	234	502	151	324	149	125	95	106	86	64	61	31	21	20	14	27	10	8	8	4	6	26	2	7	0	3	3	1	3	2	0	3	1	0	1	0	0	1	0	1	0	0	4	0	0	0	0
0.03	north13_active	80	19457	12826	10376	2721	1350	2828	1572	741	1009	685	336	396	129	90	330	55	215	79	63	49	66	44	39	33	16	13	12	9	16	6	3	3	3	4	8	0	5	0	1	0	0	3	2	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0
0.03	north14_all	80	35279	20385	15507	5038	2882	4455	2432	1377	1684	1101	650	711	326	244	450	140	287	141	119	94	104	84	67	69	31	21	22	20	22	8	7	7	6	6	7	2	7	0	2	2	1	3	1	0	4	1	0	1	0	0	1	0	1	1	0	4	0	0	0	0
