label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	46896	20922	8590	4918	4356	2335	1650	1412	2279	1186	1075	459	374	363	618	179	368	134	96	82	60	97	39	29	34	35	13	18	23	10	8	15	4	10	11	4	18	5	4	1	2	0	0	2	1	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	33275	15155	4274	955	2749	718	331	677	1949	838	842	179	108	207	528	78	325	78	42	17	36	78	15	7	9	16	3	1	14	3	1	13	3	3	6	2	18	1	4	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	46693	20831	8659	4949	4265	2347	1650	1342	2185	1244	996	420	385	358	670	205	376	135	102	85	63	91	38	33	30	33	16	16	22	12	5	10	8	8	15	5	0	4	1	3	2	2	0	1	1	2	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	32938	15131	4321	967	2665	697	327	631	1858	866	782	173	109	199	586	92	337	77	43	19	40	68	13	10	8	17	3	1	14	4	1	7	3	2	10	3	0	1	1	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	46533	20729	8543	4959	4231	2288	1653	1356	2247	1192	957	436	379	360	677	189	408	119	110	90	56	92	40	34	22	29	13	17	18	12	8	11	8	5	16	3	2	3	2	4	2	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	32890	14998	4179	985	2635	697	327	643	1937	821	743	159	112	212	599	87	364	60	42	20	33	70	16	11	6	21	6	2	13	4	2	5	3	2	14	2	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	46295	20657	8445	4862	4242	2352	1616	1362	2207	1183	1045	449	364	351	601	202	416	123	98	87	59	79	34	32	26	27	19	12	14	17	8	10	9	3	15	3	2	5	3	3	1	2	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	32863	14971	4079	980	2664	708	323	625	1911	815	825	175	106	206	529	96	372	65	30	19	29	69	13	9	8	20	7	4	11	3	2	5	3	3	13	1	0	1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	46405	20681	8360	4819	4279	2386	1648	1403	2323	1123	1167	471	361	318	584	211	414	119	88	82	54	63	38	25	27	32	20	15	9	14	6	9	7	4	13	2	2	6	3	2	1	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	32988	14879	4026	976	2685	755	347	627	1994	779	924	188	110	197	518	103	369	63	24	14	24	53	14	8	8	27	8	3	9	1	2	5	1	4	13	0	0	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
