label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62
0.03	north11_active	80	6688	26256	2972	6053	7763	3501	4171	1027	281	215	201	135	75	154	409	88	93	44	27	30	23	11	49	18	6	18	11	4	40	1	4	11	2	2	1	1	5	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0.03	north12_all	80	30950	30849	7780	8008	8988	4459	4460	1644	951	720	635	480	373	307	504	215	175	124	98	82	72	42	75	39	30	26	24	16	31	9	7	15	7	5	3	7	5	4	2	0	3	2	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
0.03	north12_active	80	6808	26422	2959	5975	8007	3527	3900	1036	257	206	223	144	80	160	445	89	106	41	31	36	21	12	48	15	4	19	10	5	25	1	5	12	2	2	1	2	4	0	1	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0.03	north13_all	80	30977	30928	7706	8058	9119	4222	4323	1686	948	726	627	464	383	348	448	205	194	117	103	92	67	44	62	39	27	29	20	23	36	7	6	14	8	5	5	8	1	4	4	2	4	2	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
0.03	north13_active	80	6785	26578	2985	5970	8135	3338	3790	1091	260	203	235	136	78	183	391	88	116	36	35	45	22	12	37	14	5	21	9	6	30	1	5	12	2	3	1	1	1	0	3	2	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0.03	north14_all	80	31015	31286	7735	8123	8901	4199	4484	1669	948	734	610	473	385	360	416	198	205	106	88	94	62	42	59	43	28	35	15	22	36	12	4	20	8	4	6	4	1	2	3	2	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	6818	27011	3008	6031	7903	3305	3944	1068	251	207	230	143	81	197	352	82	124	44	22	51	20	8	38	20	3	24	6	5	30	3	2	19	2	1	1	1	1	0	2	2	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	30822	31130	7696	8035	8896	4364	4302	1675	942	748	586	451	358	343	419	207	191	112	78	101	61	35	54	39	31	40	17	25	30	14	1	26	10	6	4	4	10	4	7	3	1	3	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	6660	26915	2949	5928	7907	3439	3776	1059	235	208	236	141	70	191	347	98	105	48	19	53	20	5	36	20	4	28	4	6	23	5	0	25	6	2	0	1	10	0	6	3	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	30925	30718	7716	8032	8604	4447	4478	1654	1002	770	570	430	359	341	422	204	176	119	76	100	61	40	50	42	34	31	12	27	21	19	2	28	11	7	1	4	10	4	8	2	3	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	6758	26546	2967	5901	7638	3458	3954	1018	274	216	216	140	66	193	345	98	96	51	19	48	18	9	33	20	8	23	1	5	17	6	0	26	8	3	0	1	10	0	7	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	30879	30494	7753	7996	8420	4490	4583	1644	964	765	559	433	339	331	486	196	171	129	85	100	61	41	59	29	26	29	19	16	33	17	8	18	11	5	0	2	16	4	12	2	3	0	2	2	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	6688	26261	2975	5847	7445	3543	4030	1013	273	228	215	144	68	183	407	93	96	52	22	47	19	9	41	11	8	19	8	3	30	3	4	16	7	4	0	1	16	0	11	2	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	30878	30397	7703	7971	8379	4419	4771	1663	962	776	550	459	337	350	439	192	171	120	93	93	74	42	59	38	30	27	17	15	32	14	13	19	8	5	2	2	13	4	14	1	3	0	0	4	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	6692	26187	2949	5912	7344	3490	4218	1000	306	241	205	140	71	195	371	92	100	46	25	45	22	10	37	12	11	19	11	2	28	3	7	18	3	3	0	1	12	0	12	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	30782	30578	7773	7986	8153	4486	4822	1641	937	759	575	465	333	335	474	198	195	120	90	101	78	34	61	39	21	30	17	12	35	10	14	19	4	3	3	1	14	1	8	1	0	0	0	4	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	6679	26281	2996	5982	7097	3537	4284	1006	293	231	214	131	73	181	412	98	122	46	20	51	24	6	41	9	6	19	10	3	32	3	7	16	1	1	0	0	13	0	6	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	30676	30351	7714	8001	8033	4207	4649	1735	944	772	614	478	361	342	444	211	196	106	93	93	77	41	69	51	18	24	18	12	24	10	11	10	5	2	4	0	17	3	9	2	1	0	0	4	1	1	0	1	0	0	2	1	2	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	6648	26009	2938	6027	6971	3308	4112	1088	283	239	228	137	89	177	373	104	130	38	25	47	22	8	50	19	3	14	7	4	19	3	7	8	1	0	0	0	15	2	8	2	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_all	80	33903	30898	7607	5629	4142	2802	1724	1255	930	956	569	695	535	374	539	482	139	146	94	91	93	48	44	63	29	26	43	16	9	13	5	4	5	3	6	3	3	4	1	3	1	1	0	1	1	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south21_active	80	15399	26450	1821	2767	2468	1455	387	295	243	516	138	514	355	244	473	427	30	95	21	43	40	23	16	50	13	8	29	2	2	5	2	2	1	1	2	1	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south22_all	80	33200	28262	7510	5456	4072	2582	1666	1226	957	902	607	679	503	371	467	475	133	162	85	104	75	52	48	51	28	25	36	18	11	11	7	6	9	2	5	8	3	1	2	1	1	2	2	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south22_active	80	14074	23631	1707	2493	2278	1251	369	283	233	472	144	484	315	217	392	426	30	109	23	46	36	21	22	40	10	7	24	3	3	5	3	1	4	0	2	5	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south23_all	80	32802	25839	7419	5276	3925	2539	1683	1220	976	886	600	629	452	385	435	450	135	142	83	87	66	54	44	42	31	25	36	18	10	8	10	9	7	3	4	9	4	10	5	0	2	2	2	0	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_active	80	12860	20965	1609	2221	2059	1117	387	274	229	439	158	421	268	205	352	395	33	80	21	30	35	22	19	31	8	6	23	3	3	3	4	4	3	0	2	5	1	10	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	32685	25999	7409	5235	4017	2636	1658	1285	978	890	613	654	465	382	450	395	150	143	80	74	72	65	36	44	33	30	25	21	14	6	8	10	9	5	3	7	6	10	5	2	2	2	3	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_active	80	12726	21105	1706	2207	2112	1170	395	311	240	439	177	430	278	191	363	337	41	83	19	30	43	24	15	30	8	7	15	4	4	4	3	4	4	1	2	4	3	10	3	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	33483	29212	7473	5359	4226	2780	1722	1271	989	885	613	755	519	385	465	358	156	163	79	76	69	62	41	53	31	32	27	16	14	3	8	13	8	5	2	2	5	26	4	2	1	0	2	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south25_active	80	14345	24626	1815	2503	2352	1433	479	325	291	445	175	543	340	218	385	301	43	100	11	34	36	20	17	40	8	8	13	3	3	2	4	8	4	2	1	0	2	26	3	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	34361	32816	7531	5628	4474	2880	1713	1312	1017	934	588	838	549	392	536	451	163	189	89	82	71	57	42	69	33	30	28	14	17	5	8	11	8	6	3	4	5	19	0	2	0	1	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_active	80	16442	28674	1998	2979	2765	1639	497	377	326	526	152	642	388	242	461	388	43	133	11	34	44	18	19	52	11	7	16	5	4	2	5	6	4	2	2	3	3	19	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	35567	36269	7527	5830	4660	2987	1697	1296	1064	959	586	921	606	379	616	469	159	197	93	103	82	48	37	82	36	37	40	13	17	8	7	9	6	6	2	8	3	21	0	0	0	2	4	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	18368	32382	2172	3297	3048	1843	515	404	392	586	145	754	433	246	547	412	39	156	17	52	54	14	15	64	13	9	25	7	4	1	4	5	5	2	2	7	3	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_all	80	35765	35854	7492	5921	4700	2960	1729	1285	1058	961	561	900	583	432	582	485	159	209	97	106	92	51	38	110	31	37	40	13	14	15	7	8	5	9	1	9	4	8	4	0	0	2	5	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	18425	31961	2160	3391	3057	1778	500	390	368	581	132	728	405	299	519	427	38	171	23	59	69	21	14	93	10	11	27	8	5	2	4	6	3	3	1	8	4	8	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south29_all	80	35680	36262	7601	5850	4615	2942	1759	1263	1045	1012	558	905	556	428	602	534	151	211	106	115	103	48	36	102	31	38	44	15	10	16	9	6	10	12	1	5	4	13	5	1	2	2	4	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south29_active	80	18218	32286	2221	3309	3083	1739	509	363	371	609	135	727	390	290	538	475	36	159	27	68	74	22	12	90	10	14	36	10	3	3	4	3	7	5	1	5	4	13	5	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south30_all	80	35865	36371	7673	5893	4723	2950	1735	1211	987	1013	573	910	554	456	583	530	143	220	100	93	97	50	42	85	26	38	37	20	9	12	6	7	9	10	1	2	16	12	5	1	3	2	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	18401	32380	2253	3309	3170	1774	499	335	345	612	125	710	386	319	522	476	32	157	25	53	69	22	17	72	11	11	28	15	3	2	3	5	6	4	1	1	15	12	5	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	35807	35258	7487	5872	4617	2896	1686	1285	1048	1035	617	801	482	355	558	510	118	204	85	90	87	49	45	57	23	18	32	13	12	19	11	13	12	10	3	12	8	14	3	2	4	2	3	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	18223	31305	2140	3328	3028	1707	457	397	354	644	166	631	302	229	488	447	22	155	19	53	62	19	19	41	11	6	31	4	0	7	4	8	11	6	2	2	6	13	1	1	1	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	35653	35191	7540	5729	4606	2890	1716	1294	1016	1003	598	805	502	361	468	504	134	185	84	85	82	39	49	85	23	24	28	13	13	13	11	10	8	9	4	5	5	0	4	2	3	1	3	1	1	3	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	18000	31167	2132	3208	2971	1670	447	387	343	598	161	641	325	236	391	434	31	146	20	47	60	13	23	67	10	9	26	5	0	7	4	5	6	4	1	3	3	0	2	1	1	0	3	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	35656	35564	7524	5742	4587	2843	1734	1319	1048	1029	549	850	516	346	495	532	130	204	88	84	81	33	55	99	29	27	28	14	15	7	8	9	6	10	2	6	2	1	4	1	3	1	0	1	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	2	0	0
0.03	south33_active	80	18123	31571	2115	3175	2961	1628	471	373	363	609	135	698	338	209	397	457	31	166	22	50	62	13	20	79	14	8	25	5	0	4	3	5	4	4	0	4	0	1	3	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	south34_all	80	35659	36189	7493	5780	4587	2850	1713	1339	1019	1013	546	809	533	356	649	475	128	181	90	92	99	51	57	109	34	33	29	19	12	8	7	5	6	10	4	4	4	2	5	1	2	1	1	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	south34_active	80	18245	32172	2107	3181	2978	1620	470	369	360	590	118	657	356	220	559	405	28	145	17	54	75	24	23	95	13	8	25	6	2	4	4	3	2	5	1	4	2	1	3	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	south35_all	80	35769	35881	7370	5850	4704	2814	1761	1339	1016	986	548	880	526	395	657	520	141	183	93	101	103	57	54	92	36	30	37	16	12	10	12	8	6	7	4	2	3	4	7	1	1	2	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	south35_active	80	18495	31899	2162	3249	3076	1600	511	372	357	598	123	724	356	253	578	461	30	142	11	62	72	24	18	79	11	7	31	4	2	4	6	4	4	3	1	2	2	3	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	south36_all	80	35685	35522	7561	5868	4667	2838	1714	1318	993	991	571	904	540	404	649	530	142	162	90	104	101	56	51	64	34	26	35	18	10	12	9	5	5	6	3	3	4	10	6	0	4	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	18413	31529	2196	3274	3017	1672	491	368	349	626	123	742	387	270	579	482	32	118	11	62	69	21	16	55	13	7	29	5	2	3	4	2	3	2	1	3	3	8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	35676	35512	7594	5869	4674	2915	1724	1357	1019	995	540	897	546	410	508	547	151	182	110	96	88	57	49	78	36	15	28	16	10	14	10	8	7	8	3	3	3	11	5	1	5	2	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	18321	31609	2190	3272	3033	1714	501	376	359	636	133	730	391	283	443	504	41	126	23	52	59	23	24	61	12	5	23	6	2	5	5	4	4	4	0	3	1	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	35880	36505	7695	5731	4666	2916	1683	1313	963	1001	551	946	555	354	528	503	160	176	104	86	79	57	45	80	29	17	11	20	14	12	8	6	5	7	2	5	5	11	4	1	5	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	18384	32566	2159	3215	3056	1729	493	357	345	643	141	780	392	246	468	463	40	122	26	46	56	23	21	65	11	8	7	12	2	4	4	4	3	3	0	4	3	10	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	35734	36523	7598	5750	4645	2879	1686	1320	966	971	545	893	558	383	614	484	158	163	98	82	78	60	49	94	27	22	19	21	10	11	9	6	5	4	3	2	4	3	5	3	1	3	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
0.03	south39_active	80	18188	32540	2141	3215	3104	1683	476	347	351	606	141	750	395	267	544	438	40	112	23	40	62	24	22	77	8	8	16	14	2	5	6	3	3	3	0	1	2	3	4	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	36058	36277	7534	5626	4630	2902	1687	1290	945	959	543	912	510	401	674	498	154	159	107	76	93	55	48	107	23	22	24	22	15	11	9	3	2	0	5	4	4	4	5	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south40_active	80	18407	32257	2093	3111	3105	1702	480	348	339	593	131	755	350	276	614	445	39	116	25	38	74	22	17	96	7	9	19	13	2	4	5	2	1	0	1	1	3	3	4	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
