label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	48518	13544	7537	7938	3437	3560	1597	2123	861	1089	541	575	651	271	225	129	122	103	81	48	72	60	48	16	38	14	18	6	8	11	3	8	5	3	2	0	1	1	1	2	2	0	3	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	33954	3207	1818	5902	1460	2560	575	1649	283	807	176	387	530	148	111	54	32	23	15	13	56	18	34	6	29	3	8	0	2	6	3	4	2	0	1	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	48710	13607	7514	7804	3405	3576	1671	2204	889	1063	546	543	578	273	205	127	116	95	66	45	74	65	46	22	44	17	21	8	10	8	4	3	3	4	2	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_active	80	33947	3242	1826	5830	1442	2587	618	1698	288	784	167	363	457	152	101	55	35	23	13	13	59	18	33	11	29	4	13	1	3	5	2	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	48550	13470	7471	7853	3405	3533	1702	2149	943	1060	546	552	656	253	195	121	114	96	71	40	78	55	43	19	35	19	24	9	9	11	7	4	4	4	1	1	3	3	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north3_active	80	33695	3230	1786	5870	1410	2525	628	1640	311	790	179	365	528	147	103	51	30	24	16	11	63	16	34	11	23	10	12	2	2	7	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	49017	13381	7406	7875	3328	3502	1798	2142	939	1112	522	544	680	225	186	116	115	85	64	52	78	35	38	26	42	19	20	8	9	11	10	4	3	1	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north4_active	80	34059	3213	1642	5864	1375	2521	665	1637	325	840	184	364	565	130	116	40	33	21	13	12	62	13	31	16	30	12	10	3	2	7	7	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	49408	13423	7409	8250	3371	3527	1794	2165	977	1126	527	572	735	247	205	116	103	87	79	53	77	29	40	26	38	21	16	8	5	8	10	3	8	1	0	2	3	2	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	34820	3328	1692	6239	1408	2599	645	1707	369	871	189	393	609	156	133	38	26	24	16	15	62	13	31	14	34	13	6	3	1	5	8	3	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	52832	13619	7546	8665	3478	3894	1777	2244	952	1261	498	582	801	279	231	138	109	92	85	57	89	39	34	21	47	16	11	10	3	8	9	3	7	3	1	1	1	0	0	1	0	6	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	39021	3641	1939	6759	1590	3004	654	1806	366	1005	194	416	687	177	143	44	31	26	18	16	73	14	25	10	42	8	4	2	0	3	6	3	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	55978	13768	7719	9096	3578	4102	1703	2402	978	1336	513	599	788	304	231	153	107	98	83	61	101	48	46	19	50	16	13	10	3	5	6	3	6	3	4	2	1	0	0	1	0	6	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	42783	3942	2215	7364	1747	3240	669	1968	396	1080	195	446	668	199	131	61	24	29	17	19	83	19	36	10	44	8	9	1	0	2	3	2	1	0	3	1	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_all	80	59306	13724	7713	9655	3759	4320	1665	2608	978	1351	510	650	805	318	223	159	119	106	75	53	89	55	65	18	39	14	17	9	4	5	5	3	7	8	5	1	1	0	0	2	0	1	1	1	0	0	0	1	1	3	0	0	0	0
0.03	north8_active	80	46832	4178	2346	8015	1981	3476	707	2182	426	1098	206	502	702	224	130	66	35	33	19	17	71	19	54	12	34	6	12	1	1	2	2	2	2	0	4	0	0	0	0	1	0	1	1	0	0	0	0	1	0	3	0	0	0	0
0.03	north9_all	80	59542	13627	7686	9694	3797	4410	1679	2644	949	1393	528	681	800	340	227	145	120	96	67	45	84	53	75	30	51	11	23	6	11	4	5	4	8	7	4	4	0	1	1	1	1	1	1	1	3	0	0	1	1	3	0	0	0	0
0.03	north9_active	80	47094	4147	2315	8059	2013	3557	727	2200	409	1145	213	526	694	241	145	72	34	30	16	15	69	15	62	18	44	4	15	1	7	2	3	3	2	1	4	3	0	0	0	0	0	1	1	0	3	0	0	1	0	3	0	0	0	0
0.03	north10_all	80	58963	13608	7657	9588	3829	4624	1735	2562	925	1331	541	729	809	360	235	146	128	89	72	47	74	50	73	30	48	9	24	6	17	8	4	2	8	8	1	4	0	1	1	2	1	0	1	1	3	0	0	0	1	3	0	0	0	0
0.03	north10_active	80	46583	4128	2224	7939	2042	3756	767	2116	389	1094	224	567	702	247	150	64	37	28	19	14	60	11	63	14	42	3	15	2	12	6	3	2	2	3	1	4	0	0	0	0	0	0	1	0	3	0	0	0	0	3	0	0	0	0
0.03	north11_all	80	50356	13660	7505	7839	3444	3844	1717	2118	916	1133	568	594	867	304	229	138	121	106	80	68	49	38	48	40	58	13	23	13	18	12	7	10	2	1	2	0	1	5	2	1	0	1	3	0	0	0	0	0	0	1	0	0	1	1
0.03	north11_active	80	36163	3370	1793	5860	1483	2874	661	1642	316	872	208	451	751	167	135	38	21	27	20	18	34	12	37	24	35	5	14	2	5	8	1	7	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	49577	13546	7563	7823	3433	3747	1690	2017	950	1090	539	566	763	261	229	120	127	108	75	66	71	36	52	34	63	10	12	15	15	12	8	3	2	1	4	5	2	4	2	1	0	1	3	0	0	0	0	0	0	1	0	0	1	0
0.03	north12_active	80	35260	3310	1772	5842	1497	2787	655	1539	317	820	196	419	653	140	130	39	23	28	15	17	51	14	39	19	35	5	8	3	6	9	1	1	0	0	3	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	49645	13521	7627	7967	3446	3726	1729	1975	926	1084	519	591	738	251	232	126	114	109	72	65	70	41	54	22	47	13	6	12	12	17	7	1	2	1	4	5	2	1	1	0	0	1	3	0	0	0	0	0	0	1	0	0	1	0
0.03	north13_active	80	35380	3284	1737	5948	1457	2774	678	1489	324	806	184	422	639	127	124	50	21	34	12	17	48	16	40	12	35	4	4	2	5	16	1	0	0	0	3	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	49632	13575	7629	8010	3483	3808	1744	1896	911	1083	528	559	644	256	218	130	130	100	78	61	81	36	48	22	39	13	7	10	11	12	7	0	0	1	3	5	3	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	35299	3263	1740	6045	1501	2868	664	1413	339	792	180	400	544	145	117	55	25	38	14	16	60	11	39	11	27	4	5	1	3	10	1	0	0	0	2	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	50451	13523	7594	8199	3451	3901	1798	1894	917	1090	531	561	711	284	244	156	131	97	80	54	70	41	63	24	33	14	14	11	7	12	4	1	2	2	1	1	3	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	36195	3336	1764	6203	1496	2999	694	1461	339	810	185	392	613	161	138	66	26	33	17	13	50	9	54	14	23	4	11	1	1	11	1	0	1	1	1	1	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	53853	13721	7469	8805	3555	4066	1848	2203	951	1237	507	554	721	294	235	160	125	91	80	54	72	45	57	25	29	12	20	11	10	14	3	7	3	4	3	3	3	1	1	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	40188	3635	1903	6876	1622	3213	752	1775	369	977	199	406	614	181	136	71	27	31	23	13	57	7	51	15	20	2	15	2	3	12	1	6	1	2	3	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	56406	13768	7505	9559	3664	4244	1795	2403	1021	1333	535	562	922	336	256	190	119	114	66	63	55	38	67	29	33	16	19	12	9	12	2	11	6	4	4	3	5	1	2	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	43272	3911	2026	7687	1796	3436	783	1994	390	1088	222	431	825	198	148	91	31	35	19	18	41	4	63	18	25	3	16	3	3	8	1	10	3	3	3	3	5	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	59182	13832	7539	9788	3797	4494	1833	2745	1044	1405	533	611	981	328	253	205	114	101	69	74	69	38	71	28	28	17	24	10	6	8	2	10	6	4	4	5	4	0	3	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	46522	4263	2170	8012	1960	3690	819	2334	402	1152	233	495	878	211	155	95	32	33	20	26	54	8	63	19	23	3	20	3	2	4	1	10	3	2	3	5	4	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	59906	13867	7528	9470	3868	4484	1748	2710	1000	1457	546	632	997	342	247	204	108	95	72	73	90	34	54	26	20	18	28	10	4	15	2	7	4	4	2	3	5	1	6	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	47197	4335	2191	7725	2014	3639	805	2289	367	1203	225	506	900	222	158	99	36	30	22	29	73	10	48	18	17	5	23	3	0	10	0	6	3	2	0	3	5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	59450	13807	7525	9414	3798	4517	1688	2689	972	1513	521	704	894	345	266	210	102	77	70	83	98	29	60	35	21	17	25	8	6	10	4	1	4	3	2	3	2	1	5	2	3	0	1	1	0	0	0	0	1	0	0	0	0	0
0.03	north20_active	80	46895	4376	2196	7673	1963	3677	774	2278	397	1284	219	561	788	222	169	104	33	25	17	30	83	11	52	28	15	5	20	2	1	7	2	0	2	1	0	3	2	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
