label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	28822	14392	6508	6791	3508	2173	1322	971	693	603	552	921	256	333	157	109	125	184	146	51	50	42	27	28	50	15	10	13	9	9	8	8	1	1	5	1	8	1	1	2	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0
0.03	north1_active	80	13919	7682	3044	3916	1873	1102	607	427	299	295	263	546	111	200	70	58	56	104	105	23	28	19	10	19	31	10	5	7	3	4	7	4	0	1	3	1	5	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	28582	14208	6375	6637	3345	2152	1317	947	719	588	553	863	244	340	161	132	116	226	163	58	43	40	26	29	46	17	6	10	18	13	6	5	1	1	3	2	3	2	0	1	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0
0.03	north2_active	80	13746	7508	2998	3815	1775	1088	588	429	317	278	269	508	112	216	67	64	56	129	113	24	18	15	11	16	26	14	2	6	11	7	6	3	0	0	1	1	1	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	29144	14644	6559	6862	3460	2247	1306	950	740	549	549	800	259	320	147	146	124	299	169	56	40	33	27	26	43	20	8	11	19	11	15	7	2	2	4	3	1	5	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	14255	7696	3095	4012	1851	1139	554	440	333	245	272	459	120	208	60	72	72	187	109	22	15	11	14	13	33	15	3	4	13	8	15	6	1	0	1	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	29770	15088	6749	7158	3561	2258	1303	1010	786	525	555	862	274	357	145	149	126	291	183	53	36	39	35	27	41	25	10	10	16	11	35	5	2	3	5	4	1	4	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	14699	7990	3206	4241	1949	1142	557	468	372	227	290	547	122	227	54	71	67	175	116	22	12	19	20	11	30	17	5	4	11	8	20	5	1	0	3	1	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	30515	15548	6861	7377	3757	2280	1309	1018	781	504	581	872	290	360	148	146	125	330	180	54	37	43	35	32	30	29	9	14	12	6	35	4	2	3	5	3	0	4	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	15211	8308	3295	4408	2052	1174	585	469	382	213	310	575	133	216	68	67	70	212	103	19	15	25	21	9	19	18	5	8	10	2	20	4	2	0	3	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	30454	15411	6884	7287	3779	2312	1284	989	778	495	553	997	272	322	145	129	124	246	179	56	37	57	30	25	35	28	8	9	12	7	36	2	1	2	12	4	0	2	3	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0
0.03	north6_active	80	15096	8287	3343	4312	2101	1203	557	470	380	208	332	628	124	175	69	53	62	171	97	28	15	35	18	5	28	18	5	6	9	1	20	0	1	0	4	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0
0.03	north7_all	80	30575	15361	6825	7287	3824	2341	1303	976	764	504	603	946	245	322	154	131	119	222	164	56	50	81	26	36	42	33	6	10	9	8	26	5	1	1	11	4	0	1	3	2	0	1	0	1	0	0	0	0	0	1	1	0	1	0	8
0.03	north7_active	80	15277	8228	3337	4276	2131	1202	541	457	364	211	338	636	112	185	77	56	60	160	94	33	24	58	16	14	34	18	4	9	7	3	10	2	1	0	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	8
0.03	north8_all	80	30478	15424	6710	7295	3850	2270	1299	965	745	520	568	921	242	331	149	140	131	239	179	58	48	70	29	36	56	47	2	6	10	7	3	7	1	1	10	3	3	0	4	2	0	1	0	4	0	0	0	0	0	1	1	0	1	0	8
0.03	north8_active	80	15143	8366	3280	4283	2128	1156	535	458	323	219	304	547	111	202	71	64	63	166	118	32	23	45	18	18	46	33	2	5	5	3	1	3	1	0	2	0	2	0	2	1	0	0	0	4	0	0	0	0	0	1	1	0	0	0	8
0.03	north9_all	80	30473	15440	6640	7483	3847	2292	1335	990	757	520	568	858	252	358	149	138	129	276	189	52	54	64	28	40	52	56	3	11	8	6	7	9	1	2	5	2	4	1	2	1	0	1	0	4	0	0	0	0	0	0	1	0	1	0	8
0.03	north9_active	80	15078	8315	3211	4426	2123	1184	566	463	325	220	281	536	122	225	68	62	61	184	132	32	31	42	16	25	40	38	1	7	3	2	5	4	1	1	5	0	2	0	1	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	8
0.03	north10_all	80	30475	15428	6725	7431	3875	2238	1329	981	782	538	552	899	246	338	138	129	120	276	197	52	48	43	26	35	50	65	6	10	16	2	9	7	2	3	5	1	5	3	5	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	14986	8403	3262	4430	2142	1155	591	464	339	220	266	541	118	204	69	59	64	190	145	34	30	27	16	23	37	46	3	6	9	0	6	2	1	1	4	0	2	2	3	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_all	80	28272	13871	6423	6464	3540	2019	1288	922	747	547	535	722	242	318	135	107	98	230	159	43	45	59	20	21	26	33	14	19	15	8	14	4	1	2	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
