label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99
0.03	north1_all	80	13912	8744	2996	1794	2992	967	1790	1246	739	371	393	421	470	294	310	156	214	109	160	97	105	119	71	60	59	60	55	42	35	16	17	19	21	20	34	15	12	18	16	17	22	7	7	13	9	4	4	4	4	5	5	4	5	1	1	2	4	3	0	3	0	1	2	1	2	0	3	0	1	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	8297	5552	1603	898	1973	465	1143	792	441	174	185	266	308	167	176	83	113	47	84	49	54	68	37	29	26	35	32	23	15	8	6	12	15	9	22	6	7	9	6	10	8	3	4	10	5	2	2	0	1	4	1	2	5	0	1	0	1	2	0	1	0	0	1	0	2	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	13736	8665	3031	1811	2987	964	1745	1256	742	379	377	440	515	281	290	158	223	102	139	95	102	101	79	57	71	61	58	47	41	17	18	15	22	19	37	21	14	21	16	19	23	6	5	6	12	5	1	6	5	6	3	4	10	2	1	2	3	2	0	3	0	2	2	2	2	1	3	1	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	8145	5501	1655	915	1996	453	1095	821	403	175	177	265	339	160	176	88	120	52	68	48	51	57	42	25	34	31	30	25	16	9	5	5	16	8	24	8	6	12	5	13	9	3	2	5	8	2	1	1	1	3	0	2	10	0	1	0	0	2	0	1	0	1	1	0	2	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	13702	8736	3065	1728	2867	926	1768	1362	709	391	356	464	502	289	267	163	216	101	144	103	96	99	74	56	81	61	57	43	41	23	21	18	31	19	31	22	9	17	16	22	22	15	3	8	10	5	2	4	5	5	4	3	13	1	1	0	2	1	0	3	0	2	1	2	2	1	3	1	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	8204	5506	1671	888	1927	432	1117	901	377	178	173	278	327	167	162	84	124	47	77	53	50	51	38	27	41	36	29	24	15	10	9	9	19	11	19	10	4	11	6	16	10	7	2	5	6	2	2	1	1	1	1	1	13	0	1	0	0	1	0	1	0	1	0	0	2	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	13804	8975	2997	1782	2715	923	1765	1337	725	385	356	471	518	275	267	158	222	107	129	93	82	89	71	59	75	60	58	46	35	24	20	30	34	15	33	23	11	16	14	43	13	14	0	8	9	1	6	3	4	7	4	3	12	2	0	1	0	1	0	1	0	3	1	1	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	8287	5725	1641	930	1767	428	1111	866	400	187	186	276	326	159	163	85	127	51	64	44	42	51	37	29	40	33	31	29	16	9	8	16	18	9	20	14	4	9	8	34	8	6	0	5	5	0	5	1	3	2	2	1	11	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	13870	8987	3005	1797	2745	937	1799	1353	698	384	344	464	484	277	254	165	220	110	128	91	70	78	76	55	77	54	58	48	34	28	24	29	37	17	27	17	11	20	12	31	12	13	1	10	7	4	5	3	6	9	4	1	10	3	0	2	0	1	0	0	0	1	1	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	8264	5670	1668	937	1781	433	1146	852	378	179	170	275	287	152	145	84	121	47	55	45	32	46	39	33	46	29	37	29	18	10	10	15	16	10	18	11	4	11	9	26	10	5	1	4	3	2	4	1	4	3	2	0	8	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
