label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north6_active	80	17385	12030	3734	2291	1440	3471	575	606	295	241	497	113	108	167	44	87	68	24	24	48	20	34	17	3	12	4	4	3	1	3	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	36491	20911	7950	4870	3069	5430	1321	1125	694	494	780	250	191	308	102	148	123	60	44	72	72	40	26	7	11	4	4	7	2	3	2	5	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	17507	11908	3780	2259	1478	3515	563	595	311	251	481	117	99	205	42	87	79	27	22	52	42	32	17	4	8	4	3	3	1	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	36933	21194	7949	4899	3055	5347	1358	1164	682	484	790	260	187	330	104	139	128	47	48	86	77	48	20	7	11	10	4	8	2	3	3	7	0	0	0	0	1	0	1	0	0	0	1	0	0
0.03	north8_active	80	17883	12103	3733	2281	1477	3466	562	604	285	250	497	118	96	229	42	70	90	18	22	64	51	38	14	3	7	5	3	3	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	37190	21665	7896	4901	3063	5431	1348	1165	695	485	749	286	162	325	118	146	132	52	44	68	86	51	16	6	10	10	3	8	3	3	3	10	0	0	0	0	0	1	1	0	0	0	1	0	0
0.03	north9_active	80	18020	12357	3679	2303	1455	3491	563	628	308	224	453	133	77	232	47	83	80	20	21	48	52	39	11	2	4	4	2	2	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	37308	21610	7935	4891	2966	5319	1366	1200	692	473	673	280	161	315	103	155	141	46	40	58	63	47	13	4	13	10	3	6	3	5	2	6	0	1	0	0	0	1	1	0	0	0	1	0	0
0.03	north10_active	80	18033	12299	3654	2317	1371	3376	606	632	323	212	419	123	75	232	43	82	80	22	14	35	25	37	6	1	5	4	3	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	37201	21962	7825	4911	2950	5559	1342	1238	721	507	823	260	219	367	103	160	123	48	41	69	44	52	11	9	8	6	6	7	5	3	0	0	2	1	5	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	17796	12422	3723	2377	1369	3624	605	646	337	218	563	105	100	239	51	92	74	19	23	55	12	36	7	5	6	3	3	6	1	2	0	0	1	1	5	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	37147	21880	7870	4880	2935	5579	1368	1206	732	518	825	279	228	323	98	157	122	44	34	69	48	43	13	9	6	6	6	6	6	4	1	4	2	0	5	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	17844	12476	3745	2362	1336	3654	597	631	321	223	547	113	101	210	50	95	75	19	19	54	17	27	8	5	4	2	4	6	2	2	0	1	1	0	4	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	37052	21796	7680	4908	2936	5611	1350	1162	725	496	836	270	227	317	106	160	139	41	38	65	49	31	21	9	3	8	9	12	7	1	1	8	3	0	5	2	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	17758	12459	3667	2358	1355	3689	611	613	313	215	545	117	105	201	48	98	92	17	19	52	18	21	14	5	2	3	7	11	4	0	0	4	1	0	4	2	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	37046	21590	7659	4843	3004	5631	1347	1188	670	497	843	286	220	305	105	163	145	40	41	51	35	27	22	12	2	8	6	13	5	1	1	8	2	0	2	1	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	17805	12259	3653	2325	1397	3633	586	611	293	209	519	141	112	181	47	87	93	19	20	39	21	15	14	7	1	3	5	11	4	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	36470	20847	7537	4791	2909	5307	1346	1141	635	492	794	280	214	276	102	158	138	52	36	42	37	39	18	12	1	5	5	11	4	0	0	10	2	0	1	1	1	0	1	0	0	0	0	0	0
0.03	north15_active	80	17256	11772	3545	2215	1331	3393	587	584	281	218	496	135	120	168	47	75	99	25	16	27	22	15	12	5	1	1	4	9	4	0	0	4	1	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	35659	19832	7510	4579	2853	4980	1349	1121	611	495	757	276	210	261	113	165	136	54	35	36	32	57	20	10	4	6	4	11	4	1	2	4	2	1	0	0	1	0	1	0	0	0	0	0	0
0.03	north16_active	80	16551	11033	3470	2082	1260	3100	600	552	267	231	466	137	119	154	53	90	99	25	12	20	22	17	12	4	2	3	2	7	4	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	34995	19122	7440	4484	2798	4587	1335	1073	634	486	728	263	200	270	104	126	113	61	41	35	30	61	15	13	6	7	4	6	4	1	2	2	1	1	0	1	1	0	1	0	0	0	0	0	0
0.03	north17_active	80	15954	10570	3367	2021	1218	2870	600	531	300	219	451	123	101	160	53	67	78	26	12	18	18	23	5	5	3	5	2	3	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_all	80	34832	19016	7498	4475	2792	4470	1309	1018	668	476	682	253	199	243	90	144	119	53	42	29	30	49	18	7	8	11	6	7	3	2	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	15769	10459	3363	1981	1259	2758	599	489	310	209	388	116	96	140	42	90	76	25	17	14	17	21	6	3	3	7	3	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	35555	20015	7537	4590	2861	4791	1315	1051	677	468	690	249	194	282	98	165	119	51	41	33	47	36	13	8	9	10	6	12	3	2	1	0	3	1	0	1	0	0	0	1	0	0	0	0	0
0.03	north19_active	80	16494	11171	3398	2098	1322	3012	592	503	321	210	392	117	94	169	42	106	74	22	19	17	24	16	5	4	4	5	4	11	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	36267	20966	7611	4696	2915	5009	1295	1088	675	464	678	271	199	282	88	174	146	58	50	40	68	42	15	7	9	8	9	16	2	4	0	1	3	0	0	1	1	0	0	1	0	0	0	0	0
0.03	north20_active	80	17101	11779	3502	2169	1394	3186	562	537	292	200	404	130	90	167	36	108	98	27	27	18	44	19	8	4	5	4	4	15	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	35694	20377	7639	4660	2920	5026	1272	1146	677	502	734	288	197	296	115	132	126	53	35	59	56	54	12	7	5	11	1	15	2	5	2	2	0	0	1	2	0	1	0	0	1	0	0	0	0
0.03	south21_active	80	16885	11484	3506	2252	1341	3284	553	603	263	237	426	115	88	197	58	69	71	25	19	28	44	30	5	3	1	8	0	12	2	2	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	35323	19950	7600	4564	2898	4796	1263	1134	686	493	717	285	208	307	107	116	120	50	40	50	72	48	11	7	8	8	0	16	3	4	2	2	0	0	1	1	0	0	1	0	1	0	0	0	0
0.03	south22_active	80	16580	11071	3467	2152	1275	3110	542	599	291	221	438	118	91	173	50	61	72	27	22	22	58	27	5	3	3	4	0	12	2	2	2	1	0	0	1	0	0	0	1	0	1	0	0	0	0
0.03	south23_all	80	34926	19590	7496	4523	2860	4862	1334	1127	670	497	692	294	215	327	110	94	111	51	38	56	61	45	16	9	7	9	3	14	3	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_active	80	16015	10717	3442	2057	1255	3127	604	601	281	220	427	133	89	193	51	41	63	24	19	36	51	24	6	3	4	3	2	12	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	35803	19895	7632	4607	2921	4956	1357	1152	660	482	740	283	220	357	115	94	105	47	44	57	81	46	20	12	8	9	5	4	3	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south24_active	80	16779	11158	3575	2125	1345	3217	610	603	286	213	453	132	96	218	42	37	58	23	21	44	54	22	9	3	4	3	2	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south25_all	80	36465	20494	7795	4645	2942	5289	1315	1173	684	483	766	272	212	349	119	118	114	58	41	69	80	44	20	12	10	7	5	7	1	0	0	2	1	0	1	0	0	0	2	0	0	0	0	0	1
0.03	south25_active	80	17301	11552	3699	2142	1368	3433	614	591	321	211	443	127	95	230	54	57	71	31	22	56	50	21	8	3	6	2	2	4	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south26_all	80	37038	21350	7923	4782	2992	5568	1271	1209	686	486	747	269	207	333	105	121	121	57	37	74	81	43	17	14	9	4	6	7	1	0	0	3	0	0	1	0	0	0	2	0	0	0	0	0	1
0.03	south26_active	80	17870	12169	3784	2247	1393	3698	585	604	324	213	426	127	106	209	46	60	87	27	22	61	50	22	8	4	6	1	2	5	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south27_all	80	36977	21532	7888	4749	2991	5584	1220	1213	708	481	668	257	205	336	104	123	124	53	38	76	51	38	23	11	7	4	3	6	2	1	0	3	1	0	1	0	0	0	1	0	0	0	0	0	1
0.03	south27_active	80	17852	12307	3814	2269	1353	3765	556	606	346	217	396	121	97	186	48	62	89	24	21	56	39	20	11	4	4	2	1	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	37326	21732	7827	4795	2951	5434	1243	1197	709	488	691	264	199	310	88	142	135	50	40	67	59	55	27	14	8	6	4	5	2	2	1	2	1	0	1	0	0	1	1	0	0	0	0	0	0
0.03	south28_active	80	17953	12472	3832	2305	1355	3623	573	612	348	222	402	125	91	164	42	66	90	19	19	46	44	30	16	4	3	3	1	5	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south29_all	80	37526	21503	7716	4761	2949	5323	1262	1183	684	483	690	255	188	287	106	154	140	44	41	56	74	62	37	14	12	11	2	5	2	3	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south29_active	80	17994	12298	3728	2287	1402	3525	603	612	318	218	415	113	80	156	51	74	96	18	17	38	51	39	24	4	5	7	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_all	80	37565	21612	7781	4840	3013	5304	1267	1205	661	495	733	268	184	284	107	155	98	49	36	51	74	56	36	16	16	9	3	7	2	3	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south30_active	80	18025	12382	3701	2291	1415	3419	602	645	298	216	432	122	76	162	48	86	65	19	17	37	47	37	29	3	7	5	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south31_all	80	36179	20238	7467	4648	2868	4943	1275	1111	675	490	730	259	181	250	116	145	147	47	46	51	69	65	13	10	12	4	4	10	2	0	4	3	0	1	1	1	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	16884	11476	3437	2196	1309	3126	566	559	336	228	473	105	84	149	51	79	97	29	26	39	48	55	5	6	6	1	2	2	1	0	2	3	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	35562	19499	7425	4577	2861	4745	1273	1093	695	492	650	244	184	265	111	150	125	49	40	48	68	37	17	6	15	4	3	7	0	0	3	4	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	16424	10892	3375	2127	1257	3025	569	529	316	241	430	108	80	190	49	78	79	25	21	37	44	27	9	4	6	1	2	2	0	0	2	3	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	35527	19421	7393	4615	2815	4766	1300	1094	700	464	642	231	195	258	104	162	114	52	42	53	50	32	22	6	11	6	2	7	0	8	1	2	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	16496	10818	3439	2126	1248	2979	574	524	296	228	421	108	91	168	52	84	68	23	25	36	26	22	11	4	5	3	0	3	0	8	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	35537	19525	7430	4606	2794	4693	1315	1083	700	489	643	240	195	300	106	169	102	57	37	58	42	33	23	6	8	5	3	5	0	9	2	2	2	0	1	1	2	0	0	0	0	0	0	0	0
0.03	south34_active	80	16547	10791	3457	2171	1263	2951	583	542	314	221	417	112	96	193	52	92	56	24	23	32	24	22	12	4	4	3	0	3	0	8	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south35_all	80	35897	20280	7443	4666	2863	4866	1306	1132	697	451	699	258	208	310	122	148	100	55	44	54	74	35	33	10	8	5	3	5	0	9	2	1	3	0	0	1	2	0	0	0	0	0	0	0	0
0.03	south35_active	80	17030	11411	3468	2200	1341	3024	569	604	326	202	457	116	102	195	61	75	52	22	24	32	47	23	20	6	8	2	1	2	0	8	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south36_all	80	36232	20668	7557	4788	2920	4897	1309	1174	675	448	699	241	214	312	130	154	114	51	44	53	84	34	25	8	10	4	4	2	1	4	3	1	4	0	1	1	2	0	0	0	0	0	0	0	0
0.03	south36_active	80	17356	11716	3580	2309	1348	3192	587	645	328	210	445	111	102	203	63	84	56	18	20	31	56	28	17	5	10	1	1	1	0	2	2	0	3	0	0	1	2	0	0	0	0	0	0	0	0
0.03	south37_all	80	36735	21284	7597	4843	3032	5234	1345	1204	666	455	759	244	203	287	119	155	125	51	47	53	83	39	25	10	13	3	9	4	1	4	4	1	5	0	1	0	3	0	0	0	0	0	0	0	0
0.03	south37_active	80	17895	12170	3583	2342	1407	3401	598	656	317	216	508	112	93	174	51	88	70	15	25	32	54	31	16	5	11	0	3	2	0	2	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south38_all	80	36939	21392	7643	4834	2983	5434	1344	1201	651	470	787	235	203	331	112	166	130	46	42	52	72	25	29	13	9	1	11	7	2	5	2	1	2	0	1	0	2	0	0	0	0	1	0	0	0
0.03	south38_active	80	17750	12312	3628	2367	1355	3602	577	675	306	212	510	98	96	190	47	98	75	13	25	32	45	13	19	5	5	0	4	5	0	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south39_all	80	37189	21543	7637	4753	2953	5678	1337	1170	668	491	804	249	192	337	115	174	129	50	37	51	39	39	22	10	12	2	8	8	3	3	2	1	3	0	0	0	1	0	0	0	0	1	0	0	0
0.03	south39_active	80	17840	12379	3550	2288	1407	3794	563	632	295	219	495	103	88	186	46	101	81	17	20	37	26	18	13	4	7	1	3	7	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	37387	21580	7741	4816	2945	5676	1285	1145	675	481	765	255	202	328	125	188	141	48	44	52	48	47	19	10	13	3	7	11	2	4	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0
0.03	south40_active	80	17816	12331	3652	2292	1386	3801	528	631	298	200	467	114	95	180	55	108	85	18	24	39	35	26	14	5	5	1	2	8	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
