label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	61507	17029	10628	12460	3476	2364	1628	1151	1285	856	451	302	227	227	148	213	111	123	73	38	29	13	21	19	36	5	7	3	12	3	3	2	3	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	44464	6602	6039	10751	1024	782	519	405	918	574	120	69	59	126	73	180	61	96	46	16	7	1	8	13	32	2	4	1	10	1	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	62001	17069	10751	12220	3468	2378	1607	1112	1256	807	437	297	227	228	150	230	111	108	68	36	29	11	19	25	22	5	5	6	4	2	3	2	4	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	45109	6665	6071	10471	1007	807	515	399	879	528	107	68	60	141	70	198	57	79	40	16	5	2	10	20	18	2	5	1	3	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	62252	17081	10718	11954	3462	2363	1583	1075	1242	779	433	332	215	213	150	237	112	91	74	35	31	18	21	16	27	6	4	5	1	4	2	2	3	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	45221	6683	6066	10258	997	809	511	378	867	502	118	74	62	142	74	206	51	66	47	17	3	3	11	12	22	2	4	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	62127	17125	10901	12062	3485	2335	1618	1077	1191	782	407	345	213	213	148	239	111	87	76	34	30	16	22	16	13	6	5	5	1	7	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	45128	6639	6161	10357	991	783	522	364	828	540	124	79	59	139	77	202	64	58	50	16	3	2	12	13	10	2	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	62217	17052	10965	11978	3518	2375	1634	1105	1156	833	418	340	211	208	144	213	109	91	76	33	26	21	24	15	19	5	3	5	1	6	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	45006	6572	6261	10289	988	792	525	363	792	596	130	78	56	136	77	174	64	62	54	13	3	4	14	14	13	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	62560	16861	10940	12082	3567	2394	1681	1154	1165	876	399	319	215	217	149	184	94	115	80	35	22	21	34	14	19	5	6	1	2	5	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0
