label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	45071	27230	11531	6158	3430	3748	1460	1026	1257	601	410	282	269	174	122	154	69	63	45	36	17	23	19	10	9	22	7	6	2	7	1	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	2	1	1	0
0.03	north1_active	80	23874	16519	6619	3260	1712	2181	714	473	712	305	201	126	133	80	51	84	35	34	21	19	8	18	7	4	6	17	5	0	1	5	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	45530	27366	11598	6072	3430	3919	1506	1026	1273	606	383	275	268	176	125	137	63	71	37	34	19	11	17	11	14	18	6	6	4	5	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0
0.03	north2_active	80	24309	16735	6618	3195	1729	2307	726	482	716	318	192	115	130	84	52	72	32	37	16	16	10	6	4	5	9	14	4	0	3	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	48109	29593	12263	6309	3609	4117	1489	1049	1438	629	362	290	297	178	137	162	69	83	35	34	25	9	16	10	13	15	3	5	6	3	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0
0.03	north3_active	80	26347	18206	7119	3463	1893	2494	699	498	821	326	169	133	154	88	59	102	36	43	17	19	13	3	4	5	9	14	2	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	50430	31423	13232	6627	3696	4475	1460	1039	1648	658	352	291	315	200	134	169	72	89	43	31	28	16	14	9	10	1	4	4	5	2	2	2	2	0	0	0	4	0	1	1	0	0	0	0	0	0	2	0	0	0
0.03	north4_active	80	28168	19600	7947	3702	1984	2781	678	491	989	350	164	140	176	99	65	121	39	47	21	13	13	7	2	5	8	1	3	1	4	1	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	52689	33407	14104	7141	3820	4608	1340	1055	1645	671	393	305	328	214	135	193	67	82	52	43	28	26	16	12	9	11	4	6	6	3	1	3	4	1	1	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	29968	21049	8585	4133	2082	2963	614	482	1004	350	182	146	199	96	64	130	36	44	32	23	13	13	8	9	6	11	4	3	4	1	0	2	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
