label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	61697	16606	10379	5235	4328	2316	2201	1157	901	744	825	470	252	296	127	187	81	62	110	38	35	30	42	15	6	14	8	7	3	4	4	1	4	4	0	0	2	0	0	0	0	1	1	0	0	0	0
0.03	north1_active	80	44361	4604	5588	1369	2574	533	1461	375	446	393	641	322	95	247	42	150	18	29	101	11	25	21	37	5	1	13	4	3	1	4	1	1	1	3	0	0	1	0	0	0	0	1	1	0	0	0	0
0.03	north2_all	80	64257	16403	10567	5312	4531	2317	2274	1152	885	778	823	557	240	282	137	213	89	70	116	38	34	34	43	14	11	9	8	7	6	7	1	3	4	3	0	0	1	0	1	0	0	1	1	0	0	0	0
0.03	north2_active	80	47406	4909	5921	1500	2853	491	1551	417	451	421	654	391	88	237	46	171	16	36	102	9	27	27	39	5	4	7	4	3	1	5	1	2	2	2	0	0	1	0	1	0	0	0	1	0	0	0	0
0.03	north3_all	80	64660	16509	10552	5299	4388	2282	2259	1150	886	844	771	534	233	280	137	202	89	73	100	32	46	35	61	12	11	8	6	4	7	5	3	3	6	4	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	north3_active	80	47988	5017	5971	1515	2744	504	1537	419	450	470	608	377	87	233	42	161	12	35	85	9	40	30	58	5	5	6	3	2	2	3	1	2	2	3	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north4_all	80	64334	16247	10557	5336	4419	2195	2319	1171	893	821	704	487	246	280	122	169	91	73	95	23	44	42	56	12	11	7	3	2	7	8	3	2	8	3	3	0	1	0	1	0	0	1	0	0	0	0	0
0.03	north4_active	80	47662	4894	6004	1578	2746	483	1592	430	443	468	524	342	97	238	37	125	12	30	77	5	36	36	54	4	5	6	1	1	2	6	1	1	3	2	3	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	64594	16199	10459	5336	4330	2244	2284	1177	915	826	724	482	281	326	108	184	96	89	73	24	45	36	52	7	10	8	1	3	7	9	3	8	6	1	3	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	47918	4896	5932	1565	2671	528	1545	422	462	474	550	348	114	275	31	141	23	35	58	2	32	30	50	2	5	7	0	0	2	7	1	7	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	64712	16018	10519	5275	4418	2270	2322	1192	924	783	739	472	283	349	108	193	102	91	80	33	32	27	37	8	8	6	3	2	6	11	1	8	5	0	3	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	48035	4812	6046	1536	2714	538	1614	410	463	460	571	340	121	290	37	148	32	40	67	4	21	22	34	3	3	5	0	0	1	10	1	7	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	64765	16184	10488	5323	4438	2296	2302	1153	943	727	727	504	276	391	128	202	110	75	84	36	35	23	12	10	8	8	4	3	8	8	2	10	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0
0.03	north7_active	80	48134	4901	6024	1540	2702	533	1616	390	482	420	560	369	124	322	43	166	33	32	67	7	24	18	9	3	3	7	0	0	1	7	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north8_all	80	64948	16331	10569	5305	4497	2230	2264	1102	961	705	700	513	267	391	139	195	91	67	79	37	36	30	13	9	6	7	4	3	7	6	5	6	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0
0.03	north8_active	80	48186	4872	6068	1541	2792	517	1612	379	487	412	547	361	110	321	43	164	29	28	65	9	28	21	10	4	2	5	0	0	1	5	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
0.03	north9_all	80	64745	16506	10547	5262	4392	2219	2306	1143	998	697	704	482	248	396	129	183	86	52	86	35	34	32	23	10	4	8	4	3	6	6	6	8	0	2	0	1	1	1	2	0	3	1	0	0	0	0	0
0.03	north9_active	80	47927	4898	5994	1538	2735	502	1623	411	512	407	543	344	105	324	43	157	25	22	73	12	28	24	20	4	2	5	1	2	2	6	3	6	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0
0.03	north10_all	80	64898	16467	10621	5282	4351	2243	2288	1163	918	713	741	452	247	354	108	177	79	57	86	36	29	45	25	9	5	7	4	4	3	3	6	6	0	2	1	0	1	1	2	0	3	1	0	0	1	0	0
0.03	north10_active	80	47989	4878	5976	1551	2687	508	1623	430	460	409	575	318	97	297	37	148	29	26	74	11	20	38	21	2	3	4	2	2	2	3	3	5	0	1	0	0	0	0	2	0	3	0	0	0	1	0	0
0.03	north11_all	80	61009	16424	10324	5432	4198	2282	2300	1201	887	695	722	436	264	281	131	181	83	60	79	34	75	54	33	11	13	11	3	3	5	2	0	2	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0
