label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75
0.03	north1_all	80	6506	3085	4340	1071	991	1760	725	388	451	248	335	327	152	242	141	213	118	55	54	109	55	42	18	24	39	50	39	19	29	9	12	12	8	3	8	5	4	4	2	4	0	2	4	2	5	3	2	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3216	1542	2821	478	540	1176	448	190	267	127	202	209	86	150	88	152	75	32	26	57	29	30	10	13	25	33	20	8	11	4	3	5	6	0	3	3	4	3	1	1	0	0	3	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6540	3078	4352	1087	956	1747	691	414	476	260	340	338	155	213	144	202	113	47	58	120	54	41	21	25	37	49	35	17	29	4	13	16	10	5	7	5	4	5	1	2	5	3	4	1	2	3	2	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	3205	1511	2796	488	521	1152	411	203	271	136	213	208	89	129	96	144	71	31	33	76	31	25	13	16	25	32	21	8	11	2	4	9	7	1	3	2	4	5	0	1	5	1	3	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	6539	3063	4342	1062	982	1714	712	417	477	269	368	381	154	200	142	169	119	50	71	92	49	48	27	25	31	41	25	21	18	4	12	11	8	4	6	3	1	2	4	2	5	1	5	1	1	1	1	0	1	2	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0
0.03	north3_active	80	3243	1516	2865	468	545	1120	419	207	259	132	238	226	93	121	84	117	70	31	38	56	33	31	18	14	23	27	19	8	10	1	3	6	2	1	3	1	0	2	0	2	5	1	3	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north4_all	80	6510	3000	4329	1071	993	1742	708	407	449	280	384	427	140	216	148	160	110	49	61	95	59	37	31	26	28	47	20	16	21	6	16	12	11	3	5	2	4	4	4	2	6	3	3	1	1	3	1	0	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north4_active	80	3243	1532	2836	477	547	1128	421	217	254	143	252	273	78	121	89	96	57	26	38	63	31	20	19	14	15	27	13	6	15	1	8	7	5	2	1	1	3	2	1	2	5	2	1	1	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north5_all	80	6538	2999	4301	1064	1030	1797	742	410	467	266	376	430	135	197	137	163	124	44	68	121	68	37	42	26	35	46	19	17	21	11	18	10	11	4	4	2	5	4	4	1	2	4	1	2	2	3	0	0	1	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	3277	1571	2795	493	547	1147	438	208	256	138	216	285	79	107	81	97	68	22	41	82	38	25	23	14	22	24	10	6	16	5	8	5	7	2	0	2	4	2	1	1	1	2	0	1	1	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	6680	3042	4257	987	1028	1752	742	418	465	264	362	413	141	202	134	171	134	46	63	115	68	51	43	30	35	44	30	19	20	11	18	10	7	3	3	3	13	6	5	4	2	4	1	4	3	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	3341	1606	2728	465	546	1101	432	199	272	130	202	289	79	116	84	108	78	23	40	69	38	32	22	19	19	26	18	9	15	5	9	5	6	1	0	3	11	4	1	4	1	1	0	0	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	6750	3080	4103	1014	1039	1827	737	400	478	269	363	402	151	181	154	178	134	60	54	120	53	44	44	30	33	43	30	23	19	14	18	16	6	4	6	5	11	6	1	5	2	4	2	5	3	2	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	3366	1610	2572	463	540	1152	410	195	289	142	190	283	84	103	98	109	84	26	33	76	35	24	25	19	20	30	20	12	13	10	12	11	4	2	0	5	9	4	0	4	2	1	1	1	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6754	3115	4068	1039	1053	1841	715	406	479	279	343	365	146	169	153	174	127	61	56	101	54	48	33	38	32	38	36	18	19	12	12	15	8	3	9	5	11	5	1	6	3	1	4	4	2	1	2	0	0	2	0	1	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	3334	1605	2604	468	579	1166	415	195	274	150	192	252	83	95	93	116	81	25	35	63	35	25	18	20	17	27	24	12	9	10	8	11	5	2	1	5	8	4	0	4	3	0	3	1	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6492	3129	3786	1078	999	1804	733	378	468	270	394	346	142	183	164	166	117	65	58	89	54	42	32	29	32	31	33	22	13	16	16	11	10	4	11	5	4	3	0	2	5	2	4	3	2	2	2	0	0	0	0	1	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north9_active	80	3120	1580	2406	494	546	1170	424	193	272	140	220	230	76	104	94	109	66	26	32	50	34	21	18	13	18	24	21	12	4	12	12	8	6	3	2	4	2	2	0	0	5	1	3	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	6307	2983	3601	1149	967	1607	690	382	439	253	362	325	139	188	139	159	113	59	63	90	52	44	30	26	30	37	28	18	15	16	16	4	10	4	9	3	5	3	0	1	5	2	2	2	0	1	0	0	0	0	2	1	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	2951	1493	2300	539	506	1047	389	180	250	129	199	190	72	110	72	100	55	27	35	51	28	24	14	10	17	28	15	8	6	10	10	2	6	2	2	2	3	2	0	0	4	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	6648	3199	4553	984	1075	1843	712	417	487	275	354	382	156	261	138	176	132	59	56	90	54	42	32	15	46	40	14	15	28	15	19	12	6	5	4	6	7	4	4	2	1	2	3	2	3	0	1	1	0	0	2	1	3	0	2	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3362	1645	2906	453	600	1196	427	191	282	126	212	263	83	159	79	91	73	29	34	49	29	22	15	8	29	27	7	8	16	7	13	8	2	2	2	0	4	0	0	1	1	1	1	2	0	0	0	1	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6566	3154	4393	1020	1054	1716	728	411	479	278	409	349	148	278	147	164	128	66	63	88	57	44	31	17	53	41	20	18	32	15	11	12	3	5	7	7	7	4	4	3	4	1	3	6	3	0	1	2	0	0	2	1	2	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3356	1618	2785	484	587	1146	440	181	261	118	251	232	81	171	90	81	72	36	35	51	35	20	12	8	34	28	10	10	17	9	4	8	1	1	3	0	5	0	0	2	4	1	1	6	0	0	0	1	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6497	3174	4253	1066	1039	1663	703	393	461	271	442	355	143	281	146	146	120	74	63	65	61	39	32	25	48	47	23	16	39	19	15	7	3	5	6	4	4	3	4	3	8	4	3	7	2	0	1	1	1	0	1	1	0	1	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3245	1622	2681	495	566	1114	415	182	266	125	271	235	80	183	89	77	70	39	36	40	38	20	12	15	29	33	11	7	27	11	7	5	2	2	2	1	4	0	1	2	8	1	1	6	0	0	0	0	1	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6560	3133	4297	1074	1003	1727	688	403	450	266	444	417	134	277	146	143	121	62	60	81	47	35	24	31	48	37	31	19	30	22	10	6	6	3	5	4	6	2	3	5	8	3	3	7	1	0	1	1	1	0	0	1	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north14_active	80	3276	1598	2767	492	537	1137	388	203	269	140	279	284	71	173	82	81	68	32	32	56	28	18	7	18	26	26	17	6	20	15	6	4	2	1	2	2	6	0	2	4	8	0	1	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6536	3055	4461	1089	975	1750	693	393	433	254	410	411	131	217	135	163	109	69	63	72	53	35	24	27	37	38	24	14	24	20	12	6	6	3	4	5	8	4	5	4	5	4	1	13	1	1	0	1	1	1	0	1	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north15_active	80	3236	1567	2904	486	505	1157	381	195	268	145	234	260	72	134	73	103	57	34	35	47	35	19	7	15	19	30	13	5	19	12	4	3	3	1	1	4	7	2	4	2	5	0	0	12	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6611	3025	4481	1077	933	1824	702	405	426	245	388	403	128	235	129	161	107	69	75	104	56	35	22	35	33	41	32	19	14	17	19	7	7	2	7	4	8	5	4	8	4	2	1	6	2	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north16_active	80	3230	1552	2892	474	494	1214	395	201	247	142	223	254	67	152	68	103	56	40	41	70	32	20	7	21	16	26	16	3	9	10	11	3	3	1	1	3	7	2	4	6	4	0	0	6	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
