label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79
0.03	north1_all	80	17795	7604	2398	2611	1155	1837	628	488	446	371	440	250	345	174	151	124	117	110	77	76	69	46	41	33	27	59	23	26	32	23	16	16	8	14	6	18	3	7	11	4	4	5	5	4	1	1	4	1	2	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
0.03	north1_active	80	11228	4745	1113	1534	525	1176	286	210	228	172	274	129	231	86	72	59	71	64	39	39	31	20	22	20	14	33	11	12	19	11	7	10	4	6	3	10	1	3	7	2	1	2	2	2	1	0	3	1	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
0.03	north2_all	80	17652	7588	2380	2675	1188	1810	614	527	434	352	429	257	347	171	156	125	109	127	82	76	63	47	28	34	26	69	20	20	31	22	14	16	9	13	5	8	5	6	8	2	3	6	6	7	2	1	4	1	3	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0
0.03	north2_active	80	11093	4686	1063	1597	565	1171	284	227	212	158	261	125	209	80	72	63	59	80	46	39	30	19	18	19	13	37	12	7	19	13	8	10	5	4	2	1	1	1	5	1	2	2	2	4	1	0	3	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north3_all	80	17575	7572	2393	2777	1193	1821	631	517	455	343	418	260	342	163	148	132	117	133	79	81	60	49	27	32	23	61	22	26	30	23	11	15	10	14	4	9	6	6	6	3	2	5	8	10	2	3	4	2	3	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	0	1	0	0	0
0.03	north3_active	80	11061	4705	1090	1681	573	1157	290	228	217	162	258	132	201	73	68	65	63	85	43	41	33	20	10	18	11	37	13	10	17	15	7	8	6	4	2	3	1	1	4	2	1	3	2	7	1	2	3	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north4_all	80	17663	7472	2413	2827	1181	1765	617	522	469	336	384	268	341	171	161	163	120	129	85	73	57	57	28	28	24	66	26	24	25	22	12	17	13	7	4	10	6	5	2	3	2	3	9	10	3	4	1	1	2	1	1	1	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	0	1	0	0	0
0.03	north4_active	80	11135	4692	1116	1705	564	1100	276	225	227	158	239	138	198	81	80	86	58	74	42	42	31	25	12	12	11	47	12	12	15	15	6	9	9	2	1	6	1	2	2	2	1	2	3	9	1	3	0	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north5_all	80	17617	7611	2380	2730	1196	1806	625	502	477	351	430	266	314	148	147	162	129	128	79	72	59	53	34	27	25	66	28	25	24	23	13	15	12	5	10	14	4	8	1	4	2	2	6	7	2	4	1	1	2	1	0	4	0	0	6	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	1	0	0	0
0.03	north5_active	80	11207	4843	1129	1676	563	1102	294	222	239	166	253	136	185	67	74	81	63	71	41	40	34	26	13	10	11	45	10	12	18	12	2	8	9	2	3	9	1	4	1	2	1	2	3	5	1	3	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
