label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north10_all	80	3987	2444	1077	695	572	395	344	1408	671	147	125	120	94	88	55	36	55	40	58	40	173	25	56	15	19	29	4	9	8	7	4	11	5	3	18	9	4	2	4	5	2	3	0	0	10	2	1	0	0	1	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	820	1570	350	161	206	149	126	1298	592	37	37	43	22	59	8	8	41	11	35	25	165	8	51	8	16	25	1	7	3	4	0	8	2	2	16	6	1	1	2	4	1	1	0	0	10	0	0	0	0	1	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4025	2484	1068	731	532	393	308	1206	661	178	129	107	87	117	54	53	73	32	42	36	109	26	86	19	21	16	6	13	3	11	8	8	4	3	29	18	5	0	3	0	0	2	0	0	0	1	6	0	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north11_active	80	808	1552	354	180	171	144	116	1143	585	51	45	42	21	77	11	15	50	7	22	29	97	11	78	5	17	10	3	9	2	7	2	5	0	1	28	15	2	0	2	0	0	1	0	0	0	1	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	3995	2404	1122	729	524	412	329	1260	645	159	138	106	92	114	49	56	67	26	45	40	132	21	86	24	22	18	14	15	7	6	7	6	3	3	24	21	5	2	5	1	0	1	0	1	0	1	8	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	819	1464	356	202	171	157	121	1202	581	43	41	41	23	74	8	13	48	7	26	34	122	9	82	8	16	11	4	13	5	2	1	4	1	2	23	18	2	0	3	0	0	1	0	1	0	1	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3897	2322	1146	735	501	414	320	1062	543	154	145	121	87	98	52	52	62	29	37	39	120	29	52	25	19	17	13	12	6	6	6	6	3	3	22	5	5	2	4	5	0	1	0	1	1	2	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	922	1300	320	213	131	146	111	988	472	34	42	37	19	58	12	11	44	10	24	30	111	9	47	7	13	10	1	10	4	2	1	2	1	2	22	3	3	0	1	4	0	1	0	1	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3954	2169	1152	732	495	414	323	828	432	160	147	105	83	82	57	51	52	36	31	36	99	22	36	21	23	16	14	14	10	8	4	8	2	1	22	4	2	3	4	5	0	2	0	1	1	1	2	1	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	1107	1119	289	223	114	131	92	732	355	41	35	37	19	43	12	8	33	10	18	26	91	5	28	10	12	10	2	11	5	5	1	2	1	1	22	3	2	1	1	4	0	0	0	1	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	4005	2053	1152	712	506	405	319	686	380	159	149	100	92	81	60	50	46	43	39	40	63	26	40	19	26	16	11	7	7	7	7	6	1	0	5	4	3	2	3	5	1	2	1	1	7	1	4	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
0.03	north15_active	80	1193	987	273	205	108	114	84	578	291	45	26	28	27	41	13	9	24	14	19	30	52	7	33	9	13	11	3	3	4	5	2	1	0	0	5	3	3	1	0	5	0	0	0	1	5	0	2	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	4056	2121	1128	711	515	408	305	770	417	177	142	103	90	77	61	49	56	43	49	32	93	24	63	21	26	24	9	9	9	8	7	9	1	2	4	4	5	2	0	5	3	5	1	0	7	1	9	1	0	2	0	0	3	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0
0.03	north16_active	80	1123	1131	307	181	129	126	82	661	337	53	24	36	27	42	11	8	26	12	25	24	83	8	59	8	13	22	3	6	5	6	3	4	0	1	4	2	2	1	0	5	2	3	0	0	5	0	7	0	0	2	0	0	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	4058	2284	1114	696	532	423	305	994	529	166	143	112	93	88	63	48	65	36	59	39	111	23	68	17	31	32	8	10	10	14	5	9	1	3	10	7	4	1	1	7	3	6	2	0	12	0	9	0	0	3	4	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_active	80	992	1345	340	173	171	153	97	909	453	48	28	42	27	58	12	7	38	10	34	30	100	8	65	4	21	26	2	4	7	12	3	5	0	1	10	6	1	0	0	7	2	3	0	0	9	0	7	0	0	3	4	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	4048	2489	1117	725	541	435	310	1163	581	161	129	130	89	84	60	49	58	36	64	39	104	21	88	23	27	52	6	10	13	17	5	8	2	4	14	10	5	0	2	6	2	4	2	0	12	0	8	0	0	3	4	0	4	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	850	1601	367	165	190	175	115	1086	513	42	32	44	23	60	12	12	37	9	39	29	96	5	85	6	21	45	1	4	9	16	1	5	0	1	14	8	1	0	1	6	2	3	0	0	11	0	7	0	0	3	4	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3986	2550	1102	763	525	433	355	1187	551	152	123	142	88	83	64	42	54	35	56	36	114	21	74	24	20	55	5	8	12	18	7	7	2	5	18	11	5	0	4	4	4	2	1	0	8	0	7	0	0	4	4	1	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	814	1604	383	188	194	173	126	1124	480	32	32	42	25	56	13	12	38	8	30	24	107	2	67	9	16	44	1	3	7	14	2	5	0	1	17	10	2	0	3	4	3	0	0	0	7	0	7	0	0	3	4	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3972	2536	1081	775	540	412	338	1114	525	159	111	121	91	91	65	40	57	41	40	38	131	24	81	26	15	57	4	9	11	15	8	4	2	5	11	7	5	2	3	5	3	1	0	0	23	0	0	2	1	2	6	1	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	820	1586	354	193	183	155	115	1045	450	39	33	33	28	66	14	11	39	12	22	27	125	5	73	13	12	50	1	3	6	9	1	3	0	1	10	6	3	0	3	3	1	0	0	0	23	0	0	1	1	1	4	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	4016	2404	1114	711	547	411	321	1156	607	157	125	96	96	103	66	48	63	28	36	43	168	27	128	24	21	24	12	11	7	16	4	8	5	7	16	9	1	1	3	0	1	0	2	0	2	1	4	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	842	1492	380	182	189	148	108	1071	520	35	49	49	16	60	18	13	33	5	23	38	163	7	123	10	16	20	2	7	6	16	0	6	3	3	15	8	0	0	2	0	0	0	1	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	3956	2426	1100	707	560	426	323	1130	666	156	124	121	89	110	70	54	71	30	39	37	156	23	120	29	21	17	13	16	8	20	4	4	4	8	12	11	1	1	3	1	1	0	2	0	2	1	4	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	803	1526	377	180	190	147	111	1047	571	37	48	59	16	70	18	15	44	7	27	33	152	7	114	11	17	13	3	7	7	18	1	2	2	3	11	10	0	0	2	1	0	0	0	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	3877	2435	1126	714	558	436	324	1209	628	139	124	136	102	103	83	52	81	34	44	28	152	24	106	29	27	19	16	15	8	17	4	5	5	7	10	11	1	0	1	1	2	2	2	0	1	1	8	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	809	1493	382	179	184	154	98	1135	545	38	45	63	20	68	18	14	50	8	26	21	149	9	99	11	19	13	3	7	7	13	1	2	3	3	9	10	0	0	1	1	0	1	0	0	1	1	7	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_all	80	3828	2350	1165	745	532	412	323	1155	612	144	142	118	94	112	81	58	70	34	46	41	117	24	118	23	34	24	13	14	10	14	6	3	5	2	10	12	1	0	1	1	2	2	1	0	3	0	7	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	784	1457	381	178	174	149	105	1082	531	33	51	52	19	70	13	15	42	9	24	29	112	8	113	7	25	17	3	5	4	8	1	1	3	1	9	11	1	0	1	1	0	1	0	0	3	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_all	80	3927	2303	1168	746	548	412	331	1070	516	146	139	114	90	101	70	49	61	38	44	47	94	27	104	17	34	29	9	12	10	10	5	4	5	4	2	5	2	4	3	0	1	2	0	0	3	0	7	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	862	1359	378	175	179	150	105	995	443	34	45	48	24	56	10	10	36	10	22	31	90	6	101	7	27	24	2	6	3	5	1	1	2	1	1	5	1	3	1	0	0	1	0	0	3	0	5	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_all	80	3879	2193	1145	763	544	398	335	881	417	154	138	93	82	96	67	54	54	44	43	47	81	25	88	15	26	32	9	6	11	7	6	7	4	4	4	5	3	4	4	1	0	2	0	1	4	0	1	1	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_active	80	915	1253	354	169	168	134	123	799	342	32	46	32	18	47	12	5	29	16	25	30	76	7	86	5	23	29	1	3	4	4	0	3	1	1	3	5	1	3	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south27_all	80	3913	2120	1134	766	561	391	365	753	365	140	148	108	90	101	65	51	51	45	36	35	84	17	75	14	21	29	12	11	11	7	9	7	5	6	4	6	2	5	4	2	1	1	0	1	6	1	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	995	1141	334	158	164	119	124	656	291	32	48	37	18	52	12	7	27	16	22	20	79	3	71	5	16	27	0	6	5	5	0	4	2	0	4	6	0	3	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	3866	2113	1150	770	575	397	367	821	377	147	132	106	96	108	77	58	50	45	35	29	114	14	51	18	17	24	12	14	10	16	11	7	5	5	6	9	2	4	2	2	1	2	0	2	4	1	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	947	1118	309	166	159	119	115	728	301	36	52	31	22	57	13	8	28	14	24	17	111	3	46	4	10	20	0	5	3	14	1	6	3	0	6	9	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_all	80	3879	2260	1135	782	539	398	353	961	463	151	134	120	93	115	69	59	50	48	35	24	164	16	73	22	24	26	16	14	11	25	12	6	3	4	6	21	3	4	1	1	1	4	1	1	3	1	0	2	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	south29_active	80	895	1254	326	185	161	121	104	870	387	34	58	39	23	64	15	13	30	11	23	15	160	3	65	8	13	24	1	3	4	23	1	6	2	0	6	21	1	1	0	0	0	3	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	south30_all	80	3874	2389	1119	743	552	395	327	1125	609	159	121	124	93	133	60	62	55	46	34	33	165	16	70	18	28	32	14	10	15	26	13	5	4	4	9	19	3	5	1	2	0	4	1	1	2	0	0	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_active	80	826	1419	330	194	164	129	94	1048	533	38	54	45	20	84	13	17	38	8	22	17	161	2	63	7	19	29	2	0	5	25	2	5	3	2	9	19	1	1	0	1	0	4	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_all	80	4027	2479	1118	718	482	410	290	1157	699	156	135	113	92	104	76	45	68	40	43	35	182	17	117	16	27	26	16	13	6	12	5	10	7	5	10	10	3	3	5	3	1	1	4	1	3	0	0	0	1	1	1	0	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	860	1543	372	178	151	162	100	1069	619	34	40	33	20	61	17	14	44	10	25	20	178	6	110	8	22	24	5	6	4	9	2	8	1	3	10	9	1	0	2	3	0	1	0	0	2	0	0	0	1	1	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3919	2470	1092	736	523	414	302	1319	613	151	129	118	79	114	78	45	58	36	45	32	187	21	107	12	29	21	14	14	8	10	4	8	5	2	14	15	3	2	5	4	3	1	2	1	4	0	4	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	814	1546	374	182	163	166	106	1234	529	32	39	44	17	75	19	16	39	11	24	18	178	7	102	5	25	18	4	7	3	7	2	7	0	1	14	14	0	0	2	3	1	1	0	0	4	0	4	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3950	2424	1076	777	550	416	298	1287	613	152	144	129	92	113	67	42	57	30	41	34	203	25	107	11	28	21	9	7	8	6	5	10	5	4	11	20	4	2	2	5	3	0	1	1	3	0	4	0	1	0	4	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_active	80	799	1502	366	201	167	173	108	1206	536	32	51	45	17	75	13	13	37	7	24	22	194	7	102	6	25	16	3	6	2	3	2	8	1	1	11	20	2	1	2	4	1	0	1	0	2	0	4	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3905	2389	1097	735	579	405	290	1205	592	156	138	113	85	113	62	55	55	30	38	37	131	23	83	11	34	17	8	8	11	7	6	5	3	3	22	20	4	3	3	5	4	0	1	1	8	1	6	0	1	1	3	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south34_active	80	818	1471	360	179	191	158	108	1138	519	35	48	40	11	81	19	8	37	6	20	26	124	6	73	6	30	12	2	6	5	3	3	3	2	1	21	20	2	1	2	4	2	0	1	0	7	0	6	0	1	1	3	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	4004	2380	1130	741	593	405	313	1197	581	155	153	111	92	106	59	58	49	31	36	42	122	21	92	18	32	19	10	9	5	9	8	2	5	6	28	10	3	3	2	5	3	1	1	0	8	1	6	2	1	2	3	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0
0.03	south35_active	80	854	1448	380	196	199	147	108	1131	519	39	56	41	15	78	15	4	30	10	23	30	114	7	78	7	28	16	1	6	3	6	3	1	2	3	26	10	2	1	1	4	2	1	1	0	7	0	6	2	1	1	3	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	3964	2359	1095	735	562	366	286	1157	610	156	149	103	80	110	59	56	48	33	37	52	104	15	69	26	39	19	11	11	10	14	7	2	6	5	24	4	1	2	3	3	3	1	0	0	10	1	4	2	4	2	3	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	861	1485	383	205	180	122	93	1097	550	38	55	33	13	82	17	4	26	9	25	38	95	5	57	11	36	17	1	7	6	11	1	2	2	4	22	4	1	0	1	3	3	1	0	0	9	0	4	2	4	1	3	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	3977	2374	1080	791	536	380	320	1215	578	150	135	104	74	109	62	55	48	31	36	51	148	17	85	22	33	26	11	12	15	15	7	1	5	6	39	9	0	2	2	1	2	1	0	1	4	0	4	2	4	1	0	1	3	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	832	1499	374	212	179	134	110	1149	513	38	51	36	16	80	21	7	28	8	19	36	137	7	76	8	32	23	1	8	11	10	1	1	2	5	37	9	0	0	0	1	2	1	0	1	4	0	4	2	4	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3901	2387	1051	813	527	382	337	1265	606	164	135	117	72	115	59	54	49	28	43	49	186	16	73	21	29	25	6	10	16	13	8	5	4	5	32	14	1	1	1	1	1	1	1	1	3	0	2	2	4	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	2	0	0
0.03	south38_active	80	818	1516	360	217	176	152	129	1203	540	37	51	44	16	79	19	8	32	8	20	39	177	5	70	9	29	21	0	6	10	8	2	4	2	4	31	14	0	0	0	1	1	1	0	1	3	0	2	2	4	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3975	2377	1025	791	539	412	347	1293	634	173	133	123	70	116	62	56	65	30	47	39	212	22	75	21	27	23	5	8	15	8	6	6	3	4	33	15	2	3	3	0	2	1	2	1	0	0	7	0	2	0	1	1	2	0	1	1	1	0	0	0	1	0	0	0	0	2	0	0
0.03	south39_active	80	807	1495	326	229	196	172	137	1226	567	35	46	49	18	75	22	11	48	8	21	30	204	7	74	9	25	20	2	4	11	3	2	5	1	2	33	15	0	0	0	0	1	1	0	1	0	0	7	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3957	2334	1066	773	523	424	343	1256	641	178	129	131	77	114	64	54	61	29	36	48	172	23	54	21	32	20	8	13	14	11	10	7	2	4	29	24	2	3	3	1	2	1	3	1	1	0	7	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0
0.03	south40_active	80	788	1456	349	212	193	173	125	1195	572	35	48	52	19	73	20	11	42	10	19	31	166	7	48	8	29	17	3	7	8	8	3	6	1	2	29	24	0	0	0	1	1	1	0	1	1	0	7	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
