label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	5729	5895	1234	1295	551	416	249	184	151	152	93	71	88	33	32	19	21	22	10	55	3	15	4	1	4	1	0	2	7	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2394	5015	376	962	110	234	50	93	77	107	60	46	73	10	6	7	13	16	4	53	3	14	1	0	2	0	0	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5748	5961	1245	1301	524	424	273	190	161	175	96	73	88	37	40	16	23	13	10	64	3	5	4	1	2	1	0	1	6	1	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0
0.03	north2_active	80	2350	5083	395	930	121	245	55	101	80	126	66	53	72	10	10	7	15	10	4	62	3	4	1	0	1	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north3_all	80	5654	5958	1294	1341	512	441	241	201	160	191	100	73	84	37	39	17	19	15	10	61	17	6	4	0	1	2	0	0	6	1	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north3_active	80	2302	5131	407	994	127	255	47	103	84	129	74	53	72	10	12	10	10	8	3	59	16	6	1	0	0	1	0	0	6	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north4_all	80	5595	5949	1284	1388	530	434	238	210	163	187	114	83	63	37	31	19	23	17	16	66	18	4	3	0	1	2	1	0	4	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0
0.03	north4_active	80	2211	5084	399	1053	137	251	57	102	77	124	84	59	54	9	10	14	15	9	5	63	17	4	0	0	0	1	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north5_all	80	5734	5892	1272	1447	513	431	220	221	159	190	125	89	61	39	29	20	17	20	16	34	20	4	1	4	1	3	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	2308	5053	391	1109	130	242	53	117	70	123	95	65	49	10	10	11	11	10	6	32	19	4	0	1	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5769	5920	1271	1446	537	416	233	236	148	163	134	78	69	34	27	23	19	22	19	63	21	5	1	5	3	4	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	2350	5037	386	1100	136	225	55	127	51	114	104	59	56	9	8	14	13	14	10	61	19	5	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5850	5920	1309	1371	516	424	234	228	163	151	136	73	67	37	33	31	14	23	17	58	41	11	0	6	3	4	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2348	5069	399	999	124	255	60	115	67	103	105	54	49	10	11	18	8	17	10	57	38	9	0	2	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5826	5981	1305	1337	514	407	265	224	158	147	141	68	68	36	30	30	14	25	11	39	47	15	1	6	6	5	0	2	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north8_active	80	2346	5137	407	973	119	255	63	113	76	94	103	48	50	10	7	20	8	19	6	37	44	13	0	3	2	3	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north9_all	80	5742	5925	1317	1335	503	441	270	201	172	163	140	61	72	40	33	36	12	20	10	34	46	14	3	4	5	2	2	1	0	5	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north9_active	80	2295	5107	418	989	110	263	65	95	89	110	108	39	50	11	7	19	6	17	6	30	44	11	2	2	2	1	0	0	0	5	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north10_all	80	5816	5855	1302	1340	551	451	277	189	166	171	138	65	67	37	29	28	9	17	9	36	27	10	4	5	5	2	3	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north10_active	80	2300	5009	405	992	135	258	73	89	84	113	103	44	49	10	4	14	3	13	3	31	25	7	2	1	2	1	0	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north11_all	80	5746	5602	1301	1350	543	458	245	195	147	151	129	84	80	38	15	24	14	14	8	21	18	13	3	6	6	2	2	1	1	1	2	1	0	0	1	0	0	7	0	0	0	0	0	0	0	0
0.03	north11_active	80	2326	4711	401	1017	129	257	57	102	73	114	89	56	53	11	5	17	12	10	4	20	15	12	2	4	4	0	0	0	1	0	1	1	0	0	1	0	0	7	0	0	0	0	0	0	0	0
0.03	north12_all	80	5712	5516	1302	1298	534	479	245	192	147	160	121	89	84	33	18	25	15	15	9	17	13	12	3	7	6	2	1	1	1	1	2	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0
0.03	north12_active	80	2354	4642	414	965	128	268	62	107	73	111	84	52	61	10	7	18	10	10	5	16	10	12	1	4	3	0	0	0	1	0	1	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0
0.03	north13_all	80	5733	5546	1312	1307	512	423	249	208	153	166	117	89	79	33	25	22	17	14	9	25	14	12	2	5	5	1	1	1	1	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north13_active	80	2333	4696	427	975	131	239	62	114	77	111	82	54	58	10	6	13	8	11	6	24	12	11	1	3	2	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north14_all	80	5804	5800	1295	1275	518	408	259	215	144	170	120	80	80	34	28	26	22	17	8	22	18	9	2	2	5	0	0	1	4	1	0	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0
0.03	north14_active	80	2360	4937	417	962	134	231	63	117	71	111	86	46	63	12	7	15	9	15	5	22	16	7	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
0.03	north15_all	80	5790	5785	1284	1340	527	390	266	233	157	176	108	71	73	32	31	21	29	22	10	27	21	6	3	1	4	0	2	1	4	0	0	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0
0.03	north15_active	80	2320	4936	415	1023	139	224	66	134	76	128	73	43	57	10	7	12	15	20	5	25	19	4	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
0.03	north16_all	80	5792	5768	1289	1357	537	415	245	218	154	173	104	67	78	33	29	18	30	27	14	19	20	5	3	1	6	2	2	1	10	0	0	3	0	0	0	0	1	0	1	1	1	0	0	0	0	1
0.03	north16_active	80	2326	4928	389	1022	132	253	68	131	73	128	70	40	57	12	7	10	18	23	8	17	19	3	0	0	3	0	1	0	10	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1
0.03	north17_all	80	5765	5774	1262	1396	530	450	232	224	156	189	104	76	90	33	29	23	23	25	17	30	20	4	3	2	4	2	2	0	7	0	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0.03	north17_active	80	2361	4916	399	1059	137	278	56	140	73	136	71	47	68	11	8	13	16	22	8	28	18	3	0	0	3	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north18_all	80	5669	5836	1258	1414	549	484	231	211	151	169	109	85	90	41	17	21	20	24	17	23	13	11	4	3	5	2	1	0	7	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	2370	4984	412	1049	137	294	54	128	61	117	76	52	70	12	4	9	18	19	13	23	10	9	1	0	4	0	0	0	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north19_all	80	5669	5970	1298	1356	547	488	246	206	160	171	105	78	84	40	18	22	14	17	15	25	11	19	4	3	5	0	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2377	5138	431	987	131	281	58	122	66	117	80	50	65	13	5	9	12	14	9	25	7	16	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5720	6001	1226	1341	542	458	248	207	169	166	104	70	83	36	15	20	13	15	13	24	11	19	6	3	5	0	0	1	6	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2351	5172	378	969	132	256	60	117	73	112	82	47	62	12	3	7	10	12	10	24	8	15	1	0	3	0	0	0	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5696	5068	1293	1263	534	397	239	217	147	156	101	84	49	46	31	31	20	13	18	23	22	6	6	2	5	0	0	1	5	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_active	80	2059	4101	356	913	136	223	52	113	63	100	59	47	37	15	4	17	12	7	11	19	21	2	1	2	5	0	0	0	4	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south22_all	80	5756	5573	1280	1293	556	413	234	223	158	152	92	94	69	44	26	34	21	19	17	36	15	8	7	1	8	1	1	0	5	0	1	0	0	1	3	0	0	6	0	0	0	0	0	1	0	0
0.03	south22_active	80	2184	4653	374	951	138	233	55	119	75	97	56	54	53	16	7	20	14	8	12	31	13	6	3	1	7	0	1	0	4	0	1	0	0	1	3	0	0	6	0	0	0	0	0	1	0	0
0.03	south23_all	80	5803	5975	1266	1312	563	422	243	232	158	155	90	100	83	38	29	25	19	20	14	44	12	10	7	0	7	1	1	0	4	0	1	0	0	2	2	0	0	6	0	0	0	0	0	1	0	0
0.03	south23_active	80	2343	5061	371	973	138	248	61	123	75	101	53	64	63	14	7	16	13	11	11	43	10	9	3	0	6	0	1	0	3	0	1	0	0	2	2	0	0	6	0	0	0	0	0	1	0	0
0.03	south24_all	80	5723	5904	1292	1340	565	426	262	214	152	161	80	77	87	34	30	28	22	21	18	55	13	12	6	2	5	3	2	1	7	0	1	0	0	2	2	0	0	6	0	0	0	0	1	1	0	0
0.03	south24_active	80	2317	5006	381	987	136	253	71	124	79	105	56	48	62	10	7	19	15	10	14	54	12	11	3	0	4	0	2	0	6	0	1	0	0	2	2	0	0	6	0	0	0	0	1	1	0	0
0.03	south25_all	80	5729	5871	1272	1345	541	415	281	218	138	156	88	66	72	41	26	29	24	23	17	43	13	14	5	3	3	2	2	1	7	0	0	1	0	1	1	0	0	6	0	0	0	0	1	0	0	0
0.03	south25_active	80	2339	4995	378	1001	122	237	76	123	73	105	64	41	49	11	6	16	14	13	9	42	10	13	3	0	3	0	2	0	6	0	0	1	0	1	1	0	0	6	0	0	0	0	1	0	0	0
0.03	south26_all	80	5682	5699	1279	1356	544	445	277	215	143	143	93	71	81	46	29	33	21	23	21	33	21	7	4	5	3	3	1	3	4	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_active	80	2261	4863	373	1019	119	255	72	117	77	103	63	42	52	13	6	19	12	15	14	30	19	6	2	0	3	1	1	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_all	80	5644	5774	1251	1344	529	443	262	221	153	140	131	74	97	40	23	47	23	25	21	25	22	7	4	6	1	3	0	3	3	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	2233	4956	368	1023	109	236	64	122	75	109	95	47	72	12	6	31	15	17	14	22	20	7	2	1	1	1	0	1	2	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	5642	5659	1260	1288	532	442	234	215	168	134	145	70	112	38	30	42	22	22	25	18	14	7	4	4	1	2	0	2	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	2236	4853	385	975	119	238	52	122	85	98	107	47	88	13	9	28	13	15	17	13	14	6	1	1	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_all	80	5624	5732	1230	1315	534	421	238	223	163	145	138	71	108	37	29	34	17	19	29	27	11	10	5	2	2	1	0	2	3	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
0.03	south29_active	80	2226	4943	392	989	117	231	51	133	83	102	104	45	92	11	8	25	11	11	18	24	11	7	1	1	0	0	0	1	3	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south30_all	80	5603	5781	1219	1286	526	444	229	241	164	145	105	76	90	34	31	28	21	15	18	48	14	9	5	1	4	1	1	1	3	3	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	south30_active	80	2233	4999	403	935	120	254	53	146	84	105	81	47	75	8	7	20	12	8	8	41	12	4	0	1	2	0	1	0	3	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south31_all	80	5688	5966	1269	1308	508	471	249	225	127	145	131	84	50	35	18	16	22	14	13	24	12	14	6	2	2	0	0	2	9	1	0	0	0	0	1	0	0	5	0	0	1	0	0	0	1	0
0.03	south31_active	80	2374	5085	389	947	125	281	55	131	72	94	86	47	34	12	5	6	14	9	6	21	10	14	3	0	0	0	0	0	9	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
0.03	south32_all	80	5763	6053	1265	1306	511	476	257	209	142	148	129	93	58	39	19	18	22	21	15	34	14	22	8	3	3	1	1	3	4	1	0	0	0	0	1	0	0	5	0	0	1	0	0	0	0	0
0.03	south32_active	80	2398	5173	384	967	121	281	54	121	69	104	86	62	40	15	4	9	14	13	8	32	12	22	3	1	0	1	1	0	4	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
0.03	south33_all	80	5705	5906	1271	1262	504	460	264	213	132	146	129	86	65	34	20	21	18	23	16	34	18	16	8	1	5	1	1	3	4	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0
0.03	south33_active	80	2329	5065	397	936	128	265	53	118	63	97	91	57	49	14	5	9	13	15	8	33	18	15	3	1	4	1	1	0	4	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_all	80	5790	5909	1227	1254	477	462	240	201	139	174	137	80	72	34	22	21	13	24	13	32	18	14	3	1	12	1	1	3	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2327	5057	368	926	122	256	53	114	64	127	97	53	56	12	6	12	8	17	6	31	17	13	1	1	9	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	5808	5843	1278	1249	491	458	252	196	157	183	136	67	77	27	23	26	13	18	11	25	18	7	2	1	11	1	2	1	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2350	4933	380	902	132	254	64	110	75	134	98	44	57	6	5	16	10	12	6	25	17	6	1	1	9	0	2	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	5801	5823	1297	1283	480	467	250	196	163	192	122	62	83	26	24	25	12	20	15	25	17	7	1	0	8	1	1	2	4	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_active	80	2327	4888	375	931	127	264	69	115	75	144	88	40	57	5	6	14	8	16	6	25	15	7	1	0	5	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	5708	5754	1279	1289	507	463	248	205	172	182	127	71	79	31	22	22	17	15	13	18	21	4	4	0	3	1	1	1	8	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south37_active	80	2292	4834	380	919	131	261	66	117	81	140	95	48	54	10	5	12	9	11	4	18	17	4	2	0	1	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	5521	5776	1256	1288	495	480	236	203	163	167	122	76	79	30	23	16	13	15	18	17	18	5	3	0	5	2	1	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south38_active	80	2219	4928	386	910	127	268	57	118	80	131	90	47	59	12	6	7	5	8	8	16	15	5	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	5601	5892	1240	1321	508	452	241	225	169	150	111	83	90	33	20	21	22	12	16	25	29	9	3	2	6	1	1	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south39_active	80	2255	4998	367	944	129	249	52	131	85	116	78	49	68	11	7	10	7	5	9	24	26	8	1	1	2	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	5666	5969	1266	1310	525	423	256	211	167	152	100	81	80	35	25	21	20	13	17	27	24	13	2	3	5	1	2	2	9	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south40_active	80	2331	5065	386	929	136	237	54	127	88	105	69	44	60	12	9	6	6	6	9	25	24	12	0	1	2	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
