label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	north1_all	80	3752	5068	1153	494	313	215	179	268	142	68	112	30	60	66	15	27	8	8	6	5	3	1	2	2	2	1	2	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north1_active	80	1834	3314	629	229	137	106	92	165	83	37	61	16	40	45	4	18	5	7	2	3	3	1	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_all	80	3715	5069	1180	500	323	213	169	266	147	71	111	30	66	70	23	27	7	11	5	5	6	0	3	1	4	1	1	2	1	1	0	1	0	0	0	0	0	0	1	0	1	0
0.03	north2_active	80	1834	3276	657	243	145	104	80	165	89	35	56	17	40	48	10	18	2	9	2	2	4	0	1	0	3	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_all	80	3780	5000	1203	482	343	225	170	271	131	63	125	30	49	67	31	26	11	7	7	6	8	1	4	1	4	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0
0.03	north3_active	80	1906	3308	670	239	163	116	85	162	73	32	70	18	28	40	15	14	4	5	3	3	5	1	1	0	3	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north4_all	80	3746	5005	1169	456	353	229	187	273	136	62	115	41	61	60	30	30	13	7	8	8	7	1	3	3	3	2	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0
0.03	north4_active	80	1870	3361	677	237	169	112	100	169	78	35	71	24	40	34	14	17	4	4	5	5	3	1	2	3	2	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	3705	5029	1127	481	343	265	188	282	135	64	109	51	68	64	24	32	14	6	10	6	7	3	4	3	3	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_active	80	1812	3420	660	243	156	120	103	173	75	36	69	23	49	38	13	18	6	2	4	4	4	2	3	3	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_all	80	3668	5106	1117	499	340	263	192	276	132	64	84	50	75	66	19	27	13	5	8	5	7	4	4	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1756	3457	648	244	154	115	102	180	74	29	60	19	56	39	8	19	6	1	3	4	4	2	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3715	5118	1117	533	334	243	174	303	133	71	72	52	64	74	24	31	12	6	5	6	6	6	3	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1796	3465	619	239	149	108	85	213	72	31	50	16	45	45	10	23	7	2	1	4	3	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3828	5063	1137	563	347	229	176	286	138	65	84	45	78	76	26	23	13	6	5	6	6	6	2	3	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_active	80	1872	3423	631	258	162	96	90	210	72	27	51	16	52	43	14	15	9	3	2	4	3	2	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_all	80	3822	4987	1159	570	344	205	190	285	155	57	92	39	92	71	28	25	14	7	4	6	7	6	0	3	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_active	80	1880	3386	657	254	158	92	99	209	81	29	55	21	60	44	18	18	9	3	3	4	3	4	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_all	80	3834	5015	1164	546	351	211	188	246	144	77	98	40	113	55	29	35	11	8	5	6	7	4	1	4	4	0	2	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1
0.03	north10_active	80	1877	3399	670	258	161	104	98	167	70	42	58	23	78	31	23	27	6	3	4	4	2	3	0	3	2	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1
0.03	north11_all	80	3599	5054	1114	501	338	217	180	264	115	76	108	43	90	55	19	31	10	12	10	9	7	3	3	7	6	0	0	3	4	0	1	0	0	0	1	1	0	0	4	1	0	0
0.03	north11_active	80	1743	3358	624	224	161	114	93	166	61	32	72	19	61	35	16	15	4	6	7	4	4	1	1	6	1	0	0	3	4	0	0	0	0	0	0	0	0	0	3	0	0	0
0.03	north12_all	80	3629	5020	1144	514	332	211	188	280	140	80	96	44	67	51	19	26	10	12	6	8	7	3	4	6	6	2	0	3	4	0	2	0	0	0	1	1	0	0	1	1	0	0
0.03	north12_active	80	1762	3331	669	238	159	105	104	177	80	37	62	19	46	32	15	14	4	6	3	4	5	0	2	5	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3704	4839	1126	526	332	206	186	259	145	69	99	45	69	46	18	18	12	8	6	5	5	2	6	7	4	3	1	3	0	0	2	0	0	0	1	1	0	0	1	0	0	0
0.03	north13_active	80	1790	3219	635	256	157	99	98	171	82	34	68	20	50	31	15	10	6	4	3	2	4	0	4	4	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3648	4663	1093	527	333	214	184	277	141	72	90	40	59	49	17	23	12	8	9	4	6	3	6	9	4	3	1	1	1	0	2	3	1	0	0	0	1	0	2	0	0	0
0.03	north14_active	80	1785	3119	619	247	159	105	92	190	85	41	59	17	41	33	14	13	6	4	6	2	5	0	4	6	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3699	4614	1080	522	311	233	183	283	133	69	89	47	69	55	14	30	9	10	10	7	4	2	5	8	3	3	1	1	1	0	0	3	1	0	0	0	1	0	1	0	0	0
0.03	north15_active	80	1796	3085	604	240	139	115	90	190	83	41	56	21	48	37	10	19	4	5	6	5	1	0	3	4	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3653	4661	1102	507	323	241	176	278	113	62	90	58	75	55	13	41	9	12	11	7	3	2	4	7	2	2	1	1	1	0	0	4	1	0	0	0	1	0	1	0	0	0
0.03	north16_active	80	1781	3030	638	230	146	116	93	182	68	35	60	34	56	37	8	29	4	5	7	5	1	0	2	5	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3669	4769	1102	503	317	248	182	292	131	70	80	53	82	59	21	51	7	12	8	8	3	1	3	7	2	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	1782	3084	621	227	138	114	103	184	72	40	50	32	61	41	12	36	2	6	4	5	1	1	2	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3598	4794	1164	469	327	247	175	306	131	71	90	64	83	54	18	57	10	9	5	10	2	1	2	3	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1749	3121	643	212	156	105	95	203	76	39	55	44	60	39	10	40	4	5	3	5	1	1	2	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3631	5044	1166	462	327	243	201	287	147	74	90	57	71	48	20	46	10	7	1	9	2	3	1	4	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1757	3351	639	215	157	115	113	193	88	42	52	41	53	33	13	30	6	3	1	4	2	3	1	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3718	5033	1122	480	343	247	210	284	153	68	92	49	75	48	22	37	9	8	3	11	2	2	1	4	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1799	3304	622	223	158	115	112	198	95	39	55	31	54	33	11	24	6	3	2	5	2	2	1	3	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3537	1928	1584	580	947	318	156	270	130	121	49	35	34	19	81	12	18	40	26	7	4	2	4	4	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	2	0
0.03	south21_active	80	1760	1039	987	312	614	182	72	164	71	72	24	18	19	9	66	6	12	26	20	5	2	1	1	3	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south22_all	80	3500	1867	1444	597	860	292	157	255	121	112	49	41	33	19	55	11	14	27	21	6	6	2	4	8	2	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0
0.03	south22_active	80	1713	991	876	327	553	159	69	153	57	63	26	21	20	11	41	3	10	14	13	4	3	1	1	5	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south23_all	80	3454	1748	1319	621	789	264	158	264	115	93	41	41	39	19	49	14	12	17	14	13	5	4	3	6	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	1643	920	775	339	511	139	65	163	49	51	22	19	28	14	28	7	6	9	8	9	2	0	1	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
