label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	37338	22999	9447	6806	3453	2503	1929	1318	1937	1494	562	737	326	279	204	208	115	82	92	78	108	48	38	43	22	27	13	8	8	2	8	2	4	4	1	1	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0
0.03	north1_active	80	8486	15640	4486	4042	812	606	792	403	1597	1221	149	576	116	144	58	145	32	21	41	52	97	21	27	39	12	13	1	3	5	0	7	1	1	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	37191	22394	9304	6783	3468	2525	1879	1290	1841	1445	566	700	314	260	212	234	114	87	85	65	139	33	57	47	27	26	11	9	5	2	5	2	6	6	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0
0.03	north2_active	80	8576	14884	4259	3923	844	581	724	367	1497	1178	150	543	110	126	59	167	31	21	40	46	126	16	43	41	14	13	2	3	1	0	5	0	1	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	37140	22290	9416	6808	3487	2517	1869	1249	1859	1332	584	674	315	291	212	239	108	91	71	74	139	26	58	59	25	48	9	11	7	4	6	4	5	4	1	2	0	0	2	1	0	0	1	1	0	0	1	0	0	0	0
0.03	north3_active	80	8565	14813	4274	3929	854	601	720	369	1483	1073	153	524	107	148	69	168	28	24	32	56	123	12	43	52	15	32	2	3	3	1	6	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	36888	21953	9366	6699	3561	2512	1862	1272	1821	1451	574	716	332	302	206	232	106	97	71	87	136	33	62	59	27	42	10	13	18	4	8	6	5	4	1	2	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0
0.03	north4_active	80	8527	14615	4235	3866	924	551	712	391	1450	1176	142	538	129	170	67	162	26	23	31	70	120	11	41	51	15	30	3	4	11	1	7	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north5_all	80	36931	21784	9557	6702	3536	2516	1861	1238	1811	1596	567	721	334	319	213	219	112	91	68	87	110	36	48	51	24	35	8	15	19	5	8	7	6	5	1	2	0	0	2	2	0	1	3	1	0	0	0	0	0	0	0
0.03	north5_active	80	8585	14535	4420	3870	901	533	733	366	1454	1301	138	519	130	185	75	147	23	24	24	69	93	12	30	42	14	25	2	4	13	2	5	2	2	2	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0
0.03	north6_all	80	36920	22134	9550	6776	3547	2488	1853	1294	1850	1655	593	716	359	317	212	196	127	76	76	109	126	36	52	69	25	38	11	14	18	5	10	3	3	4	3	2	1	0	2	2	0	2	3	0	0	0	0	0	0	0	0
0.03	north6_active	80	8515	15028	4484	4057	866	550	762	396	1527	1363	172	519	136	175	77	132	25	17	30	89	110	10	32	58	13	28	3	5	12	1	7	1	1	1	2	0	1	0	1	2	0	1	3	0	0	0	0	0	0	0	0
0.03	north7_all	80	36859	23211	9802	7213	3555	2523	1892	1338	1979	1785	601	700	330	310	190	219	128	82	93	111	100	41	46	64	29	15	9	10	9	5	5	3	3	5	3	2	3	1	1	2	0	2	2	0	0	0	0	0	0	0	0
0.03	north7_active	80	8091	16402	4892	4477	797	655	834	411	1670	1531	194	525	129	166	64	164	28	21	41	91	86	19	30	55	14	8	1	4	7	1	3	1	1	1	2	0	3	0	1	2	0	1	2	0	0	0	0	0	0	0	0
0.03	north8_all	80	36881	24593	9978	7514	3568	2513	1961	1379	2098	1852	594	793	365	317	191	235	122	95	99	131	129	35	43	61	30	19	10	7	9	9	18	4	2	4	4	3	3	1	1	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	7671	18015	5192	4877	768	740	927	443	1810	1616	205	636	138	166	68	182	33	23	56	107	112	19	25	54	18	15	2	2	7	3	17	2	1	0	3	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	36821	26032	10250	7730	3565	2532	1988	1384	2164	1964	599	848	355	310	192	250	110	103	108	122	97	40	35	57	29	20	9	10	11	8	20	6	2	2	2	3	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	7409	19690	5547	5158	739	796	966	478	1891	1742	207	711	162	165	64	202	32	31	72	102	84	23	19	54	18	16	2	1	8	3	19	2	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	36769	26186	10334	7611	3567	2482	1955	1339	2271	1908	563	875	351	307	183	257	104	101	95	121	128	42	40	35	18	24	14	15	11	10	31	5	2	4	2	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	7461	19796	5539	5039	744	749	908	469	1990	1679	189	741	161	180	56	205	32	33	65	99	112	25	23	28	14	18	4	2	7	4	28	2	1	2	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	36757	22188	9580	7003	3529	2503	1832	1340	1754	1517	531	667	323	256	206	214	114	86	105	108	115	54	46	68	25	15	10	12	8	6	8	2	2	2	5	1	3	2	0	2	1	1	0	0	1	0	0	0	0	1	0
0.03	north11_active	80	8641	14972	4457	4049	865	578	727	381	1447	1270	130	490	110	129	62	139	26	23	57	84	97	24	31	60	18	12	2	2	6	0	5	1	1	0	3	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north12_all	80	36904	22412	9578	7008	3503	2456	1885	1354	1805	1463	528	653	336	267	195	235	114	87	105	91	110	55	40	59	23	21	12	12	10	6	7	0	5	6	5	1	4	2	0	1	0	2	1	0	1	0	0	0	0	0	0
0.03	north12_active	80	8673	15071	4354	4049	856	564	723	364	1439	1218	130	481	126	134	65	154	24	23	51	73	87	31	27	51	15	15	2	3	5	1	6	0	4	0	3	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north13_all	80	36884	22328	9631	6934	3525	2456	1893	1299	1787	1455	556	628	341	261	188	221	124	89	110	83	97	44	53	34	23	25	9	12	11	6	6	0	5	6	1	2	4	1	0	0	0	1	1	0	1	0	0	2	0	0	0
