label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51
0.03	north1_all	80	49250	15610	16462	5706	3629	2669	2348	1825	1003	791	709	425	304	272	164	266	118	95	78	162	59	77	31	27	32	17	7	25	12	11	4	15	3	3	2	6	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	30821	4583	13027	2224	1286	1083	1425	1177	431	357	450	98	54	120	36	219	26	50	26	146	18	68	8	13	30	9	4	24	3	10	1	11	3	0	0	6	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	49798	15656	16921	5719	3725	2635	2320	1811	1043	816	720	429	320	254	181	266	117	100	84	165	57	81	30	26	29	25	8	29	8	14	6	10	2	2	1	8	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	31617	4820	13639	2228	1377	1087	1431	1181	446	388	452	102	54	111	43	209	22	57	32	151	20	74	9	11	27	16	5	27	3	12	1	7	2	0	0	8	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_all	80	49900	15586	17134	5662	3745	2555	2281	1771	1080	819	722	432	313	253	193	222	106	98	76	153	55	105	22	30	30	22	11	41	6	14	7	10	2	0	2	6	2	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	31709	4771	13892	2278	1366	1007	1431	1170	463	403	434	94	59	116	42	164	19	52	30	139	24	97	5	12	29	18	7	38	1	11	2	8	2	0	1	6	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_all	80	50463	15422	17269	5628	3805	2483	2323	1664	1080	830	745	428	314	255	192	253	115	108	86	100	47	86	20	27	34	26	14	25	5	5	3	9	3	3	1	6	2	0	1	1	3	0	1	0	0	1	1	0	0	0	0	0
0.03	north4_active	80	32066	4720	14083	2278	1422	978	1475	1094	437	434	473	91	61	114	42	196	23	56	29	84	21	79	4	14	31	20	6	22	1	2	1	8	3	0	1	6	2	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0
0.03	north5_all	80	50852	15387	16932	5650	3780	2495	2347	1656	1072	812	748	431	299	265	195	284	129	121	79	126	44	74	24	25	31	28	11	27	6	2	5	6	4	3	1	6	3	0	1	4	3	0	0	0	1	1	0	0	0	0	0	0
0.03	north5_active	80	32480	4589	13776	2295	1360	996	1499	1067	432	425	468	91	54	138	42	221	32	62	26	109	23	64	6	13	27	22	4	24	2	0	3	6	4	0	1	6	1	0	0	4	3	0	0	0	1	1	0	0	0	0	0	0
0.03	north6_all	80	51261	15543	16950	5716	3712	2556	2383	1718	1070	824	726	423	300	276	189	290	116	115	77	152	42	54	24	19	37	31	10	38	9	4	7	5	5	3	0	3	5	1	0	4	3	0	1	0	1	1	0	0	0	0	0	0
0.03	north6_active	80	32877	4597	13761	2324	1346	1041	1510	1118	423	422	464	88	53	135	37	235	29	61	25	133	21	44	5	9	33	22	4	36	3	1	3	3	4	0	0	3	1	1	0	4	3	0	0	0	1	1	0	0	0	0	0	0
0.03	north7_all	80	50921	15602	17013	5669	3647	2607	2372	1735	1007	864	729	440	316	276	169	307	123	113	74	158	41	59	32	20	40	33	11	27	11	4	7	5	4	2	2	1	5	1	0	3	3	0	1	0	2	1	0	0	0	0	0	0
0.03	north7_active	80	32576	4612	13954	2285	1308	1084	1495	1107	400	431	462	95	63	130	37	248	38	58	21	138	19	50	7	13	37	24	5	26	3	1	3	3	3	0	1	1	0	1	0	3	3	0	0	0	1	1	0	0	0	0	0	0
0.03	north8_all	80	50508	15724	17449	5618	3605	2694	2381	1762	1028	825	739	401	305	266	174	329	107	101	71	169	49	64	34	18	32	26	10	36	13	5	7	2	5	2	2	2	3	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	32259	4704	14381	2356	1301	1121	1493	1123	418	398	489	91	64	119	42	280	33	51	19	151	23	53	7	10	30	19	5	34	1	1	2	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	50336	15590	17242	5588	3641	2741	2388	1720	984	804	766	423	297	276	183	284	117	111	69	132	51	67	33	17	30	19	13	44	10	6	5	4	4	2	4	2	1	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	31978	4738	14254	2312	1335	1123	1507	1079	386	400	490	97	63	120	42	243	28	56	16	110	21	57	5	10	24	15	6	41	1	0	1	3	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	50079	15679	17176	5653	3653	2712	2319	1727	1036	795	771	438	309	273	191	269	125	114	64	142	41	71	29	14	30	15	16	37	11	8	4	3	4	3	3	2	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	31773	4713	14126	2357	1361	1104	1481	1089	444	416	487	102	55	121	44	221	25	52	16	123	19	55	5	8	24	10	6	35	1	4	0	3	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	50031	15636	17530	5752	3754	2602	2480	1828	1041	855	695	421	346	275	196	269	124	116	55	155	53	68	33	26	45	26	15	29	9	8	5	18	4	4	4	1	2	0	0	1	0	4	1	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	31775	4618	14361	2334	1438	1087	1557	1201	437	460	421	120	75	139	44	230	20	69	16	131	22	56	9	9	38	15	3	27	2	4	0	16	4	1	3	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	49616	15622	17263	5587	3714	2548	2397	1799	1019	820	686	428	332	276	197	272	129	105	50	154	39	58	27	31	45	27	10	32	8	12	4	21	3	2	6	1	3	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	31174	4508	14080	2191	1379	1087	1509	1171	415	439	400	111	70	135	40	230	21	56	14	134	15	49	7	13	35	17	3	29	2	8	0	20	3	1	3	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	49166	15638	16692	5569	3777	2552	2280	1757	1060	805	695	427	337	277	205	305	129	103	57	147	37	45	21	33	33	32	8	17	8	12	5	20	3	1	3	1	2	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	30331	4392	13530	2124	1376	1056	1405	1113	441	405	400	99	70	145	45	241	24	57	20	126	12	36	6	15	25	22	1	15	3	9	0	18	3	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	49084	15485	16480	5623	3744	2593	2224	1709	1097	782	703	410	316	282	199	331	119	104	62	166	47	45	20	35	38	30	8	16	10	12	6	15	2	1	3	0	2	3	0	4	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north14_active	80	30249	4411	13323	2135	1330	1053	1348	1057	442	377	425	93	62	138	42	272	26	56	17	142	17	32	4	21	29	24	1	13	4	9	2	13	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
