label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north1_all	80	45011	21625	17804	6440	5458	2500	2291	1813	1254	1217	857	830	268	424	182	256	82	143	201	129	131	35	29	31	25	17	12	14	8	8	5	4	3	2	4	4	0	1	1	3	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	24828	12596	11417	3579	3182	1254	1285	1061	696	754	512	463	123	258	85	153	38	82	147	73	90	19	14	11	13	8	5	6	5	2	4	1	0	1	3	1	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	44804	21583	17449	6365	5387	2567	2240	1814	1266	1248	884	824	276	393	176	247	86	132	211	142	109	42	35	31	25	20	15	13	8	10	7	3	2	1	3	3	1	1	1	3	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	24828	12479	11033	3484	3137	1265	1286	1055	722	781	513	483	126	238	86	145	36	73	125	85	70	24	15	14	13	9	6	4	4	2	6	1	0	0	2	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	44429	21670	17559	6476	5304	2561	2257	1747	1254	1326	864	841	261	372	159	240	87	129	225	146	97	38	34	30	26	15	12	9	10	9	8	3	2	0	2	2	1	1	1	1	1	0	1	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	24468	12560	11027	3541	3145	1270	1295	1001	733	841	526	514	129	213	75	127	37	72	117	96	66	20	14	16	13	6	6	2	4	3	7	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	44444	21886	17451	6507	5379	2561	2255	1700	1267	1421	849	843	267	394	167	261	90	124	207	135	60	39	25	26	29	11	6	21	9	8	9	3	3	2	3	1	2	1	0	2	1	2	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	24480	12673	10978	3533	3207	1263	1295	954	733	913	508	551	126	233	76	151	42	73	98	77	46	24	7	17	16	5	3	13	3	3	9	2	1	1	1	1	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	44408	21920	17508	6496	5473	2499	2244	1672	1343	1424	869	852	272	410	181	258	98	133	191	111	88	39	22	34	19	13	8	20	9	5	6	3	3	3	4	2	1	2	0	1	1	2	0	0	1	0	2	3	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	24164	12716	11089	3532	3292	1247	1265	921	766	896	526	543	133	235	84	154	50	78	117	59	64	22	9	23	10	8	6	16	5	2	6	3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	44586	22180	17689	6348	5557	2450	2219	1736	1325	1365	880	847	300	423	175	237	100	115	173	105	108	32	18	34	17	17	7	26	8	3	6	3	3	4	3	4	2	2	0	1	2	2	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	24380	12890	11233	3424	3277	1223	1232	982	762	836	547	541	156	252	81	145	50	64	108	54	77	18	9	20	10	12	4	19	6	1	5	3	1	1	1	2	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	44376	21907	17419	6271	5412	2439	2196	1778	1295	1260	879	820	291	377	166	211	118	112	152	96	118	36	18	27	12	18	8	23	8	5	8	4	2	3	3	6	1	1	2	0	1	1	0	1	10	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	24105	12780	11026	3391	3164	1205	1229	990	729	771	576	508	151	211	78	130	56	62	96	58	77	18	9	17	7	12	4	16	6	3	5	2	0	0	1	4	0	1	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	43540	21127	16662	6197	5235	2380	2133	1711	1195	1269	827	782	280	357	144	228	117	94	136	100	109	26	24	27	12	18	8	14	7	5	4	5	1	1	3	8	1	1	2	0	1	0	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	23552	12221	10438	3313	3054	1138	1165	981	647	785	536	458	147	211	67	134	58	50	81	70	69	12	9	18	5	11	2	7	4	4	1	2	0	0	2	5	0	1	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	42327	20455	15987	6205	5075	2370	2190	1648	1176	1272	831	744	257	357	151	226	118	97	163	100	80	29	30	23	12	24	14	18	7	8	4	4	2	1	1	5	0	1	2	0	2	0	1	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	22620	11711	9913	3281	2948	1130	1170	941	634	792	525	429	123	209	68	137	58	45	94	72	48	16	8	14	4	13	4	12	4	5	2	1	0	1	1	4	0	1	1	0	1	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	41286	19907	15464	6193	4773	2368	2103	1588	1202	1178	825	697	275	342	148	244	113	102	170	98	84	37	28	21	16	23	13	16	6	8	3	5	1	2	2	3	0	3	1	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	21728	11279	9570	3198	2679	1120	1114	882	661	720	487	400	136	206	68	135	58	54	104	68	59	18	9	11	6	11	4	10	3	5	1	2	0	2	2	2	0	3	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	44734	21912	17471	6364	5385	2442	2252	1829	1262	1321	984	913	257	414	173	213	106	121	104	92	103	33	29	40	18	10	9	16	13	11	15	2	2	1	3	3	1	1	1	1	1	3	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
0.03	north11_active	80	24238	12756	10776	3437	3210	1178	1243	1049	744	843	566	570	126	238	82	108	62	69	69	45	67	14	15	30	8	4	3	8	9	5	14	2	1	0	3	2	1	1	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	44989	21975	17752	6355	5437	2433	2171	1804	1259	1314	937	873	269	435	175	235	100	144	144	117	100	41	23	38	17	18	15	15	11	7	14	4	1	1	5	1	1	2	1	0	1	3	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north12_active	80	24485	12768	11029	3445	3211	1189	1217	1010	737	830	534	523	127	253	81	128	56	79	102	58	65	18	11	26	6	8	7	9	11	3	14	4	0	0	4	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	45424	22043	17579	6435	5421	2455	2129	1829	1334	1307	893	826	269	458	186	248	98	146	172	128	100	38	20	51	19	19	18	10	10	6	11	6	2	4	3	1	1	4	0	2	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
0.03	north13_active	80	24803	12733	11076	3521	3175	1174	1202	1017	787	812	509	510	139	266	81	150	49	75	117	62	53	16	9	27	8	10	8	2	9	3	9	6	0	3	2	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	45244	22023	17633	6470	5425	2463	2195	1823	1344	1301	895	795	267	446	180	269	94	136	168	134	98	37	23	51	18	20	16	8	10	7	6	8	4	6	2	0	2	3	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	24803	12769	11138	3505	3159	1206	1231	1045	757	796	527	487	139	268	76	161	44	73	111	67	50	17	11	27	9	10	6	4	7	3	3	8	1	3	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	45075	22059	17734	6633	5223	2481	2269	1887	1382	1292	875	765	268	445	172	237	90	130	157	122	103	41	22	40	21	17	17	22	11	2	7	6	3	8	2	0	3	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	24629	12760	11206	3622	3059	1202	1260	1134	799	795	528	485	130	275	75	143	42	80	93	58	49	22	8	19	8	8	8	5	7	1	3	6	1	3	2	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	44970	21997	17570	6598	5300	2477	2330	1843	1353	1349	864	805	302	424	195	232	93	132	152	131	87	36	27	23	16	20	13	23	12	3	10	7	3	8	4	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	24654	12694	11040	3586	3097	1203	1346	1072	778	857	529	506	143	264	99	136	45	79	98	72	60	18	12	13	4	8	6	6	4	2	4	4	1	3	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	44229	21496	17230	6484	5120	2521	2309	1824	1385	1307	847	764	303	404	188	222	114	135	148	128	75	36	31	22	22	20	11	33	7	3	11	4	2	3	4	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	24055	12400	10798	3536	3011	1225	1323	1077	814	800	520	479	129	245	94	133	50	77	98	66	51	17	13	14	5	9	6	19	2	2	2	1	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	43136	20935	16784	6291	5054	2408	2279	1717	1303	1290	847	767	313	397	173	217	119	138	173	131	60	30	36	15	20	16	10	36	13	4	10	6	1	4	4	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	23107	11968	10572	3373	2967	1179	1318	996	749	789	518	485	146	228	88	121	53	72	102	65	42	13	13	10	3	6	6	20	6	2	3	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	42047	20174	16092	6165	4863	2363	2197	1694	1256	1208	793	764	281	357	164	209	108	123	158	116	62	34	29	15	16	12	7	24	9	4	8	6	3	3	2	2	3	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	22291	11429	10115	3341	2801	1154	1221	991	707	736	456	502	127	209	73	101	46	56	100	63	42	16	9	8	4	6	3	17	5	2	3	2	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	41430	19689	15470	6137	4785	2270	2158	1619	1228	1110	757	752	283	341	159	225	99	115	150	119	85	37	27	19	10	11	9	15	9	6	7	7	4	5	2	0	4	4	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	21841	11082	9563	3287	2776	1088	1162	911	682	667	432	504	129	197	66	111	51	57	90	57	50	20	9	13	4	3	4	6	5	3	3	3	1	1	1	0	2	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	44811	21940	17669	6601	5461	2354	2291	1777	1272	1240	841	880	255	431	200	238	108	143	155	166	101	35	22	20	17	12	19	30	9	3	7	4	1	1	4	0	1	6	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	24398	12820	11271	3645	3230	1184	1302	1036	726	729	526	581	115	235	88	154	51	78	97	105	56	18	11	11	8	6	14	26	6	1	7	2	1	1	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	44407	21602	17612	6533	5441	2357	2305	1765	1243	1239	847	877	277	451	198	222	107	138	174	134	99	34	25	27	14	10	13	21	10	4	9	5	1	1	6	0	2	3	1	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_active	80	24176	12541	11032	3526	3255	1179	1307	1004	714	757	537	595	124	244	82	143	46	71	122	93	60	16	8	13	9	5	7	13	7	2	7	3	0	1	6	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
