label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55
0.03	north1_all	80	61362	16590	7639	4702	6652	4173	3326	2435	863	944	756	377	449	312	220	211	149	115	59	64	63	49	41	38	12	14	12	10	8	7	6	2	1	3	4	3	1	3	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	37222	8575	3422	2136	4304	2512	2056	1547	405	492	443	177	273	172	129	110	88	58	24	32	46	29	25	22	4	4	7	5	2	1	2	2	0	3	3	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	64583	17108	7564	4858	6828	4341	3390	2597	894	955	836	381	502	316	217	204	137	123	62	62	78	45	37	38	19	14	14	7	8	5	7	6	3	3	4	2	2	5	2	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	39757	8952	3376	2261	4395	2648	2102	1616	424	496	495	179	325	162	128	110	86	72	26	28	54	27	24	19	7	5	5	3	2	1	3	6	1	3	3	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	67647	17699	7560	4983	7046	4433	3452	2697	902	972	847	385	550	344	243	204	117	131	80	76	94	34	44	38	25	19	13	9	7	6	8	7	3	4	3	3	2	6	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	41980	9398	3373	2307	4471	2731	2164	1675	438	505	512	169	370	172	156	121	69	73	33	48	62	16	30	23	11	8	5	5	2	3	3	6	1	3	3	2	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	67686	17699	7561	5036	7242	4516	3451	2673	870	970	874	379	496	356	273	233	140	133	78	74	93	30	39	30	24	25	14	8	5	5	5	13	2	2	0	4	2	4	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	41856	9361	3344	2344	4557	2754	2174	1659	416	531	527	160	316	190	174	143	85	80	31	46	58	17	25	18	10	12	8	4	2	3	2	11	1	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	67949	17958	7614	5026	7495	4494	3488	2699	890	1017	901	380	465	316	330	224	150	133	77	72	81	30	33	29	22	21	14	8	5	5	3	12	2	4	0	2	3	4	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	41772	9470	3384	2354	4680	2692	2174	1685	423	591	534	160	280	170	208	141	91	70	33	48	50	15	20	16	11	11	11	3	2	4	1	9	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
