label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94
0.03	north1_all	80	7619	2693	2068	2138	887	684	777	768	727	791	217	449	187	370	644	179	119	101	112	69	101	64	127	42	90	24	64	64	46	31	32	17	14	7	10	12	15	12	7	8	15	4	5	8	5	3	3	1	29	16	3	3	3	4	0	1	0	4	0	1	3	0	1	3	0	3	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north1_active	80	4666	729	1167	1709	207	271	539	590	600	690	97	368	81	312	606	119	80	41	74	33	78	26	112	13	70	3	59	53	39	30	28	6	3	1	7	2	12	4	3	4	14	3	2	8	4	1	2	0	29	15	3	0	3	2	0	1	0	4	0	1	3	0	1	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_all	80	7662	2698	2132	2040	861	694	792	761	732	809	207	489	190	352	590	152	135	101	119	63	105	66	119	44	99	30	61	41	53	33	26	16	14	7	10	16	8	8	10	10	12	6	5	10	5	2	6	2	25	16	1	2	3	2	0	2	0	5	0	1	0	0	3	7	0	3	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	4681	721	1187	1609	219	268	555	588	595	701	85	414	84	299	560	103	95	43	88	30	71	27	100	13	83	7	55	34	43	29	19	9	4	2	5	4	7	2	4	3	9	4	2	10	4	1	3	0	25	16	1	0	3	0	0	1	0	4	0	0	0	0	2	7	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	7503	2674	2135	2189	882	692	817	761	788	766	231	503	183	385	633	126	141	102	115	62	94	43	101	39	100	31	58	50	52	31	31	16	18	6	9	20	7	10	9	9	23	3	6	12	2	1	5	5	7	18	2	1	1	2	0	3	0	3	0	1	0	0	2	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
0.03	north3_active	80	4588	733	1214	1733	222	273	584	588	627	672	80	425	85	336	600	81	106	44	86	29	67	16	81	11	88	9	52	44	43	27	22	10	6	2	5	6	5	3	4	3	20	2	2	12	1	1	2	2	7	17	2	0	0	1	0	0	0	2	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_all	80	7611	2683	2097	2200	870	722	803	754	791	765	235	524	171	396	614	136	135	96	115	56	101	50	83	31	107	33	55	58	66	27	28	15	18	8	7	18	10	11	8	12	26	3	5	16	3	2	6	5	9	7	4	1	1	1	0	3	0	3	1	1	0	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
0.03	north4_active	80	4637	737	1211	1731	225	278	573	594	635	680	78	438	79	348	583	95	99	44	91	29	67	22	66	12	97	7	48	51	55	23	18	8	11	1	2	7	8	4	3	6	23	2	1	15	0	0	3	2	9	6	4	0	0	1	0	0	0	1	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_all	80	7594	2659	2049	2258	855	682	783	748	784	792	233	481	174	405	611	173	127	96	108	55	103	55	78	29	105	30	58	58	61	24	36	15	17	7	10	15	15	9	6	11	29	1	3	18	6	4	4	6	2	2	4	1	1	3	1	3	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	1
0.03	north5_active	80	4624	718	1195	1783	219	279	550	584	648	711	83	409	84	353	577	124	89	42	82	32	63	27	65	13	95	5	51	50	55	23	30	4	10	0	3	7	13	3	2	8	26	0	1	17	1	0	3	3	2	1	4	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	7601	2734	2083	2262	856	687	804	779	773	840	237	509	168	412	632	186	127	97	110	62	109	61	84	28	91	29	55	60	56	23	38	15	16	11	16	9	13	9	9	8	23	2	2	17	9	5	3	2	10	1	5	2	1	4	1	0	2	3	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north6_active	80	4632	760	1176	1796	216	259	563	600	630	751	90	428	79	355	596	133	89	47	82	35	71	34	75	15	81	3	47	54	48	23	32	4	11	3	7	4	12	5	4	7	20	1	1	15	4	0	3	1	10	0	5	1	0	3	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	7529	2750	2099	2244	845	673	821	824	735	841	253	506	173	401	550	178	115	89	106	80	92	58	79	35	89	28	53	59	57	31	37	14	16	18	17	12	14	10	11	7	19	6	3	12	9	4	1	3	9	4	1	2	1	4	1	0	6	3	2	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	4659	802	1199	1769	210	266	589	638	606	732	95	423	89	344	516	121	82	44	71	40	54	33	72	18	78	3	43	54	51	30	30	6	8	4	10	3	13	4	4	4	16	4	1	11	5	1	1	1	8	3	1	1	1	3	1	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	7496	2709	2047	2262	832	724	816	808	729	831	258	523	190	403	655	140	138	84	104	84	77	52	90	39	81	30	67	46	60	51	29	13	20	18	17	11	10	10	14	3	16	9	2	10	7	4	2	2	12	4	1	4	2	2	0	0	6	2	1	1	0	0	3	0	2	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	4636	797	1146	1809	199	292	597	617	591	704	96	425	94	348	621	77	102	42	66	46	42	24	85	19	69	4	48	41	52	49	22	4	12	5	11	1	8	4	6	1	14	5	0	9	4	1	1	0	11	3	1	1	2	2	0	0	6	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	7470	2671	2074	2199	849	726	801	781	795	755	263	501	179	426	704	151	133	77	101	82	77	40	101	41	95	35	72	36	67	76	25	9	19	20	14	11	17	9	11	6	17	9	3	7	4	3	4	3	19	5	0	3	2	4	0	1	8	0	1	1	0	0	3	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	4619	793	1186	1763	198	303	568	604	675	632	101	413	92	372	675	97	91	35	62	42	46	15	90	21	83	4	56	32	61	72	17	4	11	4	8	1	13	2	4	3	14	4	2	7	2	1	3	1	18	4	0	0	2	3	0	1	7	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	7335	2679	1995	2200	801	715	797	786	782	742	257	486	192	456	687	161	136	78	102	74	86	45	83	38	91	32	78	40	70	81	25	12	13	14	12	11	15	4	9	9	17	6	4	10	6	3	6	3	15	6	0	2	3	4	1	2	6	0	1	1	1	0	5	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	4511	767	1126	1777	185	305	560	606	678	638	103	406	82	403	655	113	91	30	61	40	57	19	73	22	83	3	63	34	65	76	19	2	7	4	6	2	11	1	4	3	11	3	2	10	2	1	4	1	14	6	0	0	1	3	0	1	5	0	1	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	7471	2662	1987	2183	830	679	782	748	734	818	242	498	212	380	589	150	143	100	120	99	66	45	95	33	83	35	49	77	62	39	20	16	16	12	12	6	10	10	7	8	22	5	7	16	3	5	2	3	29	2	1	4	0	0	1	4	1	1	1	0	0	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	4531	770	1159	1712	196	278	537	564	614	715	99	435	105	331	547	107	98	43	87	55	42	24	84	12	72	12	42	70	56	32	15	6	8	4	5	1	7	3	2	4	20	3	1	13	0	1	2	0	28	0	0	1	0	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	7538	2699	2028	2191	817	662	783	759	740	887	243	484	205	373	624	152	138	102	117	85	87	46	88	38	85	30	40	70	76	53	26	16	17	10	15	4	12	14	8	9	8	11	7	15	4	7	3	3	25	2	1	5	0	0	0	2	2	2	5	1	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	4574	772	1175	1696	184	264	548	577	618	783	98	429	100	320	584	108	99	40	89	40	55	23	75	15	77	10	31	61	69	48	16	4	9	2	5	1	7	4	4	6	6	8	1	13	0	3	3	1	24	0	0	2	0	0	0	1	1	2	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	7589	2735	2093	2181	847	660	770	765	707	933	245	480	202	432	575	148	117	98	108	81	74	45	77	38	97	25	50	82	102	58	28	17	16	14	15	5	9	12	3	12	7	12	9	10	3	6	3	2	12	3	2	5	1	1	0	2	2	2	5	1	2	1	3	4	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
0.03	north13_active	80	4619	799	1230	1689	182	263	547	585	587	833	98	422	89	372	537	113	82	39	80	43	45	21	59	19	85	8	41	71	94	52	20	3	10	2	7	0	5	5	3	7	5	9	0	9	1	3	3	2	12	1	1	2	0	1	0	1	1	2	5	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
0.03	north14_all	80	7690	2729	2124	2143	820	662	775	739	676	859	239	497	190	433	564	136	121	101	89	63	75	49	87	46	79	25	57	80	101	64	47	18	11	12	18	6	6	12	3	13	17	7	7	11	9	3	10	2	14	6	2	2	1	2	1	4	5	2	6	1	2	1	1	4	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	4691	836	1226	1669	175	247	564	579	562	771	96	419	82	369	527	98	83	42	52	35	43	24	65	20	65	9	47	67	92	58	38	6	8	1	7	1	2	5	2	10	14	6	1	10	6	2	9	2	14	4	2	2	0	1	0	2	5	1	5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
0.03	north15_all	80	7681	2686	2150	2167	835	681	801	745	682	847	223	482	184	429	508	160	117	102	99	74	80	51	92	49	82	30	56	85	89	55	37	17	13	15	18	11	5	11	3	10	20	1	8	9	9	2	11	3	15	6	3	2	2	5	2	3	4	2	7	0	2	1	1	4	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
0.03	north15_active	80	4678	824	1234	1727	196	272	584	582	545	770	91	402	81	357	470	107	81	42	53	48	46	27	68	19	68	9	48	72	80	49	34	6	7	1	9	2	3	4	1	7	17	1	2	8	6	1	10	2	15	6	3	2	0	3	0	1	4	1	5	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_all	80	7650	2657	2147	2213	833	640	796	752	731	801	220	497	188	371	496	149	131	98	101	68	87	53	88	45	65	32	48	75	104	38	38	17	16	15	16	13	4	14	5	5	30	0	7	9	12	3	10	1	13	9	3	3	1	6	3	2	9	1	3	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north16_active	80	4626	795	1237	1736	202	246	569	591	579	724	90	407	88	303	467	97	94	42	55	47	47	28	68	14	50	11	37	65	92	35	34	9	9	3	8	3	1	4	1	4	27	0	2	8	10	1	9	0	13	9	2	2	0	4	0	1	8	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	7602	2660	2092	2203	833	652	767	763	770	759	241	485	194	348	486	161	136	89	114	69	76	53	91	44	78	34	45	68	90	38	42	16	16	13	13	10	5	13	8	2	25	1	5	7	7	5	7	2	9	7	2	3	1	6	3	1	5	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
0.03	north17_active	80	4668	790	1178	1704	205	262	541	598	614	681	88	397	95	280	456	107	98	39	64	44	48	23	76	16	57	14	35	57	77	32	37	7	9	3	6	2	1	3	3	1	24	1	1	4	6	3	7	0	9	7	1	2	0	4	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7624	2702	2082	2242	852	683	719	790	804	810	264	499	202	362	546	158	107	87	108	61	82	56	103	42	76	37	60	45	98	47	44	10	16	12	12	9	10	9	8	4	18	5	3	6	7	6	3	2	17	12	3	3	1	11	1	1	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	2	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north18_active	80	4730	772	1195	1721	208	259	499	616	661	718	91	413	97	298	513	114	84	40	71	40	49	25	91	17	56	16	42	36	86	40	36	4	11	4	5	2	5	2	3	2	18	2	0	3	6	4	3	0	16	12	1	2	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	7501	2648	2038	2306	843	705	784	817	745	787	263	496	198	356	564	159	119	87	104	70	80	55	100	37	76	36	77	37	63	51	48	14	17	15	10	6	12	6	8	5	30	7	1	9	7	7	3	1	15	11	5	3	0	10	1	2	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north19_active	80	4675	739	1148	1777	201	296	555	621	613	680	88	417	95	296	527	113	85	41	72	38	50	23	89	17	57	15	61	30	55	44	40	4	12	5	1	3	6	2	3	3	27	2	0	7	5	4	3	0	14	11	3	3	0	10	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	7520	2649	2060	2243	863	726	832	749	731	764	266	517	205	332	553	162	114	98	103	94	94	61	91	42	85	32	69	43	52	37	42	13	18	15	9	10	13	3	4	5	19	7	1	7	7	5	3	1	22	10	7	4	0	9	1	2	0	2	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	4644	722	1193	1734	198	309	607	576	601	660	93	442	98	281	503	113	72	40	76	49	66	25	79	19	69	13	52	34	47	31	31	4	14	5	1	2	9	0	2	4	16	1	0	5	4	3	3	0	21	9	4	3	0	9	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6724	2547	1858	1705	829	666	612	558	517	541	241	373	179	299	304	115	114	74	106	77	63	58	82	42	56	29	36	42	50	27	29	17	13	8	5	7	10	10	4	8	10	2	2	5	3	5	4	4	1	5	1	0	0	0	0	2	1	0	0	2	3	0	4	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	3470	543	937	1206	212	210	382	365	350	422	78	297	67	243	260	68	68	33	58	37	39	21	55	15	42	4	26	31	39	20	26	4	3	1	2	1	5	2	3	4	9	1	1	2	1	0	1	0	1	4	1	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6838	2564	1850	1744	826	658	638	549	549	576	213	396	178	334	368	110	131	79	104	68	71	69	72	42	76	24	53	49	51	38	35	14	16	10	8	6	8	11	7	8	9	2	6	4	1	2	5	5	12	3	2	0	0	1	0	2	1	0	0	2	2	0	4	0	2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
