label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189
0.03	north16_all	80	2711	1229	666	1611	395	368	658	462	478	250	183	168	134	86	242	136	80	128	61	173	73	123	31	104	50	51	58	46	99	38	34	24	43	26	28	11	14	29	47	33	39	25	14	13	16	9	17	9	10	21	9	11	15	10	23	4	7	5	6	6	3	10	12	5	8	2	24	2	7	4	5	13	3	6	5	7	2	5	1	0	5	3	1	1	3	3	4	1	3	0	3	1	1	1	2	1	0	4	2	1	0	2	3	0	1	0	2	0	0	1	1	0	2	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_active	80	1421	634	332	1059	203	202	418	289	294	136	99	85	72	45	138	91	44	82	29	106	37	88	15	72	32	27	32	24	62	19	16	13	32	20	17	7	8	15	37	21	27	11	7	7	3	4	8	4	6	14	4	7	8	4	18	1	4	3	2	3	2	10	7	2	3	1	22	1	7	1	1	9	2	3	2	3	2	2	0	0	5	3	1	1	1	2	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	2	0	1	0	2	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_all	80	2723	1240	704	1695	392	366	606	472	488	238	171	167	123	90	274	132	93	148	56	166	67	105	38	131	62	56	57	45	99	31	39	23	43	27	33	13	20	25	44	36	36	25	16	20	13	10	14	11	8	19	12	15	28	9	17	4	8	4	6	5	9	6	12	4	7	6	25	1	18	8	5	12	3	1	3	5	13	5	2	0	3	4	1	1	3	2	4	2	5	0	3	1	1	2	2	2	0	8	2	1	0	2	4	1	1	0	3	0	0	1	1	4	1	0	0	0	1	2	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1444	625	362	1136	193	192	377	293	310	141	93	83	74	47	170	82	59	93	26	108	29	77	17	90	38	30	29	27	59	16	19	14	29	21	22	8	14	12	35	25	26	16	8	11	3	5	6	5	3	11	3	9	21	4	14	1	4	3	3	3	5	5	5	2	3	2	24	1	14	6	2	8	2	0	1	3	1	2	0	0	3	3	1	1	1	2	1	1	1	0	0	1	0	2	1	2	0	2	0	1	0	0	2	0	1	0	2	0	0	0	1	4	0	0	0	0	1	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2662	1244	686	1686	386	375	581	468	496	234	171	165	132	101	261	162	88	131	53	189	76	121	51	112	68	54	64	47	80	32	39	24	35	34	47	17	20	25	38	41	30	21	16	21	10	12	14	12	5	10	13	12	31	4	13	7	10	4	5	6	9	12	16	3	6	5	19	2	14	9	4	12	3	2	3	2	13	6	1	1	2	2	3	2	2	2	3	2	4	1	2	1	2	1	2	3	0	6	2	1	0	2	6	3	2	0	1	0	0	0	1	4	2	0	0	0	1	1	0	2	0	1	0	3	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1413	625	354	1137	187	204	363	297	318	137	91	87	73	53	171	104	48	69	30	142	36	88	22	64	40	29	34	28	44	15	18	16	22	25	30	6	13	12	25	31	22	14	7	12	2	6	7	5	3	6	4	8	22	1	11	4	5	2	2	4	4	6	8	2	4	1	19	2	8	6	3	10	3	0	1	2	1	4	0	1	2	1	3	0	1	2	1	0	1	0	0	1	1	1	0	3	0	2	0	1	0	0	3	0	1	0	0	0	0	0	0	4	1	0	0	0	1	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2647	1208	693	1660	396	378	559	414	504	211	175	168	144	102	248	141	96	133	53	187	86	105	51	129	71	49	62	57	67	28	34	25	40	38	55	19	27	18	37	46	23	25	15	20	14	13	11	9	8	8	13	15	37	4	14	8	11	6	6	4	11	15	13	3	7	8	20	2	17	9	3	6	3	7	4	3	14	4	1	2	2	1	2	2	1	1	1	2	3	2	2	0	3	4	1	3	0	4	0	0	0	1	6	3	1	0	1	0	2	0	1	4	2	0	0	0	1	1	0	2	0	1	0	3	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1392	630	362	1049	189	200	363	267	324	133	89	87	91	54	158	91	50	70	34	137	42	72	22	76	40	28	41	36	43	13	14	16	22	23	37	9	13	8	23	40	14	14	8	9	4	6	7	2	3	5	5	11	25	3	9	5	7	2	1	3	4	6	5	2	5	2	17	2	9	5	2	6	3	4	2	2	2	3	0	1	2	0	2	0	1	1	1	0	0	0	0	0	1	1	0	3	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	4	1	0	0	0	1	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2652	1247	676	1590	375	391	587	403	488	206	193	174	142	95	256	153	80	123	61	164	73	107	54	117	60	49	67	57	59	39	26	26	37	38	42	21	20	28	39	59	22	21	16	20	16	14	14	8	7	16	12	14	41	8	18	9	12	9	6	3	5	18	9	4	6	7	11	5	14	3	3	3	3	12	3	4	6	2	1	3	1	3	2	3	0	3	1	1	4	3	3	0	3	3	1	3	3	0	0	1	0	1	3	2	1	0	0	1	2	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1410	670	365	1001	177	219	394	246	310	121	102	92	85	46	177	98	39	79	34	118	38	78	26	77	29	29	45	33	40	26	14	12	19	21	23	7	5	13	26	52	14	8	8	7	4	7	8	1	3	10	7	9	28	5	13	5	7	4	1	3	0	10	6	3	5	2	7	3	3	0	1	3	2	6	1	3	3	2	0	1	1	1	2	0	0	1	1	0	1	0	2	0	1	0	0	3	1	0	0	1	0	1	1	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2508	1181	669	1316	372	356	447	378	411	195	137	154	128	87	222	117	85	136	70	124	67	122	54	114	46	40	51	44	68	38	19	21	17	23	39	21	18	31	25	30	45	23	18	17	8	14	15	7	9	16	14	6	5	9	24	5	7	8	7	5	4	3	16	6	6	2	12	5	2	8	2	11	6	5	4	3	1	3	2	2	4	3	0	5	1	7	3	4	2	1	2	1	0	2	1	0	0	7	3	0	1	1	1	4	2	0	1	1	0	0	0	0	1	1	0	1	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	1	2	0	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1274	593	322	832	162	174	272	234	256	105	68	84	73	36	155	63	41	80	36	70	33	77	27	81	25	24	34	23	41	23	10	4	12	12	18	13	9	20	15	19	29	11	9	12	2	9	5	5	6	7	9	3	3	6	20	1	4	5	3	3	3	2	12	5	5	1	3	3	2	6	2	6	3	5	1	2	1	0	0	0	4	2	0	4	0	5	2	3	1	0	0	1	0	2	0	0	0	5	2	0	1	1	1	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2585	1244	687	1472	386	345	550	428	423	193	147	152	136	85	250	111	82	150	66	150	67	131	47	114	57	52	61	40	78	37	25	22	20	19	41	22	19	25	26	27	54	24	16	22	9	14	15	10	13	23	14	7	15	9	21	7	7	9	5	4	6	18	19	8	9	2	4	6	4	12	2	5	3	5	3	4	9	2	0	1	6	2	3	4	1	9	3	2	2	1	2	0	0	2	1	3	0	7	4	0	1	1	0	4	1	0	1	1	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1338	638	340	960	168	168	336	270	268	105	74	86	78	37	169	60	40	86	34	90	35	87	22	79	33	29	40	20	57	20	13	3	16	8	18	15	10	14	17	17	34	10	8	16	4	6	7	8	8	11	8	3	13	6	16	3	5	5	2	1	3	14	16	5	8	0	2	5	3	6	2	4	3	4	0	2	8	0	0	0	6	1	2	3	0	6	2	1	1	0	0	0	0	2	0	3	0	5	2	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2618	1281	668	1600	395	366	614	454	491	211	177	156	144	90	261	121	84	152	55	186	51	151	44	120	59	52	68	41	73	42	24	19	20	28	26	21	20	18	34	32	41	26	14	24	7	12	13	9	16	18	14	7	25	10	17	6	8	8	4	10	5	20	14	12	7	3	3	7	3	10	2	7	3	5	3	5	9	3	1	1	3	3	3	4	1	7	1	2	2	2	3	0	1	2	1	3	0	3	3	0	1	3	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1395	660	339	1032	174	181	393	284	311	118	94	94	87	42	185	66	41	102	29	107	22	90	19	82	38	27	44	25	59	20	14	5	13	13	15	14	11	8	26	20	27	14	7	17	4	4	4	7	11	9	9	5	21	6	13	3	5	3	1	4	2	15	13	6	6	1	1	6	2	4	2	4	3	3	1	3	8	0	1	1	3	1	2	3	0	6	1	1	1	1	0	0	1	2	0	3	0	3	1	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2630	1266	668	1649	387	352	652	449	472	232	198	151	156	96	249	119	75	127	58	173	63	136	47	117	62	45	60	45	82	46	31	21	30	27	26	20	22	16	45	39	31	26	9	23	8	12	17	9	14	17	10	9	28	10	10	12	8	9	5	11	5	24	14	10	7	4	2	6	9	11	1	7	3	6	3	6	15	2	2	2	3	2	3	2	1	4	1	2	2	2	1	0	2	2	1	3	0	2	3	0	1	5	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1422	658	326	1075	192	180	427	273	317	131	101	85	95	41	168	68	33	89	30	115	29	76	17	83	41	19	37	18	61	23	18	9	20	11	15	11	12	7	35	26	22	16	5	19	5	2	7	7	8	9	7	6	25	6	5	7	6	4	1	6	1	19	13	3	6	3	1	5	6	5	1	2	3	4	1	2	13	0	2	1	2	1	2	1	0	3	0	1	1	1	0	0	1	2	0	3	0	0	1	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2664	1246	669	1649	393	363	630	435	511	234	202	150	155	99	225	159	79	143	59	173	62	119	44	107	48	39	56	49	84	38	29	21	37	29	26	16	18	16	47	50	20	23	11	23	11	12	14	6	16	11	8	11	26	10	10	9	7	7	4	15	4	12	3	10	11	6	6	2	8	8	1	7	3	3	2	6	13	1	3	3	2	3	1	2	1	6	1	1	0	2	1	0	2	0	2	1	0	2	1	0	0	4	0	0	3	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	3	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1467	659	324	1073	198	184	418	257	335	136	107	74	88	41	149	93	35	103	27	103	30	64	15	69	30	17	31	21	58	18	17	10	24	12	17	5	7	10	35	37	16	16	4	17	6	2	6	3	10	1	7	7	22	6	8	5	3	3	1	9	1	10	2	4	9	6	5	1	6	4	0	1	3	2	2	2	11	0	3	1	1	1	0	1	1	6	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	4	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2705	1219	650	1578	366	349	620	446	509	243	183	148	170	103	230	166	74	142	59	152	63	96	45	105	48	49	63	52	84	36	31	22	39	29	26	15	23	19	44	49	21	28	14	24	9	10	14	6	13	8	6	11	43	10	7	9	9	7	6	12	3	7	6	9	6	10	7	2	7	7	1	10	4	6	1	5	15	1	3	3	3	4	2	2	1	8	1	1	1	1	2	0	1	0	2	1	0	5	0	0	0	2	0	0	3	0	2	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south26_active	80	1487	654	289	1029	188	177	412	267	352	139	92	71	91	40	124	97	34	100	32	90	33	49	14	67	28	23	41	21	58	16	16	14	24	12	19	4	12	10	28	36	15	18	5	16	3	3	6	3	5	1	4	7	25	5	5	6	4	4	1	9	0	6	4	6	5	9	6	0	5	3	0	3	4	5	1	2	13	1	3	1	2	2	0	1	1	4	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	2	0	1	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2732	1262	662	1601	392	350	602	448	485	207	192	143	160	96	209	149	73	161	60	150	68	101	39	92	47	48	58	59	105	32	26	23	42	22	32	17	22	24	48	41	20	37	14	31	14	10	11	7	13	16	5	9	53	7	7	6	10	8	9	13	3	5	6	7	4	8	11	1	11	7	2	19	6	7	2	4	15	1	2	1	2	3	3	3	2	8	1	2	1	0	3	1	1	1	1	2	0	4	1	0	0	0	0	0	1	0	2	0	0	0	2	3	0	7	0	0	1	1	0	0	0	0	1	0	2	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south27_active	80	1486	687	324	1011	193	188	404	261	337	121	97	71	89	43	110	84	38	109	28	97	34	57	13	52	28	27	39	26	70	15	12	15	27	8	20	6	12	16	32	28	14	26	4	18	7	4	8	3	6	6	3	7	20	2	6	4	2	3	2	7	0	5	4	7	3	7	10	0	10	3	0	13	4	6	1	1	10	1	1	0	2	2	0	2	2	4	0	2	0	0	2	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	3	0	7	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2734	1226	652	1691	373	357	631	461	482	211	203	163	160	96	249	135	68	160	51	152	69	104	33	99	56	46	62	44	96	40	24	22	41	21	36	19	19	21	36	39	23	33	16	28	18	9	12	6	13	15	7	8	53	6	5	3	11	4	10	12	4	10	12	8	1	6	18	1	9	4	2	19	4	7	1	3	6	2	1	0	4	4	3	3	1	6	1	6	2	0	3	2	2	1	0	5	0	3	1	0	1	0	0	0	0	0	2	0	0	0	2	4	0	7	0	0	1	1	0	0	0	0	1	0	5	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south28_active	80	1453	655	319	1076	173	201	433	295	332	116	109	95	92	42	139	71	36	107	25	105	34	67	14	55	31	26	41	22	67	21	10	10	26	9	22	11	11	12	25	29	15	24	8	17	9	5	7	2	7	6	3	4	19	2	4	1	3	1	3	5	1	10	9	7	0	4	18	0	7	2	0	17	2	4	0	1	2	2	0	0	4	4	0	2	1	1	0	6	0	0	2	1	2	1	0	5	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	7	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2695	1243	675	1714	392	375	636	436	478	200	196	175	145	101	291	131	56	153	57	137	71	106	31	108	64	45	56	41	119	38	27	19	36	17	35	20	16	17	34	39	22	33	14	33	19	8	14	6	9	18	9	7	43	5	7	3	8	5	10	15	4	15	11	7	4	3	19	0	11	5	3	21	3	4	3	3	7	2	1	2	3	4	3	2	1	3	1	7	1	0	2	2	2	1	0	5	1	0	1	0	2	2	0	0	0	1	0	0	0	3	2	1	0	8	0	0	1	1	1	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	1420	662	329	1078	191	205	433	272	313	118	106	106	81	46	164	68	26	98	22	96	37	71	11	67	33	28	32	19	84	19	15	6	22	9	20	11	10	11	26	25	17	23	7	22	9	5	9	1	6	8	3	4	23	2	4	0	2	1	3	9	1	13	8	6	1	1	17	0	9	3	1	18	1	1	0	0	3	2	0	2	3	4	0	1	1	2	0	7	0	0	1	1	2	1	0	5	1	0	0	0	2	2	0	0	0	0	0	0	0	2	0	1	0	8	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2659	1249	689	1713	397	378	604	413	498	201	203	197	149	97	281	132	67	162	62	156	78	96	34	114	59	50	66	37	87	41	30	23	38	24	35	19	16	13	32	38	32	22	11	22	16	6	15	6	9	15	14	8	37	6	22	4	2	5	8	12	4	16	11	6	4	4	20	1	14	5	2	12	1	4	3	1	4	3	0	3	3	2	0	1	0	7	1	7	1	1	0	1	3	1	0	5	1	0	1	0	3	2	0	0	0	1	0	0	0	3	3	2	0	3	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1397	662	332	1128	198	194	413	260	329	121	115	126	78	49	177	69	29	106	25	115	44	68	14	73	32	32	44	17	63	23	17	6	23	13	21	9	5	10	22	25	23	14	6	17	5	3	9	1	5	6	4	4	27	5	18	1	1	2	4	7	2	14	8	5	1	2	18	1	13	4	1	8	1	1	1	0	3	2	0	2	3	2	0	1	0	6	0	6	0	0	0	0	3	1	0	5	1	0	0	0	3	2	0	0	0	0	0	0	0	2	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2675	1238	663	1564	396	329	586	411	437	216	198	171	152	101	230	141	84	129	57	172	64	93	53	124	44	42	52	37	52	30	28	29	25	23	32	24	22	21	25	31	23	19	19	14	15	6	16	7	6	13	8	15	47	5	15	5	7	4	9	5	8	9	5	6	2	2	6	4	14	5	2	4	2	14	2	2	9	2	3	3	2	0	3	1	3	3	1	0	0	3	0	1	1	1	1	5	0	3	0	1	3	0	2	0	1	0	2	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1452	659	302	1050	207	182	368	231	263	136	117	88	77	40	159	86	28	81	27	131	33	55	26	93	24	19	33	20	24	15	13	13	12	11	18	8	10	12	15	21	11	11	12	7	10	2	7	2	3	7	3	11	35	2	12	3	2	1	5	3	2	7	1	2	1	0	3	3	12	1	1	2	1	10	1	2	8	1	1	2	1	0	2	0	2	3	0	0	0	1	0	0	1	1	1	1	0	3	0	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	2644	1257	661	1653	405	356	638	434	439	224	219	158	152	109	268	144	74	136	53	173	70	123	55	128	42	50	71	34	82	29	30	28	34	26	31	26	15	21	33	41	31	17	16	24	16	13	19	7	10	20	11	17	57	4	13	6	7	5	7	4	5	10	7	6	2	4	7	3	15	6	4	8	0	5	2	1	10	4	2	3	6	0	1	2	2	3	1	1	0	2	0	1	1	1	1	4	0	2	0	0	2	0	5	0	1	0	1	1	1	0	0	0	0	3	0	0	1	0	0	0	0	4	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
