label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190
0.03	north6_all	80	2983	1546	1023	1035	789	1701	400	280	273	255	296	172	152	752	121	120	109	95	158	211	63	97	63	67	53	45	49	44	38	40	80	40	27	32	116	14	32	59	17	18	27	55	17	18	17	20	22	15	13	47	12	11	15	12	32	7	6	53	7	13	12	9	16	6	8	7	7	4	7	3	6	3	15	3	4	4	4	3	13	4	4	4	3	2	8	4	1	8	4	8	1	1	2	0	0	2	6	3	0	1	0	1	1	1	2	3	2	0	1	0	6	1	0	1	3	0	0	7	3	0	1	0	4	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	727	671	476	676	547	1575	166	124	140	99	197	46	41	706	60	25	38	39	127	180	15	46	17	22	15	20	18	12	6	11	66	9	11	9	102	5	4	49	11	10	17	50	1	17	3	9	6	6	3	40	4	0	11	2	24	2	1	52	4	10	11	7	15	2	3	4	2	0	5	0	1	2	15	1	0	2	1	0	12	1	0	2	0	2	0	2	1	7	4	8	0	0	0	0	0	1	6	0	0	0	0	0	0	0	1	3	2	0	1	0	6	1	0	0	3	0	0	7	3	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2928	1582	994	975	819	1598	389	293	286	238	326	173	147	849	117	112	111	93	156	216	67	90	71	61	51	53	57	48	39	35	67	36	32	34	110	21	35	51	21	19	27	56	16	22	16	15	21	10	15	43	19	6	18	10	31	12	6	68	8	16	7	11	14	5	11	5	10	4	6	4	6	4	28	3	5	4	4	4	11	6	6	4	6	0	9	5	1	10	11	9	2	1	1	1	1	4	5	2	0	1	1	0	0	1	4	0	2	2	1	0	2	3	0	1	3	0	0	4	3	0	1	0	5	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	740	683	478	656	559	1476	153	134	147	99	234	48	41	805	55	26	41	29	124	183	14	42	18	19	16	23	22	15	6	8	53	7	17	10	102	8	4	43	15	9	20	50	3	19	3	7	6	5	4	34	4	0	12	0	20	2	0	68	4	14	7	8	13	2	4	3	2	0	5	0	1	1	27	2	0	2	1	0	10	1	0	2	1	0	0	3	1	9	10	9	2	0	0	1	1	2	5	0	0	1	1	0	0	0	3	0	2	1	1	0	1	3	0	0	3	0	0	3	3	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2953	1556	982	945	809	1560	382	289	297	231	314	158	134	849	118	112	117	83	171	210	67	89	68	56	49	52	44	41	37	44	83	32	29	33	100	24	26	55	22	16	29	47	16	27	16	14	21	13	13	50	28	6	14	9	29	16	6	69	6	15	10	7	21	6	10	9	8	2	5	3	4	3	40	3	6	5	3	3	21	7	10	1	6	1	5	3	2	10	8	8	2	0	1	3	3	3	3	1	0	1	2	1	4	2	7	1	1	3	0	0	3	3	1	1	3	0	1	4	3	0	0	0	5	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	782	657	449	631	564	1439	147	126	157	91	229	43	40	803	64	25	42	24	129	182	15	33	13	21	17	18	15	13	5	7	67	7	16	12	89	10	4	47	12	6	23	40	5	24	2	7	6	4	4	46	15	1	10	0	23	2	1	68	2	14	9	4	18	3	5	4	1	0	4	1	0	1	38	2	1	3	1	0	19	1	3	0	1	0	0	2	2	10	7	6	2	0	0	1	2	1	2	1	0	1	2	0	0	1	6	0	1	1	0	0	2	3	1	0	3	0	1	3	3	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2965	1621	976	933	816	1631	394	297	303	220	302	152	127	886	130	111	127	94	167	193	76	70	56	68	52	57	39	50	41	43	94	30	29	29	100	28	22	54	27	18	24	46	17	30	15	10	18	17	8	46	34	10	9	8	20	15	8	91	6	13	9	6	25	4	9	10	9	6	9	3	6	5	30	4	3	2	3	3	12	7	10	1	6	1	3	2	3	13	8	6	2	0	1	3	3	2	3	1	0	1	2	2	4	3	7	1	1	3	0	0	2	2	1	0	0	0	1	17	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	800	672	446	640	542	1504	158	121	148	84	229	38	48	837	62	29	50	29	130	167	17	26	15	28	18	23	13	20	7	5	79	9	14	10	93	9	4	50	11	8	18	41	5	23	2	5	5	8	1	42	24	2	6	1	16	2	3	89	1	11	7	3	22	3	4	5	2	0	5	1	1	2	28	2	1	1	1	1	10	2	3	0	4	0	0	1	3	13	7	4	2	0	0	1	2	1	1	1	0	1	2	0	0	1	6	0	1	1	0	0	1	2	1	0	0	0	1	16	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2957	1559	958	977	770	1591	379	281	287	241	264	144	140	742	136	105	105	104	193	190	78	79	56	71	63	46	41	49	43	44	123	31	28	25	97	33	22	47	28	19	24	38	16	27	17	12	15	16	7	43	32	11	15	7	15	12	8	92	5	9	9	7	41	8	5	9	6	5	9	3	3	7	31	5	1	2	2	4	12	3	9	2	6	3	1	1	4	6	6	6	10	0	2	3	3	1	3	1	0	0	3	3	4	2	7	1	1	2	0	0	1	2	2	0	0	1	1	13	1	0	0	0	1	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	759	654	442	660	496	1451	157	113	139	99	195	31	51	681	66	26	47	37	156	161	18	41	14	36	24	16	16	17	9	6	103	9	10	8	88	16	5	40	10	9	14	30	5	21	1	3	4	9	0	39	26	2	10	1	12	2	3	88	1	7	7	3	37	2	4	5	4	1	5	1	1	6	30	1	1	1	0	1	10	2	4	0	4	0	0	0	3	6	6	4	10	0	0	1	1	0	1	1	0	0	3	0	0	1	6	0	0	0	0	0	1	2	1	0	0	0	1	13	1	0	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2922	1624	1060	989	773	1885	368	281	275	257	290	186	169	875	139	125	99	97	175	182	95	72	56	67	41	52	53	52	39	33	95	40	31	37	89	39	30	70	30	25	34	57	16	35	8	11	16	19	13	42	31	8	17	8	35	7	11	33	10	11	9	17	26	8	6	3	5	2	6	7	2	0	29	4	3	2	3	0	10	2	4	0	3	1	1	0	0	17	2	6	2	1	2	0	4	1	0	2	2	3	0	0	0	1	4	1	0	0	2	0	2	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	4	0	0	0	2	0	0	0	3	2	0	0	1	1	1	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	699	696	512	701	528	1770	138	112	145	101	201	51	40	836	62	34	33	36	128	152	23	31	16	32	15	21	24	20	12	14	78	8	11	7	77	15	8	65	7	13	24	52	4	31	1	6	3	12	3	41	23	1	15	4	33	1	1	32	6	8	7	6	24	4	4	1	1	0	5	1	1	0	28	1	1	1	0	0	9	0	1	0	3	1	1	0	0	17	1	4	1	0	1	0	1	1	0	1	1	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	4	0	0	0	2	0	0	0	2	2	0	0	1	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	2931	1599	1028	1037	752	1666	374	287	265	267	290	182	174	874	134	129	119	103	185	171	89	63	54	72	35	48	51	41	34	35	111	35	25	36	106	30	29	64	29	21	32	53	13	46	13	12	17	17	12	34	23	6	17	8	38	7	10	50	8	12	7	15	21	10	3	7	6	2	6	6	1	0	71	4	2	3	4	1	7	3	2	0	1	3	2	1	0	4	3	6	2	2	2	0	5	1	0	2	2	2	0	0	0	4	4	1	0	1	2	0	0	0	0	1	2	0	1	1	1	1	0	0	1	1	1	1	0	3	0	0	0	2	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	739	698	483	733	523	1566	145	117	144	111	201	44	36	834	61	32	46	44	136	146	23	26	16	34	13	21	29	12	11	13	93	9	10	6	95	11	8	55	10	9	24	49	4	39	3	5	4	10	1	32	18	0	15	3	36	2	2	49	4	11	6	6	20	4	3	2	3	0	5	1	1	0	70	3	0	1	0	1	6	0	0	0	1	1	2	0	0	4	1	5	0	0	1	0	1	1	0	1	1	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2997	1540	1068	1058	808	1598	357	276	279	253	294	173	153	699	135	130	101	109	181	186	78	64	60	72	45	47	46	42	35	40	122	35	23	37	89	28	34	60	23	21	27	50	18	46	13	21	18	19	11	29	22	5	31	7	36	7	12	48	11	14	6	10	19	12	2	9	5	2	8	3	4	0	72	5	2	4	3	1	8	3	2	0	1	2	1	1	1	2	2	12	2	2	3	0	3	1	2	1	2	1	0	0	0	4	4	1	1	1	2	0	0	0	1	1	1	0	1	3	0	1	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	774	679	523	720	569	1470	144	117	148	108	206	41	38	660	58	32	37	51	134	166	22	24	17	25	16	23	21	11	10	12	106	10	8	7	83	10	8	50	8	6	21	45	5	36	3	11	5	12	1	26	17	1	24	3	34	1	2	47	6	12	5	6	18	4	1	5	3	0	7	0	2	0	71	3	1	0	0	1	6	1	0	0	1	0	1	0	0	2	1	4	0	0	2	0	0	1	2	0	1	0	0	0	0	0	4	1	1	0	1	0	0	0	0	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2996	1551	1015	1009	828	1588	361	282	302	249	322	161	153	759	138	132	109	101	180	209	65	73	63	77	53	41	36	35	45	41	107	31	19	29	86	30	26	56	20	19	21	50	15	41	16	21	18	22	12	31	17	7	28	10	25	7	14	46	9	12	9	8	11	10	6	8	7	3	8	3	6	1	66	6	4	5	3	3	2	5	3	0	5	3	2	2	4	2	10	10	1	2	3	0	2	0	3	0	1	1	0	0	0	4	2	0	1	1	0	0	0	0	1	0	1	0	1	6	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	776	698	486	686	596	1436	144	109	149	102	233	34	38	717	72	27	36	46	136	187	17	27	15	29	17	23	16	13	10	11	92	9	7	4	79	11	6	45	10	6	15	46	4	31	4	11	5	15	1	27	14	3	21	5	24	2	3	43	5	10	7	7	9	2	4	5	6	0	6	0	2	0	65	3	1	0	0	1	0	1	0	0	5	1	1	0	2	2	9	2	0	1	1	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3008	1548	1048	978	805	1629	386	277	303	242	318	164	158	769	139	116	113	102	164	232	63	82	64	79	56	41	44	33	49	41	80	24	22	27	58	19	25	61	24	21	15	43	18	33	19	21	12	16	17	41	13	9	31	11	19	8	11	19	12	13	16	7	17	7	9	11	8	6	9	6	8	3	35	6	4	3	4	2	5	4	2	0	5	3	4	6	5	4	14	9	2	2	5	1	1	0	3	0	1	0	2	0	0	3	1	0	1	1	0	0	0	0	1	0	0	0	1	7	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	765	684	517	672	570	1461	146	105	149	108	221	34	42	717	69	16	37	42	123	205	16	35	13	31	15	20	20	11	12	12	69	6	8	4	48	7	3	54	10	6	9	38	6	23	4	9	2	11	3	35	10	3	22	5	15	2	2	17	7	9	11	7	16	2	7	7	5	1	7	1	2	1	34	3	1	0	1	0	3	1	0	0	5	1	2	1	2	4	14	1	1	1	1	0	0	0	2	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
