label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180
0.03	north6_all	80	2603	1799	898	473	554	451	225	343	667	115	268	101	124	183	88	88	73	151	68	62	64	116	89	43	88	65	30	56	53	48	51	65	24	15	53	26	26	20	23	59	15	10	6	15	7	13	7	9	19	9	20	5	13	15	4	8	11	3	2	14	2	2	5	5	0	2	10	0	11	5	4	4	1	11	3	5	2	1	4	3	1	6	0	3	0	2	1	0	0	1	0	1	0	4	1	1	1	1	4	0	0	2	0	2	2	1	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1483	1109	503	225	302	268	111	201	460	44	174	42	50	121	45	48	38	93	41	32	37	71	55	24	51	45	16	32	32	31	29	44	8	6	32	17	17	12	14	42	9	5	3	8	4	7	3	3	13	6	15	3	10	7	2	3	10	3	1	6	0	1	4	1	0	0	7	0	2	0	3	2	1	10	0	3	0	0	4	2	1	6	0	0	0	0	1	0	0	1	0	1	0	2	1	0	0	0	1	0	0	2	0	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2633	1757	896	466	546	466	223	339	697	125	276	101	150	190	78	88	75	119	75	62	64	110	106	41	99	81	25	37	56	53	51	59	26	14	51	24	31	19	25	42	21	8	3	11	11	6	9	10	19	11	26	8	14	13	6	9	7	4	3	13	2	3	7	2	2	4	5	0	11	5	3	2	3	11	4	4	1	1	5	4	0	5	1	4	0	3	2	0	2	0	0	0	0	0	1	2	1	0	3	0	0	3	0	2	2	0	1	3	0	0	1	0	1	0	3	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	1471	1055	512	219	299	283	102	211	485	52	177	42	69	128	37	42	38	72	47	35	36	65	68	21	61	60	12	19	26	32	38	41	13	6	28	17	22	10	14	31	14	4	0	7	3	2	4	3	10	8	17	4	10	8	4	4	5	3	1	6	0	2	6	0	1	3	4	0	4	1	2	0	2	10	1	2	0	0	5	4	0	5	1	0	0	1	1	0	2	0	0	0	0	0	1	1	0	0	1	0	0	3	0	1	1	0	1	2	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2627	1720	887	468	564	436	203	317	702	117	271	107	154	182	72	103	73	100	71	48	74	117	107	42	109	86	28	44	39	43	46	45	24	14	49	26	32	18	29	59	15	10	4	9	13	7	10	8	23	6	33	12	7	10	8	13	6	2	4	16	2	4	7	3	4	5	5	3	11	8	2	3	2	11	5	2	0	2	4	5	1	0	1	4	0	3	2	0	2	0	0	1	0	0	1	2	0	1	2	0	0	3	0	1	1	1	0	3	2	0	2	0	0	0	3	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	1420	1074	529	233	313	262	90	205	492	51	173	51	75	126	33	51	37	57	41	26	42	72	62	21	64	65	10	26	16	26	33	36	11	7	21	18	20	10	17	45	9	6	2	5	4	1	4	2	11	4	23	3	4	6	4	8	4	1	2	9	2	2	6	1	1	4	4	2	3	4	2	2	1	11	1	2	0	0	4	4	0	0	1	0	0	1	1	0	2	0	0	0	0	0	1	1	0	1	0	0	0	3	0	1	0	0	0	2	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2610	1726	949	482	580	432	208	355	646	136	237	112	158	183	64	93	63	97	86	46	74	98	127	40	80	80	26	52	40	39	40	34	23	16	46	16	37	13	26	59	13	9	6	11	18	13	8	6	31	6	38	12	6	11	9	12	5	4	3	5	4	4	3	3	5	4	7	3	5	11	8	3	2	9	5	0	0	1	4	4	2	0	1	4	0	2	1	0	3	0	0	1	1	0	1	3	2	3	2	0	0	1	0	0	0	1	0	3	2	0	2	0	0	0	4	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	1398	1074	589	249	342	255	91	240	445	55	152	51	82	119	25	49	30	51	47	28	41	52	73	20	51	59	10	34	20	22	30	23	10	11	22	10	22	8	14	40	8	4	2	6	5	4	3	1	17	4	27	3	4	9	6	9	0	3	2	5	2	2	3	2	2	4	4	2	2	4	8	3	1	9	1	0	0	0	4	3	1	0	1	2	0	2	0	0	2	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	2	2	0	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2599	1670	960	446	553	423	204	329	636	120	221	114	142	169	66	101	68	116	77	47	69	115	121	43	75	78	32	65	53	37	49	41	15	22	42	17	35	18	28	57	5	13	7	8	15	15	7	5	30	8	29	6	6	9	8	10	7	5	1	5	4	6	3	4	4	4	13	5	6	15	8	5	0	12	4	2	1	3	2	4	2	0	0	2	1	3	0	0	5	0	0	1	1	0	1	4	2	4	2	0	0	0	1	0	0	1	0	1	2	0	1	1	1	0	1	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1406	1008	593	225	330	244	98	211	435	52	137	49	71	116	26	49	30	69	42	21	38	75	73	18	50	58	16	36	35	19	32	26	2	14	19	10	21	12	14	38	2	5	3	4	6	4	2	1	15	5	25	0	5	8	4	5	2	4	1	5	2	3	3	2	2	2	5	4	4	7	8	5	0	11	0	1	1	1	2	3	1	0	0	2	0	3	0	0	4	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2680	1657	958	465	592	426	212	341	586	144	266	108	130	168	80	87	66	135	67	40	76	89	58	59	122	89	41	39	52	48	55	60	17	22	45	16	43	21	13	46	13	17	11	17	9	18	6	8	8	10	15	6	11	7	8	10	14	5	3	4	2	4	2	3	7	2	13	0	17	8	6	3	1	9	5	0	7	3	3	5	4	6	1	1	2	1	0	5	2	2	0	0	2	0	1	0	2	0	2	2	0	0	1	1	1	0	2	0	1	1	1	3	0	0	5	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
0.03	north11_active	80	1463	995	559	217	345	227	103	195	364	69	177	52	63	106	40	46	23	89	40	20	41	54	29	32	81	51	22	21	29	23	42	40	8	14	28	10	24	10	8	21	8	10	4	9	5	5	2	5	3	8	15	4	3	5	4	6	12	0	2	4	1	0	0	1	3	0	8	0	15	2	4	2	0	6	2	0	4	1	2	3	3	2	0	1	1	0	0	3	1	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north12_all	80	2725	1664	961	433	596	444	210	330	645	132	266	110	126	185	88	99	71	143	60	47	70	90	63	59	116	97	32	51	52	49	53	62	22	24	36	25	34	30	23	46	16	14	17	11	10	11	8	8	13	10	20	7	6	6	9	6	16	6	4	5	4	3	2	4	7	4	14	1	11	11	14	3	1	10	9	0	7	3	2	1	4	6	1	1	3	1	3	4	1	1	0	0	8	0	1	0	1	0	4	2	1	0	2	0	1	0	2	0	3	2	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
0.03	north12_active	80	1487	1019	569	212	349	255	108	192	400	60	174	47	58	136	46	54	26	97	31	25	35	53	28	32	80	44	15	32	30	24	36	37	11	12	25	16	19	19	16	24	9	7	7	6	6	3	3	3	4	7	18	4	2	2	4	4	10	0	2	5	2	0	0	1	2	0	8	0	8	4	8	1	0	7	3	0	4	2	1	0	4	3	0	1	1	0	3	2	0	0	0	0	4	0	0	0	1	0	4	1	1	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north13_all	80	2613	1710	971	429	584	461	231	345	645	125	267	125	130	174	93	83	65	140	65	37	66	93	96	50	102	95	24	45	54	45	49	74	24	21	30	28	33	37	25	40	17	12	18	11	13	10	9	8	19	10	24	9	6	8	7	6	16	7	5	5	8	3	4	5	4	3	14	1	16	11	15	2	0	13	10	1	5	3	0	0	2	5	1	3	2	1	3	4	1	1	0	0	8	2	0	2	1	0	4	1	3	0	4	1	0	0	3	0	3	1	0	4	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
0.03	north13_active	80	1439	1038	563	209	357	276	118	204	395	55	175	52	65	123	46	37	27	92	38	21	35	55	51	30	65	46	13	28	33	22	34	48	12	8	22	18	17	24	19	19	6	5	9	5	7	5	2	4	8	5	19	5	2	4	3	4	7	0	2	5	5	1	2	2	1	0	7	0	10	4	10	0	0	7	4	0	3	2	0	0	2	2	0	2	0	0	3	2	1	0	0	0	4	2	0	2	0	0	4	0	1	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north14_all	80	2557	1683	969	413	565	456	240	363	655	125	276	107	137	183	90	102	57	117	72	36	63	101	95	51	86	88	28	51	47	37	61	64	25	24	39	29	17	40	26	38	15	7	15	8	13	11	11	9	32	10	24	8	6	10	8	3	20	6	7	2	8	5	5	7	4	3	9	1	19	5	14	2	1	14	6	3	6	2	2	7	2	1	0	3	2	1	3	1	1	0	0	0	8	2	0	2	1	3	4	1	4	0	3	1	0	0	1	0	2	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
0.03	north14_active	80	1413	1042	553	200	362	278	123	214	381	55	181	42	70	126	50	48	26	76	37	21	31	63	53	28	56	43	13	33	29	20	34	40	9	5	31	19	5	25	18	25	6	1	8	2	7	7	2	3	20	3	16	4	3	5	5	2	12	0	4	2	4	3	2	2	2	0	6	0	12	4	8	0	0	5	2	0	3	1	2	0	2	1	0	2	0	0	3	0	1	0	0	0	5	2	0	2	0	2	4	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
0.03	north15_all	80	2498	1680	941	462	525	437	256	350	670	133	268	106	144	174	83	99	51	126	68	40	60	114	102	44	76	78	32	55	48	43	70	67	20	14	41	26	22	31	23	42	15	15	15	8	15	11	10	9	31	12	25	5	7	8	9	7	17	3	5	1	12	4	5	5	4	3	13	0	18	4	18	4	3	18	4	4	3	3	2	10	1	5	0	3	3	1	1	0	1	0	0	0	3	4	0	2	2	3	4	2	3	0	3	1	0	0	2	0	0	1	0	1	0	0	0	0	0	1	1	2	0	0	0	0	1	1	0	0	1	1	0	1	3	0	0	0	1	0	0	3	2	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1
0.03	north15_active	80	1384	1021	521	219	326	253	132	202	409	56	176	46	78	122	44	45	25	78	34	20	35	69	63	23	56	41	17	37	33	21	42	37	5	2	33	16	8	20	17	32	6	3	9	3	8	6	2	2	24	4	13	2	4	6	4	4	12	1	3	1	8	3	3	1	2	1	11	0	10	2	13	1	0	8	1	1	0	1	2	3	1	5	0	2	1	0	1	0	1	0	0	0	2	3	0	2	1	2	4	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	1	3	0	0	0	0	0	0	3	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
0.03	north16_all	80	2489	1630	982	469	508	449	243	345	661	127	271	103	141	180	83	109	53	142	76	49	63	97	97	44	78	82	36	54	48	42	68	54	17	20	51	24	29	31	23	42	19	16	9	8	12	9	14	11	31	16	20	2	6	6	8	9	15	5	4	4	10	4	4	6	2	3	14	1	15	4	22	5	5	20	1	3	4	3	3	14	2	5	1	3	3	0	0	0	0	0	0	0	2	2	0	2	1	3	2	2	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	1	0	2	3	0	0	0	1	0	0	3	2	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1
0.03	north16_active	80	1393	993	544	219	300	269	125	206	430	54	186	44	72	126	40	57	27	92	39	27	38	58	67	21	51	48	16	36	27	26	36	29	4	6	41	13	12	19	14	31	9	3	4	4	8	4	4	3	26	7	10	1	5	5	3	7	14	1	2	3	6	3	2	1	2	1	12	1	10	0	16	2	2	7	0	1	0	1	2	6	2	5	0	1	1	0	0	0	0	0	0	0	2	1	0	2	1	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	3	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
