label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116
0.03	north1_all	80	2093	844	657	386	289	229	344	241	239	120	200	108	98	64	69	75	53	57	40	39	26	22	44	40	22	38	53	14	12	22	14	25	5	14	14	7	10	10	21	6	3	5	5	4	7	5	1	2	5	4	5	3	2	2	3	2	5	5	2	4	4	3	0	0	2	2	1	0	4	1	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	1073	423	361	174	128	107	217	148	151	52	115	54	60	29	28	39	28	28	19	16	13	10	27	21	10	23	29	8	9	8	8	18	2	5	5	4	2	5	10	2	3	2	2	1	3	2	1	2	2	1	1	3	2	2	1	2	4	4	0	2	2	1	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2104	827	713	377	283	225	373	237	286	114	208	116	112	79	77	74	69	58	38	40	31	26	45	43	27	38	62	15	13	20	16	33	6	13	13	8	11	12	23	6	4	4	5	4	7	7	3	4	6	4	4	0	4	5	4	2	6	7	4	2	4	1	0	0	1	1	1	0	0	1	2	0	0	0	1	1	0	0	1	3	0	0	0	0	0	0	1	5	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	1084	410	409	168	128	106	244	142	192	50	128	69	69	39	32	46	32	25	15	16	17	11	28	27	14	25	38	5	8	7	10	25	2	6	5	3	4	6	14	3	4	1	2	1	4	3	1	4	2	1	0	0	3	4	1	2	5	6	0	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2211	801	766	369	263	234	412	261	320	107	250	104	121	87	78	66	84	55	41	43	31	25	54	39	29	49	71	13	15	16	14	32	9	13	12	11	13	10	24	3	5	6	9	3	3	7	5	4	7	3	3	2	7	3	3	3	5	5	14	3	3	2	0	0	2	0	0	1	0	1	2	0	1	1	1	1	0	0	1	3	0	0	0	1	0	1	1	4	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1108	371	437	168	120	112	261	156	211	54	149	64	69	46	39	38	43	31	19	20	16	10	36	23	14	33	52	3	8	7	9	19	3	8	5	5	7	5	15	2	4	3	8	1	1	4	3	4	2	2	0	2	4	2	1	3	4	5	11	0	0	0	0	0	2	0	0	1	0	0	2	0	0	1	1	1	0	0	1	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2193	844	781	374	285	223	391	275	315	108	269	109	120	82	71	64	94	61	45	44	33	21	65	53	28	40	84	19	9	12	12	26	11	8	11	15	17	12	15	5	3	5	10	1	5	7	12	6	6	3	1	4	5	3	1	3	3	2	14	2	2	2	0	0	1	4	0	1	0	0	4	2	2	1	1	2	0	0	1	1	0	0	0	1	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1104	395	440	163	135	102	251	170	205	53	156	67	62	44	32	39	47	32	24	19	18	8	44	38	14	26	74	4	2	6	7	19	3	4	8	8	12	7	13	3	2	3	9	0	2	3	8	6	1	3	0	2	2	2	0	3	3	2	11	0	0	1	0	0	1	0	0	1	0	0	4	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2227	843	807	357	303	229	389	286	331	108	272	112	114	91	77	73	94	54	44	42	29	20	61	71	32	34	82	21	10	19	12	24	11	9	13	17	15	5	11	3	2	7	12	1	5	4	13	5	3	5	1	5	6	1	1	2	3	2	12	3	2	2	0	0	1	4	1	1	1	0	7	2	2	1	2	2	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	1152	395	463	155	146	108	241	170	208	47	152	62	53	46	39	42	48	31	29	17	17	9	37	44	20	23	65	6	1	8	5	16	4	4	8	10	12	3	7	1	0	5	8	0	1	2	8	3	0	4	0	2	2	1	0	1	2	2	11	0	0	1	0	0	1	0	0	1	1	0	4	0	1	1	2	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	2283	822	843	378	326	215	417	308	321	124	273	110	111	89	89	73	75	53	50	36	41	28	77	64	26	34	76	16	11	29	14	26	12	6	13	17	15	5	12	3	3	5	15	1	4	4	11	7	3	5	1	7	1	1	0	2	4	0	9	3	2	2	1	0	1	4	1	0	4	0	6	2	1	1	1	1	0	0	2	1	0	0	0	1	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north6_active	80	1200	392	509	164	154	102	257	179	196	56	160	63	56	48	45	41	39	29	30	13	23	18	45	40	18	23	59	4	1	13	6	16	4	2	7	8	11	2	8	1	0	3	8	1	1	2	8	4	1	4	0	2	0	1	0	0	3	0	4	0	1	1	1	0	1	0	0	0	4	0	3	0	1	1	1	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	2402	840	885	363	321	235	458	321	378	131	278	99	104	102	99	81	76	45	49	35	42	38	73	65	35	37	86	15	12	29	16	35	14	8	21	17	16	7	14	5	2	4	13	2	3	5	5	10	1	7	1	6	3	2	0	2	5	1	9	3	1	8	2	0	2	1	1	0	6	0	6	0	0	0	1	1	0	0	1	1	0	1	0	1	3	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
0.03	north7_active	80	1325	385	533	152	155	107	300	179	238	60	166	56	57	59	56	52	38	25	25	16	23	21	46	42	24	20	57	5	1	13	6	22	5	1	10	9	6	2	9	2	0	2	5	2	1	2	3	3	1	6	0	1	2	1	0	0	3	0	4	0	1	6	1	0	2	0	0	0	6	0	3	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north8_all	80	2392	836	844	380	311	249	483	296	383	118	303	99	95	95	80	81	59	42	53	35	39	39	65	48	33	41	73	11	11	30	12	30	12	5	19	17	14	13	13	7	2	2	11	3	2	4	3	10	2	9	2	11	5	2	2	1	4	1	8	2	1	11	2	0	2	1	0	1	13	1	4	0	0	0	0	1	0	0	5	1	0	1	0	1	2	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
0.03	north8_active	80	1296	369	509	176	151	115	314	163	241	58	207	55	57	57	51	51	32	20	22	17	22	21	42	34	23	22	49	4	3	18	6	17	4	1	11	7	5	7	11	5	0	0	5	3	1	2	1	5	2	7	1	8	3	1	2	0	2	0	4	0	1	9	1	0	2	1	0	1	5	0	3	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north9_all	80	2420	809	830	372	300	260	477	276	383	124	322	94	105	106	62	89	54	44	51	31	42	32	59	61	37	39	73	12	16	19	11	38	13	7	23	10	15	18	22	9	1	3	10	3	3	2	5	9	2	10	4	10	5	1	2	0	7	1	7	2	1	11	1	0	3	1	1	1	12	1	3	0	0	0	1	1	0	0	5	1	0	1	0	1	2	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north9_active	80	1270	354	487	186	150	125	312	152	238	57	229	45	61	63	40	63	25	23	21	16	23	18	40	44	24	21	40	6	6	10	5	27	4	1	15	5	5	13	20	7	0	1	6	3	2	1	3	4	2	9	3	9	3	0	2	0	3	0	2	0	0	10	0	0	3	1	1	1	4	0	2	0	0	0	1	1	0	0	4	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	2319	808	745	374	289	276	417	250	352	108	278	91	109	97	43	76	57	52	48	28	37	28	54	62	31	30	59	14	15	16	15	29	13	11	19	9	12	18	23	7	1	6	12	3	4	1	3	7	4	5	4	9	3	0	3	2	8	1	3	0	1	8	1	0	3	6	2	1	8	1	3	0	0	0	1	0	0	0	4	0	0	1	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1177	342	413	195	150	132	254	144	224	51	202	42	64	59	29	49	25	29	20	14	19	17	37	40	18	20	41	8	7	9	10	20	5	2	13	3	5	15	21	6	0	3	7	3	1	1	2	3	2	4	3	8	1	0	3	1	5	0	2	0	0	7	0	0	2	1	1	1	0	0	2	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2032	911	710	373	301	238	328	248	227	104	212	98	100	69	61	52	48	60	48	27	32	29	57	38	18	30	47	15	16	14	21	32	11	7	10	11	11	12	12	11	7	4	4	3	6	4	6	7	9	10	4	3	1	3	0	2	5	8	1	1	2	5	1	0	1	1	2	0	0	2	1	0	0	2	0	0	0	0	1	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	992	456	378	180	143	117	195	154	138	49	137	55	61	34	34	29	19	32	23	14	18	15	30	23	9	21	33	7	4	7	16	19	5	3	3	6	6	5	8	6	2	3	0	3	3	2	5	4	5	7	3	3	0	3	0	0	3	6	1	1	2	4	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2039	866	725	367	277	215	333	283	235	116	210	96	92	79	63	58	46	57	41	30	39	21	60	37	23	34	42	19	17	17	11	42	10	8	11	13	12	14	28	11	7	3	4	4	6	3	6	13	9	8	4	5	0	4	0	1	4	7	2	1	2	7	1	0	1	1	1	0	0	0	2	0	1	2	0	0	0	0	1	0	1	2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	1017	420	377	174	129	108	204	165	154	55	135	57	57	48	32	34	21	31	22	13	17	9	32	19	11	22	28	10	5	11	9	27	3	4	5	6	8	7	22	4	2	3	1	4	3	1	5	6	4	4	3	5	0	4	0	0	2	6	2	1	2	6	0	0	1	0	1	0	0	0	2	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2110	857	792	358	272	225	346	306	286	121	277	93	94	74	64	64	52	62	41	35	36	21	60	61	28	33	54	18	14	15	17	38	7	15	12	14	13	13	34	8	6	5	4	8	6	5	4	14	7	9	4	5	3	3	0	0	5	1	2	1	2	7	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1111	414	442	166	127	116	214	186	187	64	181	50	67	45	28	33	25	35	22	15	16	9	33	30	14	19	42	13	5	9	11	22	2	7	6	7	8	10	25	4	3	4	2	5	1	2	4	7	5	4	3	4	2	3	0	0	3	0	2	1	2	6	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2217	858	832	357	267	227	377	298	316	125	325	95	99	74	77	79	59	57	43	37	38	30	72	63	29	28	74	22	13	12	20	49	6	15	17	13	14	13	33	7	5	7	6	12	5	4	2	14	3	4	2	5	4	2	0	1	4	0	9	0	3	4	0	0	0	0	0	0	2	0	1	4	2	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1177	393	464	165	126	117	233	183	210	55	211	53	61	41	36	43	30	32	24	13	15	11	40	37	14	14	48	12	6	7	12	36	2	6	8	9	7	10	25	3	2	6	3	5	0	1	1	5	2	1	1	3	2	1	0	1	3	0	9	0	3	2	0	0	0	0	0	0	1	0	1	4	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2342	852	864	351	286	236	452	310	341	129	346	101	110	88	80	88	62	57	52	43	41	36	83	59	30	38	89	16	9	19	18	60	10	19	12	13	13	11	37	6	5	4	11	13	5	5	2	12	3	3	1	4	5	1	0	1	2	2	11	0	2	3	0	1	1	1	1	0	2	0	2	5	1	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1256	384	494	156	138	118	263	192	224	55	220	54	68	51	42	48	30	31	31	16	17	18	39	34	17	16	57	9	6	9	11	41	4	9	6	10	7	8	28	4	3	3	8	6	0	1	1	4	2	1	0	2	3	0	0	1	1	2	10	0	1	2	0	0	1	0	1	0	1	0	1	5	1	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2366	839	851	349	284	235	465	283	376	130	324	113	130	92	78	92	69	52	50	46	47	34	86	49	26	54	110	16	10	26	22	65	11	17	9	15	13	11	31	3	5	4	13	10	3	4	5	11	3	1	1	3	4	4	1	1	0	2	14	0	4	1	0	1	2	1	2	0	2	0	2	7	4	0	0	0	0	1	1	0	2	0	0	1	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1307	374	491	154	131	111	282	167	263	51	217	66	83	54	42	54	37	26	28	17	22	15	42	32	18	30	60	6	8	11	12	46	4	11	3	13	8	5	22	1	4	3	10	4	0	0	4	3	3	1	0	1	2	1	1	1	0	2	12	0	3	0	0	0	2	0	1	0	1	0	1	7	4	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2367	825	870	349	288	244	485	291	417	128	306	124	135	89	83	81	70	62	47	50	52	38	97	43	21	59	87	11	8	30	17	54	11	16	13	15	10	15	30	6	7	4	11	6	2	2	3	11	3	3	2	6	1	4	2	0	1	3	15	0	4	0	0	2	2	1	2	0	1	0	4	5	3	1	0	0	0	1	1	0	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1304	362	521	149	122	112	302	157	305	55	224	71	84	55	45	43	39	29	29	18	28	19	47	25	13	36	52	5	8	15	9	38	2	12	10	11	9	10	22	4	5	3	11	4	0	0	3	3	3	3	0	2	1	1	1	0	1	2	12	0	3	0	0	1	2	0	1	0	0	0	3	3	3	1	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2298	794	857	362	285	241	451	305	423	139	324	127	151	83	74	86	67	62	49	44	46	35	75	51	17	48	85	17	8	28	23	47	10	15	19	26	11	13	29	8	8	3	8	4	2	1	6	9	3	5	4	6	1	6	2	1	1	4	13	0	4	2	1	3	2	0	4	0	0	0	3	4	4	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1239	348	520	158	133	102	288	180	299	60	239	68	86	47	41	46	40	27	31	21	26	18	44	30	8	33	45	6	7	12	12	28	1	12	15	17	8	10	20	4	6	1	6	2	1	0	4	2	3	4	2	2	1	1	1	0	1	3	11	0	3	0	0	1	2	0	2	0	0	0	3	2	4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2362	762	833	369	302	249	436	307	412	141	344	122	150	73	73	86	63	61	44	44	41	41	68	62	20	46	63	25	4	26	20	37	10	9	20	22	10	14	30	10	9	7	9	3	2	3	4	10	4	5	3	5	1	6	2	2	1	2	11	0	4	3	1	3	1	0	2	0	0	0	2	4	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_active	80	1274	315	509	161	136	118	277	172	279	58	273	63	85	39	40	52	42	30	28	18	22	26	35	33	8	31	32	13	3	13	10	25	3	7	17	15	7	11	22	6	5	4	6	1	1	1	2	5	3	4	2	2	1	1	1	1	1	1	8	0	3	1	0	2	1	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_all	80	2267	791	766	380	300	257	375	270	351	137	311	111	129	64	67	83	53	53	54	42	41	42	71	57	19	33	44	30	5	22	20	29	16	11	17	19	17	8	40	11	8	8	4	3	1	5	4	9	3	3	3	3	1	4	2	2	1	1	3	0	2	3	2	2	0	1	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_active	80	1174	365	446	175	140	124	226	158	216	58	236	61	68	29	37	50	31	27	35	21	19	26	37	35	8	22	31	14	2	9	10	18	6	7	13	12	9	6	32	7	4	4	1	1	1	1	2	4	2	1	2	2	1	0	1	1	1	1	1	0	1	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
