label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119
0.03	north7_active	80	2048	1646	422	208	481	572	128	225	301	151	156	158	135	46	77	40	36	63	26	36	90	26	16	36	29	30	38	8	9	19	6	11	17	13	15	15	8	12	26	18	21	5	5	13	3	3	8	1	1	10	3	1	4	3	0	2	0	10	6	0	1	1	2	1	2	4	0	0	2	4	0	0	1	2	0	2	2	1	0	1	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	3727	2527	842	517	746	817	263	363	445	246	242	231	214	96	140	90	82	100	53	75	135	44	41	49	57	47	78	25	19	45	20	14	35	20	37	26	21	16	29	30	23	7	11	22	3	11	10	0	2	9	5	1	5	3	1	5	4	13	3	0	1	1	1	3	5	5	0	2	2	6	2	0	1	2	1	1	2	0	0	0	0	0	0	0	0	1	0	7	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north8_active	80	2039	1614	408	207	437	533	125	224	283	151	153	162	132	42	82	43	37	64	27	45	99	32	22	34	36	24	41	9	13	17	9	9	22	10	22	19	8	10	20	17	18	5	4	12	2	3	8	0	1	5	2	1	2	1	0	2	1	5	1	0	1	1	0	1	2	3	0	0	2	5	1	0	1	2	0	1	2	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_all	80	3597	2489	841	505	724	752	268	371	428	253	217	208	202	95	142	77	82	90	56	80	117	49	42	52	62	49	71	29	21	40	10	13	34	17	38	23	24	16	15	22	18	10	8	13	4	11	8	2	3	15	9	1	4	3	1	3	3	12	5	2	0	1	0	1	3	3	0	1	2	3	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north9_active	80	1968	1542	419	221	415	498	125	227	274	150	130	152	119	41	91	38	36	60	30	48	81	35	23	31	37	25	34	11	13	12	4	6	21	5	25	19	11	8	9	10	12	7	2	3	2	4	7	0	1	8	5	1	3	1	0	0	2	2	3	2	0	1	0	1	0	1	0	0	2	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	3427	2352	832	536	700	694	252	386	450	250	205	188	195	103	139	72	77	72	51	79	106	47	42	56	59	48	63	29	22	42	10	12	26	17	24	25	22	12	19	32	12	11	9	13	5	7	6	4	2	16	7	1	5	3	2	4	3	13	9	2	1	2	1	0	2	3	1	1	0	1	4	0	1	2	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_active	80	1869	1437	395	258	391	455	120	214	280	146	121	124	107	46	91	34	36	43	27	47	74	33	25	28	36	27	37	12	12	19	5	6	17	8	18	23	10	3	12	18	8	6	3	6	1	3	3	2	1	9	3	1	4	0	1	1	2	2	8	2	0	1	0	0	0	0	0	1	0	1	1	0	0	2	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_all	80	3545	2494	880	529	787	948	261	390	452	240	222	295	218	101	135	65	88	88	72	70	76	62	56	43	36	42	56	25	21	48	21	20	18	25	17	13	25	18	13	23	13	11	7	7	7	8	7	3	6	5	4	3	8	9	2	3	1	11	8	2	6	1	1	3	5	1	1	4	2	3	1	3	1	0	1	1	2	2	3	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	2029	1568	433	236	477	626	124	233	300	138	132	181	133	52	78	32	49	54	33	39	58	35	36	23	21	17	31	10	9	28	19	6	13	19	14	9	19	13	8	14	9	4	5	5	2	7	6	3	2	3	2	1	4	8	0	2	1	10	8	1	2	1	1	1	3	0	1	3	2	1	0	1	1	0	1	1	2	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_all	80	3591	2636	850	511	791	911	261	363	498	236	235	247	212	103	131	70	91	90	69	84	93	45	58	42	41	42	56	25	13	47	18	18	24	16	18	14	19	18	19	24	17	15	6	7	8	8	2	4	3	12	5	7	4	11	3	4	1	1	16	6	6	1	1	3	7	1	1	4	0	3	2	5	1	3	2	0	1	2	2	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	2039	1680	411	218	477	596	123	222	339	132	141	149	129	55	75	36	46	51	36	47	70	26	38	28	24	21	33	11	6	31	13	7	16	10	12	10	12	11	14	15	12	10	3	4	3	6	2	2	0	5	3	3	2	9	0	3	1	0	15	5	2	1	1	2	5	0	1	3	0	1	1	3	1	0	1	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	3686	2663	882	489	727	891	270	336	479	251	218	210	231	90	130	71	90	92	54	76	96	38	56	48	52	38	53	27	20	53	16	22	42	19	21	17	24	18	28	33	21	14	8	7	6	5	5	7	2	12	6	6	5	9	2	4	0	6	16	5	5	1	1	2	8	1	1	1	0	2	3	3	1	3	2	0	2	1	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	2088	1690	433	207	426	588	126	193	318	139	134	123	139	49	81	38	45	50	32	41	62	26	32	28	27	21	27	13	12	35	9	11	30	9	11	13	17	9	19	18	15	10	4	4	2	3	3	3	0	6	3	4	2	6	0	3	0	5	15	4	2	1	1	2	5	0	1	0	0	0	1	2	1	0	1	0	1	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3700	2689	836	510	711	855	261	340	449	236	240	198	225	94	153	79	80	88	52	89	117	50	57	51	52	33	49	28	24	55	21	21	41	18	20	14	24	19	31	32	22	17	10	5	14	7	6	8	1	14	3	6	2	11	1	4	0	6	17	5	1	2	0	3	6	5	0	5	0	1	2	2	1	3	2	0	1	1	0	0	2	0	1	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	2128	1698	425	222	430	564	116	210	294	127	145	111	132	47	90	42	38	42	31	49	78	31	28	27	30	21	22	16	16	37	8	12	28	7	8	11	19	7	20	24	16	13	6	3	9	3	2	4	1	5	1	4	0	7	0	3	0	5	16	4	1	0	0	3	4	5	0	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3724	2579	823	500	706	872	262	364	401	258	241	208	234	105	154	80	68	88	43	80	137	48	48	53	49	33	63	22	29	46	18	21	42	27	29	20	23	14	29	30	23	10	9	5	10	7	6	6	2	16	2	6	1	13	1	3	1	5	16	0	1	5	0	4	7	5	2	9	0	0	3	0	2	2	1	0	1	1	0	0	2	0	1	0	0	1	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	2178	1594	416	223	424	558	119	206	245	137	146	116	135	48	92	40	28	43	24	42	93	30	19	24	29	18	33	11	13	30	6	12	26	11	12	15	16	4	18	21	15	7	6	2	8	3	1	3	2	6	0	5	0	7	1	2	0	5	16	0	1	0	0	3	4	5	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3676	2402	832	524	724	867	262	400	408	250	236	222	201	119	140	87	67	79	45	77	140	47	47	53	38	33	49	22	28	42	20	20	32	26	33	24	22	17	21	39	27	10	9	7	10	12	8	2	3	10	2	4	2	16	2	2	3	5	6	1	3	5	1	4	7	5	3	9	0	0	2	0	2	0	2	0	0	1	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2133	1491	428	233	432	548	119	222	255	157	135	131	114	52	69	44	33	42	21	38	93	29	25	26	23	16	23	11	12	28	8	10	20	13	14	16	16	5	13	26	20	6	7	4	9	6	1	2	3	6	1	3	0	11	1	1	0	4	5	0	1	0	1	2	6	5	2	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3658	2430	851	513	699	892	255	368	425	277	246	207	185	120	136	98	75	76	44	67	145	45	47	55	45	30	57	29	28	38	19	17	25	26	37	27	19	17	19	28	28	7	6	9	5	12	7	3	4	6	3	3	5	17	5	2	3	1	13	1	3	4	2	2	8	1	6	4	0	0	3	0	2	1	1	1	1	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2121	1493	427	214	428	579	120	205	275	165	151	130	106	53	73	48	37	41	17	36	98	23	22	27	28	13	24	14	11	30	11	6	11	16	21	19	14	6	15	18	22	4	5	6	4	7	2	2	3	4	1	2	4	12	3	1	0	0	12	0	1	0	1	0	6	1	4	3	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3615	2449	845	533	711	869	252	355	475	290	250	209	173	129	137	95	77	77	54	67	126	47	46	55	67	33	62	31	29	38	19	18	21	25	39	28	18	18	26	26	21	10	4	11	6	11	6	4	3	5	3	4	5	11	6	4	2	5	12	9	3	0	3	2	4	1	4	0	0	0	1	0	0	1	1	2	1	0	0	0	2	7	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2090	1536	426	225	430	599	108	204	332	170	156	140	103	59	71	42	45	46	22	41	77	22	20	36	37	17	29	16	16	26	12	9	6	17	18	21	13	8	19	15	18	7	3	9	5	7	3	3	1	5	1	2	4	8	3	2	0	4	11	8	1	0	1	1	3	1	2	0	0	0	1	0	0	1	0	1	1	0	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3629	2550	836	517	721	899	252	358	481	263	253	222	224	130	149	88	86	88	57	64	109	50	46	52	65	43	59	33	26	34	19	17	19	18	29	28	27	19	29	24	18	10	5	13	10	4	5	4	2	8	4	5	9	10	8	4	1	11	11	8	3	0	3	1	4	4	4	1	2	0	2	0	0	1	0	2	1	0	0	1	2	7	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2069	1595	423	218	449	616	99	216	341	143	159	150	138	63	86	38	50	52	21	44	69	22	19	37	37	26	33	17	17	19	12	8	7	12	14	21	22	9	19	18	16	7	4	8	6	2	3	3	0	6	2	3	5	7	4	2	0	11	11	8	2	0	0	1	3	1	2	1	2	0	1	0	0	1	0	1	1	0	0	1	1	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3571	2574	831	517	763	821	262	348	482	270	225	235	229	131	146	81	89	83	52	69	96	48	53	52	61	52	63	33	28	24	23	16	16	18	28	24	32	15	32	17	10	13	6	15	7	2	5	7	2	9	4	5	7	10	8	5	0	11	11	8	1	0	3	1	2	3	1	2	2	1	2	1	0	0	0	10	1	0	0	2	1	7	0	0	2	2	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2014	1617	434	232	469	539	93	208	328	153	137	156	137	66	87	31	58	48	21	42	61	22	24	40	28	28	38	14	16	12	14	8	8	9	15	17	28	9	17	13	7	8	4	10	3	2	3	5	1	6	1	3	4	9	5	3	0	11	11	8	1	0	0	1	1	0	0	1	2	1	0	0	0	0	0	10	1	0	0	1	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2382	1226	730	510	529	391	293	264	197	312	136	139	319	96	82	104	104	75	62	112	39	81	59	59	32	53	34	20	30	13	20	10	11	28	10	17	8	15	13	23	16	4	4	9	2	3	13	2	6	4	2	5	11	5	8	6	8	3	3	3	6	1	1	9	0	1	5	0	2	1	1	3	1	0	0	1	1	0	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1065	549	343	245	273	201	156	124	89	206	62	80	206	53	39	62	65	40	30	73	24	55	39	37	21	41	10	10	16	6	6	3	3	13	3	10	5	9	3	7	7	2	2	3	1	1	7	1	2	2	0	2	8	4	5	3	7	2	2	1	5	1	0	8	0	1	4	0	0	1	0	2	1	0	0	1	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2360	1188	731	513	494	364	270	256	211	300	137	134	354	99	82	110	91	64	66	102	40	79	59	59	27	40	32	27	34	23	15	11	12	26	9	21	8	14	11	26	14	1	6	10	3	4	8	3	2	4	6	6	11	7	5	4	8	3	5	2	7	1	4	10	0	1	6	0	1	1	2	3	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south22_active	80	1043	522	344	249	263	177	142	122	100	195	66	75	226	51	37	64	56	33	34	58	25	52	37	40	19	24	13	13	24	7	4	6	3	12	4	13	3	6	2	12	6	1	4	4	1	1	2	1	0	2	4	3	8	5	5	2	7	0	3	0	4	1	0	8	0	1	4	0	0	1	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2361	1142	716	532	489	360	282	257	213	289	149	135	323	100	71	113	76	74	62	89	34	70	51	45	28	48	33	21	26	26	21	8	15	24	9	17	8	12	7	32	9	1	6	8	2	5	9	3	8	2	8	6	15	12	5	7	6	3	4	1	7	1	3	14	0	1	3	0	1	1	1	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	1053	502	328	247	260	171	137	129	93	188	71	70	220	53	27	71	45	37	34	48	19	44	26	28	19	30	15	8	15	9	8	4	6	10	3	10	4	7	2	20	5	1	4	3	1	2	4	0	6	2	6	3	9	9	5	2	5	0	2	0	4	1	0	8	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2378	1182	711	555	481	397	270	223	227	329	160	153	337	109	68	124	81	73	64	82	39	87	45	46	33	52	29	23	32	31	19	8	15	17	14	19	7	15	7	24	9	3	9	6	3	3	10	3	7	1	11	5	6	11	1	7	3	4	3	1	2	2	4	14	0	1	4	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	1097	521	340	258	272	190	138	119	111	218	80	80	222	51	27	85	47	35	39	41	19	52	23	32	19	29	14	11	23	14	6	4	7	6	5	11	4	9	4	21	5	2	5	2	1	1	7	1	6	1	7	3	1	9	1	2	3	0	1	0	0	2	1	7	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2437	1182	742	579	483	425	269	233	227	391	159	145	315	102	76	121	94	76	66	78	43	103	42	54	33	51	30	23	40	31	18	9	15	26	17	12	5	16	9	22	12	4	9	4	5	8	20	4	8	3	8	6	8	10	3	10	1	2	4	0	1	2	1	8	1	0	3	1	3	0	3	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1119	554	330	249	276	218	136	109	120	220	78	78	213	48	33	80	50	34	43	44	20	71	24	36	18	29	15	12	27	15	8	3	7	12	8	7	3	11	5	17	4	3	4	3	2	4	17	3	6	2	4	2	1	8	3	3	0	0	3	0	1	2	1	1	1	0	1	0	3	0	3	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
