label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119
0.03	north1_all	80	3678	2620	846	484	743	897	246	383	444	240	277	205	203	92	138	81	63	90	72	88	102	34	43	54	44	34	65	29	29	38	19	24	22	18	17	14	18	17	15	37	20	19	7	15	6	1	4	3	5	8	1	6	3	4	5	5	4	1	6	14	2	0	3	2	5	6	0	2	1	1	0	0	2	3	0	2	0	1	3	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2116	1638	392	205	470	606	107	235	260	138	156	116	120	50	89	37	35	48	31	59	66	15	21	34	31	17	45	20	18	25	14	10	14	9	6	13	12	11	8	17	15	13	1	10	4	1	1	3	2	5	0	5	2	3	2	5	3	0	3	5	1	0	1	0	4	2	0	2	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3717	2676	848	474	759	848	240	389	432	247	253	216	189	90	129	88	67	101	66	84	113	36	30	58	55	61	53	28	27	57	29	13	31	15	17	23	22	15	15	24	12	20	12	10	6	4	4	6	3	6	0	6	6	2	4	6	3	0	5	18	3	3	0	3	7	7	0	2	1	2	1	0	2	2	0	2	0	1	4	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2172	1650	406	211	472	543	109	242	252	135	134	113	114	48	83	40	35	61	24	53	72	15	13	38	39	39	33	18	17	42	21	5	20	6	5	18	15	10	10	16	10	14	5	5	2	2	1	4	2	5	0	5	4	1	1	6	2	0	1	7	2	1	0	0	6	4	0	2	0	2	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3622	2594	837	472	784	871	231	384	496	252	233	228	196	82	140	82	68	111	59	76	97	38	32	51	56	65	57	22	29	49	25	15	35	12	19	30	29	13	14	15	6	25	12	14	4	6	5	8	5	4	3	6	6	1	7	6	2	1	3	19	4	4	2	3	4	7	1	1	0	2	1	0	2	2	0	2	0	1	3	0	5	0	0	0	0	0	1	1	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2078	1572	400	211	479	571	103	233	310	141	131	128	119	45	80	43	32	68	23	44	61	12	12	33	34	40	34	12	18	36	18	11	22	7	8	22	20	9	10	9	4	17	5	9	2	3	2	6	4	2	2	4	5	0	3	6	1	1	1	6	3	1	1	0	4	4	0	0	0	2	1	0	0	1	0	1	0	0	1	0	5	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3588	2515	857	468	766	845	246	364	474	260	230	220	202	112	162	83	77	110	65	66	84	39	42	49	52	68	61	25	25	44	23	21	31	20	20	33	29	13	14	9	10	16	10	11	7	6	3	8	5	6	5	6	4	2	6	5	2	6	6	12	2	5	2	3	6	2	1	1	1	3	2	0	0	1	1	2	0	1	2	1	5	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2042	1508	415	221	475	527	110	221	316	146	139	130	125	61	99	42	35	72	28	36	46	17	19	32	31	45	32	10	14	34	17	14	18	13	8	25	21	8	13	6	7	11	5	9	5	3	2	5	3	4	4	4	3	2	3	5	1	6	3	6	2	1	1	0	5	2	0	0	0	2	1	0	0	0	0	1	0	0	1	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3623	2515	907	503	788	868	238	357	476	257	248	231	208	111	153	86	82	106	64	60	87	45	36	49	35	57	65	21	19	47	20	27	26	24	24	28	24	14	26	25	14	14	8	13	5	7	4	8	5	10	7	6	6	4	5	1	2	10	11	3	1	5	4	3	5	1	1	1	1	4	1	1	1	1	1	3	0	3	0	2	5	0	0	0	0	0	1	8	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2043	1549	450	222	497	568	117	220	322	149	159	136	134	63	90	39	40	68	25	28	55	22	16	33	19	34	37	8	13	35	14	17	13	14	12	20	17	9	23	21	9	11	4	11	3	3	2	4	3	8	5	4	3	3	3	0	1	10	8	1	1	1	3	0	4	1	0	0	0	3	0	0	1	1	0	2	0	1	0	1	5	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3571	2485	891	506	744	874	264	360	466	242	246	229	210	113	159	89	82	110	63	65	99	39	45	46	35	50	60	27	15	32	23	28	20	26	25	23	17	13	29	29	22	6	6	18	6	5	5	5	2	11	5	4	5	4	3	5	3	14	11	0	1	2	4	5	5	3	1	2	1	4	1	1	1	1	1	2	2	3	0	2	0	0	0	0	0	0	1	7	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	2018	1555	426	214	458	551	130	224	326	137	157	143	142	60	82	40	39	70	26	36	67	26	23	31	20	27	31	8	12	20	9	18	14	15	14	17	11	8	26	20	18	4	3	15	4	1	2	3	0	11	4	4	3	3	2	2	1	14	8	0	1	0	2	1	3	3	0	0	0	3	0	0	1	1	0	1	2	1	0	1	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3689	2572	857	516	785	889	261	354	445	251	243	242	211	94	141	91	82	98	59	67	122	39	40	51	43	51	79	25	13	43	21	19	26	22	32	24	19	19	33	29	26	6	9	19	5	10	11	3	2	13	4	1	7	4	1	5	2	10	8	0	1	1	3	4	4	5	0	2	2	6	0	1	1	2	1	3	2	3	0	2	0	0	0	0	0	1	0	7	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0
