label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55
0.03	north1_all	80	28425	4572	3466	1764	1189	1677	624	539	415	331	425	259	152	246	178	133	76	43	60	33	15	28	14	17	16	16	19	35	4	5	8	4	3	4	3	0	4	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	24668	1177	2109	662	320	1379	168	307	204	152	349	184	74	218	146	115	52	20	46	20	5	14	4	5	9	12	15	35	1	2	5	0	2	1	3	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	28305	4663	3424	1735	1142	1743	654	535	437	336	426	264	161	221	161	133	69	42	56	29	15	25	13	14	10	18	23	29	6	7	8	4	1	5	3	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	24583	1209	2034	668	317	1440	193	287	217	132	354	193	88	188	133	116	48	16	42	19	7	12	2	4	3	15	19	27	2	4	5	0	1	2	3	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	28393	4724	3392	1754	1165	1730	659	550	452	345	415	264	177	212	186	127	59	44	61	31	13	21	18	12	9	20	19	18	6	5	13	4	3	4	0	0	1	3	0	0	0	2	0	0	2	2	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	24685	1209	2023	678	310	1424	204	301	229	151	344	195	99	170	157	106	34	20	49	22	5	8	6	5	3	17	16	14	1	3	10	1	1	2	0	0	0	3	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	28283	4718	3399	1742	1184	1794	640	564	448	366	400	276	158	201	202	114	57	46	71	36	19	21	18	12	9	24	15	11	5	4	10	3	2	2	0	0	1	4	1	1	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	24538	1212	2029	664	319	1465	217	318	232	153	328	205	82	153	172	89	33	22	57	20	7	8	7	7	4	22	13	7	2	3	9	1	0	1	0	0	0	4	1	1	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	28440	4674	3413	1756	1243	1751	630	527	421	347	417	271	148	202	229	105	64	44	69	33	23	24	19	10	9	18	12	8	2	4	8	2	2	0	0	1	1	4	1	1	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	24605	1184	2056	662	331	1417	208	306	223	155	344	201	60	156	194	72	44	26	59	16	6	10	8	6	5	15	11	4	1	3	7	1	0	0	0	0	0	4	1	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
