label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	north1_all	80	6672	2482	1513	828	862	1234	252	173	119	117	95	46	31	28	26	38	20	15	12	3	7	4	1	2	1	1	2	1	2	0	0	0	0	0	0	1	0	0	0	2	0	0
0.03	north1_active	80	4003	1441	961	486	687	1128	143	111	27	73	76	9	15	15	15	36	7	11	5	0	5	3	0	1	0	1	2	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0
0.03	north2_all	80	6571	2523	1452	826	915	1282	256	183	129	107	117	41	39	30	27	80	13	19	10	5	7	5	0	2	2	0	2	1	2	0	0	0	0	0	0	1	0	0	0	2	0	0
0.03	north2_active	80	3936	1456	962	492	741	1187	144	115	27	67	97	10	18	15	19	79	6	16	3	0	5	2	0	1	1	0	2	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0
0.03	north3_all	80	6671	2544	1485	832	890	1265	280	194	122	112	112	43	31	29	34	88	11	19	9	5	6	3	1	2	2	0	2	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	4006	1476	975	503	721	1160	155	122	28	68	90	13	15	9	22	86	6	15	2	0	5	1	0	2	1	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	6624	2588	1510	885	916	1202	271	202	108	107	113	39	43	24	32	91	12	18	5	5	3	3	2	3	1	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north4_active	80	3961	1479	974	557	748	1102	153	119	23	70	95	12	16	6	20	83	7	15	1	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6732	2579	1566	874	956	1164	245	191	114	101	102	38	39	21	28	61	16	13	3	6	1	4	3	3	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1
0.03	north5_active	80	4087	1459	1000	542	778	1048	134	114	23	65	79	8	17	8	17	51	8	11	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north6_all	80	6723	2608	1605	879	907	1156	245	176	108	111	100	30	45	18	27	62	15	11	3	8	4	4	3	3	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1
0.03	north6_active	80	4052	1479	1036	528	741	1047	135	107	27	72	72	5	19	10	20	50	6	10	1	1	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_all	80	6698	2565	1652	849	932	1159	244	186	115	99	91	33	49	20	19	61	16	12	2	6	12	3	2	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_active	80	4012	1446	1097	502	756	1053	132	115	30	62	62	5	22	10	12	56	6	12	1	1	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_all	80	6387	2518	1571	816	837	1064	244	180	112	89	76	35	45	21	22	62	10	16	3	4	16	3	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3590	1371	1008	462	662	959	123	106	34	46	45	7	20	8	12	57	1	14	1	1	14	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5992	2399	1448	793	734	872	240	168	107	82	74	47	41	24	18	52	11	18	4	5	16	2	0	3	0	0	3	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0
0.03	north9_active	80	3041	1167	844	412	531	767	107	82	32	41	45	13	16	6	11	47	1	16	1	3	14	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5744	2296	1318	751	652	653	211	160	103	85	71	55	30	22	14	31	13	17	4	4	13	6	0	2	0	1	6	1	2	0	1	0	0	1	0	0	0	0	0	0	1	0
0.03	north10_active	80	2563	1012	692	325	409	517	82	67	30	48	39	15	8	4	9	23	2	11	1	3	12	0	0	2	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6774	2609	1565	868	876	1190	271	218	99	92	105	40	40	16	27	41	7	5	11	3	6	2	5	3	6	1	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	4138	1502	1014	522	713	1095	143	134	21	59	76	7	19	4	19	35	0	2	5	1	4	0	4	3	5	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6798	2566	1549	915	873	1241	239	219	101	95	91	41	44	17	23	30	6	7	9	2	9	2	5	3	5	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	4149	1488	1023	538	708	1128	130	143	23	65	71	5	20	5	17	25	1	3	6	0	7	0	4	3	4	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6769	2574	1485	900	883	1278	253	228	103	100	100	52	44	20	26	38	6	8	10	3	6	1	1	7	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	4152	1484	949	519	716	1173	148	148	27	69	71	10	24	6	20	33	1	3	4	0	4	0	1	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6754	2519	1560	863	876	1252	254	200	87	95	105	54	45	20	20	47	7	12	6	3	5	3	1	5	3	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	4126	1448	986	500	696	1146	153	122	18	63	77	16	21	5	16	40	2	9	2	0	3	1	1	5	3	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6576	2498	1572	839	834	1228	274	195	80	99	111	52	42	22	30	48	9	13	6	5	3	2	2	5	4	2	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3956	1414	997	475	654	1132	154	115	14	68	77	17	18	5	24	42	3	8	2	2	1	1	2	5	4	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6561	2496	1619	886	814	1222	273	196	79	106	95	50	39	19	34	44	11	14	5	4	2	2	4	5	4	3	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	3917	1402	1015	525	626	1130	143	115	15	75	67	18	18	1	26	39	4	10	3	2	1	1	4	5	4	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	6646	2534	1609	888	844	1257	255	178	97	109	94	42	36	18	28	61	11	18	7	6	4	4	4	3	4	2	6	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	3965	1452	1009	532	648	1167	125	115	17	71	62	12	17	2	20	58	4	12	4	2	2	2	4	2	4	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_all	80	6732	2549	1603	907	917	1328	242	194	104	113	98	47	40	18	27	54	11	13	7	6	2	3	2	3	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	4073	1449	1017	545	724	1229	114	127	18	75	67	12	19	2	18	51	2	9	4	2	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	6687	2576	1599	889	961	1229	225	185	106	108	100	46	38	21	20	52	11	12	8	7	3	5	2	3	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	4005	1465	1027	490	749	1117	111	121	20	68	73	12	17	4	11	50	2	9	6	2	1	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6497	2477	1566	842	969	1177	216	185	112	106	88	50	40	24	21	23	9	10	5	5	6	5	3	2	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	3815	1358	1006	439	769	1058	93	116	29	64	66	16	19	4	10	20	2	7	4	2	3	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6564	2674	1619	896	919	1294	259	171	107	106	78	49	45	25	30	59	13	10	7	0	9	0	1	2	3	0	10	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	3948	1510	1062	503	727	1192	138	94	25	65	53	14	20	7	20	50	1	8	4	0	6	0	1	2	2	0	10	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	6611	2593	1594	892	912	1356	247	186	100	103	82	54	44	24	24	50	10	14	10	1	7	1	2	2	2	0	5	1	0	2	0	2	0	0	0	0	1	1	0	0	0	0
0.03	south22_active	80	4022	1483	1039	496	720	1242	129	101	21	67	61	14	19	6	14	45	0	12	7	0	6	1	2	2	2	0	5	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south23_all	80	6672	2618	1591	869	925	1246	243	191	94	100	72	53	46	27	27	37	7	16	10	2	4	1	2	5	3	1	5	2	0	2	0	1	1	0	0	0	1	1	0	0	0	0
0.03	south23_active	80	4062	1516	1029	483	729	1142	127	116	24	65	54	16	20	7	21	34	1	8	8	0	3	1	2	4	2	0	5	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0
0.03	south24_all	80	6777	2622	1641	878	930	1259	247	210	93	103	80	46	34	27	33	47	9	17	8	3	5	3	1	5	2	1	6	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0
0.03	south24_active	80	4206	1499	1077	520	753	1154	131	131	24	64	61	13	16	7	24	43	3	9	5	0	3	1	1	4	1	0	6	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south25_all	80	6736	2658	1633	870	905	1201	231	213	95	97	84	46	41	19	32	56	10	11	3	4	5	4	1	6	1	1	6	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	4153	1510	1079	514	720	1103	133	124	21	55	55	11	17	5	26	50	3	4	2	1	3	1	0	5	0	0	6	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6677	2673	1616	863	894	1148	224	217	93	110	105	44	34	17	21	62	6	6	2	3	6	5	1	2	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	4111	1516	1063	530	714	1063	122	129	20	69	74	8	11	2	16	56	2	3	1	1	3	1	0	2	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6573	2619	1587	896	879	1263	238	208	94	116	107	44	34	17	35	63	5	6	7	2	7	4	1	2	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	3989	1494	1021	543	710	1172	132	116	19	79	81	7	11	2	31	58	1	4	2	1	4	1	0	2	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	6661	2647	1580	894	876	1359	237	192	111	103	103	45	32	19	39	52	7	10	6	2	6	4	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	3977	1528	997	536	692	1270	126	114	26	82	77	8	12	3	35	49	3	8	1	0	3	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6713	2647	1640	899	935	1303	237	182	118	103	91	42	38	22	39	55	7	13	10	2	12	7	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	3957	1567	1046	535	745	1213	125	105	27	80	69	5	16	5	31	51	3	11	2	0	9	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6626	2614	1620	851	949	1202	254	176	130	93	102	43	31	19	31	56	6	21	6	5	9	8	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	3888	1513	1060	504	740	1111	139	112	33	67	75	6	16	5	24	53	3	19	2	2	9	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6573	2682	1673	880	903	1152	240	183	95	97	128	44	39	18	34	44	5	12	5	7	8	3	3	6	3	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south31_active	80	3962	1507	1092	511	722	1072	116	122	21	55	82	10	21	5	30	39	2	10	2	1	8	0	2	6	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	6671	2697	1592	844	932	1160	237	179	94	105	129	40	45	22	28	35	9	20	6	6	6	3	3	3	3	0	8	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south32_active	80	4000	1521	1007	489	753	1070	111	123	20	63	86	10	23	7	24	29	3	17	3	1	6	0	2	3	2	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	6734	2656	1572	815	929	1094	235	191	103	105	122	43	37	25	28	30	16	20	4	6	10	1	3	2	1	0	8	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	4081	1489	995	474	760	998	119	113	25	61	82	10	19	6	22	28	5	18	2	1	10	0	2	2	0	0	8	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	6763	2651	1571	812	943	1085	231	181	105	108	111	32	32	33	25	37	15	20	3	5	10	1	2	0	1	0	6	8	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	4116	1480	1032	455	767	972	130	98	29	64	76	6	19	6	14	33	3	18	2	0	10	0	2	0	0	0	6	8	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6737	2628	1589	825	897	1203	234	182	116	110	102	32	26	39	29	45	20	16	3	6	9	1	2	3	3	3	10	8	2	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	4142	1466	1038	463	726	1095	126	104	30	66	74	8	14	6	14	41	5	15	2	2	9	0	0	2	3	2	10	8	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6719	2626	1659	847	921	1251	243	182	105	125	103	37	32	29	23	42	14	7	4	5	5	1	2	6	3	5	6	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	4117	1485	1098	478	745	1150	129	109	27	75	74	7	17	5	9	36	2	7	2	2	5	0	0	4	3	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	6683	2680	1670	857	881	1274	250	168	92	122	96	37	32	27	25	55	13	10	6	8	6	0	2	6	3	6	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	4066	1479	1089	491	702	1177	125	109	26	74	70	6	13	5	10	48	2	8	2	3	6	0	0	4	3	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	6717	2623	1627	817	945	1284	241	174	82	99	101	53	31	28	21	48	7	17	7	5	3	0	0	4	0	4	7	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	4015	1437	1050	482	753	1188	128	113	21	56	71	9	13	4	16	42	1	15	3	2	2	0	0	3	0	1	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6794	2682	1630	850	932	1281	225	174	90	83	89	46	36	27	24	57	9	21	6	6	4	1	2	3	1	2	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	4027	1504	1032	531	749	1181	122	113	26	50	58	6	12	5	18	53	1	18	3	2	2	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	6777	2658	1589	842	974	1329	206	177	95	83	109	42	35	27	26	39	11	18	6	4	3	4	3	2	3	0	5	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
0.03	south40_active	80	4076	1532	1008	503	782	1208	113	110	29	52	79	8	10	4	17	37	2	15	3	1	1	4	0	2	2	0	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
