label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	north1_all	80	11144	3861	1760	1032	632	486	1138	230	146	425	82	91	45	84	23	32	88	11	13	17	5	5	10	1	4	6	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	7403	2133	537	381	153	198	1040	67	44	385	27	59	13	69	8	18	81	5	8	14	0	2	8	0	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	11124	3919	1731	1028	633	479	1096	225	160	398	81	106	49	76	29	27	64	8	14	7	3	4	14	1	4	3	2	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	7403	2128	558	404	143	195	995	60	51	355	28	75	13	63	6	16	59	5	10	5	0	2	11	0	2	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	10869	3888	1729	1061	669	460	994	229	165	346	85	110	60	69	29	29	64	9	12	7	3	2	13	6	4	2	2	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	7067	2090	552	407	150	182	879	61	55	305	30	80	18	48	4	17	59	5	9	7	0	1	10	1	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	10316	3730	1744	1071	714	474	923	246	188	342	77	107	54	75	26	24	57	11	14	7	3	1	13	7	3	2	3	1	5	0	0	0	0	0	0	0	4	1	0	0	0	0
0.03	north4_active	80	6421	1854	545	373	160	172	801	63	59	297	26	80	15	58	2	14	50	5	9	6	0	0	11	1	0	2	1	1	4	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north5_all	80	10040	3676	1735	1071	729	458	818	244	185	295	91	104	54	71	21	22	48	16	13	8	6	2	10	7	3	3	2	1	4	0	0	0	0	0	0	0	3	1	0	0	0	0
0.03	north5_active	80	6037	1791	524	343	172	158	692	57	55	260	30	78	13	54	1	10	41	5	6	6	1	1	8	2	1	3	1	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north6_all	80	10312	3661	1663	1062	718	479	860	248	173	325	84	94	52	61	17	30	54	18	14	7	7	2	7	5	2	1	2	2	1	0	0	0	0	0	0	0	3	1	0	0	0	0
0.03	north6_active	80	6294	1775	515	337	170	166	734	65	48	296	27	60	10	48	3	17	49	6	6	5	1	1	6	1	1	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north7_all	80	10853	3750	1627	1054	712	487	881	255	162	328	83	109	58	74	29	24	68	19	16	7	4	3	4	3	3	2	1	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0
0.03	north7_active	80	6950	1921	543	378	166	174	763	69	54	297	23	67	16	60	5	16	64	5	7	5	1	2	3	1	1	2	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0
0.03	north8_all	80	11414	3787	1746	1021	715	498	1060	268	149	358	91	113	58	78	36	27	138	18	14	10	2	6	6	2	5	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	7535	2004	599	406	150	182	943	82	49	330	25	70	18	68	10	15	133	2	8	7	0	5	5	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	11420	3813	1785	1027	692	470	1117	259	164	385	86	100	51	83	35	22	135	17	17	12	2	10	7	2	3	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	7570	2044	610	413	154	170	999	69	63	348	23	61	17	75	10	11	129	4	9	8	0	8	5	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	11206	3797	1757	1038	728	438	1144	240	156	416	89	100	42	86	32	28	113	12	10	17	3	9	7	3	2	5	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	7345	2070	580	415	149	160	1026	62	56	378	22	69	11	75	11	13	109	4	4	11	1	7	5	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
