label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	north11_all	80	11055	3740	1837	1022	702	477	1005	207	142	397	93	89	59	93	27	25	90	15	12	11	11	6	5	3	3	3	2	0	0	5	2	0	0	0	1	0	0	0	2	0	0	0
0.03	north11_active	80	7323	2029	592	357	143	163	908	71	38	353	18	70	19	84	11	12	84	3	9	8	4	1	4	1	3	2	1	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0
0.03	north12_all	80	11005	3840	1759	1053	719	500	1006	232	161	415	83	91	68	91	18	32	73	9	10	9	12	4	7	0	2	5	2	0	0	6	0	0	0	0	1	0	0	1	2	0	0	0
0.03	north12_active	80	7263	2078	574	374	145	184	900	78	42	378	16	73	20	78	5	11	64	3	8	5	4	0	5	0	2	4	1	0	0	6	0	0	0	0	0	0	0	1	2	0	0	0
0.03	north13_all	80	10961	3904	1823	1074	705	493	1066	251	155	379	80	98	57	75	25	28	43	12	11	11	8	1	6	1	3	4	1	0	0	1	0	0	1	0	9	0	1	1	0	0	0	0
0.03	north13_active	80	7208	2107	605	407	152	184	968	74	54	344	23	74	16	60	7	12	37	4	8	5	2	0	3	0	2	2	1	0	0	1	0	0	0	0	8	0	0	1	0	0	0	0
0.03	north14_all	80	10627	3838	1774	1061	692	495	951	246	154	312	88	102	61	59	23	25	44	12	11	9	6	3	10	2	1	4	1	0	1	1	0	0	1	0	9	0	1	1	0	0	0	0
0.03	north14_active	80	6799	2035	592	372	162	191	854	66	46	283	24	78	14	41	4	11	39	5	5	4	1	2	5	0	0	2	1	0	1	1	0	0	0	0	8	0	0	1	0	0	0	0
0.03	north15_all	80	10343	3713	1797	1032	675	466	928	249	152	327	89	96	59	64	25	21	61	13	9	12	7	2	11	4	1	5	2	0	1	0	0	0	1	0	8	0	1	0	0	0	0	0
0.03	north15_active	80	6397	1892	568	370	163	154	826	62	47	295	24	74	15	48	6	12	57	4	4	10	2	2	5	0	0	3	2	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0
0.03	north16_all	80	10373	3699	1766	1045	687	479	873	229	158	312	88	103	61	68	20	24	64	17	8	11	10	3	11	5	1	2	2	0	2	2	0	0	2	1	8	0	1	0	0	0	0	0
0.03	north16_active	80	6437	1880	552	360	146	153	768	56	49	271	25	81	15	53	3	13	61	4	2	10	4	2	5	0	0	1	2	0	1	2	0	0	0	0	8	0	0	0	0	0	0	0
0.03	north17_all	80	10648	3676	1755	1068	699	491	888	225	159	308	75	91	55	90	16	23	58	17	7	9	11	3	7	5	0	2	2	0	1	4	0	0	1	1	0	0	0	0	0	1	3	0
0.03	north17_active	80	6767	1885	558	372	139	168	783	56	54	268	18	68	17	74	2	12	52	5	3	8	5	2	5	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0
0.03	north18_all	80	11105	3793	1721	1093	693	475	957	217	154	385	75	118	57	86	16	21	59	18	8	6	7	2	6	5	0	2	2	0	1	4	0	0	1	1	0	0	0	0	0	1	3	0
0.03	north18_active	80	7328	2012	576	390	131	175	867	63	51	333	19	93	11	72	2	10	52	4	5	5	4	0	6	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0
0.03	north19_all	80	10990	3859	1717	1110	687	473	1114	201	164	343	78	112	52	105	25	18	45	12	8	5	2	2	7	2	1	3	1	2	0	4	0	0	0	0	0	0	0	0	0	1	3	0
0.03	north19_active	80	7260	2090	567	377	130	180	1029	55	52	292	24	79	12	90	7	4	39	4	7	4	2	1	7	0	1	3	1	2	0	4	0	0	0	0	0	0	0	0	0	0	3	0
0.03	north20_all	80	10966	3818	1750	1102	657	467	1090	196	165	375	87	121	51	115	25	22	54	12	14	8	6	3	8	3	1	5	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	7161	2075	576	406	121	168	999	54	56	334	23	92	12	99	9	6	46	2	12	7	3	2	6	0	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	18148	3755	1944	2177	668	520	804	455	165	194	96	72	52	50	29	22	28	16	7	7	8	2	6	5	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	15257	1940	929	1774	201	230	690	376	38	133	26	27	27	26	14	15	26	11	5	4	6	1	1	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_all	80	18361	3709	1965	2169	668	496	776	478	167	197	96	73	49	44	29	22	25	13	12	8	9	6	6	3	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	15445	1891	940	1769	196	219	661	400	41	135	30	29	29	22	11	13	21	9	9	5	7	2	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	18417	3648	1924	2195	688	469	772	434	171	192	104	75	54	51	22	24	30	17	20	9	4	9	3	0	3	2	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	1
0.03	south23_active	80	15488	1884	914	1789	203	202	669	352	37	132	35	35	34	26	7	13	25	12	17	5	4	5	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1
0.03	south24_all	80	18612	3619	1932	2281	681	445	794	441	169	191	105	65	58	44	24	29	20	16	18	8	5	9	2	4	5	1	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	1
0.03	south24_active	80	15600	1867	895	1877	195	180	690	349	42	127	36	34	39	22	8	17	17	11	16	4	4	4	1	3	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1
0.03	south25_all	80	18343	3609	1889	2290	688	473	798	454	146	197	95	70	64	49	23	38	21	15	14	8	9	9	0	10	5	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1
0.03	south25_active	80	15279	1921	855	1894	191	188	698	346	37	134	30	30	40	19	11	25	17	10	11	4	6	6	0	9	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
0.03	south26_all	80	18052	3623	1920	2319	695	490	797	454	157	182	79	55	64	39	29	38	32	19	12	11	6	6	2	10	2	2	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1
0.03	south26_active	80	14977	1904	865	1911	206	194	699	353	44	129	21	24	39	11	17	24	26	12	7	5	3	5	1	9	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south27_all	80	17877	3782	1892	2347	682	493	762	467	153	173	77	74	60	35	35	41	32	15	16	12	8	6	3	13	0	1	1	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0
0.03	south27_active	80	14800	1987	889	1927	193	207	650	360	43	127	25	30	35	9	16	24	20	10	10	4	5	6	1	13	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south28_all	80	17990	3867	1850	2344	692	483	711	435	160	177	83	77	63	34	39	40	43	14	16	9	4	4	4	6	1	1	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0
0.03	south28_active	80	14955	2014	885	1892	207	203	607	342	36	133	29	31	33	12	19	21	30	7	11	2	3	4	2	6	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
0.03	south29_all	80	18017	3842	1843	2382	684	472	730	442	154	164	80	86	68	43	33	30	35	17	14	8	5	6	3	6	2	2	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0
0.03	south29_active	80	15044	1972	903	1929	210	204	615	352	32	124	26	37	39	22	11	16	24	11	10	2	4	5	1	5	1	1	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0
0.03	south30_all	80	18123	3772	1810	2367	716	455	834	437	161	164	71	79	67	45	40	25	28	20	10	6	5	6	1	6	2	1	1	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0
0.03	south30_active	80	15208	1961	873	1934	229	209	705	351	36	120	24	36	39	23	14	16	21	13	5	3	4	5	1	4	1	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0
0.03	south31_all	80	18348	3826	1892	2450	712	494	855	420	172	204	99	69	52	43	34	38	10	13	7	14	6	4	2	9	2	3	2	5	0	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	15398	2018	914	2015	232	213	736	331	47	148	33	39	33	20	23	28	8	9	3	8	3	4	0	8	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	18305	3778	1910	2367	717	545	796	414	172	205	92	66	53	46	35	38	18	13	6	14	8	7	2	13	2	3	3	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	15390	1968	907	1941	228	233	668	328	43	156	23	34	34	22	22	27	14	11	3	8	6	7	0	11	0	1	2	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	18258	3720	1959	2401	696	517	834	418	164	189	83	57	45	39	25	39	22	15	9	9	6	8	2	12	2	2	3	6	0	1	0	0	0	2	0	1	0	0	0	0	0	0
0.03	south33_active	80	15316	1930	936	1972	220	217	692	327	36	138	22	26	25	22	14	27	17	12	7	5	5	7	0	10	0	1	2	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_all	80	18213	3681	1946	2241	696	527	823	446	158	184	79	58	45	38	22	38	33	16	8	6	4	8	3	18	1	3	2	4	0	1	0	0	0	2	0	1	0	0	0	0	0	0
0.03	south34_active	80	15272	1862	920	1846	232	219	685	362	40	134	23	24	26	20	11	26	27	10	7	2	3	6	1	16	0	1	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_all	80	18043	3615	1953	2271	662	505	856	466	142	192	80	48	45	38	24	43	32	13	9	10	1	9	3	15	1	4	1	1	0	0	0	1	0	4	1	1	0	0	0	0	0	0
0.03	south35_active	80	15072	1874	966	1899	205	207	722	373	30	141	26	21	30	23	13	32	23	7	8	3	0	5	1	13	0	1	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0
0.03	south36_all	80	17892	3650	1949	2272	670	488	832	458	139	208	86	48	57	37	29	44	22	15	7	10	8	6	1	14	0	4	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0
0.03	south36_active	80	14945	1902	975	1896	213	203	717	360	40	160	31	21	36	24	17	33	13	9	5	4	7	2	1	13	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
0.03	south37_all	80	18066	3636	1885	2300	660	489	794	462	144	237	96	47	61	43	36	42	30	15	7	15	9	7	1	13	0	4	2	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0
0.03	south37_active	80	15132	1934	942	1927	199	209	691	361	44	182	33	20	38	25	18	30	21	10	4	7	8	4	1	13	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0
0.03	south38_all	80	18154	3721	1909	2280	691	476	753	421	148	225	106	64	64	42	37	36	27	16	15	17	10	7	0	17	0	3	2	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	south38_active	80	15159	1956	933	1903	208	202	640	330	42	171	33	24	39	25	13	25	19	13	11	7	9	5	0	16	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south39_all	80	18447	3778	1900	2272	672	511	799	427	169	209	99	74	69	52	40	31	36	12	16	19	7	9	1	26	0	1	2	3	1	1	0	0	0	1	0	0	1	1	0	0	0	0
0.03	south39_active	80	15440	1946	906	1871	202	220	679	333	43	156	28	26	43	29	15	15	27	9	10	9	6	5	0	25	0	0	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south40_all	80	18478	3841	1905	2253	652	489	806	416	176	201	84	88	66	52	34	26	32	14	18	21	7	14	4	23	0	0	1	3	1	1	0	0	0	1	0	0	1	1	0	0	0	0
0.03	south40_active	80	15475	1989	892	1842	188	204	679	320	43	155	23	32	37	33	12	12	27	9	9	9	4	10	1	21	0	0	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0
