label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81
0.03	north1_all	80	65653	15930	7904	6455	3882	6129	2214	1859	1332	1118	1567	834	570	1254	847	786	589	270	247	328	244	218	111	126	83	132	94	101	29	70	35	22	24	58	19	17	21	14	9	13	18	11	8	9	4	5	2	2	3	3	2	0	2	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
0.03	north1_active	80	55866	9035	2697	3715	1492	5203	555	764	326	396	1233	392	165	1114	665	686	484	133	131	253	188	167	42	64	27	107	80	84	13	52	16	8	5	51	13	8	15	4	5	10	17	8	8	5	1	4	1	2	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	65243	15939	7993	6492	3951	6092	2183	1835	1364	1145	1462	814	577	1201	858	744	605	262	259	308	236	203	114	123	85	124	110	77	31	58	46	22	26	44	21	13	15	16	12	15	20	11	9	7	5	6	3	1	2	1	3	4	4	1	0	0	1	0	2	0	2	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
0.03	north2_active	80	55600	9092	2727	3748	1530	5169	600	746	324	400	1135	387	166	1053	665	636	491	144	141	245	178	148	48	62	28	92	93	58	12	46	25	6	11	36	12	5	11	5	7	12	18	5	9	2	2	3	2	1	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	64710	15864	8067	6520	3929	6286	2197	1721	1357	1124	1482	811	569	1197	797	877	611	260	249	301	241	201	115	105	83	107	91	83	34	56	45	19	26	27	18	14	16	16	11	14	16	13	10	6	5	8	6	4	2	1	8	4	5	2	0	0	1	0	2	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	55011	8907	2761	3794	1532	5330	603	700	316	409	1159	393	169	1056	617	752	502	135	143	239	186	143	55	55	26	84	74	67	15	43	25	8	14	21	11	7	11	6	8	8	14	5	9	2	2	4	3	4	1	0	5	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	64962	15971	8109	6414	3955	6241	2156	1729	1340	1107	1558	815	566	1156	774	891	673	262	251	279	252	199	110	92	95	100	93	95	41	59	42	20	27	37	19	12	12	17	13	12	8	12	6	7	5	6	6	4	1	0	8	5	3	4	0	0	6	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	55308	8939	2788	3733	1552	5308	570	696	316	395	1224	406	164	1009	585	770	558	144	153	216	195	148	49	46	32	83	75	80	16	47	23	12	15	28	9	8	8	6	7	6	6	5	3	1	3	1	4	3	1	0	5	3	2	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	64888	15974	8140	6326	3844	6461	2134	1632	1331	1105	1620	829	571	1126	734	948	675	287	236	291	244	182	115	85	95	103	89	100	45	76	34	27	24	33	26	14	20	13	14	13	15	15	7	5	4	5	6	4	3	0	6	2	3	5	0	0	6	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	55327	8949	2785	3708	1515	5570	547	666	308	404	1277	439	171	977	554	836	552	148	130	226	189	133	54	46	34	84	70	85	18	63	17	15	13	24	15	8	10	5	6	7	13	10	3	1	2	1	3	3	2	0	5	2	2	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
