label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north1_all	80	37346	32083	8015	5236	5200	2808	2090	1784	2223	1283	961	845	797	482	494	558	594	574	213	239	289	111	159	183	92	78	111	78	63	99	29	77	58	34	17	11	29	16	35	55	6	7	10	6	11	2	4	3	5	2	3	0	3	4	1	1	2	0	2	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north1_active	80	22735	28047	2543	1076	3459	718	477	741	1719	651	521	539	536	117	298	428	487	482	52	176	244	24	116	136	20	29	71	58	37	85	7	64	53	23	11	4	21	14	30	53	2	4	6	2	9	1	0	0	0	0	1	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	37504	32136	8044	5240	5137	2818	2106	1828	2226	1310	923	863	784	490	495	578	578	555	215	264	267	124	138	172	96	69	108	78	65	91	35	63	39	26	21	9	26	10	28	50	10	9	7	4	6	1	5	6	4	2	3	1	3	4	1	2	1	1	2	3	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	22893	28153	2547	1035	3411	695	490	783	1684	659	507	560	517	109	311	444	475	488	49	186	230	29	88	134	25	25	69	59	37	76	12	49	34	17	14	6	24	8	22	47	5	7	3	1	3	1	2	2	0	0	2	1	3	2	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	37527	31903	7987	5205	5155	2820	2108	1879	2253	1320	891	888	802	492	477	611	537	540	211	249	253	126	152	162	89	56	92	60	62	108	36	69	36	35	28	14	21	9	28	32	10	11	4	2	3	1	4	11	3	1	2	1	3	2	3	4	3	1	3	1	1	0	1	1	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	22852	27877	2453	1023	3417	666	489	801	1729	658	470	581	504	122	286	465	431	473	43	172	219	29	100	130	28	17	55	51	33	93	12	58	27	27	19	6	19	7	22	31	5	8	3	0	1	1	2	7	1	0	1	1	3	0	2	0	1	1	0	0	1	0	1	1	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	37496	31629	7905	5147	5104	2758	2117	1876	2157	1281	937	902	784	489	444	630	538	568	215	294	249	116	158	146	78	58	82	56	64	89	41	52	37	34	24	16	25	15	15	18	10	11	7	3	2	1	4	10	1	0	3	1	0	0	3	5	3	1	2	2	1	0	1	1	0	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	22814	27570	2450	1008	3369	632	490	788	1623	614	514	580	491	117	253	488	419	501	42	217	209	31	103	110	24	18	54	48	32	78	10	44	28	29	17	6	22	13	10	15	5	10	5	1	0	1	2	7	1	0	2	1	0	0	2	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	37688	31797	7874	5105	5156	2749	2172	1846	2227	1252	980	898	819	491	463	599	563	617	209	258	210	105	152	171	79	51	67	57	51	79	35	59	41	31	18	21	15	14	15	17	4	12	8	2	1	2	3	5	1	2	3	1	1	1	2	3	4	2	2	1	1	0	1	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	22945	27701	2416	1032	3455	664	511	777	1684	619	542	585	504	118	267	461	439	549	45	188	161	30	104	124	21	20	47	45	25	64	6	55	32	24	9	8	12	13	13	14	1	11	5	1	0	1	0	5	1	1	2	1	1	1	2	0	1	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	37673	31979	7967	5021	5314	2789	2159	1790	2265	1221	994	903	831	493	462	557	579	597	216	254	271	117	125	180	64	64	65	66	44	65	36	63	47	39	19	17	15	21	11	25	3	7	8	2	1	2	2	3	2	3	6	0	1	1	2	2	1	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north6_active	80	23021	27857	2490	1028	3560	692	483	753	1697	580	534	567	522	120	273	431	462	520	46	177	212	42	78	136	15	23	43	46	21	50	6	56	38	31	13	5	11	19	10	20	0	6	5	1	0	0	0	3	0	2	6	0	1	1	2	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north7_all	80	38107	32427	8005	5119	5243	2762	2185	1761	2284	1218	993	918	869	487	480	544	569	586	206	248	279	112	120	186	63	72	53	95	44	59	35	59	48	34	18	19	9	23	14	33	6	8	5	3	2	6	4	2	3	3	9	0	2	1	0	1	1	2	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north7_active	80	23223	28312	2523	1040	3549	685	477	734	1707	610	535	585	565	127	294	422	458	502	47	152	226	43	75	144	15	26	33	69	20	42	8	51	41	27	12	5	6	18	13	28	1	6	3	2	1	2	0	2	0	2	8	0	2	1	0	1	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north8_all	80	37924	32457	8039	5239	5301	2687	2167	1753	2252	1257	992	933	885	499	501	565	566	567	217	264	324	119	139	191	67	75	65	99	53	83	27	72	46	33	19	17	15	21	12	38	11	8	4	3	4	5	4	2	4	2	9	0	1	2	0	1	1	1	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north8_active	80	23150	28279	2563	1117	3589	643	468	726	1672	636	519	606	568	132	298	443	459	477	48	169	272	42	91	152	19	22	38	72	33	70	7	59	39	29	14	4	9	16	9	33	3	5	2	2	3	2	0	2	0	1	8	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north9_all	80	37892	32464	7979	5283	5161	2660	2150	1775	2225	1266	1021	941	878	480	492	618	635	542	210	273	270	121	157	177	72	62	63	80	59	87	29	70	60	28	25	19	23	15	9	31	17	16	6	7	6	6	3	2	3	1	5	0	2	1	0	0	0	1	1	1	0	2	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	23120	28356	2562	1143	3500	641	480	746	1639	654	534	616	572	127	287	487	503	460	43	177	224	45	107	135	21	21	38	55	35	78	10	57	52	22	19	5	18	10	6	24	6	13	3	3	5	3	0	2	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	37433	32337	7996	5259	5115	2670	2138	1767	2111	1272	1000	955	882	474	510	624	660	550	209	248	298	131	168	157	83	59	74	69	66	100	28	64	67	32	20	17	21	22	9	43	20	15	7	7	7	4	2	0	2	1	2	0	5	1	0	0	1	1	1	1	0	2	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	22894	28245	2530	1143	3452	636	470	732	1523	644	508	626	559	130	300	475	543	481	51	167	244	44	120	113	29	20	43	48	40	92	9	53	57	26	13	5	15	20	6	37	7	13	3	2	4	3	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_all	80	37766	32564	7917	5186	5144	2760	2102	1753	2007	1202	1055	932	796	478	478	574	552	572	198	207	307	117	137	159	59	82	56	113	41	76	38	53	71	45	26	9	23	13	23	12	8	5	10	3	7	4	3	5	2	1	7	3	2	2	2	6	1	3	0	1	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	23093	28420	2464	1029	3473	656	461	716	1506	641	570	601	502	137	254	453	444	499	40	125	254	30	93	125	13	29	28	91	22	65	9	43	62	31	8	3	16	6	17	8	5	4	5	2	4	2	1	3	0	1	7	2	0	1	0	6	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	37962	32649	8025	5274	5235	2780	2063	1782	2056	1172	1045	877	811	467	448	643	550	521	200	221	296	121	133	162	68	91	54	74	50	67	37	61	87	52	19	9	19	13	18	14	8	8	9	6	7	4	3	6	2	2	7	1	1	2	3	7	1	3	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	23175	28459	2517	1020	3495	672	443	737	1525	624	567	548	522	141	233	517	436	452	42	144	237	29	95	121	12	29	27	57	29	53	10	47	77	40	6	5	9	8	15	12	4	7	5	2	6	3	1	4	0	1	7	0	0	1	1	7	1	2	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	37936	32560	8118	5164	5281	2886	2083	1793	2157	1200	1010	850	772	487	487	662	590	580	203	235	293	119	128	149	81	91	73	79	51	66	34	71	82	50	22	11	25	16	13	24	12	5	5	8	5	3	1	7	3	2	7	1	0	4	3	3	2	2	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	23090	28377	2570	1006	3541	715	445	760	1596	628	540	540	515	151	276	540	478	507	38	159	235	25	88	110	16	34	38	61	27	53	10	57	75	38	11	5	16	11	9	22	7	4	2	2	5	2	0	5	0	1	7	0	0	4	1	3	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	37493	31932	7959	5053	5117	2885	2115	1753	2097	1205	1000	870	799	488	521	653	573	536	206	234	280	145	129	157	91	79	82	67	51	68	32	78	55	56	33	17	24	20	19	27	13	8	5	7	2	4	1	5	2	2	3	0	1	4	1	2	2	3	0	0	2	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	22447	27670	2472	1040	3330	700	479	741	1531	622	524	544	537	134	300	525	464	466	33	165	222	35	84	114	21	26	37	51	28	53	7	66	48	43	22	7	14	14	14	24	7	8	2	1	2	2	0	5	0	0	3	0	1	4	1	2	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	37939	31585	7862	5053	5064	2884	2162	1738	2044	1200	999	889	751	486	575	582	496	532	182	233	266	139	135	186	90	69	86	77	45	68	35	81	51	40	29	19	19	29	22	24	12	11	4	6	2	4	2	4	3	2	3	1	1	3	0	2	3	3	2	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	22730	27286	2369	1068	3249	712	501	724	1475	599	494	559	470	136	346	457	401	459	25	148	205	35	94	138	20	22	35	60	26	51	10	71	44	28	24	8	13	24	16	19	6	10	2	0	2	2	0	4	1	0	3	1	1	3	0	2	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	37798	32332	7809	5078	5029	2806	2177	1713	1997	1206	1029	922	741	498	574	526	515	542	178	241	287	137	141	175	81	69	88	75	42	82	36	63	56	31	39	21	11	28	16	32	7	11	1	3	5	3	1	6	3	3	0	5	1	1	0	2	2	3	2	0	1	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	22685	28139	2342	1089	3224	674	508	675	1428	600	548	564	479	134	336	414	427	461	32	152	229	42	93	129	20	19	44	61	28	68	11	52	50	21	29	9	7	24	10	23	3	9	1	0	4	2	0	4	1	0	0	2	1	0	0	2	2	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	38106	32551	7806	5138	5160	2796	2213	1776	1966	1287	1009	968	762	495	532	508	507	523	182	248	307	120	155	195	76	64	83	71	47	73	39	54	50	19	27	17	13	22	23	30	4	8	1	4	9	6	1	6	3	2	0	6	0	10	0	2	2	3	3	1	0	2	0	7	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	23136	28433	2341	1086	3348	662	498	708	1400	660	526	594	497	136	299	420	402	446	35	158	246	37	107	146	22	18	41	60	27	61	11	44	43	14	14	6	9	19	18	22	1	6	0	0	7	2	0	3	1	0	0	2	0	9	0	2	2	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	38342	33053	7867	5187	5346	2734	2233	1799	1951	1281	1035	1008	736	489	505	576	490	488	186	254	282	129	135	204	85	60	76	77	56	64	36	41	55	23	31	18	11	27	26	32	5	10	4	6	10	6	3	5	2	1	3	7	0	12	0	7	1	0	2	1	0	2	0	5	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north18_active	80	23413	28992	2445	1067	3586	631	495	727	1424	650	558	638	488	135	275	483	383	418	43	151	225	38	89	154	23	15	39	64	32	56	11	28	44	16	14	4	6	24	19	26	2	7	3	0	8	2	1	2	0	0	3	2	0	11	0	7	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	38036	32279	7948	5284	5310	2720	2182	1796	2056	1311	1006	966	777	471	481	597	523	520	199	244	253	146	139	191	91	79	74	96	54	70	32	40	67	21	18	18	14	26	24	24	4	4	9	8	7	5	3	4	4	0	5	4	0	13	0	6	0	4	2	2	0	2	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
0.03	north19_active	80	23311	28227	2469	1083	3604	665	492	739	1490	687	530	609	511	123	263	490	411	455	51	148	199	42	90	144	21	29	36	78	28	60	9	31	56	13	8	3	6	25	19	22	2	2	5	0	5	1	1	2	0	0	3	1	0	12	0	6	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	38108	32121	7886	5280	5228	2775	2173	1748	2139	1248	996	988	785	502	465	651	493	544	207	238	226	147	141	179	81	86	67	90	52	82	28	45	75	17	20	17	8	27	16	33	6	8	10	10	8	3	5	2	4	1	5	2	0	3	1	6	0	4	1	1	1	0	0	2	0	0	1	0	0	0	0	0	1	4	0	2	0	0	1	0	0	0	0
0.03	north20_active	80	23348	27985	2497	1106	3566	676	499	722	1576	641	525	617	486	134	272	518	399	472	55	143	170	47	85	130	20	28	30	70	31	70	11	35	69	10	10	4	1	23	13	30	4	7	6	2	4	1	1	2	0	1	3	0	0	3	1	6	0	4	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	34428	27541	17714	10139	3778	4671	5771	2700	1542	1083	1601	996	1679	508	518	628	464	305	212	367	170	135	138	110	77	56	47	41	43	77	39	70	27	49	22	20	13	15	14	8	13	5	9	30	6	2	4	3	3	0	3	7	3	6	1	1	1	2	0	2	0	1	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	18009	23049	15059	8259	1419	3587	5111	2035	846	235	1273	665	1496	156	251	516	338	186	91	298	90	55	89	82	22	19	14	19	13	60	15	62	4	40	14	1	3	7	6	4	12	1	7	28	2	0	3	0	1	0	2	6	1	6	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	34380	27522	18055	10038	3734	4603	5797	2684	1544	1075	1660	1000	1629	506	456	622	449	342	197	375	173	135	128	132	75	59	47	39	52	79	40	76	24	48	15	20	17	13	12	10	11	4	7	25	9	3	2	3	2	4	2	11	2	3	0	2	2	1	0	2	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	18022	23133	15393	8188	1431	3556	5174	2035	820	233	1322	655	1443	159	241	516	306	216	77	308	89	49	81	99	20	20	15	16	13	63	18	69	4	41	10	1	5	5	2	4	10	0	5	23	5	1	1	0	0	4	1	7	0	3	0	2	1	0	0	2	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	34155	27671	17880	10019	3805	4745	5775	2661	1543	1082	1619	999	1551	470	436	770	457	346	201	403	178	137	118	134	75	68	44	53	52	94	34	58	27	45	14	21	18	15	10	11	22	5	7	5	6	4	6	2	3	4	3	12	4	0	1	2	2	2	1	2	0	0	0	2	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	17931	23278	15213	8172	1417	3711	5161	2000	812	247	1269	647	1359	144	225	658	328	211	76	351	99	43	75	97	25	22	14	20	15	77	13	53	4	40	10	1	6	5	2	3	19	0	6	4	3	1	5	0	0	4	1	9	1	0	0	2	1	1	0	2	0	0	0	2	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	34189	28070	18003	9964	3806	4779	5703	2714	1566	1065	1601	975	1559	503	419	781	437	359	202	471	148	137	146	125	74	66	51	59	52	110	26	85	22	44	13	19	19	9	13	12	17	4	10	13	8	5	6	2	2	4	1	7	3	0	1	1	1	4	2	1	0	0	0	2	0	1	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	18111	23626	15369	8091	1420	3717	5084	2013	828	234	1258	626	1368	169	235	665	311	227	68	419	77	41	99	94	22	20	15	28	16	94	9	77	3	41	7	2	7	3	3	2	14	1	8	13	6	1	5	0	0	4	0	4	1	0	0	1	1	4	0	0	0	0	0	2	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	34103	28531	17692	10089	3788	4915	5833	2649	1509	1079	1657	1025	1542	499	450	790	428	328	211	466	154	133	142	133	77	68	57	74	49	95	25	114	22	54	18	19	15	7	15	7	15	9	11	9	6	4	4	3	2	3	2	4	3	0	2	1	1	4	2	2	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	17953	23923	15028	8156	1453	3822	5208	1928	789	245	1319	671	1352	161	238	682	311	207	64	406	70	48	94	94	22	18	15	36	12	82	7	102	3	52	10	2	6	2	4	1	12	3	8	9	5	0	4	1	0	3	0	4	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	33984	28270	17544	10298	3863	4794	5678	2667	1604	1074	1707	1003	1645	529	481	757	437	320	211	432	157	135	164	166	77	62	56	71	43	100	31	129	25	57	22	19	14	5	16	8	9	9	10	14	4	3	4	3	3	0	1	5	1	7	1	3	0	3	2	2	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	17950	23701	14924	8324	1485	3697	5024	1922	853	229	1381	637	1455	179	244	637	331	212	76	375	62	48	111	106	22	14	13	34	13	85	11	114	3	53	11	4	4	1	4	1	6	3	8	13	3	0	4	1	0	0	0	4	0	7	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	33971	28169	17451	10241	3808	4785	5906	2704	1588	1077	1797	1040	1745	512	514	684	428	323	227	360	172	143	171	160	79	65	49	63	47	74	38	133	26	56	24	16	10	14	12	11	9	8	10	16	3	2	7	4	3	0	2	4	1	7	1	5	0	3	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	17772	23620	14833	8301	1481	3680	5256	1973	836	224	1472	670	1571	164	253	560	329	213	77	301	75	50	120	98	21	19	8	30	14	61	14	119	4	49	12	4	4	1	4	2	8	2	9	13	2	0	7	1	1	0	1	3	0	7	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	34131	28241	17495	10120	3834	4699	5721	2696	1624	1095	1723	1029	1671	524	490	678	424	367	217	371	165	143	154	161	84	72	46	51	55	75	39	112	31	65	24	16	14	18	10	12	14	6	10	17	3	3	11	3	4	1	3	5	1	8	1	5	0	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south28_active	80	17728	23739	14876	8245	1458	3584	5084	1991	860	244	1414	663	1502	167	236	563	330	246	73	313	79	49	109	93	24	22	8	27	16	63	16	101	7	56	13	4	3	2	3	2	9	1	9	14	1	1	11	1	2	0	2	4	0	8	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south29_all	80	34196	27905	17415	10128	3853	4695	5770	2740	1577	1100	1752	1017	1623	521	487	717	438	364	209	355	148	143	168	128	78	70	59	52	57	73	43	89	27	35	24	14	17	20	7	13	25	7	8	12	3	5	19	3	5	4	2	3	0	8	0	6	0	2	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south29_active	80	17824	23374	14785	8217	1474	3594	5158	2012	805	272	1412	643	1458	162	243	591	326	232	64	300	80	50	120	74	21	26	16	22	21	61	18	79	10	27	16	3	5	2	3	3	20	3	8	10	1	1	17	0	4	2	2	2	0	8	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south30_all	80	34227	27662	16994	10137	3828	4771	5511	2707	1529	1151	1591	1008	1596	513	450	699	455	346	201	393	134	142	147	136	83	68	64	49	62	64	39	76	24	35	26	23	20	15	9	11	19	7	7	11	3	4	20	2	6	4	4	3	0	2	1	2	0	1	1	2	0	0	0	0	1	0	0	0	2	8	1	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south30_active	80	17942	23065	14393	8227	1440	3653	4905	1995	768	278	1262	627	1415	162	219	585	336	213	56	338	73	52	100	77	24	25	18	20	23	53	21	61	12	30	18	5	7	2	1	5	14	3	7	9	0	1	17	0	4	2	4	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south31_all	80	34122	27653	17897	9911	3884	4688	5667	2840	1557	1034	1697	964	1562	525	469	680	414	313	206	490	175	144	164	122	89	79	58	53	37	69	40	59	20	84	35	7	12	19	14	9	56	8	21	3	3	4	6	1	3	3	17	6	2	2	0	2	1	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	17954	23106	15318	7939	1509	3555	5003	2165	845	233	1326	617	1388	180	243	589	304	212	77	438	86	55	118	77	29	30	16	19	9	58	17	50	8	78	24	2	4	7	7	4	52	4	18	2	1	1	4	0	1	1	17	4	0	1	0	0	1	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	34107	27601	17621	10030	3827	4743	5787	2734	1537	1007	1600	1018	1521	529	461	712	400	285	198	476	181	148	161	124	96	80	61	53	43	64	38	57	25	109	33	11	15	14	18	14	39	9	25	13	4	6	7	0	5	1	0	7	2	3	1	1	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	17934	23101	15134	8074	1500	3589	5118	2077	829	231	1250	671	1344	177	240	602	284	185	80	421	96	63	116	89	34	25	21	27	13	53	13	49	7	103	21	2	6	7	6	4	37	4	19	13	1	1	4	0	1	0	0	5	0	2	1	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	34159	27460	17332	10058	3762	4674	5886	2698	1550	1018	1628	994	1404	537	455	708	398	308	176	416	165	152	158	127	89	86	53	74	40	65	41	58	30	112	25	12	19	9	17	13	19	7	11	13	4	6	6	0	4	3	0	9	3	2	1	1	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
