label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152
0.03	north1_all	80	6444	3106	2000	1259	937	770	758	1243	1008	518	328	270	230	209	422	229	405	229	137	126	114	98	186	100	65	53	60	265	84	116	117	94	33	29	53	27	27	78	23	62	24	89	60	38	19	15	48	47	9	12	42	15	14	8	8	8	10	14	4	4	3	22	5	6	11	4	6	19	3	2	5	5	0	1	1	1	7	4	2	2	0	4	4	5	5	1	2	0	3	0	1	0	6	1	5	0	2	0	0	2	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3279	1528	1052	384	231	263	442	1049	824	326	180	104	57	57	345	122	351	182	31	65	71	33	149	50	30	27	13	248	74	96	107	78	4	14	39	2	9	71	10	57	16	81	53	32	13	3	42	40	2	2	38	8	9	0	3	3	8	12	3	1	1	22	3	3	9	2	4	16	3	1	3	1	0	0	1	0	7	4	1	0	0	4	3	4	3	0	0	0	3	0	1	0	5	0	5	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6397	3085	1958	1249	993	737	766	1267	909	485	334	273	240	207	430	223	462	226	132	126	103	108	176	90	65	62	64	267	95	106	140	102	34	35	51	28	27	80	27	73	17	72	50	37	13	12	45	47	9	8	53	16	15	9	8	8	11	13	5	2	3	17	7	7	11	4	6	18	1	8	3	4	3	1	7	1	10	5	0	2	2	18	3	2	5	1	2	0	3	0	1	0	6	1	7	0	4	0	0	2	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3191	1534	1040	360	248	238	435	1077	743	309	167	104	57	63	367	119	402	174	27	61	62	40	136	41	26	36	16	246	79	85	129	81	8	18	32	6	7	69	15	65	10	65	44	31	10	1	41	41	1	2	49	10	11	2	4	4	8	8	3	1	2	16	4	2	10	3	6	13	1	8	1	1	1	0	4	0	10	5	0	0	0	18	3	1	3	0	0	0	3	0	1	0	5	0	7	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6194	2997	1948	1272	980	745	728	1137	885	480	332	260	262	216	375	216	436	214	129	113	111	123	169	88	60	67	74	252	89	104	126	108	41	39	46	33	26	64	20	65	17	71	48	38	12	13	36	44	12	11	56	14	12	11	8	6	4	15	6	2	3	15	9	5	7	2	3	12	0	12	3	4	4	2	8	2	10	4	1	2	2	17	2	2	1	0	1	0	4	0	0	1	3	0	6	0	4	1	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2890	1416	991	332	233	226	400	953	697	310	168	90	76	59	305	106	364	151	29	52	54	45	126	38	22	36	16	229	74	76	113	81	12	17	24	8	6	50	11	56	11	64	40	31	10	4	33	41	2	2	51	9	8	3	4	3	1	9	3	1	2	14	4	1	5	2	3	8	0	11	0	0	1	1	3	0	10	4	0	0	0	17	2	0	0	0	0	0	2	0	0	1	2	0	6	0	4	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6104	2900	1878	1237	945	731	700	1142	803	466	322	272	264	230	327	192	435	191	119	112	104	122	151	87	53	80	72	161	85	93	132	92	38	36	39	36	29	56	22	60	17	29	50	42	6	10	34	54	18	13	53	13	10	11	10	6	3	12	6	3	5	10	10	5	3	2	2	11	0	15	4	3	4	3	10	4	4	2	1	0	3	17	1	1	1	0	1	0	4	1	1	1	2	1	5	0	3	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2659	1346	871	276	222	193	382	941	612	291	152	84	76	58	259	92	364	124	28	44	41	42	118	37	18	42	17	141	67	67	118	68	12	15	20	12	7	44	12	44	8	20	43	37	2	4	33	49	5	3	48	8	8	3	3	4	2	8	2	1	4	9	4	2	2	2	2	7	0	13	0	0	1	1	5	0	4	2	0	0	0	17	1	0	1	0	0	0	2	1	0	1	2	1	5	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5935	2843	1801	1217	914	740	675	984	757	420	332	245	273	244	275	181	376	196	127	113	105	122	139	85	57	85	67	140	69	76	105	91	39	39	33	32	25	42	18	46	19	24	32	31	15	13	33	45	15	12	33	12	9	11	5	5	5	11	5	5	10	6	7	4	6	3	2	6	0	12	3	4	4	3	6	4	5	1	1	0	1	1	1	2	2	0	0	2	2	1	1	1	2	1	3	0	4	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	2480	1251	763	259	215	181	348	796	553	233	139	69	83	49	204	79	290	121	29	48	40	31	106	32	19	43	13	117	57	52	92	67	9	16	19	10	6	32	6	32	9	15	26	25	6	4	31	41	5	3	27	7	7	4	1	3	4	10	1	2	7	5	1	2	4	3	0	2	0	9	0	0	0	1	2	0	5	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	2	1	3	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6066	2887	1867	1221	934	723	675	1046	699	421	348	275	248	227	312	179	365	191	138	128	105	111	154	90	66	86	75	139	82	79	114	62	38	37	35	34	27	42	21	42	22	21	33	41	20	14	27	36	14	14	29	14	11	8	6	5	9	10	6	7	9	10	6	5	8	10	3	6	2	5	5	4	5	4	3	2	1	3	1	0	2	3	0	1	4	0	0	2	1	1	1	0	2	2	3	0	6	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	2601	1279	813	275	208	183	360	844	513	234	148	94	63	49	239	72	289	125	32	48	44	29	127	31	29	40	14	120	67	54	102	41	8	19	26	10	6	33	7	28	8	15	28	34	6	3	23	31	4	5	25	7	8	2	0	2	8	9	3	2	5	8	2	3	6	9	1	5	2	3	2	0	2	2	3	0	1	1	0	0	0	2	0	1	1	0	0	1	0	1	0	0	2	1	3	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6112	2942	1943	1236	921	732	711	1191	774	450	374	266	246	223	335	190	409	212	155	128	107	113	177	81	78	72	66	151	103	83	107	63	34	45	32	39	28	57	21	50	23	24	34	34	20	14	43	40	10	13	27	10	16	13	9	7	10	11	6	8	9	12	5	7	10	10	4	5	4	2	2	2	4	3	2	0	1	2	0	1	1	5	0	1	3	0	0	3	0	0	0	0	2	2	4	0	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_active	80	2799	1389	919	290	217	213	396	998	606	269	161	103	55	57	257	87	341	153	37	49	50	31	142	30	39	36	14	134	87	58	94	41	10	26	26	16	9	51	7	41	9	21	27	27	5	3	38	35	0	5	24	5	10	6	0	3	8	9	2	2	6	9	2	4	8	9	1	4	2	1	2	0	2	1	1	0	1	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	2	1	3	0	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6339	3031	2005	1217	893	727	755	1231	870	508	366	291	230	214	372	195	434	260	176	118	123	115	168	70	83	72	67	183	116	100	104	63	38	49	36	33	28	72	22	51	21	29	49	48	13	10	56	43	9	12	39	8	12	12	9	7	8	8	6	6	7	14	5	5	9	10	6	4	5	2	5	1	4	2	3	0	3	2	0	1	2	5	3	3	3	3	0	3	4	0	0	0	4	1	1	0	13	2	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3058	1494	988	293	215	238	422	1041	704	312	175	119	49	55	292	105	373	192	43	49	64	27	139	25	42	33	14	163	98	78	93	49	9	33	29	14	9	61	10	45	8	26	42	40	3	2	49	39	3	3	36	1	6	5	0	2	6	6	3	2	4	11	2	3	7	7	3	3	3	2	4	0	4	1	2	0	2	0	0	0	0	4	1	3	0	1	0	1	4	0	0	0	4	0	0	0	13	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6456	3062	1997	1213	908	743	743	1279	956	537	373	319	250	205	396	209	471	311	163	124	128	114	176	68	97	70	61	203	122	98	111	56	30	52	38	40	24	71	24	46	20	44	51	47	12	13	82	35	11	12	38	8	10	12	9	11	10	11	6	7	3	12	3	3	11	9	4	1	8	2	4	3	3	0	2	1	6	1	1	1	1	4	3	2	0	3	1	2	4	0	0	1	4	1	1	0	12	1	1	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3216	1575	1046	311	219	243	434	1080	784	340	182	124	51	57	322	116	411	234	44	59	62	33	146	32	50	37	14	187	105	84	96	45	3	36	25	15	11	64	12	43	9	39	43	39	1	2	77	33	3	2	37	0	5	4	0	6	8	7	3	2	3	9	1	2	10	7	3	1	6	2	3	1	3	0	1	1	4	0	1	0	0	3	1	2	0	1	0	1	4	0	0	0	4	0	0	0	12	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6498	3087	1958	1252	942	719	751	1240	955	554	365	302	248	198	375	190	489	307	148	130	130	98	166	72	91	81	63	219	133	114	108	56	37	44	53	30	20	64	22	39	16	50	48	69	14	15	85	44	12	11	63	10	6	10	7	13	11	11	5	6	8	9	3	3	15	8	5	1	4	3	5	4	3	0	1	1	6	0	2	0	1	2	3	2	2	3	1	1	6	0	0	1	6	1	0	2	4	1	1	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	3310	1598	1015	338	234	228	442	1046	774	346	164	114	50	59	308	113	430	241	36	71	60	29	136	36	45	39	17	205	114	97	89	46	5	33	39	7	10	52	10	35	10	45	41	62	1	4	81	43	5	2	61	3	4	3	4	7	7	8	2	1	7	8	0	1	15	6	2	0	4	3	3	1	2	0	1	1	4	0	1	0	0	2	1	2	1	1	0	1	6	0	0	0	6	0	0	2	4	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6473	3138	1938	1272	906	772	791	1210	943	475	363	285	261	214	445	190	445	272	114	114	116	92	188	94	69	72	68	221	166	89	110	93	39	36	42	32	26	73	17	73	20	46	39	38	18	14	78	28	13	12	47	15	14	5	9	14	12	8	4	5	14	20	3	4	11	4	9	5	6	7	6	6	2	3	3	0	2	5	2	2	3	1	0	1	1	2	0	0	9	1	3	2	1	2	0	2	6	1	1	0	3	0	0	0	0	1	0	1	0	2	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	3186	1606	950	339	251	254	465	1037	776	309	170	99	59	55	367	89	396	220	32	63	60	24	150	46	26	33	19	214	135	74	95	70	11	14	33	11	6	62	6	63	9	42	37	35	7	2	72	27	4	3	44	8	13	1	7	11	11	6	2	2	10	17	0	1	8	4	7	4	4	5	5	2	0	1	2	0	1	4	1	2	2	0	0	0	1	0	0	0	8	1	3	0	1	2	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6410	3116	1914	1255	930	745	762	1151	888	484	333	288	249	208	435	211	412	294	118	118	119	96	176	95	63	72	63	221	147	100	143	84	41	37	42	34	22	80	19	76	16	48	37	26	18	15	73	27	14	16	65	13	16	4	8	11	13	4	9	7	16	16	6	4	17	3	7	5	3	6	3	5	3	3	4	1	2	5	3	2	2	11	0	1	2	3	0	0	10	0	2	1	2	1	0	2	7	0	1	0	3	2	0	2	0	1	0	1	0	2	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	3222	1566	960	332	257	244	457	976	716	311	158	112	54	51	366	108	360	231	38	65	69	26	143	47	23	34	14	211	121	84	130	67	14	12	30	12	3	71	7	63	10	44	33	23	7	2	71	25	5	6	61	6	14	0	4	7	12	3	3	3	12	16	2	0	14	3	6	3	0	5	2	1	3	1	4	0	1	4	1	2	2	10	0	0	2	1	0	0	8	0	2	0	2	1	0	0	7	0	1	0	2	2	0	2	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6224	3093	1866	1223	938	735	769	1092	878	479	327	293	247	218	414	214	406	277	137	117	131	94	158	83	68	78	74	199	132	106	121	75	33	40	40	38	18	99	23	62	20	42	43	32	22	12	61	33	15	15	61	13	12	8	8	11	12	7	9	8	15	13	7	3	18	4	7	4	4	6	1	3	3	2	3	1	2	3	3	2	1	18	0	1	2	3	1	0	1	0	1	2	5	1	0	1	3	0	1	1	2	2	0	2	1	0	0	0	0	2	1	0	0	1	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3018	1496	922	307	254	228	447	904	712	310	158	116	66	43	332	104	340	204	42	59	75	27	127	37	27	42	15	178	109	85	111	63	13	15	24	14	2	90	10	53	13	40	39	26	8	2	59	30	6	7	58	4	9	0	3	5	10	6	3	4	10	13	4	1	17	3	5	3	1	6	0	1	3	1	3	0	1	2	1	2	1	17	0	0	2	1	0	0	0	0	1	0	5	1	0	0	3	0	1	1	1	2	0	2	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6032	3003	1830	1231	963	755	763	985	865	485	298	296	242	233	388	204	350	252	142	121	102	100	157	89	72	74	74	164	113	111	97	90	35	42	36	38	20	93	22	50	21	47	35	23	17	19	41	38	14	19	42	14	16	9	7	12	13	4	8	8	14	13	10	5	15	4	6	2	4	7	2	3	3	1	2	1	1	3	2	1	2	18	1	1	3	1	1	2	1	0	1	2	10	0	0	0	1	0	1	1	0	2	0	3	1	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2736	1363	853	298	241	235	420	795	680	294	125	112	62	52	306	95	275	171	42	50	56	24	120	35	19	38	17	133	92	76	86	73	16	19	25	11	2	85	9	40	14	43	30	15	7	7	41	31	4	5	39	5	12	2	3	8	8	3	3	3	9	13	5	2	14	2	3	1	1	6	0	0	3	1	2	0	0	1	0	0	1	18	1	0	2	1	0	0	0	0	1	0	10	0	0	0	1	0	1	1	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6095	2994	1803	1237	957	752	729	1015	855	484	301	279	249	237	373	205	400	236	147	109	113	92	164	95	76	83	71	152	115	109	76	92	34	36	41	41	17	68	16	56	23	43	33	32	15	16	50	44	13	15	45	10	17	11	6	8	14	12	7	7	8	18	8	3	14	6	6	1	3	7	2	2	3	2	1	1	2	12	0	1	1	9	1	0	3	0	2	2	0	0	0	1	10	0	0	0	0	0	1	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2680	1354	829	309	239	236	389	822	678	302	125	105	61	53	276	100	327	156	35	45	55	26	132	41	21	40	20	116	92	75	63	75	17	15	28	9	6	59	5	47	12	35	29	21	7	7	48	35	4	5	44	2	11	3	3	6	8	9	4	1	4	17	4	2	14	3	3	1	1	6	0	1	1	1	1	0	2	9	0	0	0	9	1	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	1	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6289	2960	1826	1245	973	738	747	1116	859	489	345	286	262	231	339	195	429	219	134	112	112	94	174	83	79	81	63	137	93	100	77	92	35	29	42	36	22	69	17	53	25	29	36	35	16	19	49	42	9	13	32	11	15	9	6	8	11	10	6	12	8	18	5	4	1	5	3	2	5	9	2	3	3	1	0	2	7	12	0	2	1	4	1	2	3	0	2	2	1	1	0	1	10	0	0	0	0	0	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2889	1377	861	331	248	240	407	913	688	311	150	112	56	63	250	95	363	152	28	48	49	24	143	37	21	39	21	106	71	71	60	72	14	12	28	8	8	60	8	45	11	21	30	23	6	6	45	31	2	3	31	3	9	3	3	7	5	6	4	2	6	17	3	1	1	3	1	1	3	7	0	1	1	0	0	0	7	9	0	0	0	4	1	1	2	0	1	0	1	0	0	0	10	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6518	3099	1863	1259	983	722	767	1234	898	510	348	285	248	229	361	216	506	238	129	122	116	88	185	94	80	76	55	160	98	112	104	90	36	32	36	42	17	80	20	60	27	37	38	38	17	15	78	41	14	6	34	13	13	10	5	7	15	14	5	8	8	24	6	3	5	4	4	4	5	8	1	2	3	2	1	2	7	10	0	2	1	2	0	2	2	1	2	2	1	1	1	1	7	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3154	1530	922	361	262	235	451	1039	734	335	155	107	52	72	285	119	447	177	31	56	54	23	157	48	27	39	21	141	74	89	85	71	12	11	23	9	8	74	12	50	12	26	33	29	7	3	74	34	3	2	33	5	8	2	2	5	12	9	3	2	5	23	2	0	4	3	1	3	3	5	0	1	1	0	0	0	7	9	0	0	0	2	0	1	2	0	1	0	1	0	1	1	7	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6491	3099	1967	1251	961	715	794	1340	882	505	352	288	236	234	399	221	481	240	123	131	111	94	192	96	73	77	61	164	112	99	117	86	36	37	34	40	20	94	25	52	26	37	41	45	19	18	80	20	13	8	33	9	12	8	7	11	15	20	6	7	6	40	5	4	6	1	5	5	6	12	1	4	1	2	2	2	6	9	1	2	0	8	1	3	1	2	2	2	1	1	1	1	2	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	3279	1584	983	362	257	227	466	1154	719	330	167	109	55	77	318	122	430	179	29	57	52	24	166	54	22	43	21	150	93	85	94	67	10	15	22	5	7	86	15	44	12	28	37	37	7	2	77	14	3	2	32	4	7	1	4	4	12	14	4	2	4	39	1	0	5	1	1	3	5	8	0	0	0	0	0	0	5	9	0	1	0	8	0	1	1	1	1	0	1	0	1	1	2	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6459	3089	1944	1233	971	730	818	1307	932	511	347	282	239	220	428	221	443	277	131	133	122	96	198	106	76	77	62	180	128	102	120	94	40	43	30	38	15	108	32	50	29	47	40	49	21	19	88	25	12	7	41	9	11	12	7	13	17	17	3	4	5	35	5	6	12	1	8	5	4	7	2	4	1	1	5	0	1	0	1	3	1	10	1	3	2	2	1	2	2	1	1	1	3	0	0	0	6	0	0	1	1	2	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0
0.03	north19_active	80	3220	1571	981	368	253	237	494	1142	776	319	174	111	58	65	343	118	398	221	30	51	59	27	168	55	22	43	22	162	107	85	101	77	11	22	20	7	5	100	16	40	15	39	35	42	6	4	87	22	2	2	39	5	8	1	3	5	14	13	2	0	4	34	1	3	10	1	2	3	3	3	0	0	0	0	2	0	0	0	0	2	0	10	0	1	1	1	0	0	2	0	1	1	3	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0
0.03	north20_all	80	6304	3113	1938	1221	964	722	854	1358	952	513	375	262	242	205	447	215	397	286	126	135	112	98	193	105	75	86	63	188	133	102	99	86	44	47	37	34	23	103	31	57	28	52	49	46	24	16	99	26	11	10	46	6	12	11	11	14	9	21	3	2	7	29	4	6	13	2	8	5	4	12	2	6	1	0	4	1	2	2	2	2	1	10	2	2	2	2	1	2	4	0	0	1	3	0	0	0	5	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0
0.03	north20_active	80	3168	1574	995	365	254	240	524	1166	800	317	188	92	54	57	355	105	347	231	27	53	52	28	159	53	24	53	21	163	111	81	85	70	9	24	24	9	7	95	12	49	14	49	44	39	6	5	97	25	2	3	44	3	8	1	9	6	7	18	2	0	5	28	2	4	10	2	3	3	3	6	0	2	0	0	2	0	0	2	0	2	0	10	0	1	1	1	0	0	4	0	0	1	3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0
0.03	south21_all	80	9179	3041	2977	2784	977	843	978	925	467	645	458	359	248	559	177	605	261	205	133	115	126	217	368	121	66	76	56	53	101	87	46	63	52	54	32	35	54	31	30	33	64	28	69	22	18	19	14	11	17	18	17	27	30	11	7	17	10	7	4	11	18	5	10	2	2	5	24	6	3	3	4	1	5	1	5	1	1	2	0	8	0	1	1	1	0	2	0	3	2	0	0	0	2	0	2	1	0	0	2	2	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
