label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83
0.03	north8_active	80	890	329	331	117	404	161	188	29	33	437	329	79	16	25	15	33	19	9	16	7	17	3	6	1	3	24	88	1	7	1	2	1	1	0	10	0	1	1	5	2	3	5	2	0	1	0	0	4	1	5	4	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2327	992	756	465	615	310	342	153	128	542	447	116	67	66	46	66	38	25	37	23	34	19	12	15	5	55	103	6	11	5	8	6	3	6	11	4	4	5	5	1	3	2	1	4	3	2	1	1	1	6	4	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	998	337	368	138	444	196	216	30	33	491	405	82	13	23	18	48	16	7	16	5	20	5	6	0	1	50	101	2	7	1	3	1	2	0	10	1	1	1	3	1	3	2	1	2	1	2	0	1	1	5	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2362	1031	769	486	593	334	327	155	135	549	437	113	66	69	47	65	41	21	33	21	29	22	18	18	11	56	91	6	7	5	8	4	3	4	5	5	3	2	4	3	1	7	2	5	6	3	0	1	1	6	4	0	1	1	2	1	8	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1023	322	371	140	435	216	205	34	35	498	402	85	19	22	14	47	15	5	15	6	17	4	8	5	1	50	91	2	5	1	3	1	1	0	5	2	1	1	2	3	0	7	2	2	4	3	0	1	1	5	0	0	0	0	2	1	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2362	1026	709	430	539	339	296	164	118	435	398	128	75	64	66	76	39	27	32	24	21	12	16	27	14	34	143	14	9	7	7	5	3	6	4	3	5	4	5	3	15	7	1	0	1	14	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1060	359	368	127	405	217	190	32	26	397	373	94	28	33	32	44	24	10	7	5	11	1	7	6	5	31	140	0	3	4	5	1	2	1	4	1	3	2	3	1	15	6	1	0	1	14	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2360	1041	706	435	570	329	259	158	101	414	412	141	78	69	56	64	38	30	33	23	26	12	16	26	12	40	137	7	8	7	11	4	5	5	7	5	5	3	4	3	10	7	1	0	1	8	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1055	359	397	134	433	201	154	35	25	383	384	107	31	35	23	41	22	14	10	6	16	0	6	9	4	37	136	0	1	2	8	1	3	0	5	1	3	2	2	1	9	6	1	0	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2338	1012	711	442	571	313	261	151	107	362	381	123	74	70	48	55	45	36	32	23	25	14	10	23	9	33	101	6	6	12	9	4	3	4	7	4	5	6	3	2	6	9	1	0	1	8	0	2	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	993	343	399	136	423	196	137	29	25	336	351	90	27	34	15	34	24	17	9	3	14	1	4	9	4	29	97	0	1	3	6	1	2	1	4	0	2	3	1	1	5	9	1	0	1	8	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2244	966	691	411	552	302	238	136	123	313	325	125	69	60	36	50	42	35	31	22	25	14	10	22	7	30	91	5	6	11	8	6	3	4	4	5	4	4	1	2	7	8	2	0	1	1	2	2	1	1	3	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	895	318	375	109	389	172	113	25	28	282	296	86	20	26	13	26	18	11	9	2	13	2	3	9	2	27	87	0	2	4	5	2	1	1	1	1	1	2	0	0	6	8	1	0	0	1	2	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2235	954	718	427	511	302	239	139	121	331	340	124	65	51	32	54	47	28	33	20	20	17	12	18	13	25	76	9	5	9	9	7	1	3	5	4	5	5	2	1	7	5	1	0	1	2	2	3	1	1	2	0	1	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	867	291	365	103	364	176	125	22	33	297	307	78	17	18	13	32	17	5	9	1	9	5	5	8	2	22	73	1	2	3	6	2	0	1	2	1	1	2	0	0	7	5	0	0	0	2	2	1	1	1	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2237	957	699	418	464	315	219	145	111	363	353	134	74	65	34	56	41	25	26	20	25	14	12	15	14	36	54	8	9	8	11	6	2	4	6	4	5	1	2	1	7	5	1	1	2	3	2	1	1	1	0	1	1	1	1	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	897	311	361	100	337	179	125	30	28	328	313	89	16	31	16	30	15	5	6	1	9	4	5	7	2	34	52	1	3	3	8	1	1	2	2	1	1	0	0	0	6	4	0	1	1	3	2	0	1	1	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2324	1023	771	428	507	321	253	162	115	386	469	136	84	78	41	51	38	25	26	15	22	13	12	16	14	55	77	9	8	7	12	4	2	6	9	5	5	3	3	1	6	5	1	1	2	3	1	3	0	0	0	1	2	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	993	345	422	110	372	195	158	34	25	359	428	100	20	39	17	32	12	10	4	1	8	3	4	5	0	52	76	1	3	2	9	1	2	3	4	1	1	1	0	0	5	4	0	1	1	3	1	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2368	1024	777	433	526	311	242	170	113	393	481	144	84	69	46	42	34	23	28	19	29	10	11	15	10	46	74	6	9	7	10	4	3	7	8	3	1	2	4	2	14	6	1	2	2	3	0	3	0	0	0	1	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	1047	352	422	114	389	199	149	37	23	375	443	112	20	31	19	29	12	12	4	1	10	0	4	3	0	40	72	0	4	3	7	1	2	3	4	0	0	1	1	1	13	5	0	1	1	3	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north19_all	80	2330	1056	774	434	579	323	251	156	123	438	449	125	79	72	49	37	34	27	31	14	27	14	14	22	11	53	61	4	6	6	11	7	3	6	8	4	2	2	4	4	31	4	1	1	1	3	1	2	0	1	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	1027	359	431	121	437	208	157	34	22	423	419	88	19	31	19	28	13	15	4	2	13	2	5	4	1	48	60	0	4	3	10	2	2	2	6	1	0	1	2	1	30	4	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north20_all	80	2306	1030	742	428	606	317	249	147	133	422	379	136	71	72	52	39	31	35	36	28	29	13	14	20	13	43	64	2	8	4	6	9	6	5	6	3	2	1	6	5	30	5	1	1	1	3	1	0	0	2	1	0	1	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north20_active	80	1018	330	410	120	470	201	152	26	27	400	350	98	21	31	18	28	14	20	9	8	15	4	5	4	3	37	63	0	4	2	6	4	4	1	6	1	0	1	2	1	30	5	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south21_all	80	2265	1047	717	419	544	333	265	155	116	493	407	152	74	57	60	59	38	32	34	29	26	23	24	15	14	45	92	7	8	6	16	0	7	4	7	0	2	2	3	4	1	5	2	1	1	4	2	2	6	10	4	1	0	0	0	3	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1025	359	369	122	395	222	167	24	28	455	368	115	29	16	23	37	14	15	8	4	9	5	9	6	2	41	90	1	5	2	9	0	3	2	4	0	0	1	1	4	1	5	1	1	1	4	0	1	5	6	4	1	0	0	0	3	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2296	1017	708	430	550	339	258	143	121	513	420	136	73	58	57	48	30	39	34	29	28	27	19	13	15	49	131	9	2	7	17	4	7	3	4	0	3	0	3	2	4	6	3	1	1	4	1	1	6	0	0	1	0	0	0	2	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1039	345	393	141	396	222	160	10	29	477	385	99	21	14	23	31	10	19	6	7	9	2	7	5	3	45	130	1	2	1	11	0	4	0	1	0	1	0	2	2	3	4	1	1	1	4	0	0	5	0	0	1	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2300	993	719	415	532	327	249	152	118	566	364	147	73	60	59	63	37	35	33	28	25	28	21	11	12	65	134	11	6	8	21	5	7	3	3	3	4	1	4	7	3	7	3	3	0	6	3	0	6	0	0	1	0	0	0	2	0	1	3	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1019	336	399	128	394	205	148	13	20	528	335	100	17	23	27	41	15	16	10	8	13	2	6	4	3	64	130	0	3	2	15	0	4	0	2	0	2	1	2	5	2	5	1	1	0	6	1	0	5	0	0	1	0	0	0	2	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2317	961	771	423	549	344	272	157	129	524	334	142	63	56	49	66	37	37	35	31	24	23	19	11	9	56	156	10	6	8	15	5	4	1	10	5	5	4	5	7	10	5	1	3	0	6	3	0	2	4	0	0	1	0	0	0	1	1	3	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	984	322	446	126	410	217	160	24	22	489	306	95	14	25	20	45	15	14	11	11	15	4	8	2	2	55	153	1	2	3	13	0	3	0	4	1	4	3	1	4	9	2	0	0	0	6	1	0	2	4	0	0	0	0	0	0	1	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2291	973	754	441	532	337	270	154	118	476	324	127	62	58	49	54	30	37	30	24	22	21	20	16	11	39	152	8	7	7	15	2	4	2	9	7	5	7	6	6	10	15	0	3	0	6	2	0	2	5	0	0	1	0	0	0	1	2	3	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	931	327	426	112	389	209	154	28	18	439	303	85	16	26	19	33	14	16	9	9	15	5	7	1	3	38	148	1	2	3	13	0	4	0	3	1	4	5	2	3	7	13	0	0	0	6	1	0	2	4	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2264	1024	730	437	534	321	242	162	137	443	308	121	62	57	50	40	43	43	28	20	14	21	22	16	11	24	114	7	8	6	11	5	7	1	10	8	3	6	5	4	9	12	0	1	0	4	2	0	1	6	0	1	2	0	0	0	1	3	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south26_active	80	864	353	394	115	384	194	140	38	30	398	284	77	19	23	25	23	18	17	9	8	8	8	6	2	3	22	111	2	2	2	7	1	6	0	4	1	2	4	1	3	7	11	0	0	0	3	1	0	1	4	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2299	1027	710	432	598	316	239	162	137	450	309	120	64	60	39	36	43	40	27	25	15	18	22	20	14	23	66	8	7	4	7	5	5	3	4	4	1	3	3	2	6	11	2	1	2	5	1	0	1	5	0	1	2	0	0	1	0	3	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
0.03	south27_active	80	887	349	375	98	431	184	145	36	31	400	286	79	20	25	21	11	19	15	13	8	7	6	5	3	4	20	63	1	2	1	3	1	4	0	4	0	1	2	1	1	4	11	0	0	1	4	0	0	1	3	0	1	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
0.03	south28_all	80	2262	1007	686	421	596	301	277	161	135	531	340	110	63	53	38	41	42	38	29	24	18	21	22	19	10	37	55	6	7	4	7	6	4	2	4	6	1	2	2	4	12	2	4	0	3	2	2	1	1	5	0	1	1	0	0	1	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
0.03	south28_active	80	934	342	355	110	442	167	175	30	30	473	314	69	23	24	19	18	20	16	16	7	6	7	4	5	3	33	50	1	3	1	3	1	2	0	4	0	1	2	1	2	11	2	2	0	1	1	0	1	1	4	0	1	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0.03	south29_all	80	2295	983	702	397	633	333	266	163	135	484	380	118	65	56	42	55	34	27	32	27	26	21	21	18	10	39	68	9	8	2	5	6	5	4	2	3	2	2	2	3	13	2	4	1	3	8	2	2	1	5	0	1	1	0	4	3	1	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
0.03	south29_active	80	1030	323	369	99	473	190	183	30	39	441	354	78	23	24	18	34	15	13	13	6	9	6	5	5	4	36	64	0	3	0	3	1	3	1	2	0	1	2	0	1	13	2	2	1	1	8	0	1	1	5	0	1	0	0	4	3	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0.03	south30_all	80	2395	987	738	422	587	338	246	146	112	434	381	117	63	44	44	55	31	30	26	24	22	24	22	13	9	35	61	9	6	4	12	6	6	6	3	3	3	4	2	3	14	2	3	1	2	8	2	2	0	6	0	0	0	0	4	2	1	1	0	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	1090	332	403	112	446	204	160	28	32	396	352	82	24	19	18	36	16	18	12	6	8	5	9	5	4	32	57	0	1	0	9	0	5	1	3	0	2	2	0	1	14	2	2	1	0	8	0	1	0	6	0	0	0	0	4	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2405	1013	754	409	592	344	289	157	124	422	320	113	64	69	41	61	38	33	44	23	30	18	15	13	16	38	58	7	6	7	6	9	9	3	9	4	3	2	3	0	3	14	3	3	0	5	2	1	6	1	2	0	1	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
0.03	south31_active	80	1091	326	412	122	459	215	176	39	18	379	297	76	25	25	18	40	12	15	13	10	21	1	6	3	4	35	57	3	3	2	6	4	5	1	6	1	2	1	1	0	2	14	1	2	0	5	0	0	6	1	2	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
0.03	south32_all	80	2358	998	728	405	583	340	266	164	133	433	342	94	71	71	48	68	40	30	43	19	34	19	18	12	17	50	67	8	10	6	8	7	10	3	7	4	4	3	3	1	0	5	2	4	1	6	2	1	7	1	3	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0
0.03	south32_active	80	1062	329	405	127	446	217	165	42	18	391	322	60	24	25	16	42	19	15	14	9	23	0	6	2	3	47	66	3	6	2	8	1	5	1	6	1	4	1	1	1	0	5	1	2	0	6	0	0	7	1	3	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0
0.03	south33_all	80	2358	999	741	411	596	345	268	160	140	482	355	103	71	78	53	67	40	35	38	22	29	18	18	9	17	57	60	8	11	5	10	5	6	3	7	4	3	3	3	3	0	5	1	2	1	7	3	2	1	1	3	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_active	80	1066	340	418	129	452	231	158	36	25	439	331	61	20	30	21	45	18	15	11	8	19	1	6	1	3	55	59	4	4	1	6	1	2	1	6	1	3	1	0	1	0	5	1	0	0	7	1	1	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
0.03	south34_all	80	2324	1036	761	393	583	333	249	156	129	463	393	83	65	75	57	68	38	36	35	25	26	21	18	10	12	67	105	8	12	6	10	7	6	1	4	0	2	3	4	3	13	16	0	1	1	8	3	6	3	0	3	0	0	0	0	3	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0
0.03	south34_active	80	1022	372	433	109	447	224	153	33	21	429	365	48	14	25	23	45	19	12	12	5	11	5	9	1	1	62	104	3	4	1	5	0	2	0	4	0	2	1	1	1	13	15	0	0	0	8	1	2	3	0	3	0	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0
0.03	south35_all	80	2334	1047	768	430	570	366	254	172	124	495	367	92	59	80	57	70	43	36	30	22	24	22	16	13	9	73	105	10	9	5	9	8	7	2	6	2	5	2	4	3	13	18	0	2	2	9	2	5	2	0	0	0	0	0	2	3	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0
0.03	south35_active	80	1013	361	441	108	420	258	155	33	18	458	343	61	11	25	22	48	23	10	10	2	8	7	12	2	3	69	103	3	2	1	3	0	2	0	5	0	3	0	1	1	13	16	0	0	0	9	1	2	2	0	0	0	0	0	2	3	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
0.03	south36_all	80	2331	1041	791	415	586	372	264	173	137	502	394	103	64	74	51	61	37	37	22	27	27	18	22	14	10	56	99	13	7	4	13	8	6	2	6	2	4	3	4	2	14	19	0	4	1	6	2	6	2	0	0	0	0	0	2	6	1	0	0	1	0	0	1	0	0	1	0	4	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0
0.03	south36_active	80	1007	340	448	93	445	237	162	31	19	467	374	71	15	25	17	36	21	12	9	3	8	6	14	3	4	51	97	2	2	0	8	0	3	0	5	0	2	0	1	1	14	17	0	2	0	6	1	3	2	0	0	0	0	0	2	5	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
