label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99
0.03	north1_all	80	10156	2738	3038	2748	1356	650	1067	434	321	403	296	497	164	174	134	139	180	146	165	52	77	64	88	114	41	29	85	29	31	19	12	7	14	24	8	11	6	10	11	10	17	2	6	3	3	5	7	2	3	3	1	1	8	0	0	0	4	2	0	0	7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north1_active	80	6307	1370	1874	1804	825	334	686	209	144	249	162	345	67	86	57	85	120	100	104	34	38	45	57	71	22	11	63	18	18	11	8	3	6	12	2	8	5	5	6	5	10	1	3	3	1	3	3	2	1	1	1	0	4	0	0	0	4	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	10288	2769	3089	2727	1392	670	1058	440	337	424	310	476	154	167	131	143	172	153	167	76	61	63	94	104	34	26	76	38	27	19	15	7	15	19	8	11	9	10	8	8	18	2	7	1	2	11	4	12	2	4	0	1	8	0	0	1	3	1	0	1	5	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	6366	1393	1943	1785	857	344	689	215	143	268	167	312	57	85	54	86	115	101	102	45	29	45	58	58	17	12	55	26	18	12	10	5	8	10	3	8	6	5	5	2	9	1	4	1	2	7	1	10	1	3	0	0	5	0	0	1	3	1	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	10472	2824	3045	2764	1386	667	1090	416	320	406	319	481	158	159	130	153	175	154	170	89	58	63	105	105	29	26	78	39	24	21	13	8	15	15	9	9	10	8	9	9	15	4	8	1	3	11	3	11	3	6	3	3	8	0	0	2	2	2	0	3	0	0	2	2	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	6504	1427	1924	1787	857	338	720	207	138	245	164	318	63	81	57	85	114	99	112	58	30	44	63	55	16	14	63	21	16	12	6	5	8	6	4	6	6	4	6	3	8	3	6	1	3	6	0	9	3	4	3	1	4	0	0	2	2	1	0	2	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_all	80	10721	2855	3065	2839	1300	676	1064	411	327	405	335	461	145	159	129	165	178	149	185	89	50	75	116	93	33	24	70	38	21	26	18	13	16	17	8	11	11	5	9	11	9	6	8	1	4	9	1	11	3	6	3	3	7	2	0	2	0	2	0	4	1	0	2	3	0	0	0	1	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	6691	1466	1921	1847	815	355	696	207	150	244	178	294	63	77	50	93	115	89	117	47	24	53	70	50	17	12	50	19	13	12	8	8	9	9	2	8	6	3	7	5	4	4	5	1	2	5	0	9	3	4	3	1	3	1	0	2	0	1	0	3	0	0	2	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_all	80	10626	2855	3019	2920	1356	675	1026	373	324	366	314	436	152	171	133	139	173	163	172	82	52	95	97	80	34	29	65	40	20	30	16	15	14	17	11	12	7	4	7	10	8	5	5	2	4	8	3	11	3	4	3	3	4	2	0	2	1	1	0	3	1	0	2	2	0	0	2	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	6567	1461	1897	1885	841	353	658	183	166	221	162	279	61	87	61	73	111	106	109	44	22	63	59	46	17	15	50	19	10	14	6	6	5	8	5	7	3	2	5	6	4	3	3	1	1	5	1	11	3	2	3	2	3	1	0	2	1	0	0	3	0	0	2	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_all	80	10521	2832	3000	2925	1365	616	1092	359	310	374	306	458	159	175	138	147	175	163	163	75	56	95	96	87	39	33	70	42	23	24	18	16	18	18	15	12	9	5	3	11	7	5	3	3	4	4	3	3	1	2	4	2	4	4	1	10	1	1	0	1	1	0	2	3	0	0	3	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	6524	1474	1886	1816	820	317	704	169	155	224	166	301	72	91	64	86	108	113	98	33	29	65	66	52	19	16	51	21	10	11	7	5	8	11	6	7	3	3	1	8	5	3	1	2	0	2	1	3	1	1	2	2	2	2	1	2	1	0	0	1	0	0	2	2	0	0	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	10518	2799	3053	2799	1365	593	1051	382	300	411	300	477	162	172	133	136	161	162	171	73	59	104	91	108	47	38	60	34	20	20	16	16	18	22	15	12	8	6	1	8	6	5	6	3	5	4	3	9	2	2	6	4	2	3	1	11	1	0	0	0	4	1	0	3	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0
0.03	north7_active	80	6411	1415	1932	1738	807	286	672	186	147	237	163	322	66	89	62	76	94	109	104	33	33	65	66	65	22	17	39	19	10	9	6	4	7	15	5	8	4	2	0	5	2	2	3	1	0	2	2	9	1	1	3	3	0	2	1	3	1	0	0	0	3	1	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	10175	2803	2881	2572	1336	582	1014	399	282	404	309	485	162	153	132	152	167	170	138	64	58	75	97	106	50	31	52	34	18	17	18	12	14	21	15	10	11	5	3	15	9	5	9	6	5	2	3	6	1	1	6	4	3	3	3	11	1	0	0	1	4	2	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north8_active	80	6240	1402	1834	1602	782	269	628	198	130	221	163	305	68	81	66	94	100	117	90	33	36	38	57	64	28	15	31	22	9	7	9	5	4	15	2	6	7	2	1	11	5	3	4	1	0	1	2	6	0	0	3	3	1	2	3	3	1	0	0	0	3	1	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	9804	2729	2789	2402	1287	611	921	402	302	393	296	438	165	150	134	135	151	159	147	72	63	63	97	97	55	35	52	19	20	12	21	8	16	20	14	12	6	4	5	15	7	6	11	5	6	2	2	8	1	0	4	5	5	2	3	9	1	1	2	1	4	11	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north9_active	80	5905	1339	1735	1557	737	282	560	202	140	207	156	271	62	77	67	80	83	111	104	35	38	35	57	57	32	17	32	13	11	5	12	6	4	14	3	7	5	1	1	10	4	2	6	1	2	1	1	7	0	0	2	4	5	1	3	1	1	1	2	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	9253	2718	2586	2242	1266	605	877	413	306	388	264	385	172	133	120	134	132	148	141	65	61	51	97	76	34	28	42	18	18	14	20	15	14	21	14	12	8	4	5	17	6	7	11	6	9	2	2	3	1	0	1	3	8	1	3	3	2	2	3	2	1	10	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
