label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88
0.03	north9_all	80	24939	4844	2786	2153	1938	1610	963	1817	600	454	547	707	345	221	299	264	175	128	96	99	122	88	115	78	83	37	30	38	24	64	18	22	16	18	26	16	9	14	4	9	8	1	28	6	6	6	6	3	3	3	1	2	1	0	5	0	3	6	1	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_active	80	21211	1808	818	1063	1306	1097	444	1611	291	202	348	591	216	82	225	200	114	45	21	44	94	62	90	55	62	21	11	27	10	54	3	16	4	8	19	16	2	4	2	1	3	1	24	1	5	0	6	0	3	1	1	2	1	0	4	0	3	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	24919	4882	2829	2165	1964	1607	919	1792	628	463	540	681	327	223	305	296	218	118	99	102	130	84	91	82	79	49	34	38	26	68	19	28	15	19	31	19	9	11	5	6	13	1	25	5	11	6	3	3	2	4	3	2	1	0	1	0	0	5	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	21192	1826	842	1074	1303	1084	433	1561	327	208	351	572	209	82	226	229	162	35	28	45	100	56	67	55	61	26	14	28	8	57	3	20	4	6	22	19	4	4	4	1	5	0	22	1	10	0	3	0	2	2	3	2	1	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	24344	4824	2868	2146	1982	1609	907	1701	610	507	554	721	327	235	318	277	195	112	91	86	139	99	88	73	65	45	19	29	32	93	19	27	16	4	18	23	11	10	6	10	5	2	9	4	17	5	7	2	2	3	0	1	1	1	0	1	1	0	2	0	0	2	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	20714	1828	859	1106	1280	1155	426	1467	287	213	416	604	199	87	236	219	138	30	33	42	106	61	67	58	54	30	3	20	12	85	7	20	3	1	9	18	4	7	1	4	3	2	6	1	15	0	4	1	2	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	24499	4886	2885	2190	1936	1536	891	1754	606	507	534	679	331	228	297	300	211	118	102	97	134	91	97	79	66	51	20	30	35	86	17	26	16	5	14	23	9	9	5	9	6	2	8	7	14	6	3	4	2	4	1	2	2	0	0	2	1	1	4	0	1	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	20921	1864	847	1144	1244	1058	430	1518	284	202	387	560	193	83	221	245	144	34	33	46	103	61	74	68	55	30	4	22	12	79	6	23	3	1	7	19	1	7	1	2	5	2	7	5	12	3	1	2	2	0	0	0	0	0	0	0	1	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	24340	4835	2847	2239	1955	1491	893	1751	614	513	521	604	381	227	313	283	203	131	114	96	127	90	93	75	75	51	18	31	32	84	20	26	9	6	15	32	10	9	4	6	6	6	8	8	5	6	1	4	5	3	1	4	1	0	0	2	0	1	4	0	1	3	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	20696	1837	820	1193	1265	1015	427	1521	299	209	359	493	247	79	227	230	136	32	36	45	102	65	62	62	60	27	3	24	9	79	9	22	2	0	8	26	1	6	1	0	4	5	5	5	3	3	0	2	4	0	0	2	0	0	0	0	0	1	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	24377	4892	2887	2265	1923	1575	925	1801	613	511	544	595	371	222	334	271	206	113	113	114	161	97	103	88	73	65	33	33	31	95	17	27	10	11	13	23	9	12	2	8	5	7	8	10	2	6	1	3	4	2	2	4	1	0	0	2	0	1	3	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	20682	1835	825	1168	1236	1056	443	1569	292	209	370	477	234	77	257	210	143	32	34	50	131	71	71	70	59	39	6	22	9	89	7	20	3	2	8	19	2	8	0	1	3	6	5	7	0	3	0	1	3	0	0	3	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	24350	4872	2915	2251	1960	1591	958	1792	585	482	550	613	404	236	331	255	224	107	117	107	176	101	98	81	69	57	34	32	30	82	13	18	7	11	20	29	9	13	5	5	5	10	9	9	2	5	0	0	4	1	3	4	1	0	0	1	0	1	0	1	1	1	0	0	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	20581	1836	821	1164	1255	1076	458	1553	296	193	377	490	256	89	261	192	147	28	36	45	148	81	60	60	51	38	4	23	12	74	5	10	2	3	13	24	2	8	1	2	2	8	5	6	1	2	0	0	3	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	24155	4862	2841	2240	2066	1584	969	1813	598	513	556	677	379	241	324	241	214	102	94	100	184	98	108	78	86	58	38	29	27	63	15	22	10	11	25	30	9	11	7	8	6	12	8	3	2	3	1	3	3	0	4	2	1	0	1	1	0	1	0	1	0	1	0	0	1	3	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	20438	1841	837	1109	1360	1054	462	1589	289	213	381	542	227	83	263	183	144	27	25	40	157	79	73	55	65	40	7	18	12	55	5	16	4	3	21	24	3	7	3	3	1	9	5	2	1	0	1	1	2	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	24212	4854	2832	2174	2071	1509	1004	1830	598	486	559	695	343	224	292	261	213	105	93	92	171	95	110	77	81	47	36	30	24	56	16	27	13	10	28	29	10	7	6	10	6	14	8	3	2	4	1	5	4	0	4	2	3	1	1	1	0	1	0	1	1	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	20484	1862	843	1097	1354	1022	490	1614	288	208	373	573	206	85	227	205	145	31	24	38	144	78	83	57	67	29	7	19	10	49	5	23	4	4	21	24	4	5	3	5	1	10	5	2	1	1	1	2	3	0	2	1	0	1	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	24199	4886	2859	2161	2080	1520	939	1819	604	468	556	741	338	220	317	263	207	96	97	90	141	115	113	97	77	45	28	39	23	46	25	33	15	9	30	22	7	6	4	12	6	13	22	4	2	5	2	7	8	0	2	1	3	1	1	1	0	0	1	0	1	1	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	20423	1846	868	1117	1378	1064	459	1614	293	206	376	628	204	82	250	209	144	28	20	42	111	95	90	74	65	26	4	25	6	42	6	28	6	6	22	17	4	2	2	6	1	9	18	3	1	3	2	2	5	0	1	0	0	1	1	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	24124	4906	2906	2120	1952	1518	951	1763	605	451	528	680	321	194	304	282	181	104	97	95	133	96	99	112	61	44	32	41	23	54	23	29	18	11	21	31	7	6	3	10	5	10	18	4	3	5	5	6	6	0	2	2	3	1	2	1	0	4	1	0	1	0	2	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	20419	1842	873	1077	1293	1058	458	1558	277	189	355	581	190	69	238	218	119	30	22	42	106	80	82	83	49	24	5	25	8	47	6	23	7	8	15	24	3	2	1	5	1	5	15	3	3	3	5	2	3	0	1	1	0	1	2	0	0	4	0	0	1	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	23942	4938	2882	2151	1935	1602	913	1825	606	419	537	659	333	195	316	312	193	92	99	97	126	103	78	117	61	50	32	39	27	60	23	28	14	15	14	24	10	6	3	8	5	8	19	3	8	4	5	3	5	2	5	3	2	0	2	1	0	4	1	1	0	0	2	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0.03	north20_active	80	20160	1880	852	1092	1280	1119	431	1602	270	180	378	560	195	69	255	250	123	27	22	41	95	84	61	89	50	31	3	24	12	53	4	20	5	7	11	18	4	1	0	4	2	2	17	3	8	4	4	0	3	0	1	2	0	0	2	0	0	4	0	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0.03	south21_all	80	24607	4892	2858	2165	2010	1513	954	1853	610	431	511	672	286	232	326	277	183	130	82	85	123	84	96	86	55	35	28	38	35	55	25	35	15	5	18	32	5	11	6	5	5	8	18	6	3	1	5	3	3	2	2	5	2	0	5	1	0	0	1	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0.03	south21_active	80	20960	1859	872	1064	1338	1064	461	1619	290	202	323	573	173	83	242	232	123	33	18	45	95	69	75	68	39	21	5	27	19	45	6	26	7	3	10	28	2	2	3	1	0	5	15	1	3	0	5	2	3	0	0	4	2	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0.03	south22_all	80	24638	4827	2818	2174	2013	1595	959	1891	629	448	571	690	316	231	316	274	214	127	78	95	116	105	87	89	71	35	29	44	36	60	22	32	13	8	19	39	8	12	5	4	8	4	13	5	5	3	4	2	10	3	2	4	2	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0.03	south22_active	80	20938	1835	876	1064	1343	1124	471	1681	300	215	374	593	193	84	237	227	153	32	23	52	91	76	67	71	52	27	5	34	19	49	5	23	8	4	10	35	3	4	4	1	2	3	10	3	5	0	4	2	10	0	0	3	2	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0.03	south23_all	80	24445	4810	2851	2171	2006	1604	925	1863	611	453	607	699	325	225	328	258	216	119	87	105	118	115	72	94	80	46	33	36	35	60	19	20	16	19	18	42	11	12	3	5	9	4	10	3	10	3	3	0	10	3	2	3	3	0	2	0	1	0	1	1	2	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	south23_active	80	20714	1852	865	1098	1378	1129	430	1661	288	205	422	587	184	83	241	207	149	25	25	57	95	83	53	73	64	29	4	30	22	47	3	13	8	8	9	37	4	5	2	2	2	4	8	2	9	0	3	0	9	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	south24_all	80	24809	4911	2908	2179	1941	1625	945	1836	636	473	601	694	353	219	311	250	230	106	97	104	134	113	74	86	79	59	36	51	37	61	16	21	14	22	13	30	16	11	4	7	7	4	11	4	9	3	1	1	9	2	2	2	2	0	3	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
0.03	south24_active	80	21095	1900	881	1089	1293	1122	420	1620	310	205	419	580	200	86	237	197	166	20	27	51	105	74	55	66	65	37	6	40	21	47	4	16	6	8	5	26	7	5	2	2	3	3	10	3	7	0	1	1	7	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
0.03	south25_all	80	24610	4896	2931	2181	1963	1584	940	1766	604	467	593	681	360	216	305	232	212	117	108	107	134	98	72	89	80	60	39	62	30	62	15	23	13	20	10	32	17	11	9	6	7	4	9	5	10	2	0	1	3	1	2	1	1	0	2	0	1	6	1	1	1	0	0	0	0	0	1	1	1	0	2	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
0.03	south25_active	80	20852	1882	871	1086	1305	1075	421	1538	278	215	414	586	214	79	230	173	144	22	27	54	105	67	56	70	68	36	8	47	15	47	6	18	3	7	4	29	6	7	4	1	3	3	8	3	7	0	0	1	1	0	0	0	1	0	2	0	0	6	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
0.03	south26_all	80	24658	4932	2942	2258	1988	1565	943	1740	582	462	545	649	357	218	306	228	198	127	115	101	138	84	87	93	77	64	38	63	28	62	15	19	14	20	12	29	16	12	10	7	4	7	10	4	10	0	3	1	3	1	3	3	0	0	1	0	1	6	0	0	1	0	3	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
0.03	south26_active	80	20926	1843	866	1141	1328	1056	430	1516	284	218	361	557	220	77	236	172	137	29	26	51	106	57	69	74	64	38	10	49	12	49	4	13	4	9	6	24	5	4	3	1	1	6	10	1	7	0	1	1	1	0	2	0	0	0	1	0	1	6	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
0.03	south27_all	80	24191	4874	2917	2211	1999	1594	934	1846	591	462	561	680	350	217	297	262	203	134	109	96	157	82	100	104	72	60	35	50	23	68	17	26	18	7	11	35	11	11	16	7	3	6	16	4	5	1	3	0	2	2	3	4	1	0	1	0	1	6	0	0	0	0	3	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	20476	1809	862	1100	1316	1091	442	1619	302	231	387	594	229	78	226	203	142	33	27	52	125	56	81	75	59	42	10	41	10	56	4	19	5	5	7	31	3	4	7	1	1	6	16	1	3	0	1	0	1	0	2	1	0	0	1	0	1	6	0	0	0	0	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	23998	4939	2837	2267	2012	1619	887	1879	581	482	559	665	333	223	314	277	214	140	99	97	154	93	103	101	79	57	37	42	24	59	14	24	21	13	22	41	11	9	13	7	5	6	19	9	4	2	4	1	1	2	3	4	1	0	0	1	1	3	0	0	0	0	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	20280	1818	842	1127	1323	1099	414	1670	299	236	392	564	218	87	238	217	152	37	23	53	122	68	78	72	62	40	9	35	10	49	0	17	6	5	18	37	4	2	5	1	2	6	19	5	3	1	2	0	1	0	3	2	0	0	0	1	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	24027	4883	2805	2224	2020	1679	917	1864	615	501	543	676	350	225	323	293	219	122	86	90	139	95	107	99	89	56	33	40	27	66	16	29	22	15	23	32	8	6	13	8	5	8	15	8	2	5	2	1	0	4	1	4	1	0	6	2	1	3	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	20317	1843	831	1096	1343	1153	422	1650	319	241	383	567	215	86	247	236	166	30	21	46	108	63	83	68	70	36	9	34	14	57	1	21	6	5	19	31	3	1	6	1	2	6	15	6	0	2	1	0	0	0	1	2	0	0	5	1	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	23894	4878	2834	2274	1993	1651	946	1790	615	513	545	714	350	229	321	305	232	112	76	107	135	96	106	96	84	51	31	36	27	67	18	25	17	13	25	38	5	7	10	11	9	5	9	10	6	7	4	1	0	4	1	2	0	0	6	3	1	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	20265	1823	818	1112	1328	1148	440	1564	306	223	374	595	204	91	246	247	173	32	19	52	101	60	79	72	64	34	7	29	12	57	3	17	4	3	20	38	1	1	5	1	4	3	9	7	4	2	3	0	0	0	1	2	0	0	5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	24209	4886	2834	2172	1979	1555	943	1809	565	470	533	730	321	249	266	305	209	113	93	97	137	108	80	114	84	50	35	39	30	74	15	32	17	17	16	33	9	6	12	4	7	2	3	4	4	0	4	3	3	1	1	3	2	3	1	1	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
0.03	south31_active	80	20522	1840	823	1077	1315	1039	462	1577	299	213	374	612	196	80	198	240	142	32	26	49	104	64	51	86	70	31	5	31	11	66	6	16	6	9	9	28	2	2	6	2	3	0	2	2	3	0	4	0	2	1	1	1	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south32_all	80	24289	4788	2882	2154	1957	1621	995	1812	554	502	539	664	346	239	266	254	195	128	107	103	140	107	93	106	62	44	36	37	28	63	19	30	18	15	15	43	10	6	8	3	7	4	2	3	5	1	4	3	5	1	0	2	1	3	3	1	0	3	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south32_active	80	20628	1767	860	1086	1278	1118	496	1560	277	227	375	552	214	81	199	193	137	33	32	51	105	63	59	77	46	25	8	25	11	54	6	17	7	7	11	38	3	3	4	1	3	2	1	2	4	1	4	1	3	1	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south33_all	80	24221	4853	2838	2162	1959	1641	1003	1866	584	482	500	680	328	240	282	249	190	128	104	118	174	115	106	90	60	42	41	41	28	82	18	23	18	11	14	45	14	5	5	7	6	8	10	3	4	1	2	4	8	2	1	3	1	1	2	2	1	2	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	20583	1790	835	1077	1291	1139	488	1628	275	220	347	568	206	92	203	192	132	37	31	55	137	73	73	65	44	24	9	30	9	74	6	11	7	4	10	40	5	2	2	2	3	5	9	2	4	1	0	1	5	0	0	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
