label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92
0.03	north6_all	80	21853	4744	3910	3285	1310	1601	1527	1513	918	1114	442	312	275	321	331	187	173	260	102	117	181	85	71	61	49	40	64	87	38	30	56	40	35	21	16	24	12	10	13	8	12	16	5	25	7	6	7	1	10	5	2	0	3	4	2	0	0	1	1	4	2	1	3	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	18382	2128	2713	2586	381	1102	1224	1284	702	952	265	93	97	200	237	49	46	215	32	83	152	49	18	29	15	12	42	68	17	7	47	29	30	5	4	11	8	3	9	3	5	4	3	23	3	5	7	1	8	2	2	0	2	4	0	0	0	1	0	3	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	21044	4652	3866	3207	1359	1568	1506	1474	912	1126	453	329	293	332	332	187	147	262	101	139	167	79	77	56	44	40	63	80	40	35	46	32	35	19	12	23	9	10	10	10	12	13	6	21	8	2	5	1	8	7	2	4	2	8	3	0	0	1	0	8	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	17546	1998	2583	2472	374	1056	1188	1234	690	963	280	90	101	207	229	53	40	215	24	99	133	47	21	27	13	16	37	60	19	9	37	22	30	6	3	11	6	4	5	4	7	2	4	18	2	2	5	1	6	2	2	4	1	5	0	0	0	1	0	8	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	19352	4574	3805	2956	1354	1457	1422	1351	878	1085	508	305	291	316	318	179	135	247	98	124	169	82	76	54	42	45	62	81	42	35	51	37	26	19	9	24	7	9	13	11	11	13	8	19	10	0	5	0	7	5	3	5	0	6	3	1	0	1	1	9	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	15772	1878	2456	2179	365	953	1080	1089	632	895	308	78	89	199	216	44	38	194	24	90	133	44	19	26	11	14	37	64	17	10	40	24	24	5	1	13	5	3	11	3	7	3	3	15	1	0	5	0	7	1	2	4	0	3	1	1	0	1	1	9	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	17741	4516	3575	2934	1405	1397	1343	1204	827	1014	490	330	274	340	298	168	144	238	96	136	168	78	71	44	38	48	48	81	37	30	42	35	29	15	11	13	6	12	18	10	8	10	9	8	10	3	7	2	4	5	6	5	0	6	2	3	0	6	2	10	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	14003	1758	2218	2117	353	905	975	944	579	832	275	79	73	221	188	37	39	188	22	90	129	42	17	21	11	14	27	67	13	11	33	24	22	3	2	6	4	3	14	3	6	2	3	4	2	3	6	1	4	0	1	4	0	3	1	2	0	6	1	9	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	16741	4511	3445	2757	1364	1335	1236	1140	752	934	487	317	277	346	286	157	153	208	95	127	141	80	66	49	43	50	46	65	43	26	40	37	36	15	11	13	9	12	19	11	6	8	9	5	7	10	6	2	2	4	6	5	1	2	1	4	0	6	2	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	12815	1681	2079	1917	325	858	884	862	507	744	268	79	68	225	174	33	40	160	19	82	109	35	17	23	14	12	32	53	14	9	33	25	23	3	2	8	5	2	13	2	3	3	4	2	2	9	4	1	2	1	1	4	1	0	1	3	0	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	21400	4727	3903	3409	1350	1590	1520	1390	963	1259	459	344	273	338	292	174	156	263	133	140	132	91	51	78	43	39	57	127	31	27	45	26	65	19	17	14	15	5	19	9	15	8	4	9	5	2	11	2	10	4	0	3	2	1	4	2	2	2	2	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
0.03	north11_active	80	17938	2105	2670	2685	406	1158	1202	1162	728	1111	297	97	92	228	207	40	40	214	38	92	104	47	15	44	13	11	39	115	16	8	37	14	56	4	5	8	10	1	13	2	12	6	2	9	0	2	10	2	8	2	0	0	1	1	0	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
0.03	north12_all	80	21483	4697	3935	3553	1382	1528	1491	1443	923	1241	503	310	269	329	320	156	151	249	119	125	141	95	50	71	42	39	51	157	32	28	43	33	51	19	16	10	13	6	18	8	12	7	3	12	6	6	10	3	8	3	1	2	3	1	4	1	2	7	4	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0
0.03	north12_active	80	18064	2111	2747	2832	398	1114	1175	1195	709	1103	319	97	98	225	228	37	35	201	39	87	107	56	11	38	19	6	39	143	15	7	37	19	42	4	5	5	8	1	14	2	10	4	1	12	0	5	9	3	7	1	1	0	2	1	1	1	2	7	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
0.03	north13_all	80	21361	4673	4028	3508	1362	1587	1423	1425	850	1245	489	311	273	317	302	159	154	213	120	148	158	92	59	58	50	39	52	126	25	29	41	30	36	17	17	14	15	6	17	5	9	4	6	14	8	5	5	1	10	1	2	5	2	3	4	1	4	6	4	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	17972	2077	2835	2769	394	1142	1114	1164	654	1108	319	101	105	219	224	42	34	172	36	108	126	52	12	25	27	5	40	110	12	6	34	23	29	3	2	8	9	2	14	2	7	2	4	13	0	4	5	1	8	0	1	3	1	2	3	1	2	6	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	21553	4678	4060	3457	1350	1597	1493	1455	859	1264	498	279	285	326	299	170	136	212	112	144	162	104	62	58	52	34	58	125	36	26	32	32	38	11	20	15	14	5	16	4	14	4	6	24	6	5	1	2	7	0	2	4	2	2	4	2	5	6	5	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	18130	2069	2864	2684	393	1156	1190	1194	652	1116	313	86	100	229	215	50	31	172	33	112	130	63	15	28	25	6	43	112	17	6	28	21	30	3	6	7	10	2	12	2	13	1	3	23	1	4	0	2	5	0	1	3	1	1	4	2	2	6	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	21571	4700	4042	3352	1354	1639	1561	1455	840	1285	483	301	304	320	268	169	146	232	118	171	179	95	76	65	51	36	51	99	37	21	44	27	39	15	24	17	24	6	11	8	15	4	7	21	7	2	2	2	8	1	3	7	3	3	4	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	18139	2084	2808	2590	363	1177	1239	1188	630	1133	305	89	98	209	192	47	38	184	29	125	149	57	23	37	22	15	36	84	17	5	33	17	32	5	12	10	14	1	6	2	14	1	3	20	3	1	1	2	6	1	0	6	1	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	21591	4710	3935	3300	1346	1593	1579	1498	911	1275	507	297	295	329	295	183	149	256	102	147	174	104	75	68	46	38	52	113	41	24	48	23	46	17	20	21	22	13	9	10	17	6	5	20	7	2	2	3	8	3	2	3	1	2	3	3	5	7	2	1	1	2	1	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	18140	2085	2693	2555	373	1136	1247	1231	698	1115	323	98	95	217	210	45	40	204	24	103	147	69	25	39	17	15	34	100	20	7	32	13	39	6	11	13	11	2	4	3	15	2	2	20	3	1	1	3	6	2	0	3	0	0	2	3	2	7	1	1	0	2	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	21630	4741	3849	3221	1391	1558	1577	1443	949	1209	486	315	291	333	297	178	153	256	118	166	198	97	68	65	36	43	60	90	41	25	60	25	49	21	21	18	22	14	14	12	13	8	7	5	5	2	3	5	9	4	3	4	1	1	5	4	3	8	0	1	1	2	1	2	1	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	18094	2112	2620	2497	372	1096	1230	1179	735	1061	310	99	92	222	211	44	45	197	33	117	176	67	23	38	10	18	37	82	21	9	42	19	42	8	12	12	10	1	7	1	11	4	4	4	2	1	3	5	7	2	1	4	0	0	4	3	2	7	0	1	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	20298	4693	3705	2985	1418	1421	1491	1359	909	1104	476	298	270	333	306	161	142	239	114	156	203	77	64	56	39	44	59	87	44	26	56	32	36	18	15	19	12	13	13	15	9	9	7	7	5	9	5	3	8	5	2	3	2	1	4	2	3	9	0	1	2	2	2	2	1	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	16607	2004	2424	2258	371	955	1126	1092	679	935	301	90	82	210	217	33	32	180	32	109	174	52	18	29	7	14	34	81	21	8	42	23	30	8	7	13	5	2	7	2	6	5	4	6	1	4	4	3	6	1	1	3	1	0	3	1	2	8	0	1	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	19141	4533	3506	2814	1401	1391	1432	1239	826	947	474	316	269	327	268	155	134	243	125	147	182	66	70	56	47	36	65	58	45	22	50	32	43	23	11	21	14	9	14	20	5	8	7	7	4	8	7	4	6	4	4	2	4	4	4	1	1	6	1	0	1	1	2	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	15294	1821	2188	2044	352	921	1054	979	576	775	275	86	80	198	181	30	30	182	36	96	141	39	21	24	9	14	39	53	20	6	36	24	36	7	5	15	8	4	7	4	3	4	2	6	1	4	6	4	6	0	3	2	2	2	4	0	0	5	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	17397	4496	3409	2634	1399	1325	1280	1060	768	900	441	319	259	306	246	148	137	190	114	130	152	69	75	61	63	31	54	81	41	28	39	28	35	16	12	20	11	7	10	14	6	6	9	12	5	11	7	3	5	3	4	2	6	5	2	0	0	2	1	0	1	1	1	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	13456	1705	2042	1847	339	842	914	805	507	725	249	81	77	170	160	31	25	140	25	76	110	35	18	28	19	11	31	65	18	6	27	19	30	4	3	13	6	3	4	3	3	2	1	10	1	5	6	3	5	0	2	2	4	3	2	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	21559	4777	4100	3372	1394	1592	1657	1489	879	1080	455	332	261	338	253	166	143	301	119	153	150	90	69	77	55	46	60	100	33	31	48	23	31	18	17	15	11	11	10	10	16	7	5	13	2	5	4	5	5	5	5	3	2	1	0	1	2	1	1	1	1	1	1	0	2	0	1	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0	0	0	0
0.03	south21_active	80	18246	2129	2867	2650	392	1125	1302	1257	645	928	272	108	102	243	171	37	27	249	42	108	132	53	19	42	19	9	45	88	9	8	41	15	25	9	3	8	6	5	8	7	12	4	2	10	2	5	4	4	4	1	1	2	1	0	0	0	2	0	0	0	0	1	0	0	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south22_all	80	21830	4762	4003	3308	1393	1685	1688	1508	920	1088	472	352	274	342	278	164	140	295	124	169	154	86	73	72	58	53	60	93	33	37	60	18	37	21	16	14	13	11	11	10	14	6	6	11	5	3	4	5	6	1	6	3	1	2	0	1	2	0	1	1	2	3	2	0	2	2	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0	2	0	0	1	0	0	0	1	0
0.03	south22_active	80	18439	2101	2783	2584	388	1191	1334	1274	692	923	278	129	104	249	191	49	23	253	39	110	130	49	18	37	24	15	47	79	11	10	51	12	28	7	5	9	7	3	9	5	12	1	2	10	2	3	4	3	4	0	1	3	0	0	0	0	2	0	0	0	1	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south23_all	80	21986	4794	3971	3245	1384	1718	1620	1561	969	1126	473	341	271	319	296	178	129	301	114	157	168	86	83	68	54	54	54	92	38	36	62	23	42	18	11	17	14	13	15	10	15	5	7	32	7	2	2	6	8	3	5	3	2	3	0	0	5	0	1	1	2	3	2	0	2	2	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south23_active	80	18589	2141	2740	2531	371	1196	1265	1318	743	958	273	122	95	240	214	50	24	250	31	103	136	50	24	40	21	13	41	83	15	7	51	15	34	7	5	13	10	2	14	2	12	0	2	31	2	2	2	4	4	1	1	3	0	1	0	0	5	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	21463	4774	3872	3077	1394	1664	1557	1507	941	1149	470	343	282	319	298	165	153	296	108	146	169	79	84	59	49	48	51	103	37	25	59	32	43	17	8	14	19	16	18	10	11	5	9	30	7	4	5	4	5	3	3	3	3	2	0	2	4	0	2	0	1	5	1	0	2	2	0	1	0	0	1	0	0	2	0	1	0	2	4	0	1	0	0	0	0	0	0	0	1	1	0	1	0
0.03	south24_active	80	17934	2065	2619	2351	362	1139	1201	1249	693	994	243	118	101	227	214	39	34	245	34	97	130	46	30	32	16	13	35	93	14	5	48	24	31	5	3	11	14	1	16	3	7	0	1	29	2	4	3	2	1	2	1	3	1	1	0	2	3	0	0	0	1	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south25_all	80	19674	4736	3781	2887	1391	1512	1396	1347	879	1077	493	315	278	326	242	176	156	282	101	134	149	73	73	61	49	49	56	102	41	22	53	47	29	13	8	13	22	15	17	10	16	9	7	30	5	10	9	4	3	3	4	1	2	2	0	4	5	1	2	0	0	4	0	0	1	1	0	1	0	0	1	0	3	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0
0.03	south25_active	80	15967	1951	2467	2128	341	996	1035	1075	619	924	245	100	93	220	172	41	40	225	33	89	113	44	24	30	12	13	37	89	18	2	42	30	21	3	2	7	17	0	14	4	10	1	0	27	2	10	5	2	0	2	2	0	1	1	0	2	3	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_all	80	18171	4814	3584	2806	1368	1435	1366	1208	767	1004	498	315	262	304	230	176	135	256	99	132	132	78	73	71	45	46	67	105	33	25	49	41	30	15	9	11	19	10	14	8	16	8	7	6	1	12	11	2	4	1	2	1	2	0	1	4	3	1	2	1	1	3	0	1	1	0	0	1	0	0	1	0	3	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south26_active	80	14316	1874	2282	1968	326	918	1001	926	506	852	242	85	80	195	152	33	37	200	35	89	101	43	23	35	15	10	46	87	16	2	42	20	22	3	3	5	14	0	10	3	8	1	0	3	0	10	7	2	1	1	1	0	1	0	1	2	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_all	80	16919	4801	3407	2712	1337	1403	1282	1129	754	949	460	306	287	292	204	199	145	219	112	135	120	89	69	77	47	48	70	68	32	37	42	42	36	12	11	12	18	7	8	9	17	7	5	7	4	12	13	3	4	1	2	2	1	0	2	3	2	1	0	2	3	2	1	1	1	0	0	0	0	0	1	0	3	0	1	2	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0
0.03	south27_active	80	12923	1752	2074	1827	303	904	929	832	499	796	227	73	89	172	134	35	36	162	34	86	90	50	21	33	16	12	49	52	16	7	36	20	27	2	3	5	12	0	5	3	8	1	0	4	1	9	9	2	2	1	1	0	0	0	1	0	1	1	0	2	1	1	1	0	1	0	0	0	0	0	1	0	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south28_all	80	16961	4725	3428	2727	1378	1411	1307	1151	695	985	454	275	292	261	231	195	139	187	114	120	138	99	67	66	44	52	64	82	32	38	44	37	43	14	16	9	16	6	7	6	15	9	9	4	5	9	9	3	7	1	3	4	2	1	2	3	1	2	1	4	3	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	12966	1710	2071	1850	313	907	978	870	458	837	237	67	92	150	146	36	28	134	32	77	103	51	20	28	13	11	43	70	20	9	37	18	33	5	2	5	8	1	4	1	6	3	1	3	2	5	8	2	5	0	0	0	0	1	1	0	1	1	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	17078	4652	3466	2763	1384	1359	1256	1182	730	962	438	286	313	273	235	178	139	184	125	127	145	98	57	62	56	52	45	87	35	38	42	33	51	13	16	12	13	7	5	5	13	6	7	6	6	7	5	4	5	1	4	3	1	1	1	2	1	2	1	4	2	0	2	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south29_active	80	13050	1628	2079	1889	307	870	931	874	486	797	224	73	100	146	154	35	28	135	32	83	105	46	15	25	11	10	29	74	18	9	34	19	40	5	1	7	4	1	4	1	5	3	1	5	2	4	4	2	4	0	0	0	0	1	0	1	1	1	0	3	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	18236	4554	3624	2907	1412	1466	1288	1198	786	979	441	296	298	290	233	168	137	196	142	126	164	106	56	60	60	45	47	95	43	31	29	32	53	21	17	12	15	5	8	6	11	8	9	6	4	2	8	2	4	2	4	5	2	1	1	5	0	3	1	5	0	0	1	1	0	1	0	1	0	1	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	14307	1680	2207	2079	330	970	955	925	540	822	243	82	98	167	150	37	22	151	44	83	128	51	18	31	21	7	30	78	25	7	20	19	39	9	0	8	7	2	4	1	5	5	3	5	1	1	7	1	4	0	1	2	1	1	1	4	0	1	0	2	0	0	0	1	0	1	0	0	0	1	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	22009	4840	4066	3249	1413	1589	1522	1523	995	1133	467	304	264	335	291	158	157	302	97	151	168	92	69	70	43	42	75	116	47	29	59	28	44	20	13	21	24	7	17	10	13	5	6	16	6	5	6	8	3	5	0	7	5	1	3	6	2	0	3	2	0	2	1	1	0	4	0	1	0	0	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	18501	2113	2855	2463	404	1139	1238	1282	758	985	303	110	100	229	211	36	34	257	32	100	120	52	22	40	17	13	59	97	23	8	51	21	37	10	4	15	19	2	12	0	4	1	1	14	4	5	4	6	2	0	0	7	2	1	2	6	2	0	0	2	0	1	1	0	0	1	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south32_all	80	22076	4792	4022	3283	1392	1652	1558	1514	917	1160	493	307	273	329	291	186	152	295	103	149	182	89	63	73	44	43	59	119	43	30	58	46	34	21	12	14	27	7	18	11	12	5	8	14	5	5	15	9	6	5	0	7	4	3	3	6	1	2	2	2	1	0	1	0	0	3	0	1	0	0	0	1	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
