label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75
0.03	north1_all	80	2328	1676	768	491	564	487	220	148	578	133	166	220	72	83	49	42	45	137	36	37	41	21	24	20	14	13	30	9	5	5	21	4	4	31	5	13	1	3	13	2	4	4	3	3	1	1	0	1	1	0	2	1	2	4	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1
0.03	north1_active	80	1076	943	368	239	316	284	105	61	394	64	114	140	35	36	26	21	25	81	20	20	24	10	15	11	8	5	13	3	1	3	12	4	0	25	1	12	0	3	9	2	1	4	2	1	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2334	1663	731	493	565	494	211	129	555	123	159	228	83	97	59	41	48	151	33	34	42	16	18	19	14	14	19	9	6	3	22	4	3	30	3	15	1	3	11	1	5	4	2	3	1	1	0	1	1	1	2	0	0	3	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	1111	939	351	256	320	290	106	51	370	66	102	149	48	50	35	20	26	92	19	20	27	5	13	9	10	4	7	4	1	1	16	3	0	24	1	13	0	3	6	1	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2336	1646	703	496	577	504	219	144	559	119	159	219	81	112	70	48	52	141	37	36	41	18	23	17	14	9	30	8	6	3	23	5	4	21	3	8	1	2	9	4	2	3	1	1	4	1	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1084	920	356	244	329	295	115	66	367	61	105	142	49	63	38	22	29	91	23	23	22	6	15	8	9	1	23	3	1	1	16	2	1	16	1	6	1	1	6	3	0	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2288	1646	692	494	593	491	204	151	563	121	136	212	83	115	79	45	49	124	39	30	34	19	29	14	16	6	47	10	11	4	22	7	3	15	5	9	2	1	3	3	1	1	1	1	3	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1051	942	338	241	358	292	102	74	365	56	88	134	43	67	43	20	28	92	23	17	15	6	16	8	9	1	30	6	4	1	17	1	1	11	2	8	1	0	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2329	1702	723	496	568	497	217	164	493	130	141	191	75	103	76	41	50	112	38	27	25	16	31	16	16	12	49	8	13	4	22	6	2	7	3	8	3	3	3	6	1	2	2	1	3	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1065	994	375	249	334	314	109	76	326	62	92	122	36	62	39	17	31	80	22	14	8	6	16	10	7	7	31	5	5	2	15	0	1	4	1	8	2	2	2	3	0	1	1	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
